Date,LAURUSLABS.NS
2016-12-19,92.75836944580078
2016-12-20,91.46470642089844
2016-12-21,91.40677642822266
2016-12-22,91.6288070678711
2016-12-23,91.84121704101562
2016-12-26,87.89261627197266
2016-12-27,92.92250061035156
2016-12-28,93.88793182373047
2016-12-29,92.72941589355469
2016-12-30,92.84526824951172
2017-01-02,93.91690826416016
2017-01-03,91.97637176513672
2017-01-04,91.81224822998047
2017-01-05,91.97637176513672
2017-01-06,91.28128814697266
2017-01-09,91.77363586425781
2017-01-10,91.34886169433594
2017-01-11,91.72537994384766
2017-01-12,91.76399993896484
2017-01-13,95.50017547607422
2017-01-16,93.6948471069336
2017-01-17,92.09223175048828
2017-01-18,92.31427764892578
2017-01-19,92.84526824951172
2017-01-20,92.44943237304688
2017-01-23,92.18876647949219
2017-01-24,92.19843292236328
2017-01-25,92.21773529052734
2017-01-27,91.43573760986328
2017-01-30,92.32392883300781
2017-01-31,91.66743469238281
2017-02-01,91.8315658569336
2017-02-02,91.52262878417969
2017-02-03,97.08348846435547
2017-02-06,107.55841064453125
2017-02-07,108.09902954101562
2017-02-08,106.1971435546875
2017-02-09,108.070068359375
2017-02-10,103.45532989501953
2017-02-13,100.11493682861328
2017-02-14,98.502685546875
2017-02-15,98.19374084472656
2017-02-16,97.26695251464844
2017-02-17,96.69732666015625
2017-02-20,97.56621551513672
2017-02-21,99.69015502929688
2017-02-22,100.73281860351562
2017-02-23,100.63626861572266
2017-02-27,98.56059265136719
2017-02-28,98.46405792236328
2017-03-01,98.49302673339844
2017-03-02,98.10684204101562
2017-03-03,97.87513732910156
2017-03-06,98.83092498779297
2017-03-07,100.69419860839844
2017-03-08,99.99909210205078
2017-03-09,99.42948150634766
2017-03-10,98.67645263671875
2017-03-14,99.37157440185547
2017-03-15,101.8141098022461
2017-03-16,102.45127868652344
2017-03-17,102.45127868652344
2017-03-20,101.89134979248047
2017-03-21,100.00873565673828
2017-03-22,98.89850616455078
2017-03-23,98.83092498779297
2017-03-24,98.48336791992188
2017-03-27,99.0336685180664
2017-03-28,98.54129028320312
2017-03-29,99.41983032226562
2017-03-30,100.10528564453125
2017-03-31,99.67084503173828
2017-04-03,100.52043914794922
2017-04-05,100.3756103515625
2017-04-06,99.85427856445312
2017-04-07,98.58956146240234
2017-04-10,99.30399322509766
2017-04-11,99.0626220703125
2017-04-12,98.61852264404297
2017-04-13,97.68206024169922
2017-04-17,99.23640441894531
2017-04-18,99.32329559326172
2017-04-19,99.84461212158203
2017-04-20,101.37964630126953
2017-04-21,100.24044799804688
2017-04-24,100.24044799804688
2017-04-25,100.53007507324219
2017-04-26,100.11493682861328
2017-04-27,100.13424682617188
2017-04-28,100.3852767944336
2017-05-02,102.35475158691406
2017-05-03,104.71038055419922
2017-05-04,108.40796661376953
2017-05-05,107.80940246582031
2017-05-08,108.12799835205078
2017-05-09,107.69355773925781
2017-05-10,107.12394714355469
2017-05-11,106.84398651123047
2017-05-12,107.56803894042969
2017-05-15,106.67985534667969
2017-05-16,111.43942260742188
2017-05-17,111.41044616699219
2017-05-18,108.0604248046875
2017-05-19,106.0812759399414
2017-05-22,105.92681121826172
2017-05-23,106.17784118652344
2017-05-24,101.7947769165039
2017-05-25,106.01371002197266
2017-05-26,107.33634185791016
2017-05-29,104.40144348144531
2017-05-30,105.82063293457031
2017-05-31,110.54156494140625
2017-06-01,113.76610565185547
2017-06-02,115.9962387084961
2017-06-05,116.51757049560547
2017-06-06,116.2955322265625
2017-06-07,118.0525894165039
2017-06-08,118.4967041015625
2017-06-09,120.5916748046875
2017-06-12,119.80003356933594
2017-06-13,119.74209594726562
2017-06-14,117.43473815917969
2017-06-15,115.07909393310547
2017-06-16,116.87478637695312
2017-06-19,116.961669921875
2017-06-20,116.88444519042969
2017-06-21,118.63185119628906
2017-06-22,117.02925872802734
2017-06-23,117.45404815673828
2017-06-27,118.35188293457031
2017-06-28,117.8402099609375
2017-06-29,118.18778228759766
2017-06-30,118.77666473388672
2017-07-03,121.3350601196289
2017-07-04,121.14197540283203
2017-07-05,120.69788360595703
2017-07-06,120.06883239746094
2017-07-07,119.98175048828125
2017-07-10,119.49786376953125
2017-07-11,116.8656005859375
2017-07-12,115.65589141845703
2017-07-13,117.99784851074219
2017-07-14,117.9494857788086
2017-07-17,117.61074829101562
2017-07-18,116.62364959716797
2017-07-19,116.00428771972656
2017-07-20,115.62688446044922
2017-07-21,115.64620971679688
2017-07-24,115.49137115478516
2017-07-25,113.93330383300781
2017-07-26,113.8655776977539
2017-07-27,115.07524871826172
2017-07-28,114.59136199951172
2017-07-31,112.39457702636719
2017-08-01,112.77198028564453
2017-08-02,112.18167114257812
2017-08-03,111.73651885986328
2017-08-04,113.02361297607422
2017-08-07,111.91069030761719
2017-08-08,111.02037048339844
2017-08-09,106.97518157958984
2017-08-10,101.60415649414062
2017-08-11,105.107421875
2017-08-14,106.30741882324219
2017-08-16,105.97840118408203
2017-08-17,105.44612121582031
2017-08-18,103.52999114990234
2017-08-21,101.82674407958984
2017-08-22,100.58802795410156
2017-08-23,101.61383819580078
2017-08-24,100.90737915039062
2017-08-28,98.88478088378906
2017-08-29,97.32669830322266
2017-08-30,100.71382141113281
2017-08-31,102.06867218017578
2017-09-01,104.45902252197266
2017-09-04,105.91065216064453
2017-09-05,106.8590316772461
2017-09-06,105.72676086425781
2017-09-07,106.37516784667969
2017-09-08,105.48485565185547
2017-09-11,104.51708221435547
2017-09-12,103.23965454101562
2017-09-13,101.98157501220703
2017-09-14,106.3558120727539
2017-09-15,106.11387634277344
2017-09-18,105.61064147949219
2017-09-19,105.40740203857422
2017-09-20,106.19129943847656
2017-09-21,105.54290008544922
2017-09-22,104.58483123779297
2017-09-25,101.41061401367188
2017-09-26,100.7525405883789
2017-09-27,99.49445343017578
2017-09-28,98.28478240966797
2017-09-29,98.15897369384766
2017-10-03,98.43962097167969
2017-10-04,103.62677001953125
2017-10-05,103.42353057861328
2017-10-06,104.78805541992188
2017-10-09,103.5396499633789
2017-10-10,105.44612121582031
2017-10-11,103.26868438720703
2017-10-12,105.41709899902344
2017-10-13,105.15579223632812
2017-10-16,105.63001251220703
2017-10-17,105.82356262207031
2017-10-18,105.89128875732422
2017-10-19,105.48485565185547
2017-10-23,105.07837677001953
2017-10-24,104.84612274169922
2017-10-25,104.43968200683594
2017-10-26,103.61708068847656
2017-10-27,103.82030487060547
2017-10-30,104.15901947021484
2017-10-31,104.20740509033203
2017-11-01,103.94612121582031
2017-11-02,104.08158874511719
2017-11-03,103.49125671386719
2017-11-06,105.61064147949219
2017-11-07,105.1848373413086
2017-11-08,105.50420379638672
2017-11-09,104.32353973388672
2017-11-10,102.52352142333984
2017-11-13,101.44932556152344
2017-11-14,101.20738220214844
2017-11-15,103.47191619873047
2017-11-16,102.0202865600586
2017-11-17,102.4364242553711
2017-11-20,102.47514343261719
2017-11-21,102.4364242553711
2017-11-22,101.8654556274414
2017-11-23,103.26868438720703
2017-11-24,104.08158874511719
2017-11-27,102.45577239990234
2017-11-28,100.02672576904297
2017-11-29,101.1009292602539
2017-11-30,101.69125366210938
2017-12-01,101.7977066040039
2017-12-04,100.1331787109375
2017-12-05,101.32350158691406
2017-12-06,100.60737609863281
2017-12-07,100.24929809570312
2017-12-08,97.42346954345703
2017-12-11,99.27188110351562
2017-12-12,97.52991485595703
2017-12-13,100.31705474853516
2017-12-14,101.78802490234375
2017-12-15,101.39124298095703
2017-12-18,103.24933624267578
2017-12-19,102.65899658203125
2017-12-20,103.81063079833984
2017-12-21,109.05584716796875
2017-12-22,106.742919921875
2017-12-26,105.5235595703125
2017-12-27,105.21387481689453
2017-12-28,104.381591796875
2017-12-29,105.07837677001953
2018-01-01,104.43968200683594
2018-01-02,103.73322296142578
2018-01-03,103.90740966796875
2018-01-04,105.32032775878906
2018-01-05,106.73323059082031
2018-01-08,108.58164978027344
2018-01-09,107.1300048828125
2018-01-10,105.13644409179688
2018-01-11,106.5009765625
2018-01-12,105.70741271972656
2018-01-15,105.4654769897461
2018-01-16,103.18159484863281
2018-01-17,106.06547546386719
2018-01-18,103.9654769897461
2018-01-19,105.22354125976562
2018-01-22,106.39453125
2018-01-23,107.67195892333984
2018-01-24,107.12034606933594
2018-01-25,105.50420379638672
2018-01-29,104.3525619506836
2018-01-30,100.1331787109375
2018-01-31,99.9880142211914
2018-02-01,100.22027587890625
2018-02-02,98.71057891845703
2018-02-05,97.94606018066406
2018-02-06,97.41378784179688
2018-02-07,97.20088958740234
2018-02-08,98.4589614868164
2018-02-09,99.61060333251953
2018-02-12,100.3364028930664
2018-02-14,103.68480682373047
2018-02-15,102.04930114746094
2018-02-16,101.6718978881836
2018-02-19,100.44286346435547
2018-02-20,100.45254516601562
2018-02-21,100.05577087402344
2018-02-22,99.6009292602539
2018-02-23,99.8138198852539
2018-02-26,100.80091094970703
2018-02-27,104.01385498046875
2018-02-28,105.2042007446289
2018-03-01,102.92027282714844
2018-03-05,102.71708679199219
2018-03-06,103.77190399169922
2018-03-07,100.67511749267578
2018-03-08,100.89772033691406
2018-03-09,100.52994537353516
2018-03-12,100.91705322265625
2018-03-13,105.34934997558594
2018-03-14,103.78160858154297
2018-03-15,103.41384887695312
2018-03-16,100.89772033691406
2018-03-19,100.96543884277344
2018-03-20,99.2621841430664
2018-03-21,98.83638000488281
2018-03-22,98.2557373046875
2018-03-23,99.24285125732422
2018-03-26,98.34281921386719
2018-03-27,98.21703338623047
2018-03-28,97.32669830322266
2018-04-02,98.42993927001953
2018-04-03,99.31060028076172
2018-04-04,98.75897216796875
2018-04-05,98.11056518554688
2018-04-06,98.10090637207031
2018-04-09,96.79444122314453
2018-04-10,98.09121704101562
2018-04-11,97.40412139892578
2018-04-12,97.63639831542969
2018-04-13,96.94927978515625
2018-04-16,97.01701354980469
2018-04-17,97.249267578125
2018-04-18,96.85250091552734
2018-04-19,97.16218566894531
2018-04-20,98.4589614868164
2018-04-23,97.52991485595703
2018-04-24,97.3750991821289
2018-04-25,97.19121551513672
2018-04-26,97.7621841430664
2018-04-27,97.54928588867188
2018-04-30,98.96220397949219
2018-05-02,97.52025604248047
2018-05-03,97.05573272705078
2018-05-04,97.94606018066406
2018-05-07,97.10411071777344
2018-05-08,97.61700439453125
2018-05-09,96.6105728149414
2018-05-10,95.84605407714844
2018-05-11,94.35569763183594
2018-05-14,92.4395523071289
2018-05-15,91.76213836669922
2018-05-16,89.43951416015625
2018-05-17,88.98469543457031
2018-05-18,88.91693878173828
2018-05-21,86.00402069091797
2018-05-22,86.85562896728516
2018-05-23,87.32984161376953
2018-05-24,87.88143920898438
2018-05-25,89.58467864990234
2018-05-28,92.08148956298828
2018-05-29,90.36856842041016
2018-05-30,89.0330810546875
2018-05-31,91.34599304199219
2018-06-01,88.7911376953125
2018-06-04,89.16854095458984
2018-06-05,87.73627471923828
2018-06-06,90.5234146118164
2018-06-07,90.45565795898438
2018-06-08,93.57183074951172
2018-06-11,96.80410766601562
2018-06-12,96.55249786376953
2018-06-13,95.48798370361328
2018-06-14,94.52021789550781
2018-06-15,96.57186126708984
2018-06-18,96.53312683105469
2018-06-19,94.80086517333984
2018-06-20,94.67506408691406
2018-06-21,93.81376647949219
2018-06-22,92.42019653320312
2018-06-25,91.11372375488281
2018-06-26,90.10729217529297
2018-06-27,88.3459701538086
2018-06-28,87.77311706542969
2018-06-29,89.6955795288086
2018-07-02,90.76361846923828
2018-07-03,92.03555297851562
2018-07-04,94.22017669677734
2018-07-05,93.63760375976562
2018-07-06,92.60840606689453
2018-07-09,92.21031951904297
2018-07-10,92.08409118652344
2018-07-11,91.22966766357422
2018-07-12,90.29756164550781
2018-07-13,90.90924835205078
2018-07-16,89.73440551757812
