Date,SNA
2015-08-03,129.8463592529297
2015-08-04,131.40985107421875
2015-08-05,132.8463134765625
2015-08-06,131.6479949951172
2015-08-07,131.79873657226562
2015-08-10,132.94154357910156
2015-08-11,131.06068420410156
2015-08-12,131.03683471679688
2015-08-13,132.16383361816406
2015-08-14,133.385986328125
2015-08-17,134.52880859375
2015-08-18,134.9097442626953
2015-08-19,134.50503540039062
2015-08-20,132.29075622558594
2015-08-21,128.1188507080078
2015-08-24,122.81641387939453
2015-08-25,120.60306549072266
2015-08-26,123.9549789428711
2015-08-27,127.4261703491211
2015-08-28,127.29878997802734
2015-08-31,127.20328521728516
2015-09-01,122.95972442626953
2015-09-02,123.73998260498047
2015-09-03,125.32435607910156
2015-09-04,122.92782592773438
2015-09-08,127.17939758300781
2015-09-09,125.52339935302734
2015-09-10,125.50741577148438
2015-09-11,125.68260955810547
2015-09-14,125.73039245605469
2015-09-15,126.2239990234375
2015-09-16,126.661865234375
2015-09-17,126.70964813232422
2015-09-18,123.86734771728516
2015-09-21,124.98993682861328
2015-09-22,123.636474609375
2015-09-23,122.42625427246094
2015-09-24,121.31163787841797
2015-09-25,122.39444732666016
2015-09-28,119.9343032836914
2015-09-29,118.5489730834961
2015-09-30,120.17312622070312
2015-10-01,119.1142349243164
2015-10-02,120.46771240234375
2015-10-05,123.54889678955078
2015-10-06,123.06322479248047
2015-10-07,125.23674774169922
2015-10-08,128.75584411621094
2015-10-09,128.8911590576172
2015-10-12,130.25257873535156
2015-10-13,128.8115234375
2015-10-14,126.5503921508789
2015-10-15,127.86407470703125
2015-10-16,127.36251831054688
2015-10-19,127.21121978759766
2015-10-20,126.86093139648438
2015-10-21,127.45010375976562
2015-10-22,130.6586151123047
2015-10-23,130.5710906982422
2015-10-26,129.2653350830078
2015-10-27,128.1029510498047
2015-10-28,131.2318878173828
2015-10-29,131.20799255371094
2015-10-30,132.07582092285156
2015-11-02,132.82423400878906
2015-11-03,133.59645080566406
2015-11-04,134.559814453125
2015-11-05,134.91012573242188
2015-11-06,135.48341369628906
2015-11-09,134.81460571289062
2015-11-10,135.61077880859375
2015-11-11,135.19677734375
2015-11-12,132.82423400878906
2015-11-13,132.06785583496094
2015-11-16,132.0838165283203
2015-11-17,130.80987548828125
2015-11-18,133.44525146484375
2015-11-19,134.4085693359375
2015-11-20,134.76016235351562
2015-11-23,133.92117309570312
2015-11-24,135.21559143066406
2015-11-25,136.550048828125
2015-11-27,137.24517822265625
2015-11-30,137.5648193359375
2015-12-01,138.61155700683594
2015-12-02,137.42897033691406
2015-12-03,136.23843383789062
2015-12-04,138.8912811279297
2015-12-07,139.10696411132812
2015-12-08,136.41419982910156
2015-12-09,135.3834228515625
2015-12-10,135.5911407470703
2015-12-11,133.5455780029297
2015-12-14,134.512451171875
2015-12-15,134.864013671875
2015-12-16,136.8456573486328
2015-12-17,136.1984100341797
2015-12-18,133.19400024414062
2015-12-21,134.61634826660156
2015-12-22,136.07061767578125
2015-12-23,137.72462463378906
2015-12-24,137.32508850097656
2015-12-28,137.5168914794922
2015-12-29,138.963134765625
2015-12-30,137.77261352539062
2015-12-31,136.98147583007812
2016-01-04,134.6642608642578
2016-01-05,134.512451171875
2016-01-06,134.07290649414062
2016-01-07,131.2363739013672
2016-01-08,129.86195373535156
2016-01-11,130.2854461669922
2016-01-12,131.70779418945312
2016-01-13,129.054931640625
2016-01-14,130.30938720703125
2016-01-15,125.69088745117188
2016-01-19,124.5882797241211
2016-01-20,122.10311889648438
2016-01-21,120.26534271240234
2016-01-22,122.33491516113281
2016-01-25,122.5986099243164
2016-01-26,127.09724426269531
2016-01-27,126.33016967773438
2016-01-28,125.6349868774414
2016-01-29,129.0948486328125
2016-02-01,128.72731018066406
2016-02-02,123.4935073852539
2016-02-03,122.36680603027344
2016-02-04,115.98242950439453
2016-02-05,111.78740692138672
2016-02-08,108.19966125488281
2016-02-09,108.49529266357422
2016-02-10,112.95398712158203
2016-02-11,110.29313659667969
2016-02-12,111.87528991699219
2016-02-16,113.36952209472656
2016-02-17,114.62400817871094
2016-02-18,115.78264617919922
2016-02-19,116.0383071899414
2016-02-22,117.77230834960938
2016-02-23,115.97499084472656
2016-02-24,116.94586944580078
2016-02-25,115.97499084472656
2016-02-26,118.13336181640625
2016-02-29,116.07928466796875
2016-03-01,120.79725646972656
2016-03-02,121.005859375
2016-03-03,123.6216049194336
2016-03-04,123.59752655029297
2016-03-07,123.46107482910156
2016-03-08,121.92859649658203
2016-03-09,121.45520782470703
2016-03-10,120.6447982788086
2016-03-11,122.6025619506836
2016-03-14,123.64568328857422
2016-03-15,124.34378051757812
2016-03-16,125.09796142578125
2016-03-17,125.1701889038086
2016-03-18,124.632568359375
2016-03-21,126.79096984863281
2016-03-22,125.86825561523438
2016-03-23,125.01773071289062
2016-03-24,126.64655303955078
2016-03-28,126.8552017211914
2016-03-29,127.4007568359375
2016-03-30,127.20820617675781
2016-03-31,125.96454620361328
2016-04-01,127.76986694335938
2016-04-04,124.28758239746094
2016-04-05,123.29263305664062
2016-04-06,125.7479248046875
2016-04-07,124.60050964355469
2016-04-08,126.61442565917969
2016-04-11,125.30657958984375
2016-04-12,125.33869934082031
2016-04-13,127.98651885986328
2016-04-14,128.94935607910156
2016-04-15,129.0536346435547
2016-04-18,129.29440307617188
2016-04-19,129.6634979248047
2016-04-20,129.44679260253906
2016-04-21,128.54013061523438
2016-04-22,128.90122985839844
2016-04-25,129.71963500976562
2016-04-26,129.80789184570312
2016-04-27,130.53001403808594
2016-04-28,129.27032470703125
2016-04-29,127.80193328857422
2016-05-02,127.93035125732422
2016-05-03,125.57132720947266
2016-05-04,126.5422592163086
2016-05-05,127.1360092163086
2016-05-06,128.41976928710938
2016-05-09,127.93035125732422
2016-05-10,130.49795532226562
2016-05-11,130.67446899414062
2016-05-12,131.01951599121094
2016-05-13,129.67149353027344
2016-05-16,131.4287109375
2016-05-17,131.62124633789062
2016-05-18,131.51657104492188
2016-05-19,130.24411010742188
2016-05-20,130.63067626953125
2016-05-23,130.60647583007812
2016-05-24,132.3944091796875
2016-05-25,131.00918579101562
2016-05-26,131.0252685546875
2016-05-27,130.91256713867188
2016-05-31,130.3246307373047
2016-06-01,131.6293182373047
2016-06-02,130.70315551757812
2016-06-03,128.13401794433594
2016-06-06,128.0535125732422
2016-06-07,128.45619201660156
2016-06-08,128.57693481445312
2016-06-09,129.14073181152344
2016-06-10,125.55684661865234
2016-06-13,123.95413208007812
2016-06-14,123.6319808959961
2016-06-15,123.26155853271484
2016-06-16,123.61591339111328
2016-06-17,123.19713592529297
2016-06-20,124.18773651123047
2016-06-21,124.44542694091797
2016-06-22,122.70584106445312
2016-06-23,125.3313217163086
2016-06-24,120.90986633300781
2016-06-27,119.21858215332031
2016-06-28,121.81990814208984
2016-06-29,124.1957778930664
2016-06-30,127.10315704345703
2016-07-01,127.24813079833984
2016-07-05,124.86420440673828
2016-07-06,125.91117858886719
2016-07-07,126.6440658569336
2016-07-08,128.98773193359375
2016-07-11,129.9863739013672
2016-07-12,131.03335571289062
2016-07-13,130.791748046875
2016-07-14,131.03335571289062
2016-07-15,130.79978942871094
2016-07-18,129.91387939453125
2016-07-19,128.915283203125
2016-07-20,130.16358947753906
2016-07-21,125.66958618164062
2016-07-22,127.47361755371094
2016-07-25,127.368896484375
2016-07-26,127.0789794921875
2016-07-27,125.59712219238281
2016-07-28,125.1944351196289
2016-07-29,126.57970428466797
2016-08-01,126.50716400146484
2016-08-02,124.26018524169922
2016-08-03,124.26823425292969
2016-08-04,123.57564544677734
2016-08-05,125.95951080322266
2016-08-08,124.9367446899414
2016-08-09,125.69375610351562
2016-08-10,125.4843521118164
2016-08-11,126.28172302246094
2016-08-12,123.64007568359375
2016-08-15,123.73670959472656
2016-08-16,122.43203735351562
2016-08-17,123.58830261230469
2016-08-18,124.13007354736328
2016-08-19,124.46165466308594
2016-08-22,123.87946319580078
2016-08-23,125.1327896118164
2016-08-24,125.35113525390625
2016-08-25,125.60989379882812
2016-08-26,124.60717010498047
2016-08-29,125.44009399414062
2016-08-30,124.98723602294922
2016-08-31,123.95218658447266
2016-09-01,123.871337890625
2016-09-02,124.267578125
2016-09-06,123.53172302246094
2016-09-07,122.3592529296875
2016-09-08,122.326904296875
2016-09-09,119.28651428222656
2016-09-12,119.49675750732422
2016-09-13,118.67195129394531
2016-09-14,119.07624053955078
2016-09-15,120.07893371582031
2016-09-16,119.66657257080078
2016-09-19,120.77436828613281
2016-09-20,120.87140655517578
2016-09-21,121.21098327636719
2016-09-22,123.55596923828125
2016-09-23,122.7392807006836
2016-09-26,122.08428955078125
