Date,FRO.OL
2015-08-24,82.65330505371094
2015-08-25,87.54265594482422
2015-08-26,96.34349060058594
2015-08-27,98.62518310546875
2015-08-28,103.18859100341797
2015-08-31,101.41912078857422
2015-09-01,100.72061920166016
2015-09-02,99.46336364746094
2015-09-03,104.77181243896484
2015-09-04,102.67634582519531
2015-09-07,103.14202880859375
2015-09-08,103.74738311767578
2015-09-09,103.04888153076172
2015-09-10,100.67405700683594
2015-09-11,100.11527252197266
2015-09-14,97.0885238647461
2015-09-15,100.11527252197266
2015-09-16,103.04888153076172
2015-09-17,108.3107681274414
2015-09-18,110.96499633789062
2015-09-21,112.87416076660156
2015-09-22,108.72984313964844
2015-09-23,108.96269226074219
2015-09-24,107.28632354736328
2015-09-25,107.7985610961914
2015-09-28,102.44355773925781
2015-09-29,101.23282623291016
2015-09-30,108.03137969970703
2015-10-01,108.17105865478516
2015-10-02,110.7787094116211
2015-10-05,118.74137115478516
2015-10-06,122.51314544677734
2015-10-07,117.57725524902344
2015-10-08,121.25588989257812
2015-10-09,123.07193756103516
2015-10-12,124.28262329101562
2015-10-13,125.958984375
2015-10-14,123.21165466308594
2015-10-15,123.35132598876953
2015-10-16,122.28034210205078
2015-10-19,119.39328002929688
2015-10-20,115.01615905761719
2015-10-21,120.60400390625
2015-10-22,119.76581573486328
2015-10-23,118.74137115478516
2015-10-26,119.62612915039062
2015-10-27,118.18258666992188
2015-10-28,119.06732940673828
2015-10-29,119.67268371582031
2015-10-30,123.86354064941406
2015-11-02,129.9170379638672
2015-11-03,129.9170379638672
2015-11-04,130.75521850585938
2015-11-05,128.47349548339844
2015-11-06,129.8238983154297
2015-11-09,134.71327209472656
2015-11-10,133.1765899658203
2015-11-11,123.63072967529297
2015-11-12,120.13832092285156
2015-11-13,117.11161041259766
2015-11-16,121.53528594970703
2015-11-17,120.60400390625
2015-11-18,117.8100814819336
2015-11-19,115.4818115234375
2015-11-20,115.52838134765625
2015-11-23,113.20011138916016
2015-11-24,126.19183349609375
2015-11-25,119.90552520751953
2015-11-26,121.06964874267578
2015-11-27,118.2757339477539
2015-11-30,122.46659088134766
2015-12-01,115.4818115234375
2015-12-02,120.60400390625
2015-12-03,118.97421264648438
2015-12-04,120.60400390625
2015-12-07,123.16509246826172
2015-12-08,121.06964874267578
2015-12-09,123.49103546142578
2015-12-10,122.69943237304688
2015-12-11,117.2978515625
2015-12-14,108.86955261230469
2015-12-15,115.29556274414062
2015-12-16,120.8368148803711
2015-12-17,121.58332824707031
2015-12-18,119.57713317871094
2015-12-21,122.0031967163086
2015-12-22,117.2910385131836
2015-12-23,118.45741271972656
2015-12-28,113.88520812988281
2015-12-29,117.9908447265625
2015-12-30,119.53047943115234
2016-01-04,120.79014587402344
2016-01-05,115.00494384765625
2016-01-06,107.91333770751953
2016-01-07,98.30237579345703
2016-01-08,101.94146728515625
2016-01-11,98.58230590820312
2016-01-12,89.43789672851562
2016-01-13,93.12366485595703
2016-01-14,89.11129760742188
2016-01-15,83.04615020751953
2016-01-18,84.912353515625
2016-01-19,89.3446044921875
2016-01-20,81.36654663085938
2016-01-21,89.3446044921875
2016-01-22,89.48456573486328
2016-01-25,88.64478302001953
2016-01-26,88.31817626953125
2016-01-27,88.6914291381836
2016-01-28,87.61835479736328
2016-01-29,88.3648452758789
2016-02-01,84.67906951904297
2016-02-02,80.01355743408203
2016-02-03,80.24684143066406
2016-02-04,82.39299774169922
2016-02-05,78.8471908569336
2016-02-08,64.38409423828125
2016-02-09,68.34978485107422
2016-02-10,65.9237289428711
2016-02-11,64.0575180053711
2016-02-12,65.83039855957031
2016-02-15,68.58306121826172
2016-02-16,68.25648498535156
2016-02-17,73.34188079833984
2016-02-18,71.66230773925781
2016-02-19,70.12267303466797
2016-02-22,77.58750915527344
2016-02-23,75.48802947998047
2016-02-24,72.08219146728516
2016-02-25,72.45542907714844
2016-02-26,74.04170227050781
2016-02-29,74.3216323852539
2016-03-01,71.84890747070312
2016-03-02,69.98272705078125
2016-03-03,71.0091323852539
2016-03-04,74.64823150634766
2016-03-07,76.32778930664062
2016-03-08,74.22834014892578
2016-03-09,72.16641998291016
2016-03-10,68.37065124511719
2016-03-11,72.54133605957031
2016-03-14,75.30614471435547
2016-03-15,72.82250213623047
2016-03-16,74.22834014892578
2016-03-17,72.8693618774414
2016-03-18,70.85431671142578
2016-03-21,66.54308319091797
2016-03-22,66.21504211425781
2016-03-23,65.09037017822266
2016-03-29,62.700443267822266
2016-03-30,62.88789749145508
2016-03-31,65.60584259033203
2016-04-01,63.59081268310547
2016-04-04,63.73139953613281
2016-04-05,60.076210021972656
2016-04-06,58.57665252685547
2016-04-07,58.57665252685547
2016-04-08,59.092124938964844
2016-04-11,61.10715103149414
2016-04-12,58.764095306396484
2016-04-13,61.435211181640625
2016-04-14,62.74730682373047
2016-04-15,59.51387405395508
2016-04-18,61.013423919677734
2016-04-19,65.3246841430664
2016-04-20,62.841026306152344
2016-04-21,63.63766860961914
2016-04-22,66.63679504394531
2016-04-25,64.24687194824219
2016-04-26,63.54396057128906
2016-04-27,65.88701629638672
2016-04-28,65.23095703125
2016-04-29,62.74730682373047
2016-05-02,60.91971206665039
2016-05-03,59.748191833496094
2016-05-04,59.7950439453125
2016-05-06,60.029354095458984
2016-05-09,58.857810974121094
2016-05-10,60.77913284301758
2016-05-11,60.5916862487793
2016-05-12,60.73228073120117
2016-05-13,60.076210021972656
2016-05-18,61.76321792602539
2016-05-19,58.62351608276367
2016-05-20,58.34234619140625
2016-05-23,60.68541717529297
2016-05-24,60.404232025146484
2016-05-25,61.38833236694336
2016-05-26,62.13811111450195
2016-05-27,61.154014587402344
2016-05-30,62.55986404418945
2016-05-31,66.77737426757812
2016-06-01,67.62088775634766
2016-06-02,67.29285430908203
2016-06-03,67.33970642089844
2016-06-06,71.27607727050781
2016-06-07,72.6350326538086
2016-06-08,77.13373565673828
2016-06-09,77.04000854492188
2016-06-10,72.04841613769531
2016-06-13,70.72989654541016
2016-06-14,67.66899108886719
2016-06-15,66.68011474609375
2016-06-16,62.63032150268555
2016-06-17,64.93775939941406
2016-06-20,64.89066314697266
2016-06-21,63.76049041748047
2016-06-22,62.91286849975586
2016-06-23,64.51397705078125
2016-06-24,64.04305267333984
2016-06-27,60.27580261230469
2016-06-28,62.72450637817383
2016-06-29,63.5250358581543
2016-06-30,60.41707229614258
2016-07-01,61.59434127807617
2016-07-04,61.31178283691406
2016-07-05,59.80489730834961
2016-07-06,58.9572639465332
2016-07-07,58.9572639465332
2016-07-08,58.7689094543457
2016-07-11,60.840885162353516
2016-07-12,61.59434127807617
2016-07-13,61.68851089477539
2016-07-14,62.018150329589844
2016-07-15,61.641422271728516
2016-07-18,61.923980712890625
2016-07-19,62.9599609375
2016-07-20,63.38376998901367
2016-07-21,66.44464111328125
2016-07-22,65.22029876708984
2016-07-25,65.22029876708984
2016-07-26,64.98486328125
2016-07-27,66.30338287353516
2016-07-28,63.57213592529297
2016-07-29,62.159420013427734
2016-08-01,61.9710578918457
2016-08-02,60.840885162353516
2016-08-03,59.00436019897461
2016-08-04,60.746700286865234
2016-08-05,62.25358963012695
2016-08-08,64.32556915283203
2016-08-09,64.46684265136719
2016-08-10,62.06523895263672
2016-08-11,62.91286849975586
2016-08-12,63.336666107177734
2016-08-15,64.18429565429688
2016-08-16,64.37266540527344
2016-08-17,63.336666107177734
2016-08-18,63.38376998901367
2016-08-19,63.38376998901367
2016-08-22,64.37266540527344
2016-08-23,65.83248138427734
