Date,ENDISPC1.LM
2024-08-13,3.963503122329712
2024-08-15,4.011720657348633
2024-08-16,4.011720657348633
2024-08-20,4.011720657348633
2024-08-21,3.953859329223633
2024-08-22,3.953859329223633
2024-08-23,3.944216012954712
2024-08-26,3.982790231704712
2024-08-27,4.002077579498291
2024-08-28,3.953859329223633
2024-09-03,3.953859329223633
2024-09-06,4.002077579498291
2024-09-12,4.050294876098633
2024-09-16,3.992433786392212
2024-09-17,3.953859329223633
2024-09-18,3.953859329223633
2024-09-20,3.924929141998291
2024-09-25,3.963503122329712
2024-09-26,3.963503122329712
2024-10-03,3.944216012954712
2024-10-07,3.915285348892212
2024-10-11,3.924929141998291
2024-10-14,3.915285348892212
2024-10-16,4.050294876098633
2024-10-17,4.050294876098633
2024-10-22,4.031007766723633
2024-10-23,4.002077579498291
2024-10-24,4.002077579498291
2024-10-25,3.992433786392212
2024-10-28,4.031007766723633
2024-10-29,4.031007766723633
2024-10-30,4.002077579498291
2024-10-31,3.982790231704712
2024-11-04,3.953859329223633
2024-11-05,3.973146677017212
2024-11-06,4.002077579498291
2024-11-07,4.002077579498291
2024-11-08,4.050294876098633
2024-11-11,4.050294876098633
2024-11-12,4.011720657348633
2024-11-13,4.011720657348633
2024-11-14,4.031007766723633
2024-11-15,4.031007766723633
2024-11-18,3.953859329223633
2024-11-19,3.953859329223633
2024-11-20,3.953859329223633
2024-11-21,2.7677016258239746
2024-11-22,2.3433852195739746
2024-11-25,1.986573338508606
2024-11-26,2.1022961139678955
2024-11-27,2.1022961139678955
2024-11-29,2.0733654499053955
2024-12-02,2.1215829849243164
2024-12-03,2.0733654499053955
2024-12-04,2.0733654499053955
2024-12-05,2.0733654499053955
2024-12-06,2.0444345474243164
2024-12-10,2.0444345474243164
2024-12-11,2.0444345474243164
2024-12-12,1.986573338508606
2024-12-13,1.986573338508606
2024-12-16,1.9769296646118164
2024-12-17,1.9769296646118164
2024-12-18,1.974407434463501
2024-12-19,1.974407434463501
2024-12-20,1.974407434463501
2024-12-23,1.974407434463501
2024-12-24,1.974407434463501
2024-12-26,1.974407434463501
2024-12-27,1.8756870031356812
2024-12-30,1.826326847076416
2024-12-31,1.7769666910171509
2025-01-02,1.7276065349578857
2025-01-03,1.7276065349578857
2025-01-06,1.7276065349578857
2025-01-07,1.7276065349578857
2025-01-08,1.7276065349578857
2025-01-10,1.737478494644165
2025-01-13,1.737478494644165
2025-01-14,1.737478494644165
2025-01-15,1.737478494644165
2025-01-16,1.737478494644165
2025-01-17,1.737478494644165
2025-01-21,1.737478494644165
2025-01-22,1.737478494644165
2025-01-23,1.737478494644165
2025-01-24,1.737478494644165
2025-01-27,1.737478494644165
2025-01-28,1.737478494644165
2025-01-29,1.737478494644165
2025-01-30,1.737478494644165
2025-01-31,1.737478494644165
2025-02-03,1.737478494644165
2025-02-04,1.6782463788986206
2025-02-05,1.6782463788986206
2025-02-06,1.658502221107483
2025-02-07,1.658502221107483
2025-02-10,1.658502221107483
2025-02-11,1.658502221107483
2025-02-12,1.658502221107483
2025-02-13,1.658502221107483
2025-02-14,1.658502221107483
2025-02-18,1.658502221107483
2025-02-19,1.658502221107483
2025-02-20,1.6782463788986206
2025-02-21,1.6782463788986206
2025-02-24,1.6782463788986206
2025-02-25,1.6782463788986206
2025-02-26,1.6782463788986206
2025-02-27,1.6782463788986206
2025-02-28,1.6782463788986206
2025-03-03,1.6782463788986206
2025-03-04,1.5795259475708008
2025-03-05,1.5795259475708008
2025-03-06,1.5795259475708008
2025-03-07,1.5795259475708008
2025-03-10,1.4808056354522705
2025-03-11,1.3820852041244507
2025-03-12,1.3722131252288818
2025-03-13,1.3722131252288818
2025-03-14,1.3722131252288818
2025-03-17,1.3722131252288818
2025-03-18,1.3722131252288818
2025-03-19,1.3722131252288818
2025-03-20,1.3722131252288818
2025-03-21,1.3722131252288818
2025-03-24,1.3722131252288818
2025-03-25,1.3722131252288818
2025-03-26,1.3722131252288818
2025-03-27,1.3820852041244507
2025-03-28,1.3820852041244507
2025-03-31,1.3820852041244507
2025-04-01,1.3820852041244507
2025-04-02,1.3820852041244507
2025-04-03,1.3820852041244507
2025-04-04,1.3820852041244507
2025-04-07,1.3820852041244507
2025-04-08,1.3820852041244507
2025-04-09,1.3228529691696167
2025-04-10,1.3228529691696167
2025-04-11,1.3228529691696167
2025-04-14,1.3228529691696167
2025-04-15,1.3200000524520874
2025-04-16,1.3200000524520874
2025-04-21,1.3200000524520874
2025-04-22,1.3200000524520874
2025-04-23,1.3200000524520874
2025-04-24,1.3200000524520874
2025-04-25,1.3200000524520874
2025-04-28,1.309999942779541
2025-04-29,1.309999942779541
2025-04-30,1.309999942779541
2025-05-02,1.309999942779541
2025-05-05,1.309999942779541
2025-05-06,1.309999942779541
2025-05-07,1.309999942779541
2025-05-08,1.25
2025-05-09,1.25
2025-05-12,1.25
2025-05-13,1.25
2025-05-14,1.25
2025-05-15,1.25
2025-05-16,1.25
2025-05-19,1.25
2025-05-20,1.25
2025-05-21,1.25
2025-05-22,1.25
2025-05-23,1.25
2025-05-27,1.25
2025-05-28,1.25
2025-05-29,1.25
2025-05-30,1.25
2025-06-02,1.25
2025-06-03,1.25
2025-06-04,1.25
2025-06-05,1.25
2025-06-06,1.25
2025-06-09,1.25
2025-06-10,1.25
2025-06-11,1.25
2025-06-12,1.25
2025-06-13,1.25
2025-06-16,1.25
2025-06-17,1.25
2025-06-18,1.25
2025-06-20,1.2400000095367432
2025-06-23,1.2300000190734863
2025-06-24,1.25
2025-06-25,1.25
2025-06-26,1.25
2025-06-27,1.25
2025-06-30,1.25
2025-07-01,1.25
2025-07-02,1.25
2025-07-03,1.25
2025-07-07,1.25
2025-07-08,1.25
2025-07-09,1.2300000190734863
2025-07-10,1.2300000190734863
2025-07-11,1.2300000190734863
2025-07-14,1.2400000095367432
2025-07-15,1.2400000095367432
2025-07-16,1.2400000095367432
2025-07-17,1.2400000095367432
2025-07-18,1.2400000095367432
2025-07-21,1.2400000095367432
2025-07-22,1.2400000095367432
2025-07-24,1.25
2025-07-25,1.25
2025-07-30,1.25
2025-07-31,1.25
2025-08-01,1.25
2025-08-04,1.25
2025-08-05,1.25
2025-08-07,1.25
2025-08-08,1.2300000190734863
2025-08-11,1.2300000190734863
2025-08-12,1.2300000190734863
2025-08-13,1.2300000190734863
2025-08-14,1.2200000286102295
2025-08-15,1.2200000286102295
2025-08-18,1.2200000286102295
2025-08-19,1.2200000286102295
2025-08-20,1.2200000286102295
2025-08-21,1.2000000476837158
2025-08-22,1.2000000476837158
