Date,MA
2015-08-03,91.71986389160156
2015-08-04,91.58805847167969
2015-08-05,92.5011215209961
2015-08-06,91.4562759399414
2015-08-07,92.03047943115234
2015-08-10,92.322265625
2015-08-11,91.4939193725586
2015-08-12,91.34333801269531
2015-08-13,91.52217864990234
2015-08-14,92.14344024658203
2015-08-17,92.11518859863281
2015-08-18,91.87045288085938
2015-08-19,90.92913055419922
2015-08-20,89.00889587402344
2015-08-21,85.35667419433594
2015-08-24,82.6739730834961
2015-08-25,81.72325134277344
2015-08-26,86.32621002197266
2015-08-27,88.52882385253906
2015-08-28,88.55711364746094
2015-08-31,86.94745635986328
2015-09-01,83.82238006591797
2015-09-02,85.1213607788086
2015-09-03,86.26972198486328
2015-09-04,85.21549224853516
2015-09-08,87.44633483886719
2015-09-09,84.68831634521484
2015-09-10,84.41539764404297
2015-09-11,85.9873275756836
2015-09-14,85.6014175415039
2015-09-15,86.70275115966797
2015-09-16,87.28634643554688
2015-09-17,87.73815155029297
2015-09-18,86.74040222167969
2015-09-21,87.5875473022461
2015-09-22,86.66509246826172
2015-09-23,86.73099517822266
2015-09-24,85.77085876464844
2015-09-25,85.94029998779297
2015-09-28,83.16345977783203
2015-09-29,83.5494155883789
2015-09-30,84.82955932617188
2015-10-01,85.40372467041016
2015-10-02,86.66509246826172
2015-10-05,88.79242706298828
2015-10-06,88.40646362304688
2015-10-07,89.74537658691406
2015-10-08,90.39599609375
2015-10-09,90.3488540649414
2015-10-12,91.12203979492188
2015-10-13,90.45256805419922
2015-10-14,89.60395050048828
2015-10-15,91.61233520507812
2015-10-16,92.0649185180664
2015-10-19,92.15921020507812
2015-10-20,92.09320831298828
2015-10-21,91.08433532714844
2015-10-22,92.42324829101562
2015-10-23,94.0921630859375
2015-10-26,93.94132995605469
2015-10-27,92.80982971191406
2015-10-28,94.37504577636719
2015-10-29,94.84649658203125
2015-10-30,93.33784484863281
2015-11-02,93.70556640625
2015-11-03,94.4033432006836
2015-11-04,94.78048706054688
2015-11-05,94.9407958984375
2015-11-06,95.70453643798828
2015-11-09,94.73332214355469
2015-11-10,94.90306091308594
2015-11-11,95.11994171142578
2015-11-12,92.66838836669922
2015-11-13,91.32946014404297
2015-11-16,92.68724060058594
2015-11-17,92.47037506103516
2015-11-18,93.49816131591797
2015-11-19,93.2812728881836
2015-11-20,93.8187255859375
2015-11-23,93.69615173339844
2015-11-24,92.87580871582031
2015-11-25,92.55524444580078
2015-11-27,93.03612518310547
2015-11-30,92.32894897460938
2015-12-01,92.3383560180664
2015-12-02,91.55577087402344
2015-12-03,90.4808578491211
2015-12-04,93.06440734863281
2015-12-07,92.23467254638672
2015-12-08,92.57410430908203
2015-12-09,92.23467254638672
2015-12-10,92.0366439819336
2015-12-11,89.4153823852539
2015-12-14,90.80145263671875
2015-12-15,92.80982971191406
2015-12-16,94.32788848876953
2015-12-17,93.65843963623047
2015-12-18,90.79205322265625
2015-12-21,91.49920654296875
2015-12-22,91.97065734863281
2015-12-23,93.09270477294922
2015-12-24,92.96067810058594
2015-12-28,92.90412139892578
2015-12-29,94.02618408203125
2015-12-30,93.22470092773438
2015-12-31,91.80091857910156
2016-01-04,89.3965072631836
2016-01-05,89.56623077392578
2016-01-06,88.1962890625
2016-01-07,86.58070373535156
2016-01-08,84.92730712890625
2016-01-11,85.57923126220703
2016-01-12,86.39173126220703
2016-01-13,84.2659683227539
2016-01-14,85.70206451416016
2016-01-15,83.81245422363281
2016-01-19,81.45993041992188
2016-01-20,80.43010711669922
2016-01-21,81.36548614501953
2016-01-22,83.14166259765625
2016-01-25,81.9795913696289
2016-01-26,82.19686126708984
2016-01-27,80.12777709960938
2016-01-28,78.82396697998047
2016-01-29,84.11481475830078
2016-02-01,83.73685455322266
2016-02-02,81.18595886230469
2016-02-03,81.69615173339844
2016-02-04,81.56385040283203
2016-02-05,78.19097137451172
2016-02-08,76.19743347167969
2016-02-09,77.44456481933594
2016-02-10,78.7105712890625
2016-02-11,77.57683563232422
2016-02-12,80.203369140625
2016-02-16,81.4221420288086
2016-02-17,82.39524841308594
2016-02-18,81.28985595703125
2016-02-19,81.99845886230469
2016-02-22,82.97158813476562
2016-02-23,81.45048522949219
2016-02-24,81.64888000488281
2016-02-25,82.59370422363281
2016-02-26,82.73541259765625
2016-02-29,82.12128448486328
2016-03-01,85.12572479248047
2016-03-02,84.92730712890625
2016-03-03,84.78559112548828
2016-03-04,85.07850646972656
2016-03-07,83.42510223388672
2016-03-08,82.05513763427734
2016-03-09,82.366943359375
2016-03-10,82.09296417236328
2016-03-11,83.68960571289062
2016-03-14,83.963623046875
2016-03-15,84.42656707763672
2016-03-16,85.04069519042969
2016-03-17,86.36339569091797
2016-03-18,87.21370697021484
2016-03-21,87.25151062011719
2016-03-22,86.694091796875
2016-03-23,87.04367065429688
2016-03-24,86.83576965332031
2016-03-28,86.20279693603516
2016-03-29,87.65776062011719
2016-03-30,88.6308822631836
2016-03-31,89.28280639648438
2016-04-01,90.57716369628906
2016-04-04,89.80244445800781
2016-04-05,89.14110565185547
2016-04-06,89.69963073730469
2016-04-07,88.52576446533203
2016-04-08,88.79081726074219
2016-04-11,88.48786163330078
2016-04-12,88.85710906982422
2016-04-13,90.64635467529297
2016-04-14,91.0439453125
2016-04-15,91.52677917480469
2016-04-18,92.4639892578125
2016-04-19,92.0569076538086
2016-04-20,92.68174743652344
2016-04-21,92.34092712402344
2016-04-22,92.25572967529297
2016-04-25,91.81077575683594
2016-04-26,92.08531951904297
2016-04-27,93.13616180419922
2016-04-28,92.00012969970703
2016-04-29,91.82026672363281
2016-05-02,92.55870056152344
2016-05-03,91.30900573730469
2016-05-04,91.11966705322266
2016-05-05,91.0628662109375
2016-05-06,91.52677917480469
2016-05-09,91.56464385986328
2016-05-10,92.43560791015625
2016-05-11,91.27117156982422
2016-05-12,90.74099731445312
2016-05-13,90.2771224975586
2016-05-16,91.0250244140625
2016-05-17,90.50434112548828
2016-05-18,90.5327377319336
2016-05-19,89.6523208618164
2016-05-20,90.38128662109375
2016-05-23,90.01204681396484
2016-05-24,91.33741760253906
2016-05-25,91.30900573730469
2016-05-26,91.24276733398438
2016-05-27,92.00012969970703
2016-05-31,90.78834533691406
2016-06-01,91.27117156982422
2016-06-02,91.71611785888672
2016-06-03,90.91141510009766
2016-06-06,91.4889144897461
2016-06-07,91.52677917480469
2016-06-08,92.7669448852539
2016-06-09,91.84864044189453
2016-06-10,90.13510131835938
2016-06-13,89.16949462890625
2016-06-14,89.09374237060547
2016-06-15,88.36479949951172
2016-06-16,89.06536865234375
2016-06-17,88.31745910644531
2016-06-20,89.32096862792969
2016-06-21,90.04044342041016
2016-06-22,89.04643249511719
2016-06-23,90.60847473144531
2016-06-24,86.594482421875
2016-06-27,84.32239532470703
2016-06-28,85.60043334960938
2016-06-29,87.21926879882812
2016-06-30,83.3662338256836
2016-07-01,84.11410522460938
2016-07-05,83.53663635253906
2016-07-06,82.37915802001953
2016-07-07,83.3089599609375
2016-07-08,84.02050018310547
2016-07-11,84.20074462890625
2016-07-12,85.38667297363281
2016-07-13,85.7092514038086
2016-07-14,86.7623519897461
2016-07-15,86.26901245117188
2016-07-18,86.9046630859375
2016-07-19,87.64469146728516
2016-07-20,88.51750946044922
2016-07-21,87.72057342529297
2016-07-22,88.85906982421875
2016-07-25,88.23290252685547
2016-07-26,88.64086151123047
2016-07-27,88.94444274902344
2016-07-28,91.08861541748047
2016-07-29,90.35807800292969
2016-08-01,90.19679260253906
2016-08-02,90.36756896972656
2016-08-03,90.20628356933594
2016-08-04,90.9937515258789
2016-08-05,91.91401672363281
2016-08-08,91.81915283203125
2016-08-09,91.7432632446289
2016-08-10,91.3542709350586
2016-08-11,91.58197784423828
2016-08-12,91.19297790527344
2016-08-15,91.49657440185547
2016-08-16,90.71861267089844
2016-08-17,90.69013977050781
2016-08-18,90.38654327392578
2016-08-19,90.339111328125
2016-08-22,90.87986755371094
2016-08-23,91.3542709350586
2016-08-24,90.63321685791016
2016-08-25,90.69013977050781
2016-08-26,91.5250244140625
2016-08-29,91.81915283203125
2016-08-30,92.11325073242188
2016-08-31,91.67684173583984
2016-09-01,92.61608123779297
2016-09-02,92.87226104736328
2016-09-06,93.72611999511719
2016-09-07,94.46613311767578
2016-09-08,94.85511016845703
2016-09-09,93.11892700195312
2016-09-12,94.97844696044922
2016-09-13,94.29535675048828
2016-09-14,93.65021514892578
2016-09-15,94.37126159667969
2016-09-16,94.26690673828125
2016-09-19,94.57050323486328
2016-09-20,95.33897399902344
2016-09-21,96.06952667236328
2016-09-22,96.88540649414062
2016-09-23,96.4489974975586
2016-09-26,95.974609375
2016-09-27,96.2497787475586
2016-09-28,96.30670166015625
2016-09-29,95.45281219482422
2016-09-30,96.55335998535156
2016-10-03,96.6577377319336
2016-10-04,96.03158569335938
2016-10-05,97.33378601074219
2016-10-06,97.8470687866211
2016-10-07,97.19120788574219
2016-10-10,97.5713882446289
2016-10-11,96.3357162475586
2016-10-12,96.34523010253906
2016-10-13,95.67034149169922
2016-10-14,95.88899230957031
2016-10-17,95.8604507446289
2016-10-18,96.69693756103516
2016-10-19,97.64745330810547
2016-10-20,97.47637176513672
2016-10-21,97.7614974975586
2016-10-24,98.08470153808594
2016-10-25,97.79004669189453
2016-10-26,98.11321258544922
2016-10-27,98.4743881225586
2016-10-28,101.61115264892578
2016-10-31,101.72518920898438
2016-11-01,99.76710510253906
2016-11-02,98.85462188720703
2016-11-03,98.64549255371094
2016-11-04,97.9326171875
2016-11-07,100.71766662597656
2016-11-08,100.47052001953125
2016-11-09,100.9362564086914
2016-11-10,99.32988739013672
2016-11-11,99.44395446777344
2016-11-14,96.13610076904297
2016-11-15,97.40982818603516
2016-11-16,98.85462188720703
2016-11-17,99.28234100341797
2016-11-18,99.59602355957031
2016-11-21,100.69864654541016
2016-11-22,100.68913269042969
