Date,ALPHA.NS
2024-03-12,44.400001525878906
2024-03-13,42.540000915527344
2024-03-14,43.31999969482422
2024-03-15,43.04999923706055
2024-03-18,42.959999084472656
2024-03-19,42.380001068115234
2024-03-20,42.27000045776367
2024-03-21,43.68000030517578
2024-03-22,44.029998779296875
2024-03-26,44.779998779296875
2024-03-27,44.790000915527344
2024-03-28,45.43000030517578
2024-04-01,46.369998931884766
2024-04-02,47.13999938964844
2024-04-03,47.380001068115234
2024-04-04,47.630001068115234
2024-04-05,47.900001525878906
2024-04-08,47.650001525878906
2024-04-09,47.380001068115234
2024-04-10,47.709999084472656
2024-04-12,47.47999954223633
2024-04-15,46.66999816894531
2024-04-16,46.630001068115234
2024-04-18,46.43000030517578
2024-04-19,46.150001525878906
2024-04-22,46.79999923706055
2024-04-23,47.27000045776367
2024-04-24,47.66999816894531
2024-04-25,47.95000076293945
2024-04-26,47.93000030517578
2024-04-29,48.20000076293945
2024-04-30,48.59000015258789
2024-05-02,49.18000030517578
2024-05-03,49.36000061035156
2024-05-06,48.75
2024-05-07,47.36000061035156
2024-05-08,47.7400016784668
2024-05-09,47.119998931884766
2024-05-10,47.220001220703125
2024-05-13,47.119998931884766
2024-05-14,47.91999816894531
2024-05-15,48.4900016784668
2024-05-16,49.13999938964844
2024-05-17,49.779998779296875
2024-05-21,50.61000061035156
2024-05-22,50.83000183105469
2024-05-23,51.5
2024-05-24,51.75
2024-05-27,51.68000030517578
2024-05-28,51.13999938964844
2024-05-29,51.220001220703125
2024-05-30,50.58000183105469
2024-05-31,51.369998931884766
2024-06-03,53.459999084472656
2024-06-04,51.189998626708984
2024-06-05,49.720001220703125
2024-06-06,51.439998626708984
2024-06-07,52.099998474121094
2024-06-10,52.40999984741211
2024-06-11,52.689998626708984
2024-06-12,52.97999954223633
2024-06-13,53.380001068115234
2024-06-14,54.209999084472656
2024-06-18,54.47999954223633
2024-06-19,53.959999084472656
2024-06-20,53.93000030517578
2024-06-21,54.189998626708984
2024-06-24,54.29999923706055
2024-06-25,54.04999923706055
2024-06-26,53.849998474121094
2024-06-27,53.88999938964844
2024-06-28,54.060001373291016
2024-07-01,54.290000915527344
2024-07-02,54.130001068115234
2024-07-03,54.66999816894531
2024-07-04,55.59000015258789
2024-07-05,56.36000061035156
2024-07-08,56.79999923706055
2024-07-09,56.91999816894531
2024-07-10,56.61000061035156
2024-07-11,57.08000183105469
2024-07-12,57.11000061035156
2024-07-15,57.45000076293945
2024-07-16,57.380001068115234
2024-07-18,56.08000183105469
2024-07-19,54.880001068115234
2024-07-22,55.34000015258789
2024-07-23,54.90999984741211
2024-07-24,55.68000030517578
2024-07-25,55.400001525878906
2024-07-26,56.11000061035156
2024-07-29,57.09000015258789
2024-07-30,57.189998626708984
2024-07-31,57.7599983215332
2024-08-01,57.16999816894531
2024-08-02,56.619998931884766
2024-08-05,55.02000045776367
2024-08-06,53.619998931884766
2024-08-07,55.09000015258789
2024-08-08,55.060001373291016
2024-08-09,55.84000015258789
2024-08-12,56.099998474121094
2024-08-13,55.540000915527344
2024-08-14,55.400001525878906
2024-08-16,56.13999938964844
2024-08-19,56.90999984741211
2024-08-20,56.91999816894531
2024-08-21,57.040000915527344
2024-08-22,57.15999984741211
2024-08-23,57.189998626708984
2024-08-26,57.31999969482422
2024-08-28,57.810001373291016
2024-08-29,57.63999938964844
2024-08-30,57.90999984741211
2024-09-02,57.75
2024-09-03,57.779998779296875
2024-09-04,57.45000076293945
2024-09-05,57.369998931884766
2024-09-06,56.529998779296875
2024-09-09,56.439998626708984
2024-09-10,56.779998779296875
2024-09-11,56.65999984741211
2024-09-12,57.25
2024-09-13,57.52000045776367
2024-09-16,58.189998626708984
2024-09-17,58.13999938964844
2024-09-18,57.93000030517578
2024-09-19,57.43000030517578
2024-09-20,58.29999923706055
2024-09-23,59.02000045776367
2024-09-24,59.58000183105469
2024-09-25,58.70000076293945
2024-09-26,58.2400016784668
2024-09-27,58.63999938964844
2024-09-30,58.150001525878906
2024-10-01,58.13999938964844
2024-10-03,56.970001220703125
2024-10-04,56.45000076293945
2024-10-07,54.880001068115234
2024-10-08,56.43000030517578
2024-10-09,57.65999984741211
2024-10-10,57.540000915527344
2024-10-11,57.630001068115234
2024-10-14,58.0099983215332
2024-10-15,58.2599983215332
2024-10-16,57.939998626708984
2024-10-17,56.810001373291016
2024-10-18,56.81999969482422
2024-10-21,55.880001068115234
2024-10-22,54.0
2024-10-23,54.060001373291016
2024-10-24,53.93000030517578
2024-10-25,52.439998626708984
2024-10-28,53.25
2024-10-29,53.56999969482422
2024-10-31,54.119998931884766
2024-11-01,54.709999084472656
2024-11-04,53.61000061035156
2024-11-06,55.2400016784668
2024-11-07,54.790000915527344
2024-11-08,53.5
2024-11-11,53.150001525878906
2024-11-12,52.5
2024-11-13,50.72999954223633
2024-11-14,50.97999954223633
2024-11-18,50.83000183105469
2024-11-19,51.54999923706055
2024-11-21,51.369998931884766
2024-11-22,51.849998474121094
2024-11-25,52.97999954223633
2024-11-26,52.90999984741211
2024-11-27,53.529998779296875
2024-11-28,53.959999084472656
2024-11-29,54.130001068115234
2024-12-02,54.5
2024-12-03,54.959999084472656
2024-12-04,55.4900016784668
2024-12-05,55.93000030517578
2024-12-06,56.63999938964844
2024-12-09,56.97999954223633
2024-12-10,56.790000915527344
2024-12-11,57.02000045776367
2024-12-12,56.79999923706055
2024-12-13,56.529998779296875
2024-12-16,56.869998931884766
2024-12-17,56.720001220703125
2024-12-18,56.06999969482422
2024-12-19,55.91999816894531
2024-12-20,54.36000061035156
2024-12-23,54.290000915527344
2024-12-24,54.16999816894531
2024-12-26,54.220001220703125
2024-12-27,54.310001373291016
2024-12-30,54.220001220703125
2024-12-31,54.18000030517578
2025-01-01,54.529998779296875
2025-01-02,55.09000015258789
2025-01-03,54.880001068115234
2025-01-06,53.36000061035156
2025-01-07,53.439998626708984
2025-01-08,52.560001373291016
2025-01-09,51.61000061035156
2025-01-10,50.220001220703125
2025-01-13,48.02000045776367
2025-01-14,49.189998626708984
2025-01-15,49.4900016784668
2025-01-16,49.869998931884766
2025-01-17,50.2400016784668
2025-01-20,50.81999969482422
2025-01-21,48.939998626708984
2025-01-22,47.880001068115234
2025-01-23,48.4900016784668
2025-01-24,47.630001068115234
2025-01-27,45.91999816894531
2025-01-28,45.16999816894531
2025-01-29,46.77000045776367
2025-01-30,46.540000915527344
2025-01-31,48.08000183105469
2025-02-01,47.58000183105469
2025-02-03,46.13999938964844
2025-02-04,46.970001220703125
2025-02-05,47.70000076293945
2025-02-06,47.040000915527344
2025-02-07,47.02000045776367
2025-02-10,46.0
2025-02-11,44.47999954223633
2025-02-12,44.47999954223633
2025-02-13,44.52000045776367
2025-02-14,43.04999923706055
2025-02-17,42.86000061035156
2025-02-18,42.220001220703125
2025-02-19,43.43000030517578
2025-02-20,44.0
2025-02-21,43.86000061035156
2025-02-24,43.22999954223633
2025-02-25,42.81999969482422
2025-02-27,41.779998779296875
2025-02-28,40.939998626708984
2025-03-03,40.70000076293945
2025-03-04,41.119998931884766
2025-03-05,42.16999816894531
2025-03-06,42.310001373291016
2025-03-07,42.63999938964844
2025-03-10,41.63999938964844
2025-03-11,41.72999954223633
2025-03-12,41.560001373291016
2025-03-13,41.369998931884766
2025-03-17,41.4900016784668
2025-03-18,42.869998931884766
2025-03-19,44.279998779296875
2025-03-20,44.400001525878906
2025-03-21,45.0099983215332
2025-03-24,46.0099983215332
2025-03-25,44.9900016784668
2025-03-26,44.56999969482422
2025-03-27,44.79999923706055
2025-03-28,44.349998474121094
2025-04-01,43.599998474121094
2025-04-02,44.400001525878906
2025-04-03,44.59000015258789
2025-04-04,42.939998626708984
2025-04-07,41.65999984741211
2025-04-08,42.38999938964844
2025-04-09,41.66999816894531
2025-04-11,43.06999969482422
2025-04-15,44.470001220703125
2025-04-16,44.959999084472656
2025-04-17,45.060001373291016
2025-04-21,45.959999084472656
2025-04-22,46.77000045776367
2025-04-23,46.900001525878906
2025-04-24,46.560001373291016
2025-04-25,45.09000015258789
2025-04-28,45.91999816894531
2025-04-29,46.15999984741211
2025-04-30,45.7400016784668
2025-05-02,45.349998474121094
2025-05-05,46.04999923706055
2025-05-06,44.95000076293945
2025-05-07,45.52000045776367
2025-05-08,44.91999816894531
2025-05-09,44.70000076293945
2025-05-12,46.880001068115234
2025-05-13,46.93000030517578
2025-05-14,47.439998626708984
2025-05-15,47.630001068115234
2025-05-16,48.29999923706055
2025-05-19,48.33000183105469
2025-05-20,47.720001220703125
2025-05-21,47.959999084472656
2025-05-22,47.83000183105469
2025-05-23,48.209999084472656
2025-05-26,48.279998779296875
2025-05-27,48.34000015258789
2025-05-28,48.5
2025-05-29,48.93000030517578
2025-05-30,49.220001220703125
2025-06-02,49.52000045776367
2025-06-03,49.619998931884766
2025-06-04,49.9900016784668
2025-06-05,50.810001373291016
2025-06-06,51.099998474121094
2025-06-09,51.4900016784668
2025-06-10,51.4900016784668
2025-06-11,51.13999938964844
2025-06-12,49.97999954223633
2025-06-13,49.790000915527344
2025-06-16,50.040000915527344
2025-06-17,50.0099983215332
2025-06-18,50.15999984741211
2025-06-19,49.47999954223633
2025-06-20,50.08000183105469
2025-06-23,50.54999923706055
2025-06-24,50.9900016784668
2025-06-25,51.06999969482422
2025-06-26,51.29999923706055
2025-06-27,51.470001220703125
2025-06-30,51.619998931884766
2025-07-01,51.400001525878906
2025-07-02,51.45000076293945
2025-07-03,51.41999816894531
2025-07-04,51.36000061035156
2025-07-07,51.06999969482422
2025-07-08,50.560001373291016
2025-07-09,50.77000045776367
2025-07-10,50.54999923706055
2025-07-11,50.119998931884766
2025-07-14,50.5
2025-07-15,50.939998626708984
2025-07-16,51.06999969482422
2025-07-17,50.88999938964844
2025-07-18,50.36000061035156
2025-07-21,50.709999084472656
2025-07-22,50.650001525878906
2025-07-23,50.72999954223633
2025-07-24,50.5099983215332
2025-07-25,49.9900016784668
2025-07-28,49.5
2025-07-29,49.95000076293945
2025-07-30,50.13999938964844
2025-07-31,49.970001220703125
2025-08-01,49.45000076293945
