Date,OMC
2015-08-03,52.035057067871094
2015-08-04,52.0779914855957
2015-08-05,52.90803909301758
2015-08-06,51.71304702758789
2015-08-07,51.84902572631836
2015-08-10,52.94382095336914
2015-08-11,52.14240264892578
2015-08-12,52.23542022705078
2015-08-13,52.314125061035156
2015-08-14,52.643272399902344
2015-08-17,52.85795211791992
2015-08-18,52.42144012451172
2015-08-19,51.91341781616211
2015-08-20,50.37498474121094
2015-08-21,49.30880355834961
2015-08-24,47.79898452758789
2015-08-25,47.341033935546875
2015-08-26,48.242610931396484
2015-08-27,48.50738525390625
2015-08-28,48.471595764160156
2015-08-31,47.927772521972656
2015-09-01,46.63263702392578
2015-09-02,47.555694580078125
2015-09-03,47.82759475708008
2015-09-04,47.25516891479492
2015-09-08,48.69343948364258
2015-09-09,47.98502731323242
2015-09-10,48.22831344604492
2015-09-11,48.41436767578125
2015-09-14,48.04941177368164
2015-09-15,48.80790328979492
2015-09-16,49.85978317260742
2015-09-17,49.4161262512207
2015-09-18,48.55120849609375
2015-09-21,48.760223388671875
2015-09-22,48.13315200805664
2015-09-23,48.161991119384766
2015-09-24,47.84483337402344
2015-09-25,47.38355255126953
2015-09-28,46.69882583618164
2015-09-29,46.742069244384766
2015-09-30,47.498870849609375
2015-10-01,47.50609588623047
2015-10-02,49.012489318847656
2015-10-05,49.55308151245117
2015-10-06,49.50261688232422
2015-10-07,50.403568267822266
2015-10-08,51.138771057128906
2015-10-09,51.13157653808594
2015-10-12,51.24689483642578
2015-10-13,51.11713409423828
2015-10-14,51.08111572265625
2015-10-15,51.68656539916992
2015-10-16,52.025325775146484
2015-10-19,52.06138610839844
2015-10-20,52.15505599975586
2015-10-21,52.47941589355469
2015-10-22,53.58940505981445
2015-10-23,53.14973449707031
2015-10-26,53.73355484008789
2015-10-27,54.000221252441406
2015-10-28,53.942569732666016
2015-10-29,54.29574966430664
2015-10-30,54.000221252441406
2015-11-02,54.05790328979492
2015-11-03,53.920955657958984
2015-11-04,52.99835968017578
2015-11-05,52.79655075073242
2015-11-06,52.97674560546875
2015-11-09,52.2703971862793
2015-11-10,52.70284652709961
2015-11-11,52.66680908203125
2015-11-12,52.34967803955078
2015-11-13,51.55683135986328
2015-11-16,52.60914993286133
2015-11-17,51.91722106933594
2015-11-18,52.537071228027344
2015-11-19,52.724483489990234
2015-11-20,53.15694046020508
2015-11-23,53.250640869140625
2015-11-24,52.623565673828125
2015-11-25,53.3659553527832
2015-11-27,53.11370849609375
2015-11-30,53.27946472167969
2015-12-01,54.05790328979492
2015-12-02,53.43803787231445
2015-12-03,53.40919876098633
2015-12-04,54.23088836669922
2015-12-07,55.16067886352539
2015-12-08,55.00212478637695
2015-12-09,54.06510543823242
2015-12-10,54.375057220458984
2015-12-11,53.48128890991211
2015-12-14,53.40199661254883
2015-12-15,53.32273864746094
2015-12-16,54.22981262207031
2015-12-17,53.460594177246094
2015-12-18,53.42429733276367
2015-12-21,53.98308563232422
2015-12-22,54.72327423095703
2015-12-23,55.390892028808594
2015-12-24,55.20947265625
2015-12-28,55.52153778076172
2015-12-29,55.98595428466797
2015-12-30,55.60859298706055
2015-12-31,54.904693603515625
2016-01-04,53.38801574707031
2016-01-05,53.6710319519043
2016-01-06,52.2051887512207
2016-01-07,51.16746139526367
2016-01-08,50.724796295166016
2016-01-11,50.54338455200195
2016-01-12,51.377906799316406
2016-01-13,50.253108978271484
2016-01-14,51.34162139892578
2016-01-15,50.55788040161133
2016-01-19,49.99186706542969
2016-01-20,49.30247116088867
2016-01-21,49.81769561767578
2016-01-22,51.24000930786133
2016-01-25,50.71027374267578
2016-01-26,52.241451263427734
2016-01-27,51.90037536621094
2016-01-28,52.168888092041016
2016-01-29,53.228370666503906
2016-02-01,53.66379165649414
2016-02-02,52.51722717285156
2016-02-03,52.58977127075195
2016-02-04,52.720401763916016
2016-02-05,51.675437927246094
2016-02-08,50.59417724609375
2016-02-09,51.972957611083984
2016-02-10,53.31545639038086
2016-02-11,52.168888092041016
2016-02-12,53.228370666503906
2016-02-16,54.970001220703125
2016-02-17,54.759559631347656
2016-02-18,55.1586799621582
2016-02-19,55.528770446777344
2016-02-22,55.96418380737305
2016-02-23,55.74649429321289
2016-02-24,55.80453872680664
2016-02-25,56.392337799072266
2016-02-26,56.31976318359375
2016-02-29,56.46489334106445
2016-03-01,57.328460693359375
2016-03-02,56.900291442871094
2016-03-03,56.885780334472656
2016-03-04,57.154296875
2016-03-07,57.32957077026367
2016-03-08,56.862152099609375
