Date,NESTLEIND.NS
2015-08-21,259.3233337402344
2015-08-24,256.99224853515625
2015-08-25,262.41644287109375
2015-08-26,258.19293212890625
2015-08-27,257.8864440917969
2015-08-28,259.9151916503906
2015-08-31,253.9863739013672
2015-09-01,255.6128387451172
2015-09-02,252.47911071777344
2015-09-03,256.96881103515625
2015-09-04,255.27210998535156
2015-09-07,255.5169677734375
2015-09-08,251.2954559326172
2015-09-09,254.888916015625
2015-09-10,255.6766357421875
2015-09-11,255.51272583007812
2015-09-14,257.8650817871094
2015-09-15,256.3961486816406
2015-09-16,259.56182861328125
2015-09-18,265.5373840332031
2015-09-21,262.987060546875
2015-09-22,261.7798767089844
2015-09-23,264.8178405761719
2015-09-24,264.4878234863281
2015-09-28,264.7965087890625
2015-09-29,263.1061706542969
2015-09-30,271.1127014160156
2015-10-01,273.4481201171875
2015-10-05,275.836669921875
2015-10-06,276.5455627441406
2015-10-07,269.8311462402344
2015-10-08,271.104248046875
2015-10-09,273.19476318359375
2015-10-12,266.36334228515625
2015-10-13,261.9290466308594
2015-10-14,264.42822265625
2015-10-15,264.2515869140625
2015-10-16,279.0894775390625
2015-10-19,276.44970703125
2015-10-20,278.3018798828125
2015-10-21,275.1852111816406
2015-10-23,269.4523010253906
2015-10-26,268.9265441894531
2015-10-27,270.5528564453125
2015-10-28,269.82476806640625
2015-10-29,267.8279724121094
2015-10-30,262.8635559082031
2015-11-02,267.2127380371094
2015-11-03,264.73052978515625
2015-11-04,266.1525573730469
2015-11-05,262.51226806640625
2015-11-06,262.65277099609375
2015-11-09,260.20257568359375
2015-11-10,258.53778076171875
2015-11-13,256.9155578613281
2015-11-16,254.882568359375
2015-11-17,259.06146240234375
2015-11-18,258.9635314941406
2015-11-19,267.38726806640625
2015-11-20,263.8152160644531
2015-11-23,261.4882507324219
2015-11-24,257.8586120605469
2015-11-26,256.4621276855469
2015-11-27,253.2881317138672
2015-11-30,249.50094604492188
2015-12-01,250.3141326904297
2015-12-02,249.84361267089844
2015-12-03,248.47268676757812
2015-12-04,249.37318420410156
2015-12-07,250.9293670654297
2015-12-08,248.02345275878906
2015-12-09,245.2283477783203
2015-12-10,245.694580078125
2015-12-11,252.9558563232422
2015-12-14,251.735595703125
2015-12-15,249.97384643554688
2015-12-16,249.53713989257812
2015-12-17,251.88978576660156
2015-12-18,242.88380432128906
2015-12-21,242.94158935546875
2015-12-22,245.32424926757812
2015-12-23,247.37928771972656
2015-12-24,247.28939819335938
2015-12-28,248.52023315429688
2015-12-29,249.99945068359375
2015-12-30,250.02732849121094
2015-12-31,249.52003479003906
2016-01-01,247.6853790283203
2016-01-04,242.74671936035156
2016-01-05,242.43002319335938
2016-01-06,244.87466430664062
2016-01-07,241.42605590820312
2016-01-08,241.15196228027344
2016-01-11,234.16043090820312
2016-01-12,232.9017333984375
2016-01-13,235.5262451171875
2016-01-14,240.44984436035156
2016-01-15,239.65994262695312
2016-01-18,232.73687744140625
2016-01-19,232.4286651611328
2016-01-20,234.86041259765625
2016-01-21,232.47357177734375
2016-01-22,233.2335205078125
2016-01-25,233.8222198486328
2016-01-27,234.9503936767578
2016-01-28,234.14759826660156
2016-01-29,234.96322631835938
2016-02-01,233.29135131835938
2016-02-02,233.65098571777344
2016-02-03,231.5530548095703
2016-02-04,234.84754943847656
2016-02-05,232.1160888671875
2016-02-08,231.75216674804688
2016-02-09,232.01976013183594
2016-02-10,226.81143188476562
2016-02-11,223.36279296875
2016-02-12,216.4697265625
2016-02-15,216.54251098632812
2016-02-16,216.20211791992188
2016-02-17,217.1825714111328
2016-02-18,221.89852905273438
2016-02-19,223.048095703125
2016-02-22,226.03013610839844
2016-02-23,222.3009796142578
2016-02-24,222.6071014404297
2016-02-25,220.1881103515625
2016-02-26,218.83094787597656
2016-02-29,214.4125213623047
2016-03-01,216.3070068359375
2016-03-02,217.4180450439453
2016-03-03,223.39276123046875
2016-03-04,226.28269958496094
2016-03-08,227.80470275878906
2016-03-09,223.05233764648438
2016-03-10,221.68234252929688
2016-03-11,221.0551300048828
2016-03-14,218.48410034179688
2016-03-15,216.37123107910156
2016-03-16,214.57308959960938
2016-03-17,218.2165069580078
2016-03-18,222.04408264160156
2016-03-21,223.9835662841797
2016-03-22,225.2165985107422
2016-03-23,224.90838623046875
2016-03-28,229.20474243164062
2016-03-29,228.45120239257812
2016-03-30,234.61212158203125
2016-03-31,246.49513244628906
2016-04-01,241.39390563964844
2016-04-04,243.33546447753906
2016-04-05,245.70736694335938
2016-04-06,245.0737762451172
2016-04-07,252.1123504638672
2016-04-08,255.84152221679688
2016-04-11,251.35028076171875
2016-04-12,263.2119140625
2016-04-13,261.8718566894531
2016-04-18,262.646728515625
2016-04-20,258.42535400390625
2016-04-21,255.4647216796875
2016-04-22,255.58889770507812
2016-04-25,251.8169708251953
2016-04-26,249.6334686279297
2016-04-27,251.99679565429688
2016-04-28,252.94723510742188
2016-04-29,245.12936401367188
2016-05-02,246.36244201660156
2016-05-03,239.398681640625
2016-05-04,237.285888671875
2016-05-05,237.22598266601562
2016-05-06,240.22509765625
2016-05-09,235.8858642578125
2016-05-10,236.35035705566406
2016-05-11,239.8289794921875
2016-05-12,244.4807891845703
2016-05-13,262.0923156738281
2016-05-16,269.06243896484375
2016-05-17,266.28594970703125
2016-05-18,268.0824279785156
2016-05-19,263.4062805175781
2016-05-20,259.6748046875
2016-05-23,257.9821472167969
2016-05-24,259.5970458984375
2016-05-25,265.73468017578125
2016-05-26,265.568115234375
2016-05-27,266.9496765136719
2016-05-30,272.7435607910156
2016-05-31,263.6376037597656
2016-06-01,276.32586669921875
2016-06-02,272.4884033203125
2016-06-03,272.6246643066406
2016-06-06,280.15673828125
2016-06-07,278.896240234375
2016-06-08,280.22161865234375
2016-06-09,278.0661926269531
2016-06-10,282.9563903808594
2016-06-13,282.6903991699219
2016-06-14,284.8977355957031
2016-06-15,280.705810546875
2016-06-16,280.64739990234375
2016-06-17,279.49945068359375
2016-06-20,283.1293029785156
2016-06-21,282.66455078125
2016-06-22,280.5956115722656
2016-06-23,278.0964050292969
2016-06-24,280.89605712890625
2016-06-27,278.7903747558594
2016-06-28,280.77935791015625
2016-06-29,278.6498718261719
2016-06-30,280.7165832519531
2016-07-01,281.466796875
2016-07-04,282.25799560546875
2016-07-05,282.4699401855469
2016-07-07,281.5360107421875
2016-07-08,277.2490539550781
2016-07-11,280.4939880371094
2016-07-12,277.9018859863281
2016-07-13,284.558349609375
2016-07-14,283.9443054199219
2016-07-15,286.7958679199219
2016-07-18,286.17755126953125
2016-07-19,287.2174377441406
2016-07-20,288.58380126953125
2016-07-21,296.94610595703125
2016-07-22,306.0541687011719
2016-07-25,308.1360778808594
2016-07-26,309.76397705078125
2016-07-27,305.9676513671875
2016-07-28,312.9267578125
2016-07-29,310.8103332519531
2016-08-01,300.5888977050781
2016-08-02,295.4672546386719
2016-08-03,293.00927734375
2016-08-04,294.2436828613281
2016-08-05,296.1863098144531
2016-08-08,296.91607666015625
2016-08-09,298.5360412597656
2016-08-10,296.474365234375
2016-08-11,296.6627197265625
2016-08-12,298.64434814453125
2016-08-16,292.3399963378906
2016-08-17,289.96636962890625
2016-08-18,290.0767822265625
2016-08-19,291.3913879394531
2016-08-22,293.9035949707031
2016-08-23,295.0103454589844
2016-08-24,295.32659912109375
2016-08-25,295.8311462402344
2016-08-26,295.8918151855469
2016-08-29,292.43310546875
2016-08-30,289.66754150390625
2016-08-31,282.6506042480469
2016-09-01,281.05218505859375
2016-09-02,278.9298400878906
2016-09-06,284.3658142089844
2016-09-07,279.8893127441406
2016-09-08,278.58984375
2016-09-09,281.8859558105469
2016-09-12,278.5638427734375
2016-09-14,274.8062744140625
2016-09-15,272.941650390625
2016-09-16,277.5156555175781
2016-09-19,274.50311279296875
2016-09-20,274.61138916015625
2016-09-21,273.44622802734375
2016-09-22,279.39117431640625
2016-09-23,281.30999755859375
2016-09-26,281.72796630859375
2016-09-27,281.03497314453125
2016-09-28,279.4886474609375
2016-09-29,275.1852722167969
2016-09-30,278.6353454589844
2016-10-03,286.8239440917969
2016-10-04,289.3816833496094
2016-10-05,293.4790954589844
2016-10-06,291.2268371582031
2016-10-07,291.4130554199219
2016-10-10,287.287353515625
2016-10-13,283.4019775390625
2016-10-14,297.8842468261719
2016-10-17,292.723388671875
2016-10-18,297.7391662597656
2016-10-19,294.21551513671875
2016-10-20,296.3920593261719
2016-10-21,297.53118896484375
2016-10-24,296.84906005859375
2016-10-25,294.27618408203125
2016-10-26,295.6384582519531
2016-10-27,300.4700622558594
2016-10-28,302.58380126953125
2016-11-01,294.29345703125
2016-11-02,292.768798828125
2016-11-03,290.97564697265625
2016-11-04,288.216552734375
2016-11-07,279.7268371582031
2016-11-08,279.4517822265625
2016-11-09,276.6883239746094
2016-11-10,278.08306884765625
2016-11-11,270.94268798828125
2016-11-15,258.0522155761719
2016-11-16,258.39666748046875
2016-11-17,258.06744384765625
2016-11-18,254.7625274658203
2016-11-21,254.17129516601562
2016-11-22,255.2931671142578
2016-11-23,256.24176025390625
2016-11-24,265.2337951660156
2016-11-25,266.7844543457031
2016-11-28,272.40020751953125
2016-11-29,272.4045715332031
2016-11-30,272.4348449707031
2016-12-01,272.19012451171875
2016-12-02,269.8901062011719
2016-12-05,269.80560302734375
2016-12-06,271.4039306640625
2016-12-07,272.09918212890625
2016-12-08,274.2107849121094
2016-12-09,275.84564208984375
2016-12-12,274.1673278808594
2016-12-13,274.8555908203125
2016-12-14,270.7563171386719
2016-12-15,268.2204284667969
2016-12-16,265.5475769042969
2016-12-19,261.8804016113281
2016-12-20,256.9821472167969
2016-12-21,253.87730407714844
2016-12-22,250.46420288085938
2016-12-23,252.0166473388672
2016-12-26,253.5104217529297
2016-12-27,255.22781372070312
2016-12-28,256.1006164550781
2016-12-29,259.42913818359375
2016-12-30,261.77618408203125
2017-01-02,259.4335021972656
2017-01-03,261.7349853515625
2017-01-04,255.77499389648438
2017-01-05,257.1493225097656
2017-01-06,257.49896240234375
2017-01-09,256.6739501953125
2017-01-10,256.452392578125
2017-01-11,256.8453674316406
2017-01-12,254.248779296875
2017-01-13,256.17236328125
2017-01-16,255.48399353027344
2017-01-17,256.0202941894531
2017-01-18,256.99517822265625
2017-01-19,256.6999816894531
2017-01-20,256.1940002441406
2017-01-23,257.2471008300781
2017-01-24,258.7104797363281
2017-01-25,259.0665588378906
2017-01-27,256.8193664550781
2017-01-30,256.1808776855469
2017-01-31,254.11180114746094
2017-02-01,256.7433166503906
2017-02-02,260.2975769042969
2017-02-03,264.38818359375
2017-02-06,273.8112487792969
2017-02-07,266.11431884765625
2017-02-08,268.9303283691406
2017-02-09,269.08660888671875
2017-02-10,268.28338623046875
2017-02-13,269.2364196777344
2017-02-14,268.9303283691406
2017-02-15,267.89898681640625
2017-02-16,269.5687561035156
2017-02-17,270.9886779785156
2017-02-20,272.8819274902344
2017-02-21,276.8943176269531
2017-02-22,277.81927490234375
2017-02-23,277.1266784667969
2017-02-27,275.29632568359375
2017-02-28,271.58575439453125
2017-03-01,271.41851806640625
2017-03-02,269.12579345703125
2017-03-03,268.7762756347656
2017-03-06,272.386962890625
2017-03-07,274.399658203125
2017-03-08,275.58740234375
2017-03-09,269.6989440917969
2017-03-10,266.2662658691406
2017-03-14,265.7300109863281
2017-03-15,265.10247802734375
2017-03-16,267.07611083984375
2017-03-17,270.18963623046875
2017-03-20,273.4334411621094
2017-03-21,275.1009216308594
2017-03-22,275.3788146972656
2017-03-23,275.231201171875
2017-03-24,275.8542785644531
