Date,INRETC1.LM
2015-08-24,9.765151023864746
2015-08-25,9.765151023864746
2015-08-26,9.765151023864746
2015-08-27,10.101880073547363
2015-08-28,10.101880073547363
2015-08-31,10.01769733428955
2015-09-01,10.01769733428955
2015-09-02,10.01769733428955
2015-09-03,10.101880073547363
2015-09-04,10.01769733428955
2015-09-08,10.01769733428955
2015-09-09,10.01769733428955
2015-09-10,10.009281158447266
2015-09-11,10.101880073547363
2015-09-14,10.101880073547363
2015-09-15,10.101880073547363
2015-09-16,10.101880073547363
2015-09-17,10.101880073547363
2015-09-18,10.101880073547363
2015-09-21,10.186062812805176
2015-09-22,10.186062812805176
2015-09-23,10.186062812805176
2015-09-24,10.059789657592773
2015-09-25,10.101880073547363
2015-09-28,10.085043907165527
2015-09-29,9.891425132751465
2015-09-30,10.059789657592773
2015-10-01,10.059789657592773
2015-10-02,10.051371574401855
2015-10-05,10.051371574401855
2015-10-06,10.059789657592773
2015-10-07,10.059789657592773
2015-10-08,10.059789657592773
2015-10-09,10.059789657592773
2015-10-12,10.059789657592773
2015-10-13,9.891425132751465
2015-10-14,9.891425132751465
2015-10-15,9.849333763122559
2015-10-16,9.857751846313477
2015-10-19,9.857751846313477
2015-10-20,9.723060607910156
2015-10-21,9.723060607910156
2015-10-22,9.849333763122559
2015-10-23,9.899843215942383
2015-10-26,9.899843215942383
2015-10-27,9.899843215942383
2015-10-28,9.899843215942383
2015-10-29,10.068207740783691
2015-10-30,10.110299110412598
2015-11-02,10.270244598388672
2015-11-03,10.270244598388672
2015-11-04,10.270244598388672
2015-11-05,10.354429244995117
2015-11-06,10.480701446533203
2015-11-09,10.573302268981934
2015-11-10,10.573302268981934
2015-11-11,10.691157341003418
2015-11-12,11.027887344360352
2015-11-13,11.027887344360352
2015-11-16,11.280433654785156
2015-11-17,11.280433654785156
2015-11-18,11.297268867492676
2015-11-19,11.297268867492676
2015-11-20,11.364616394042969
2015-11-23,11.364616394042969
2015-11-24,11.423542022705078
2015-11-25,11.423542022705078
2015-11-27,11.423542022705078
2015-11-30,11.423542022705078
2015-12-01,11.423542022705078
2015-12-02,11.423542022705078
2015-12-03,11.423542022705078
2015-12-04,11.423542022705078
2015-12-07,11.423542022705078
2015-12-08,11.423542022705078
2015-12-09,11.423542022705078
2015-12-10,11.423542022705078
2015-12-11,11.423542022705078
2015-12-14,11.423542022705078
2015-12-15,11.423542022705078
2015-12-16,11.541399955749512
2015-12-17,11.541399955749512
2015-12-18,11.541399955749512
2015-12-21,11.56665325164795
2015-12-22,11.56665325164795
2015-12-23,11.701345443725586
2015-12-24,11.785527229309082
2015-12-28,11.785527229309082
2015-12-29,11.785527229309082
2015-12-30,11.785527229309082
2015-12-31,11.785527229309082
2016-01-04,11.785527229309082
2016-01-05,11.785527229309082
2016-01-06,11.785527229309082
2016-01-07,11.785527229309082
2016-01-08,11.785527229309082
2016-01-11,11.154160499572754
2016-01-12,11.154160499572754
2016-01-13,10.943703651428223
2016-01-14,10.691157341003418
2016-01-15,10.85952091217041
2016-01-19,11.112068176269531
2016-01-20,11.112068176269531
2016-01-21,10.943703651428223
2016-01-22,10.943703651428223
2016-01-25,11.364616394042969
2016-01-26,11.364616394042969
2016-01-27,11.364616394042969
