Date,PHM
2015-08-03,18.243148803710938
2015-08-04,17.90841293334961
2015-08-05,17.582490921020508
2015-08-06,17.423927307128906
2015-08-07,17.388690948486328
2015-08-10,17.723430633544922
2015-08-11,18.10220718383789
2015-08-12,18.375286102294922
2015-08-13,18.798114776611328
2015-08-14,18.639549255371094
2015-08-17,18.82453155517578
2015-08-18,19.291400909423828
2015-08-19,19.39711570739746
2015-08-20,18.947858810424805
2015-08-21,18.436946868896484
2015-08-24,17.282987594604492
2015-08-25,16.657560348510742
2015-08-26,17.45916748046875
2015-08-27,18.022926330566406
2015-08-28,18.005313873291016
2015-08-31,18.225534439086914
2015-09-01,17.529634475708008
2015-09-02,17.92603302001953
2015-09-03,18.27838897705078
2015-09-04,17.829132080078125
2015-09-08,18.340051651000977
2015-09-09,18.146251678466797
2015-09-10,18.058168411254883
2015-09-11,18.454559326171875
2015-09-14,18.31361961364746
2015-09-15,18.251953125
2015-09-16,18.331241607666016
2015-09-17,18.52503204345703
2015-09-18,18.144805908203125
2015-09-21,17.897218704223633
2015-09-22,17.375518798828125
2015-09-23,17.278242111206055
2015-09-24,17.525835037231445
2015-09-25,17.649629592895508
2015-09-28,16.827268600463867
2015-09-29,16.55315589904785
2015-09-30,16.685792922973633
2015-10-01,16.906858444213867
2015-10-02,16.924541473388672
2015-10-05,17.667312622070312
2015-10-06,17.348983764648438
2015-10-07,17.68500328063965
2015-10-08,17.87068748474121
2015-10-09,17.791101455688477
2015-10-12,17.773426055908203
2015-10-13,17.242874145507812
2015-10-14,16.703479766845703
2015-10-15,16.88917350769043
2015-10-16,16.880332946777344
2015-10-19,16.906858444213867
2015-10-20,17.172130584716797
2015-10-21,17.198659896850586
2015-10-22,16.057985305786133
2015-10-23,16.217145919799805
2015-10-26,16.075666427612305
2015-10-27,15.951873779296875
2015-10-28,16.28788948059082
2015-10-29,15.881121635437012
2015-10-30,16.208301544189453
2015-11-02,16.2613525390625
2015-11-03,16.323251724243164
2015-11-04,16.217145919799805
2015-11-05,16.04913330078125
2015-11-06,15.836917877197266
2015-11-09,15.527425765991211
2015-11-10,16.084501266479492
2015-11-11,16.29672622680664
2015-11-12,15.845759391784668
2015-11-13,15.660062789916992
2015-11-16,16.305570602416992
2015-11-17,16.279041290283203
2015-11-18,16.774219512939453
2015-11-19,16.871488571166992
2015-11-20,16.977596282958984
2015-11-23,17.021814346313477
2015-11-24,17.2517147064209
2015-11-25,17.46393585205078
2015-11-27,17.38435173034668
2015-11-30,17.225187301635742
2015-12-01,17.375518798828125
2015-12-02,16.871488571166992
2015-12-03,16.703479766845703
2015-12-04,17.172130584716797
2015-12-07,17.13675880432129
2015-12-08,16.60621452331543
2015-12-09,15.934183120727539
2015-12-10,16.057985305786133
2015-12-11,15.675856590270996
2015-12-14,15.267075538635254
2015-12-15,15.453694343566895
2015-12-16,16.013545989990234
2015-12-17,15.77361011505127
2015-12-18,15.40037727355957
2015-12-21,15.791385650634766
2015-12-22,15.81804370880127
2015-12-23,16.111297607421875
2015-12-24,16.191272735595703
2015-12-28,16.084636688232422
2015-12-29,16.137956619262695
2015-12-30,15.977987289428711
2015-12-31,15.835814476013184
2016-01-04,15.249300003051758
2016-01-05,15.391483306884766
2016-01-06,15.053799629211426
2016-01-07,14.413965225219727
2016-01-08,14.129596710205078
2016-01-11,14.360647201538086
2016-01-12,14.422855377197266
2016-01-13,14.485057830810547
2016-01-14,14.280667304992676
2016-01-15,14.165144920349121
