Date,LPSB3.SA
2015-08-24,3.2362940311431885
2015-08-25,3.1721177101135254
2015-08-26,3.07127046585083
2015-08-27,3.07127046585083
2015-08-28,3.1721177101135254
2015-08-31,2.9245829582214355
2015-09-01,2.6037039756774902
2015-09-02,2.4936885833740234
2015-09-03,2.5853679180145264
2015-09-04,2.6128718852996826
2015-09-08,2.438680410385132
2015-09-09,2.4111764430999756
2015-09-10,2.246152639389038
2015-09-11,2.2003135681152344
2015-09-14,2.301161289215088
2015-09-15,2.5120246410369873
2015-09-16,2.576199769973755
2015-09-17,2.557863712310791
2015-09-18,2.3653361797332764
2015-09-21,2.4936885833740234
2015-09-22,2.5211918354034424
2015-09-23,2.5211918354034424
2015-09-24,2.484520673751831
2015-09-25,2.502856492996216
2015-09-28,2.5120246410369873
2015-09-29,2.576199769973755
2015-09-30,2.6128718852996826
2015-10-01,2.7228875160217285
2015-10-02,2.7503912448883057
2015-10-05,2.777895212173462
2015-10-06,2.8237357139587402
2015-10-07,2.796231508255005
2015-10-08,2.777895212173462
2015-10-09,2.7870635986328125
2015-10-13,2.5670318603515625
2015-10-14,2.5486958026885986
2015-10-15,2.5670318603515625
2015-10-16,2.4478485584259033
2015-10-19,2.282824993133545
2015-10-20,2.282824993133545
2015-10-21,2.191145658493042
2015-10-22,2.1178014278411865
2015-10-23,2.1361374855041504
2015-10-26,2.1361374855041504
2015-10-27,2.108633518218994
2015-10-28,2.108633518218994
2015-10-29,1.971113920211792
2015-10-30,1.9252736568450928
2015-11-03,2.108633518218994
2015-11-04,2.282824993133545
2015-11-05,2.34700083732605
2015-11-06,2.3836722373962402
2015-11-09,2.4753525257110596
2015-11-10,2.4295122623443604
2015-11-11,2.5670318603515625
2015-11-12,2.5670318603515625
2015-11-13,2.402008056640625
2015-11-16,2.484520673751831
2015-11-17,2.3928401470184326
2015-11-18,2.484520673751831
2015-11-19,2.4478485584259033
2015-11-23,2.4753525257110596
2015-11-24,2.4295122623443604
2015-11-25,2.3836722373962402
2015-11-26,2.3653361797332764
2015-11-27,2.301161289215088
2015-11-30,1.897769570350647
2015-12-01,2.126969337463379
2015-12-02,2.108633518218994
2015-12-03,2.126969337463379
2015-12-04,2.2003135681152344
2015-12-07,2.2553207874298096
2015-12-08,2.2553207874298096
2015-12-09,2.2553207874298096
2015-12-10,2.3378334045410156
2015-12-11,2.328665018081665
2015-12-14,2.3378334045410156
2015-12-15,2.291992664337158
2015-12-16,2.264488697052002
2015-12-17,2.3378334045410156
2015-12-18,2.2003135681152344
2015-12-21,2.2553207874298096
2015-12-22,2.218648910522461
2015-12-23,2.282824993133545
2015-12-28,2.2369847297668457
2015-12-29,2.1453053951263428
2015-12-30,2.0719611644744873
2016-01-04,2.035290002822876
2016-01-05,2.108633518218994
2016-01-06,2.1636414527893066
2016-01-07,2.2094802856445312
2016-01-08,2.2553207874298096
2016-01-11,2.264488697052002
2016-01-12,2.4295122623443604
2016-01-13,2.4753525257110596
2016-01-14,2.5211918354034424
2016-01-15,2.5211918354034424
2016-01-18,2.5120246410369873
2016-01-19,2.5211918354034424
2016-01-20,2.4295122623443604
2016-01-21,2.402008056640625
2016-01-22,2.402008056640625
2016-01-26,2.3745040893554688
2016-01-27,2.3836722373962402
2016-01-28,2.4295122623443604
2016-01-29,2.4295122623443604
2016-02-01,2.34700083732605
2016-02-02,2.34700083732605
2016-02-03,2.2003135681152344
2016-02-04,2.172809362411499
2016-02-05,2.2003135681152344
2016-02-10,2.2736566066741943
2016-02-11,2.328665018081665
2016-02-12,2.301161289215088
2016-02-15,2.218648910522461
2016-02-16,2.246152639389038
2016-02-17,2.310328722000122
2016-02-18,2.310328722000122
2016-02-19,2.264488697052002
2016-02-22,2.264488697052002
2016-02-23,2.2094802856445312
2016-02-24,2.108633518218994
2016-02-25,2.1819775104522705
2016-02-26,2.1636414527893066
2016-02-29,2.246152639389038
2016-03-01,2.3378334045410156
2016-03-02,2.484520673751831
2016-03-03,2.576199769973755
2016-03-04,2.7045514583587646
2016-03-07,2.842071056365967
2016-03-08,2.7412235736846924
2016-03-09,2.7687275409698486
2016-03-10,2.8787429332733154
2016-03-11,2.7503912448883057
2016-03-14,2.695383071899414
2016-03-15,2.5120246410369873
2016-03-16,2.732055425643921
2016-03-17,2.8237357139587402
2016-03-18,2.8145675659179688
2016-03-21,2.7503912448883057
2016-03-22,2.7870635986328125
2016-03-23,2.5211918354034424
2016-03-24,2.640376091003418
2016-03-28,2.667879819869995
2016-03-29,2.5670318603515625
2016-03-30,2.4753525257110596
