Date,UNH
2015-08-03,103.44274139404297
2015-08-04,103.39998626708984
2015-08-05,106.03543853759766
2015-08-06,104.42677307128906
2015-08-07,104.23854064941406
2015-08-10,104.80328369140625
2015-08-11,104.61502838134766
2015-08-12,103.70802307128906
2015-08-13,103.12616729736328
2015-08-14,103.55396270751953
2015-08-17,105.94990539550781
2015-08-18,107.38740539550781
2015-08-19,105.43647766113281
2015-08-20,102.50150299072266
2015-08-21,99.49807739257812
2015-08-24,94.49236297607422
2015-08-25,94.1073226928711
2015-08-26,97.08505249023438
2015-08-27,100.77303314208984
2015-08-28,100.353759765625
2015-08-31,99.00179290771484
2015-09-01,96.3748550415039
2015-09-02,97.74394226074219
2015-09-03,97.53860473632812
2015-09-04,96.14381408691406
2015-09-08,99.33551025390625
2015-09-09,98.897216796875
2015-09-10,100.3495864868164
2015-09-11,102.0081787109375
2015-09-14,101.23472595214844
2015-09-15,103.15110778808594
2015-09-16,104.11365509033203
2015-09-17,105.92693328857422
2015-09-18,105.2480239868164
2015-09-21,106.51134490966797
2015-09-22,105.64335632324219
2015-09-23,105.9441146850586
2015-09-24,104.06208801269531
2015-09-25,100.00581359863281
2015-09-28,96.85189819335938
2015-09-29,98.15815734863281
2015-09-30,99.69646453857422
2015-10-01,100.21206665039062
2015-10-02,102.11988830566406
2015-10-05,102.8245849609375
2015-10-06,99.73081970214844
2015-10-07,100.05736541748047
2015-10-08,99.756591796875
2015-10-09,102.49800872802734
2015-10-12,105.28237915039062
2015-10-13,106.55426788330078
2015-10-14,104.9042739868164
2015-10-15,103.27144622802734
2015-10-16,103.1081771850586
2015-10-19,103.75269317626953
2015-10-20,103.48628997802734
2015-10-21,101.5011215209961
2015-10-22,97.80580139160156
2015-10-23,99.61909484863281
2015-10-26,100.1433334350586
2015-10-27,102.5839614868164
2015-10-28,102.93628692626953
2015-10-29,102.87614440917969
2015-10-30,101.21752166748047
2015-11-02,101.99958038330078
2015-11-03,101.11441802978516
2015-11-04,98.51908874511719
2015-11-05,99.88550567626953
2015-11-06,98.66517639160156
2015-11-09,98.19252014160156
2015-11-10,99.59331512451172
2015-11-11,98.43313598632812
2015-11-12,96.95500946044922
2015-11-13,95.74333190917969
2015-11-16,97.81439208984375
2015-11-17,98.30424499511719
2015-11-18,100.7620849609375
2015-11-19,95.07298278808594
2015-11-20,97.08393859863281
2015-11-23,96.3878402709961
2015-11-24,97.27299499511719
2015-11-25,98.32144165039062
2015-11-27,98.26126861572266
2015-11-30,96.8604965209961
2015-12-01,99.91130065917969
2015-12-02,101.5339126586914
2015-12-03,99.25532531738281
2015-12-04,101.62019348144531
2015-12-07,100.0407485961914
2015-12-08,100.01486206054688
2015-12-09,99.29850006103516
2015-12-10,100.29967498779297
2015-12-11,100.1011734008789
2015-12-14,99.98897552490234
2015-12-15,101.50800323486328
2015-12-16,102.56097412109375
2015-12-17,102.8975830078125
2015-12-18,99.96307373046875
2015-12-21,101.33541107177734
2015-12-22,101.36125946044922
2015-12-23,102.44014739990234
2015-12-24,102.1380615234375
2015-12-28,102.12944793701172
2015-12-29,103.4154281616211
2015-12-30,102.6386489868164
2015-12-31,101.5339126586914
2016-01-04,100.51544952392578
2016-01-05,100.70535278320312
2016-01-06,99.67826843261719
2016-01-07,96.74374389648438
2016-01-08,95.07799530029297
2016-01-11,94.57737731933594
2016-01-12,96.89047241210938
2016-01-13,94.27532958984375
2016-01-14,95.59583282470703
2016-01-15,94.3098373413086
2016-01-19,97.1666488647461
2016-01-20,99.0740966796875
2016-01-21,97.9607162475586
2016-01-22,98.67707824707031
2016-01-25,97.8571548461914
2016-01-26,98.35771179199219
2016-01-27,96.95088195800781
2016-01-28,96.13094329833984
2016-01-29,99.3934326171875
2016-02-01,100.02348327636719
2016-02-02,98.28870391845703
2016-02-03,97.31336975097656
2016-02-04,98.5648422241211
2016-02-05,96.42440795898438
2016-02-08,94.9571762084961
2016-02-09,95.94108581542969
2016-02-10,97.30475616455078
2016-02-11,95.4749984741211
2016-02-12,96.51071166992188
2016-02-16,99.38479614257812
2016-02-17,102.10353088378906
2016-02-18,101.36990356445312
2016-02-19,101.56840515136719
2016-02-22,104.66692352294922
2016-02-23,104.56333923339844
2016-02-24,103.74341583251953
2016-02-25,104.60649108886719
2016-02-26,104.71869659423828
2016-02-29,102.79401397705078
2016-03-01,105.01213836669922
2016-03-02,104.66692352294922
2016-03-03,105.14160919189453
2016-03-04,105.12434387207031
2016-03-07,105.08983612060547
2016-03-08,105.00352478027344
2016-03-09,104.95152282714844
2016-03-10,105.80949401855469
2016-03-11,108.41810607910156
2016-03-14,108.52210998535156
2016-03-15,108.20145416259766
2016-03-16,108.24479675292969
2016-03-17,107.92412567138672
2016-03-18,109.8221206665039
2016-03-21,109.8394546508789
2016-03-22,110.94878387451172
2016-03-23,112.48271942138672
2016-03-24,111.4427261352539
2016-03-28,111.72875213623047
2016-03-29,112.51739501953125
2016-03-30,112.38739013671875
2016-03-31,111.71139526367188
2016-04-01,112.59537506103516
2016-04-04,112.22274780273438
2016-04-05,110.09944152832031
2016-04-06,110.95741271972656
2016-04-07,109.95209503173828
2016-04-08,108.92078399658203
2016-04-11,109.48409271240234
2016-04-12,109.8914566040039
2016-04-13,110.72340393066406
2016-04-14,110.91407012939453
2016-04-15,110.35077667236328
2016-04-18,110.76676177978516
2016-04-19,113.0980453491211
2016-04-20,116.07067108154297
2016-04-21,115.23002624511719
2016-04-22,116.24398803710938
2016-04-25,115.940673828125
2016-04-26,116.33934020996094
2016-04-27,115.09135437011719
2016-04-28,114.45868682861328
2016-04-29,114.12068939208984
2016-05-02,114.48471069335938
2016-05-03,114.79668426513672
2016-05-04,114.42401885986328
2016-05-05,114.66667175292969
2016-05-06,114.43267822265625
2016-05-09,114.97867584228516
2016-05-10,115.75868225097656
2016-05-11,113.26272583007812
2016-05-12,112.43937683105469
2016-05-13,111.7980728149414
2016-05-16,113.21939849853516
2016-05-17,112.28339385986328
2016-05-18,113.10669708251953
2016-05-19,112.66474151611328
2016-05-20,113.47937774658203
2016-05-23,113.02876281738281
2016-05-24,114.90936279296875
2016-05-25,115.62869262695312
2016-05-26,115.2473373413086
2016-05-27,116.1313247680664
2016-05-31,115.8453140258789
2016-06-01,116.59066772460938
2016-06-02,117.89927673339844
2016-06-03,118.59258270263672
2016-06-06,119.72794342041016
2016-06-07,118.67930603027344
2016-06-08,121.67793273925781
2016-06-09,121.92054748535156
2016-06-10,120.67259216308594
2016-06-13,119.67593383789062
2016-06-14,119.48526763916016
2016-06-15,119.49833679199219
