Date,TRN.MI
2015-08-24,2.5188381671905518
2015-08-25,2.6343932151794434
2015-08-26,2.61102294921875
2015-08-27,2.692819356918335
2015-08-28,2.7135934829711914
2015-08-31,2.6980130672454834
2015-09-01,2.6551671028137207
2015-09-02,2.6499736309051514
2015-09-03,2.704505681991577
2015-09-04,2.67464280128479
2015-09-07,2.668151617050171
2015-09-08,2.6967151165008545
2015-09-09,2.7239811420440674
2015-09-10,2.7135934829711914
2015-09-11,2.7278761863708496
2015-09-14,2.7239811420440674
2015-09-15,2.735666275024414
2015-09-16,2.755141496658325
2015-09-17,2.7733185291290283
2015-09-18,2.751246452331543
2015-09-21,2.749948024749756
2015-09-22,2.70320725440979
2015-09-23,2.7109975814819336
2015-09-24,2.677238941192627
2015-09-25,2.778512954711914
2015-09-28,2.7421581745147705
2015-09-29,2.7460532188415527
2015-09-30,2.8213579654693604
2015-10-01,2.8044803142547607
2015-10-02,2.8187615871429443
2015-10-05,2.8109710216522217
2015-10-06,2.8512210845947266
2015-10-07,2.801882743835449
2015-10-08,2.825253963470459
2015-10-09,2.8226568698883057
2015-10-12,2.8174636363983154
2015-10-13,2.8317461013793945
2015-10-14,2.8187615871429443
2015-10-15,2.8823816776275635
2015-10-16,2.8953657150268555
2015-10-19,2.921332597732544
2015-10-20,2.9239299297332764
2015-10-21,2.903156042098999
2015-10-22,2.9667763710021973
2015-10-23,2.9693732261657715
2015-10-26,2.9732677936553955
2015-10-27,2.961582660675049
2015-10-28,2.992743968963623
2015-10-29,2.975865125656128
2015-10-30,3.0044283866882324
2015-11-02,3.0381858348846436
2015-11-03,3.025202751159668
2015-11-04,3.022606134414673
2015-11-05,3.022606134414673
2015-11-06,3.013517141342163
2015-11-09,2.9628803730010986
2015-11-10,3.0187113285064697
2015-11-11,2.995340347290039
2015-11-12,2.9862515926361084
2015-11-13,2.9849534034729004
2015-11-16,3.0031301975250244
2015-11-17,3.039484977722168
2015-11-18,3.0303971767425537
2015-11-19,3.008324384689331
2015-11-20,3.0498719215393066
2015-11-23,3.0380101203918457
2015-11-24,2.9905619621276855
2015-11-25,3.0577802658081055
2015-11-26,3.068324089050293
2015-11-27,3.0643703937530518
2015-11-30,3.0709593296051025
2015-12-01,3.0643703937530518
2015-12-02,3.077549934387207
2015-12-03,3.097320318222046
2015-12-04,3.0907297134399414
2015-12-07,3.1052286624908447
2015-12-08,3.073596239089966
2015-12-09,3.0933661460876465
2015-12-10,3.1039106845855713
2015-12-11,3.0380101203918457
2015-12-14,2.9918789863586426
2015-12-15,3.06305193901062
2015-12-16,3.0551440715789795
2015-12-17,3.0960021018981934
2015-12-18,3.0933661460876465
2015-12-21,3.077549934387207
2015-12-22,3.020875930786133
2015-12-23,3.1012747287750244
2015-12-28,3.106546401977539
2015-12-29,3.156630039215088
2015-12-30,3.1342248916625977
2015-12-31,3.1342248916625977
2016-01-04,3.109182357788086
2016-01-05,3.1632208824157715
2016-01-06,3.109182357788086
2016-01-07,3.117090940475464
2016-01-08,3.082821846008301
2016-01-11,3.1131362915039062
2016-01-12,3.169811248779297
2016-01-13,3.136859893798828
2016-01-14,3.077549934387207
2016-01-15,3.041964054107666
2016-01-18,3.0037410259246826
2016-01-19,3.0960021018981934
2016-01-20,3.001105308532715
2016-01-21,3.0815041065216064
2016-01-22,3.1223626136779785
2016-01-25,3.1144537925720215
2016-01-26,3.1724464893341064
2016-01-27,3.1922168731689453
2016-01-28,3.144768238067627
2016-01-29,3.2515270709991455
2016-02-01,3.2515270709991455
2016-02-02,3.2225308418273926
2016-02-03,3.2040791511535645
2016-02-04,3.2067155838012695
2016-02-05,3.106546401977539
2016-02-08,3.0156033039093018
2016-02-09,2.9879250526428223
2016-02-10,3.024829864501953
2016-02-11,2.965519428253174
2016-02-12,3.034055709838867
2016-02-15,3.0946836471557617
2016-02-16,3.0762319564819336
2016-02-17,3.123680353164673
2016-02-18,3.0894124507904053
2016-02-19,3.082821846008301
2016-02-22,3.1803550720214844
2016-02-23,3.152676582336426
2016-02-24,3.085458755493164
2016-02-25,3.1671745777130127
2016-02-26,3.181673288345337
2016-02-29,3.1658570766448975
2016-03-01,3.2093513011932373
2016-03-02,3.150040864944458
2016-03-03,3.1513590812683105
2016-03-04,3.135542392730713
2016-03-07,3.0933661460876465
2016-03-08,3.059098243713379
2016-03-09,3.0894124507904053
2016-03-10,3.1131362915039062
2016-03-11,3.1843085289001465
2016-03-14,3.1988067626953125
2016-03-15,3.188262462615967
2016-03-16,3.1829917430877686
2016-03-17,3.2159409523010254
2016-03-18,3.229121208190918
2016-03-21,3.235710620880127
2016-03-22,3.279205322265625
2016-03-23,3.2686612606048584
2016-03-24,3.30161190032959
2016-03-29,3.2983157634735107
2016-03-30,3.3477418422698975
2016-03-31,3.3049073219299316
2016-04-01,3.262071132659912
2016-04-04,3.2897493839263916
2016-04-05,3.240983724594116
2016-04-06,3.30161190032959
2016-04-07,3.255481243133545
2016-04-08,3.324676036834717
2016-04-11,3.3378562927246094
2016-04-12,3.3279716968536377
2016-04-13,3.3279716968536377
2016-04-14,3.334561347961426
2016-04-15,3.3114967346191406
2016-04-18,3.3147921562194824
2016-04-19,3.30161190032959
2016-04-20,3.2831592559814453
2016-04-21,3.2133047580718994
2016-04-22,3.176401138305664
2016-04-25,3.1790363788604736
2016-04-26,3.1829917430877686
2016-04-27,3.2106690406799316
2016-04-28,3.235710620880127
2016-04-29,3.2449371814727783
2016-05-02,3.2317569255828857
2016-05-03,3.1961708068847656
2016-05-04,3.202760696411133
2016-05-05,3.2581164836883545
2016-05-06,3.2172584533691406
2016-05-09,3.2278032302856445
2016-05-10,3.2581164836883545
2016-05-11,3.193535566329956
2016-05-12,3.1829917430877686
2016-05-13,3.2093513011932373
2016-05-16,3.197488784790039
2016-05-17,3.1790363788604736
2016-05-18,3.194852828979492
2016-05-19,3.153993844985962
2016-05-20,3.214623212814331
2016-05-23,3.1908984184265137
2016-05-24,3.28184175491333
2016-05-25,3.279205322265625
2016-05-26,3.2950220108032227
2016-05-27,3.2897493839263916
2016-05-30,3.3147921562194824
2016-05-31,3.284477949142456
2016-06-01,3.2673428058624268
2016-06-02,3.2594354152679443
2016-06-03,3.2594354152679443
2016-06-06,3.2765696048736572
2016-06-07,3.3147921562194824
2016-06-08,3.3180863857269287
2016-06-09,3.291067600250244
2016-06-10,3.2093513011932373
2016-06-13,3.168492555618286
2016-06-14,3.1223626136779785
2016-06-15,3.173764944076538
2016-06-16,3.1408140659332275
2016-06-17,3.1895809173583984
2016-06-20,3.2952237129211426
2016-06-21,3.2396931648254395
2016-06-22,3.2369847297668457
2016-06-23,3.2938687801361084
2016-06-24,3.0636227130889893
2016-06-27,3.0663318634033203
2016-06-28,3.207188129425049
2016-06-29,3.3060576915740967
2016-06-30,3.381903886795044
2016-07-01,3.3927392959594727
2016-07-04,3.354816198348999
2016-07-05,3.3358547687530518
2016-07-06,3.2735531330108643
2016-07-07,3.274907112121582
2016-07-08,3.330437660217285
2016-07-11,3.3345000743865967
2016-07-12,3.3182477951049805
2016-07-13,3.3114755153656006
2016-07-14,3.274907112121582
2016-07-15,3.243755578994751
2016-07-18,3.2627177238464355
2016-07-19,3.257300615310669
2016-07-20,3.274907112121582
2016-07-21,3.251882553100586
2016-07-22,3.274907112121582
2016-07-25,3.2681355476379395
2016-07-26,3.2708451747894287
2016-07-27,3.2979321479797363
2016-07-28,3.27219820022583
2016-07-29,3.2979321479797363
2016-08-01,3.274907112121582
2016-08-02,3.243755578994751
2016-08-03,3.2356300354003906
2016-08-04,3.2451107501983643
2016-08-05,3.2708451747894287
2016-08-08,3.2613637447357178
2016-08-09,3.250528573989868
2016-08-10,3.2126052379608154
2016-08-11,3.2478199005126953
2016-08-12,3.2369847297668457
2016-08-16,3.1882262229919434
2016-08-17,3.147594928741455
2016-08-18,3.1597845554351807
2016-08-19,3.1150894165039062
2016-08-22,3.128634214401245
2016-08-23,3.184163808822632
2016-08-24,3.16791033744812
