Date,BNZL.L
2016-09-05,2384.314208984375
2016-09-06,2375.332275390625
2016-09-07,2374.333984375
2016-09-08,2359.36376953125
2016-09-09,2278.5224609375
2016-09-12,2262.553955078125
2016-09-13,2262.553955078125
2016-09-14,2270.53759765625
2016-09-15,2293.49267578125
2016-09-16,2284.5107421875
2016-09-19,2301.4775390625
2016-09-20,2298.483642578125
2016-09-21,2284.5107421875
2016-09-22,2322.436279296875
2016-09-23,2312.45556640625
2016-09-26,2282.5146484375
2016-09-27,2278.5224609375
2016-09-28,2285.508544921875
2016-09-29,2272.533935546875
2016-09-30,2275.528564453125
2016-10-03,2329.422607421875
2016-10-04,2384.314208984375
2016-10-05,2333.41455078125
2016-10-06,2341.399169921875
2016-10-07,2319.4423828125
2016-10-10,2320.4404296875
2016-10-11,2318.444091796875
2016-10-12,2303.47314453125
2016-10-13,2316.447998046875
2016-10-14,2314.45166015625
2016-10-17,2282.5146484375
2016-10-18,2294.491455078125
2016-10-19,2307.465576171875
2016-10-20,2284.5107421875
2016-10-21,2251.575439453125
2016-10-24,2234.60888671875
2016-10-25,2220.63623046875
2016-10-26,2192.691162109375
2016-10-27,2181.71240234375
2016-10-28,2170.734375
2016-10-31,2194.687255859375
2016-11-01,2195.68505859375
2016-11-02,2164.74609375
2016-11-03,2126.82080078125
2016-11-04,2095.882080078125
2016-11-07,2128.81689453125
2016-11-08,2147.779541015625
2016-11-09,2156.761474609375
2016-11-10,2076.91845703125
2016-11-11,2009.052001953125
2016-11-14,1985.0992431640625
2016-11-15,2001.067626953125
2016-11-16,1997.07568359375
2016-11-17,1984.2296142578125
2016-11-18,1985.22802734375
2016-11-21,2003.19384765625
2016-11-22,2002.19580078125
2016-11-23,2037.1295166015625
2016-11-24,2033.1373291015625
2016-11-25,2038.12744140625
2016-11-28,2061.084228515625
2016-11-29,2056.09326171875
2016-11-30,2056.09326171875
2016-12-01,2029.144775390625
2016-12-02,2030.1427001953125
2016-12-05,2035.1334228515625
2016-12-06,2022.157958984375
2016-12-07,2003.19384765625
2016-12-08,2024.154052734375
2016-12-09,2051.102783203125
2016-12-12,2018.1656494140625
2016-12-13,2047.1099853515625
2016-12-14,2029.144775390625
2016-12-15,2064.078369140625
2016-12-16,2067.072265625
2016-12-19,2075.058349609375
2016-12-20,2067.072265625
2016-12-21,2062.082275390625
2016-12-22,2081.0458984375
2016-12-23,2084.0400390625
2016-12-28,2084.0400390625
2016-12-29,2083.042236328125
2016-12-30,2105.00048828125
2017-01-03,2118.973876953125
2017-01-04,2090.029052734375
2017-01-05,2078.052001953125
2017-01-06,2077.053466796875
2017-01-09,2106.99658203125
2017-01-10,2104.002685546875
2017-01-11,2111.9873046875
2017-01-12,2122.966064453125
2017-01-13,2131.94873046875
2017-01-16,2150.913330078125
2017-01-17,2107.9951171875
2017-01-18,2132.94775390625
2017-01-19,2122.966064453125
2017-01-20,2131.94873046875
2017-01-23,2121.96826171875
2017-01-24,2077.053466796875
2017-01-25,2080.0478515625
2017-01-26,2067.072265625
2017-01-27,2086.036376953125
2017-01-30,2062.082275390625
2017-01-31,2085.03857421875
2017-02-01,2074.059326171875
2017-02-02,2117.97607421875
2017-02-03,2124.962646484375
2017-02-06,2125.961181640625
2017-02-07,2158.8984375
2017-02-08,2162.890869140625
2017-02-09,2148.916748046875
2017-02-10,2162.890869140625
2017-02-13,2159.89697265625
2017-02-14,2134.943359375
2017-02-15,2147.9189453125
2017-02-16,2137.938232421875
2017-02-17,2157.900146484375
2017-02-20,2177.862060546875
2017-02-21,2169.877197265625
2017-02-22,2164.88671875
2017-02-23,2172.87158203125
2017-02-24,2166.88330078125
2017-02-27,2240.74267578125
2017-02-28,2250.723876953125
2017-03-01,2330.57177734375
2017-03-02,2325.581298828125
2017-03-03,2302.625
2017-03-06,2310.60986328125
2017-03-07,2298.633056640625
2017-03-08,2275.676513671875
2017-03-09,2271.683837890625
2017-03-10,2302.625
2017-03-13,2296.63623046875
2017-03-14,2308.614013671875
2017-03-15,2321.588623046875
2017-03-16,2315.600341796875
2017-03-17,2320.59130859375
2017-03-20,2330.57177734375
2017-03-21,2360.515380859375
2017-03-22,2307.615478515625
2017-03-23,2328.5751953125
2017-03-24,2317.596923828125
2017-03-27,2326.57958984375
2017-03-28,2326.57958984375
2017-03-29,2324.5830078125
2017-03-30,2320.59130859375
2017-03-31,2315.600341796875
2017-04-03,2296.63623046875
2017-04-04,2324.5830078125
2017-04-05,2333.56591796875
2017-04-06,2322.587158203125
2017-04-07,2341.55126953125
2017-04-10,2327.578125
2017-04-11,2365.505859375
2017-04-12,2366.503662109375
2017-04-13,2361.512939453125
2017-04-18,2326.57958984375
2017-04-19,2308.614013671875
2017-04-20,2305.619384765625
2017-04-21,2331.5703125
2017-04-24,2374.48828125
2017-04-25,2368.499755859375
2017-04-26,2406.427978515625
2017-04-27,2404.431884765625
2017-04-28,2403.432861328125
2017-05-02,2405.429931640625
2017-05-03,2395.44873046875
2017-05-04,2403.432861328125
2017-05-05,2403.432861328125
2017-05-08,2402.435791015625
2017-05-09,2429.384521484375
2017-05-10,2418.405517578125
2017-05-11,2436.370849609375
2017-05-12,2448.3486328125
2017-05-15,2435.373046875
2017-05-16,2460.325439453125
2017-05-17,2450.344482421875
2017-05-18,2437.36865234375
2017-05-19,2453.338623046875
2017-05-22,2441.361572265625
2017-05-23,2438.3671875
2017-05-24,2456.3330078125
2017-05-25,2435.659912109375
2017-05-26,2432.665283203125
2017-05-30,2423.68115234375
2017-05-31,2427.674072265625
2017-06-01,2420.68701171875
2017-06-02,2431.6669921875
2017-06-05,2407.70947265625
2017-06-06,2408.707763671875
2017-06-07,2388.74365234375
2017-06-08,2363.7880859375
2017-06-09,2403.71630859375
2017-06-12,2383.752197265625
2017-06-13,2385.748779296875
2017-06-14,2388.74365234375
2017-06-15,2379.759521484375
2017-06-16,2371.77392578125
2017-06-19,2382.754638671875
2017-06-20,2351.808837890625
2017-06-21,2355.802001953125
2017-06-22,2332.8427734375
2017-06-23,2335.83740234375
2017-06-26,2336.687255859375
2017-06-27,2308.423828125
2017-06-28,2338.832763671875
2017-06-29,2299.901611328125
2017-06-30,2283.930419921875
2017-07-03,2279.9375
2017-07-04,2266.96044921875
2017-07-05,2264.963623046875
2017-07-06,2243.003173828125
2017-07-07,2251.987060546875
2017-07-10,2240.008544921875
2017-07-11,2240.008544921875
2017-07-12,2245.99755859375
2017-07-13,2263.9658203125
2017-07-14,2257.97607421875
2017-07-17,2260.970947265625
2017-07-18,2244.001708984375
2017-07-19,2256.97900390625
2017-07-20,2267.958984375
2017-07-21,2273.947509765625
2017-07-24,2243.003173828125
2017-07-25,2259.97314453125
2017-07-26,2275.9443359375
2017-07-27,2292.9140625
2017-07-28,2267.958984375
2017-07-31,2283.930419921875
2017-08-01,2303.894287109375
2017-08-02,2279.9375
2017-08-03,2285.9267578125
2017-08-04,2300.89990234375
2017-08-07,2294.91064453125
2017-08-08,2279.9375
2017-08-09,2287.923095703125
2017-08-10,2280.935302734375
2017-08-11,2274.946044921875
2017-08-14,2286.925048828125
2017-08-15,2299.901611328125
2017-08-16,2323.859375
2017-08-17,2327.8525390625
2017-08-18,2301.8984375
2017-08-21,2307.8876953125
2017-08-22,2336.8359375
2017-08-23,2324.85693359375
2017-08-24,2327.8525390625
2017-08-25,2327.8525390625
2017-08-29,2278.939453125
2017-08-30,2286.925048828125
2017-08-31,2305.890869140625
2017-09-01,2300.89990234375
2017-09-04,2283.930419921875
2017-09-05,2278.939453125
2017-09-06,2255.979736328125
2017-09-07,2252.9853515625
2017-09-08,2274.946044921875
2017-09-11,2274.946044921875
2017-09-12,2281.933837890625
2017-09-13,2266.96044921875
2017-09-14,2249.99072265625
2017-09-15,2231.024169921875
2017-09-18,2228.02978515625
2017-09-19,2229.0283203125
2017-09-20,2228.02978515625
2017-09-21,2196.0869140625
2017-09-22,2204.07275390625
2017-09-25,2226.033447265625
2017-09-26,2216.05126953125
2017-09-27,2216.05126953125
2017-09-28,2248.9921875
2017-09-29,2262.967529296875
2017-10-02,2267.958984375
2017-10-03,2276.942626953125
2017-10-04,2295.908935546875
2017-10-05,2296.90673828125
2017-10-06,2303.894287109375
2017-10-09,2298.90380859375
2017-10-10,2300.89990234375
2017-10-11,2304.89306640625
2017-10-12,2312.87841796875
2017-10-13,2279.9375
2017-10-16,2214.0546875
2017-10-17,2222.04052734375
2017-10-18,2241.006591796875
2017-10-19,2250.989013671875
2017-10-20,2244.999755859375
2017-10-23,2251.987060546875
2017-10-24,2247.994384765625
2017-10-25,2237.013427734375
2017-10-26,2283.930419921875
2017-10-27,2314.875
2017-10-30,2320.86474609375
2017-10-31,2340.82861328125
2017-11-01,2296.90673828125
2017-11-02,2306.889404296875
2017-11-03,2315.873046875
2017-11-06,2319.866455078125
2017-11-07,2299.901611328125
2017-11-08,2311.880615234375
2017-11-09,2303.894287109375
2017-11-10,2153.1630859375
2017-11-13,2097.262939453125
2017-11-14,2111.23779296875
2017-11-15,2142.182861328125
2017-11-16,2151.307373046875
2017-11-17,2155.30029296875
2017-11-20,2186.24658203125
2017-11-21,2154.302001953125
2017-11-22,2157.296630859375
2017-11-23,2163.286865234375
2017-11-24,2132.33935546875
2017-11-27,2124.353759765625
2017-11-28,2126.350341796875
2017-11-29,2104.38818359375
2017-11-30,2111.37548828125
2017-12-01,2070.44580078125
2017-12-04,2084.421875
2017-12-05,2081.427001953125
2017-12-06,2079.430419921875
2017-12-07,2067.450927734375
2017-12-08,2081.427001953125
2017-12-11,2069.44775390625
2017-12-12,2059.465087890625
2017-12-13,2050.1533203125
2017-12-14,2015.5400390625
2017-12-15,2012.5455322265625
2017-12-18,2041.4957275390625
2017-12-19,2064.456298828125
2017-12-20,2056.469970703125
2017-12-21,2054.473388671875
2017-12-22,2061.46142578125
2017-12-27,2045.489013671875
2017-12-28,2054.473388671875
2017-12-29,2068.44921875
2018-01-02,2040.4974365234375
2018-01-03,2043.4921875
2018-01-04,2047.4849853515625
2018-01-05,2059.465087890625
2018-01-08,2045.489013671875
2018-01-09,2019.533447265625
2018-01-10,2001.564208984375
2018-01-11,2046.4873046875
2018-01-12,2037.5025634765625
2018-01-15,2041.4957275390625
2018-01-16,2044.490478515625
2018-01-17,2056.469970703125
2018-01-18,2023.5263671875
2018-01-19,2024.5247802734375
2018-01-22,1987.089111328125
2018-01-23,1953.646484375
2018-01-24,1937.6739501953125
2018-01-25,2005.5574951171875
2018-01-26,2055.471923828125
2018-01-29,2058.46630859375
2018-01-30,2056.469970703125
2018-01-31,2056.469970703125
2018-02-01,2062.4599609375
2018-02-02,2057.468505859375
2018-02-05,2056.469970703125
2018-02-06,2021.530029296875
2018-02-07,2042.4942626953125
2018-02-08,2054.473388671875
2018-02-09,2019.533447265625
2018-02-12,2030.514404296875
2018-02-13,2002.5625
2018-02-14,2027.519775390625
2018-02-15,2032.5111083984375
2018-02-16,2030.514404296875
2018-02-19,1996.57275390625
2018-02-20,1996.57275390625
2018-02-21,1991.5811767578125
2018-02-22,1986.590087890625
2018-02-23,2007.553955078125
2018-02-26,1971.6156005859375
2018-02-27,1966.125
2018-02-28,1951.6500244140625
2018-03-01,1932.6824951171875
2018-03-02,1946.6583251953125
2018-03-05,1959.63623046875
2018-03-06,1979.1025390625
2018-03-07,1991.5811767578125
2018-03-08,2016.538818359375
2018-03-09,2036.5042724609375
2018-03-12,2041.4957275390625
2018-03-13,2059.465087890625
2018-03-14,2046.4873046875
2018-03-15,2041.4957275390625
2018-03-16,2041.4957275390625
2018-03-19,2028.5177001953125
2018-03-20,2055.471923828125
2018-03-21,2034.507568359375
2018-03-22,2002.5625
2018-03-23,1991.08251953125
2018-03-26,1978.6036376953125
2018-03-27,2022.5281982421875
2018-03-28,2063.4580078125
2018-03-29,2091.40966796875
2018-04-03,2065.454833984375
2018-04-04,2066.453369140625
2018-04-05,2072.442138671875
2018-04-06,2086.41845703125
2018-04-09,2113.3720703125
2018-04-10,2126.350341796875
2018-04-11,2112.374267578125
2018-04-12,2095.403076171875
2018-04-13,2097.39990234375
2018-04-16,2095.403076171875
2018-04-17,2130.343505859375
2018-04-18,2118.36376953125
2018-04-19,2115.369140625
2018-04-20,2126.350341796875
2018-04-23,2071.444580078125
2018-04-24,2082.425537109375
2018-04-25,2066.453369140625
2018-04-26,2074.439453125
2018-04-27,2094.4052734375
2018-04-30,2107.382568359375
2018-05-01,2175.26611328125
2018-05-02,2153.3037109375
2018-05-03,2153.3037109375
2018-05-04,2163.286865234375
2018-05-08,2182.253662109375
2018-05-09,2198.2265625
2018-05-10,2238.157958984375
2018-05-11,2231.169921875
2018-05-14,2227.17724609375
2018-05-15,2224.181640625
2018-05-16,2245.146240234375
2018-05-17,2241.15283203125
2018-05-18,2266.110595703125
2018-05-21,2308.038330078125
2018-05-22,2300.0517578125
2018-05-23,2314.028076171875
2018-05-24,2271.4150390625
2018-05-25,2295.37744140625
2018-05-29,2287.389892578125
2018-05-30,2290.385009765625
2018-05-31,2286.3916015625
2018-06-01,2304.363037109375
2018-06-04,2310.353515625
2018-06-05,2291.38427734375
2018-06-06,2296.37548828125
2018-06-07,2282.397705078125
2018-06-08,2268.419921875
2018-06-11,2307.3583984375
2018-06-12,2328.32568359375
2018-06-13,2339.30810546875
2018-06-14,2346.297119140625
2018-06-15,2326.328125
2018-06-18,2302.3662109375
2018-06-19,2288.387939453125
2018-06-20,2291.38427734375
2018-06-21,2276.407470703125
2018-06-22,2292.382080078125
2018-06-25,2272.41357421875
2018-06-26,2288.387939453125
2018-06-27,2258.435546875
2018-06-28,2278.403564453125
2018-06-29,2291.38427734375
2018-07-02,2271.4150390625
2018-07-03,2274.41015625
2018-07-04,2267.421142578125
2018-07-05,2266.4228515625
2018-07-06,2259.43408203125
2018-07-09,2289.38671875
2018-07-10,2288.387939453125
2018-07-11,2278.403564453125
2018-07-12,2296.37548828125
2018-07-13,2298.372802734375
2018-07-16,2293.309326171875
2018-07-17,2311.35205078125
2018-07-18,2316.34423828125
2018-07-19,2303.36474609375
2018-07-20,2286.3916015625
2018-07-23,2253.443359375
2018-07-24,2255.4404296875
2018-07-25,2249.449462890625
2018-07-26,2264.426025390625
2018-07-27,2276.407470703125
2018-07-30,2257.4375
2018-07-31,2261.4306640625
2018-08-01,2251.447021484375
2018-08-02,2250.448486328125
2018-08-03,2275.40869140625
2018-08-06,2288.387939453125
2018-08-07,2288.387939453125
2018-08-08,2320.337890625
2018-08-09,2336.312744140625
2018-08-10,2317.3427734375
2018-08-13,2313.348876953125
2018-08-14,2313.348876953125
2018-08-15,2297.3740234375
2018-08-16,2321.3369140625
2018-08-17,2334.31591796875
2018-08-20,2348.293212890625
2018-08-21,2315.345947265625
2018-08-22,2312.35107421875
2018-08-23,2316.34423828125
2018-08-24,2326.328125
2018-08-28,2321.3369140625
2018-08-29,2388.23046875
2018-08-30,2385.235595703125
2018-08-31,2394.221435546875
2018-09-03,2400.211669921875
2018-09-04,2411.19384765625
2018-09-05,2386.23388671875
2018-09-06,2372.256103515625
2018-09-07,2353.2861328125
2018-09-10,2378.246337890625
2018-09-11,2397.216796875
2018-09-12,2400.211669921875
2018-09-13,2391.2265625
2018-09-14,2422.177734375
2018-09-17,2408.19921875
2018-09-18,2398.215087890625
2018-09-19,2397.216796875
2018-09-20,2376.249755859375
2018-09-21,2385.235595703125
2018-09-24,2376.249755859375
2018-09-25,2400.211669921875
2018-09-26,2409.19775390625
2018-09-27,2411.19384765625
2018-09-28,2409.19775390625
2018-10-01,2416.186279296875
2018-10-02,2400.211669921875
2018-10-03,2417.18505859375
2018-10-04,2343.3017578125
2018-10-05,2295.37744140625
2018-10-08,2264.426025390625
2018-10-09,2283.396240234375
2018-10-10,2190.5419921875
2018-10-11,2189.54443359375
2018-10-12,2196.533203125
2018-10-15,2191.541259765625
2018-10-16,2254.44189453125
2018-10-17,2257.4375
2018-10-18,2195.53515625
2018-10-19,2203.522216796875
2018-10-22,2181.55712890625
2018-10-23,2186.548583984375
2018-10-24,2194.536376953125
2018-10-25,2271.4150390625
2018-10-26,2247.452880859375
2018-10-29,2288.387939453125
2018-10-30,2299.370849609375
2018-10-31,2307.3583984375
2018-11-01,2271.4150390625
2018-11-02,2263.427734375
2018-11-05,2238.466552734375
2018-11-06,2244.457763671875
2018-11-07,2241.461669921875
2018-11-08,2219.496826171875
2018-11-09,2228.482666015625
2018-11-12,2251.447021484375
2018-11-13,2321.3369140625
2018-11-14,2286.3916015625
2018-11-15,2297.526611328125
2018-11-16,2292.534423828125
2018-11-19,2290.537109375
2018-11-20,2310.5068359375
2018-11-21,2321.490966796875
2018-11-22,2321.490966796875
2018-11-23,2343.457275390625
2018-11-26,2352.443603515625
2018-11-27,2377.40576171875
2018-11-28,2400.37109375
2018-11-29,2448.299072265625
2018-11-30,2412.353515625
2018-12-03,2425.33349609375
2018-12-04,2421.339111328125
2018-12-05,2366.42236328125
2018-12-06,2303.517822265625
2018-12-07,2297.526611328125
2018-12-10,2281.55029296875
2018-12-11,2352.443603515625
2018-12-12,2402.3681640625
2018-12-13,2433.32177734375
2018-12-14,2421.339111328125
2018-12-17,2384.395263671875
2018-12-18,2383.396728515625
2018-12-19,2384.395263671875
2018-12-20,2373.41162109375
2018-12-21,2356.4375
2018-12-24,2366.42236328125
2018-12-27,2315.499755859375
2018-12-28,2347.451416015625
2018-12-31,2365.423828125
2019-01-02,2354.44091796875
2019-01-03,2311.505615234375
2019-01-04,2352.443603515625
2019-01-07,2347.451416015625
2019-01-08,2391.38525390625
2019-01-09,2418.344482421875
2019-01-10,2438.313720703125
2019-01-11,2438.313720703125
2019-01-14,2412.353515625
2019-01-15,2427.33056640625
2019-01-16,2403.3671875
2019-01-17,2408.359130859375
2019-01-18,2417.345458984375
2019-01-21,2446.301513671875
2019-01-22,2406.36279296875
2019-01-23,2384.395263671875
2019-01-24,2377.40576171875
2019-01-25,2339.46337890625
2019-01-28,2353.4423828125
2019-01-29,2390.385986328125
2019-01-30,2422.338623046875
2019-01-31,2396.377197265625
2019-02-01,2430.325927734375
2019-02-04,2436.31689453125
2019-02-05,2472.26220703125
2019-02-06,2454.290283203125
2019-02-07,2445.3037109375
2019-02-08,2450.2958984375
2019-02-11,2470.265625
2019-02-12,2459.2822265625
2019-02-13,2461.279296875
2019-02-14,2476.25634765625
2019-02-15,2484.243896484375
2019-02-18,2491.23388671875
2019-02-19,2486.24169921875
2019-02-20,2511.20361328125
2019-02-21,2524.184326171875
2019-02-22,2535.167236328125
2019-02-25,2442.307861328125
2019-02-26,2416.3466796875
2019-02-27,2371.41552734375
2019-02-28,2369.417724609375
2019-03-01,2390.385986328125
2019-03-04,2412.353515625
2019-03-05,2453.291259765625
2019-03-06,2453.291259765625
2019-03-07,2454.290283203125
2019-03-08,2426.33203125
2019-03-11,2437.3154296875
2019-03-12,2446.301513671875
2019-03-13,2435.318115234375
2019-03-14,2443.30615234375
2019-03-15,2461.279296875
2019-03-18,2475.2578125
2019-03-19,2478.253662109375
2019-03-20,2460.2802734375
2019-03-21,2487.23974609375
2019-03-22,2464.274658203125
2019-03-25,2445.3037109375
2019-03-26,2431.324462890625
2019-03-27,2456.287109375
2019-03-28,2517.19482421875
2019-03-29,2528.177978515625
2019-04-01,2517.19482421875
2019-04-02,2522.18701171875
2019-04-03,2547.14892578125
2019-04-04,2522.18701171875
2019-04-05,2533.170166015625
2019-04-08,2526.180419921875
2019-04-09,2498.223388671875
2019-04-10,2501.218505859375
2019-04-11,2515.19775390625
2019-04-12,2508.2080078125
2019-04-15,2526.180419921875
2019-04-16,2547.14892578125
2019-04-17,2310.5068359375
2019-04-18,2348.44921875
2019-04-23,2351.445556640625
2019-04-24,2317.49658203125
2019-04-25,2333.47265625
2019-04-26,2324.486328125
2019-04-29,2306.51318359375
2019-04-30,2305.5146484375
