Date,BYMA.BA
2017-06-26,1.385516881942749
2017-06-27,1.388293981552124
2017-06-28,1.3804272413253784
2017-06-29,1.3605276346206665
2017-06-30,1.3466451168060303
2017-07-03,1.3124003410339355
2017-07-04,1.2920385599136353
2017-07-05,1.289262294769287
2017-07-06,1.2536293268203735
2017-07-07,1.2503896951675415
2017-07-10,1.2355810403823853
2017-07-11,1.2152200937271118
2017-07-12,1.1985602378845215
2017-07-13,1.2402092218399048
2017-07-14,1.2818580865859985
2017-07-17,1.2818580865859985
2017-07-18,1.277229905128479
2017-07-19,1.3142516613006592
2017-07-20,1.291113257408142
2017-07-21,1.2934271097183228
2017-07-24,1.2957407236099243
2017-07-25,1.286485195159912
2017-07-26,1.2957407236099243
2017-07-27,1.3036075830459595
2017-07-28,1.3049962520599365
2017-07-31,1.307309627532959
2017-08-01,1.3049962520599365
2017-08-02,1.291113257408142
2017-08-03,1.2957407236099243
2017-08-04,1.3049962520599365
2017-08-07,1.3049962520599365
2017-08-08,1.2938895225524902
2017-08-09,1.2494646310806274
2017-08-10,1.267974615097046
2017-08-11,1.2957407236099243
2017-08-14,1.3124003410339355
2017-08-15,1.291113257408142
2017-08-16,1.286485195159912
2017-08-17,1.2985178232192993
2017-08-18,1.2957407236099243
2017-08-22,1.2957407236099243
2017-08-23,1.299443006515503
2017-08-24,1.3026825189590454
2017-08-25,1.2957407236099243
2017-08-28,1.283709168434143
2017-08-29,1.277229905128479
2017-08-30,1.277229905128479
2017-08-31,1.286485195159912
2017-09-01,1.307309627532959
2017-09-04,1.3133255243301392
2017-09-05,1.2956485748291016
2017-09-06,1.3211926221847534
2017-09-07,1.3327624797821045
2017-09-08,1.3836658000946045
2017-09-11,1.388293981552124
2017-09-12,1.416522741317749
2017-09-13,1.471591830253601
2017-09-14,1.473442792892456
2017-09-15,1.4799211025238037
2017-09-18,1.4752938747406006
2017-09-19,1.5317506790161133
2017-09-20,1.5456340312957764
2017-09-21,1.5960750579833984
2017-09-22,1.656697154045105
2017-09-25,1.6520698070526123
2017-09-26,1.633558988571167
2017-09-27,1.6289317607879639
2017-09-28,1.664101243019104
2017-09-29,1.684463381767273
2017-10-02,1.6937185525894165
2017-10-03,1.7029739618301392
2017-10-04,1.7307394742965698
2017-10-05,1.7566545009613037
2017-10-06,1.739995002746582
2017-10-10,1.7261122465133667
2017-10-11,1.749250054359436
2017-10-12,1.7261122465133667
2017-10-13,1.744623064994812
2017-10-17,1.7585057020187378
2017-10-18,1.8024680614471436
2017-10-19,1.9204729795455933
2017-10-20,2.040792465209961
2017-10-23,2.091695547103882
2017-10-24,2.1453771591186523
2017-10-25,2.1467647552490234
2017-10-26,2.290684700012207
2017-10-27,2.195355176925659
2017-10-30,2.1287176609039307
2017-10-31,2.1796212196350098
2017-11-01,2.2768023014068604
2017-11-02,2.304568290710449
2017-11-03,2.27587628364563
2017-11-07,2.2444088459014893
2017-11-08,2.198131561279297
2017-11-09,2.147228240966797
2017-11-10,2.0824403762817383
2017-11-13,2.091695547103882
2017-11-14,2.0824403762817383
2017-11-15,2.2203447818756104
2017-11-16,2.232839584350586
2017-11-17,2.1958181858062744
2017-11-21,2.2953131198883057
2017-11-22,2.265695571899414
2017-11-23,2.2675468921661377
2017-11-24,2.2953131198883057
2017-11-28,2.2768023014068604
2017-11-29,2.258291482925415
2017-11-30,2.258291482925415
2017-12-01,2.286057710647583
2017-12-04,2.286057710647583
2017-12-05,2.3786110877990723
2017-12-06,2.42488694190979
2017-12-07,2.499854326248169
2017-12-11,2.526695489883423
2017-12-12,2.5151255130767822
2017-12-13,2.498929262161255
2017-12-14,2.535950183868408
2017-12-15,2.591482400894165
2017-12-18,2.6516411304473877
2017-12-19,2.776587963104248
2017-12-20,2.915416955947876
2017-12-21,2.942720651626587
2017-12-22,2.961231231689453
2017-12-26,2.9621565341949463
2017-12-27,2.980203866958618
2017-12-28,3.1005234718322754
2018-01-01,3.1467995643615723
2018-01-02,3.2078845500946045
2018-01-03,3.075070858001709
2018-01-04,2.9977893829345703
2018-01-05,3.015836715698242
2018-01-08,3.0028796195983887
2018-01-09,2.944108486175537
2018-01-10,2.9380924701690674
2018-01-11,2.953827381134033
2018-01-12,3.0681300163269043
2018-01-15,3.1088526248931885
2018-01-16,3.07831072807312
2018-01-17,3.0510079860687256
2018-01-18,3.114406108856201
2018-01-19,3.1005234718322754
2018-01-22,3.0125975608825684
2018-01-23,3.1005234718322754
2018-01-24,3.24953293800354
2018-01-25,3.3245017528533936
2018-01-26,3.2823901176452637
2018-01-29,3.2240817546844482
2018-01-30,3.180581569671631
2018-01-31,3.3291287422180176
2018-02-01,3.2606396675109863
2018-02-02,3.1690125465393066
2018-02-05,3.049619436264038
2018-02-06,2.9603054523468018
2018-02-07,2.959843158721924
2018-02-08,2.9380924701690674
2018-02-09,2.783992052078247
2018-02-14,2.8876519203186035
2018-02-15,2.936241388320923
2018-02-16,3.024167776107788
2018-02-19,3.0912680625915527
2018-02-20,3.063965320587158
2018-02-21,3.0408265590667725
2018-02-22,2.999640941619873
2018-02-23,2.9621565341949463
2018-02-26,3.227320909500122
2018-02-27,3.2222306728363037
2018-02-28,3.2222306728363037
2018-03-01,3.2680439949035645
2018-03-02,3.30228853225708
2018-03-05,3.2819268703460693
2018-03-06,3.297661304473877
2018-03-07,3.27683687210083
2018-03-08,3.291182279586792
2018-03-09,3.330517530441284
2018-03-12,3.3282034397125244
2018-03-13,3.4031713008880615
2018-03-14,3.538761615753174
2018-03-15,3.6447341442108154
2018-03-16,3.6590800285339355
2018-03-19,3.597069501876831
2018-03-20,3.600309133529663
2018-03-21,3.6118783950805664
2018-03-22,3.5660643577575684
2018-03-23,3.542463779449463
2018-03-26,3.6720376014709473
2018-03-27,3.631314277648926
2018-03-28,3.6803674697875977
2018-04-03,3.8326165676116943
2018-04-04,3.844648838043213
2018-04-05,3.9117496013641357
2018-04-06,3.898329257965088
2018-04-09,3.931185245513916
2018-04-10,4.016477584838867
2018-04-11,3.888726234436035
2018-04-12,3.820437431335449
2018-04-13,3.749826669692993
2018-04-16,3.6267218589782715
2018-04-17,3.6764285564422607
2018-04-18,3.664349317550659
2018-04-19,3.614642858505249
2018-04-20,3.620682954788208
2018-04-23,3.5918800830841064
2018-04-24,3.546354055404663
2018-04-25,3.500364303588867
2018-04-26,3.3438117504119873
2018-04-27,3.4836411476135254
2018-05-02,3.3396313190460205
2018-05-03,3.0627613067626953
2018-05-04,3.1041054725646973
2018-05-07,2.9340810775756836
2018-05-08,2.889949083328247
2018-05-09,3.15938663482666
2018-05-10,3.283421277999878
2018-05-11,3.2309272289276123
2018-05-14,3.160780191421509
2018-05-15,3.250901937484741
