Date,RKFORGE.NS
2015-08-21,130.3770751953125
2015-08-24,120.29971313476562
2015-08-25,120.92832946777344
2015-08-26,116.39256286621094
2015-08-27,121.06373596191406
2015-08-28,126.86643981933594
2015-08-31,124.2552261352539
2015-09-01,119.9418716430664
2015-09-02,119.61307525634766
2015-09-03,125.16293334960938
2015-09-04,120.74823760986328
2015-09-07,120.58331298828125
2015-09-08,115.07225799560547
2015-09-09,120.03996276855469
2015-09-10,118.08975982666016
2015-09-11,117.9442138671875
2015-09-14,121.65058135986328
2015-09-15,120.11758422851562
2015-09-16,120.20490264892578
2015-09-18,122.53353118896484
2015-09-21,121.33039855957031
2015-09-22,121.12664794921875
2015-09-23,118.13826751708984
2015-09-24,119.3316650390625
2015-09-28,118.34202575683594
2015-09-29,115.05286407470703
2015-09-30,116.62464904785156
2015-10-01,118.2449951171875
2015-10-05,120.54449462890625
2015-10-06,122.1163101196289
2015-10-07,118.39053344726562
2015-10-08,125.01739501953125
2015-10-09,123.59109497070312
2015-10-12,123.47468566894531
2015-10-13,122.83428192138672
2015-10-14,122.92163848876953
2015-10-15,121.35952758789062
2015-10-16,120.69973754882812
2015-10-19,121.9998779296875
2015-10-20,125.172607421875
2015-10-21,123.59109497070312
2015-10-23,121.5341567993164
2015-10-26,120.86466979980469
2015-10-27,118.62340545654297
2015-10-28,115.111083984375
2015-10-29,111.88982391357422
2015-10-30,111.33677673339844
2015-11-02,112.62722778320312
2015-11-03,113.21907806396484
2015-11-04,112.34585571289062
2015-11-05,109.99783325195312
2015-11-06,109.00817108154297
2015-11-09,104.5546875
2015-11-10,106.21383666992188
2015-11-13,110.24038696289062
2015-11-16,103.77849578857422
2015-11-17,102.92466735839844
2015-11-18,99.81015014648438
2015-11-19,102.49775695800781
2015-11-20,101.70214080810547
2015-11-23,103.00228118896484
2015-11-24,100.38258361816406
2015-11-26,100.07211303710938
2015-11-27,108.90145111083984
2015-11-30,107.69832611083984
2015-12-01,107.56246948242188
2015-12-02,107.58189392089844
2015-12-03,105.26300048828125
2015-12-04,104.96219635009766
2015-12-07,103.07991790771484
2015-12-08,103.1478271484375
2015-12-09,99.53848266601562
2015-12-10,100.93563079833984
2015-12-11,99.79074096679688
2015-12-14,100.26616668701172
2015-12-15,103.5941390991211
2015-12-16,101.97381591796875
2015-12-17,104.07926177978516
2015-12-18,104.27330780029297
2015-12-21,105.65107727050781
2015-12-22,108.28047943115234
2015-12-23,104.94279479980469
2015-12-24,102.67240142822266
2015-12-28,102.32308959960938
2015-12-29,103.2933578491211
2015-12-30,104.38004302978516
2015-12-31,102.12906646728516
2016-01-01,101.2558364868164
2016-01-04,99.22798919677734
2016-01-05,98.0927963256836
2016-01-06,96.21051025390625
2016-01-07,93.24153137207031
2016-01-08,92.85342407226562
2016-01-11,89.6612777709961
2016-01-12,84.89730834960938
2016-01-13,85.08167266845703
2016-01-14,83.33521270751953
2016-01-15,80.42445373535156
2016-01-18,80.11396026611328
2016-01-19,84.87791442871094
2016-01-20,81.77310180664062
2016-01-21,79.5027084350586
2016-01-22,81.44322204589844
2016-01-25,81.307373046875
2016-01-27,83.02472686767578
2016-01-28,84.92643737792969
2016-01-29,82.46196746826172
2016-02-01,83.17027282714844
2016-02-02,81.77310180664062
2016-02-03,80.02664184570312
2016-02-04,77.14500427246094
2016-02-05,79.1631088256836
2016-02-08,79.96842193603516
2016-02-09,77.63980102539062
2016-02-10,73.196044921875
2016-02-11,65.46311950683594
2016-02-12,71.08089447021484
2016-02-15,67.17076110839844
2016-02-16,66.58859252929688
2016-02-17,67.60737609863281
2016-02-18,64.38612365722656
2016-02-19,65.01679229736328
2016-02-22,64.45404815673828
2016-02-23,62.45532989501953
2016-02-24,59.369911193847656
2016-02-25,56.61438751220703
2016-02-26,56.235984802246094
2016-02-29,55.27544021606445
2016-03-01,61.193992614746094
2016-03-02,62.503841400146484
2016-03-03,63.00837707519531
2016-03-04,64.7257080078125
2016-03-08,63.99803924560547
2016-03-09,65.58924102783203
2016-03-10,64.37642669677734
2016-03-11,65.95794677734375
2016-03-14,66.74385833740234
2016-03-15,65.82210540771484
2016-03-16,64.97797393798828
2016-03-17,65.46311950683594
2016-03-18,65.03620147705078
2016-03-21,66.49159240722656
2016-03-22,66.94759368896484
2016-03-23,65.76388549804688
2016-03-28,65.9288101196289
2016-03-29,65.9288101196289
2016-03-30,67.02523040771484
2016-03-31,66.77295684814453
2016-04-01,68.05370330810547
2016-04-04,71.1681900024414
2016-04-05,73.64236450195312
2016-04-06,77.3681411743164
2016-04-07,77.25171661376953
2016-04-08,75.39852142333984
2016-04-11,78.95935821533203
2016-04-12,79.3377685546875
2016-04-13,77.63011932373047
2016-04-18,78.9981689453125
2016-04-20,79.69676971435547
2016-04-21,79.4153823852539
2016-04-22,79.12429809570312
2016-04-25,80.26920318603516
2016-04-26,78.71678924560547
2016-04-27,79.2407455444336
2016-04-28,77.15467834472656
2016-04-29,78.76532745361328
2016-05-02,79.8423080444336
2016-05-03,80.98719787597656
2016-05-04,78.35780334472656
2016-05-05,78.9981689453125
2016-05-06,77.59130859375
2016-05-09,78.45484161376953
2016-05-10,76.98975372314453
2016-05-11,75.61196899414062
2016-05-12,74.67082977294922
2016-05-13,72.9922866821289
2016-05-16,70.79951477050781
2016-05-17,72.73033142089844
2016-05-18,72.07054901123047
2016-05-19,69.77104949951172
2016-05-20,71.06148529052734
2016-05-23,72.82736206054688
2016-05-24,72.01234436035156
2016-05-25,70.14945220947266
2016-05-26,74.28272247314453
2016-05-27,75.57316589355469
2016-05-30,74.28272247314453
2016-05-31,74.61260986328125
2016-06-01,73.65208435058594
2016-06-02,72.7497329711914
2016-06-03,75.12686157226562
2016-06-06,75.53437042236328
2016-06-07,75.91277313232422
2016-06-08,81.40440368652344
2016-06-09,80.75433349609375
2016-06-10,81.35589599609375
2016-06-13,85.86758422851562
2016-06-14,85.08167266845703
2016-06-15,84.43158721923828
2016-06-16,83.33521270751953
2016-06-17,83.39341735839844
2016-06-20,82.98591613769531
2016-06-21,81.85073852539062
2016-06-22,80.18187713623047
2016-06-23,79.90050506591797
2016-06-24,77.90178680419922
2016-06-27,80.21099090576172
2016-06-28,79.31834411621094
2016-06-29,82.78217315673828
2016-06-30,85.53770446777344
2016-07-01,86.88636016845703
2016-07-04,87.6043472290039
2016-07-05,86.6825942993164
2016-07-07,83.50984954833984
2016-07-08,79.91021728515625
2016-07-11,81.80220794677734
2016-07-12,83.32551574707031
2016-07-13,84.28606414794922
2016-07-14,84.11141967773438
2016-07-15,85.13988494873047
2016-07-18,82.53958892822266
2016-07-19,82.2485122680664
2016-07-20,82.6657485961914
2016-07-21,81.32677459716797
2016-07-22,81.4820327758789
2016-07-25,80.74462890625
2016-07-26,80.30801391601562
2016-07-27,79.76467895507812
2016-07-28,80.0848617553711
2016-07-29,79.85199737548828
2016-08-01,80.44386291503906
2016-08-02,79.3377685546875
2016-08-03,77.212890625
2016-08-04,76.96064758300781
2016-08-05,80.783447265625
2016-08-08,80.56999969482422
2016-08-09,81.13272094726562
2016-08-10,81.21035766601562
2016-08-11,81.63727569580078
2016-08-12,81.43351745605469
2016-08-16,77.96971130371094
2016-08-17,79.36688232421875
2016-08-18,81.54023742675781
2016-08-19,80.21099090576172
2016-08-22,80.33712005615234
2016-08-23,80.57967376708984
2016-08-24,80.46326446533203
2016-08-25,80.56999969482422
2016-08-26,79.81318664550781
2016-08-29,79.34746551513672
2016-08-30,78.95935821533203
2016-08-31,79.46389770507812
2016-09-01,77.65924072265625
2016-09-02,78.38693237304688
2016-09-06,77.55247497558594
2016-09-07,75.9612808227539
2016-09-08,75.31119537353516
2016-09-09,74.53499603271484
2016-09-12,71.98323059082031
2016-09-14,73.2154541015625
2016-09-15,73.27397155761719
2016-09-16,74.35669708251953
2016-09-19,74.53226470947266
2016-09-20,74.05432891845703
2016-09-21,73.67391204833984
2016-09-22,73.3032455444336
2016-09-23,72.24002838134766
2016-09-26,70.8939437866211
2016-09-27,69.1089096069336
2016-09-28,66.29969024658203
2016-09-29,66.75814819335938
2016-09-30,67.2653579711914
2016-10-03,67.3433837890625
2016-10-04,69.8599853515625
2016-10-05,70.6305923461914
2016-10-06,68.8162841796875
2016-10-07,71.16705322265625
2016-10-10,69.90876007080078
2016-10-13,66.69960021972656
2016-10-14,66.08509063720703
2016-10-17,64.87557220458984
2016-10-18,65.32424926757812
2016-10-19,62.895442962646484
2016-10-20,61.64690017700195
2016-10-21,61.43231201171875
2016-10-24,60.87631607055664
2016-10-25,63.178314208984375
2016-10-26,64.23178100585938
2016-10-27,63.70505142211914
2016-10-28,65.29499816894531
2016-11-01,66.48502349853516
2016-11-02,64.03670501708984
2016-11-03,64.6414566040039
2016-11-04,64.75851440429688
2016-11-07,65.46082305908203
2016-11-08,64.57318115234375
2016-11-09,61.617637634277344
2016-11-10,66.15336608886719
2016-11-11,63.30512619018555
2016-11-15,58.69136428833008
2016-11-16,57.95979690551758
2016-11-17,56.008941650390625
2016-11-18,55.491966247558594
2016-11-21,53.55087661743164
2016-11-22,53.67768096923828
2016-11-23,61.00312805175781
2016-11-24,58.88644790649414
2016-11-25,58.6718635559082
2016-11-28,60.05696105957031
2016-11-29,60.0276985168457
2016-11-30,61.695674896240234
2016-12-01,62.02731704711914
2016-12-02,59.89114761352539
2016-12-05,59.43268585205078
2016-12-06,59.03276062011719
2016-12-07,58.418243408203125
2016-12-08,58.593814849853516
2016-12-09,60.36909484863281
2016-12-12,58.262176513671875
2016-12-13,59.18882751464844
2016-12-14,58.07684326171875
2016-12-15,58.164634704589844
2016-12-16,58.0183219909668
2016-12-19,58.80841827392578
2016-12-20,58.58407211303711
2016-12-21,58.34996032714844
2016-12-22,56.379600524902344
2016-12-23,58.047584533691406
2016-12-26,58.476768493652344
2016-12-27,58.33045196533203
2016-12-28,56.96486282348633
2016-12-29,56.5746955871582
2016-12-30,55.23835754394531
2017-01-02,58.51578903198242
2017-01-03,60.47639846801758
2017-01-04,65.89976501464844
2017-01-05,66.49476623535156
2017-01-06,66.8361587524414
2017-01-09,65.07063293457031
2017-01-10,67.28486633300781
2017-01-11,69.34300994873047
2017-01-12,67.62625122070312
2017-01-13,69.81121826171875
2017-01-16,68.27980041503906
2017-01-17,68.2115249633789
2017-01-18,72.01569366455078
2017-01-19,77.2049331665039
2017-01-20,74.17138671875
2017-01-23,74.66883087158203
2017-01-24,73.2252197265625
2017-01-25,75.0980224609375
2017-01-27,74.9126968383789
2017-01-30,75.54670715332031
2017-01-31,74.9126968383789
2017-02-01,75.7417984008789
2017-02-02,75.45892333984375
2017-02-03,75.04926300048828
2017-02-06,75.56623077392578
2017-02-07,75.71253204345703
2017-02-08,78.73636627197266
2017-02-09,79.66301727294922
2017-02-10,83.38912963867188
2017-02-13,82.60881042480469
2017-02-14,82.53077697753906
2017-02-15,80.03367614746094
2017-02-16,77.30248260498047
2017-02-17,79.92637634277344
2017-02-20,78.32669067382812
2017-02-21,80.97010803222656
2017-02-22,80.27754211425781
2017-02-23,78.79488372802734
2017-02-27,77.77069091796875
2017-02-28,77.90725708007812
2017-03-01,76.76600646972656
2017-03-02,74.33718872070312
2017-03-03,76.82453155517578
2017-03-06,78.60955047607422
2017-03-07,77.36101531982422
2017-03-08,76.8635482788086
2017-03-09,79.78983306884766
2017-03-10,79.88736724853516
2017-03-14,78.95094299316406
2017-03-15,78.13159942626953
2017-03-16,79.58497619628906
