Date,PRU.L
2016-04-01,1057.1368408203125
2016-04-04,1066.64208984375
2016-04-05,1048.044677734375
2016-04-06,1083.173095703125
2016-04-07,1058.7900390625
2016-04-08,1083.173095703125
2016-04-11,1085.2391357421875
2016-04-12,1111.6884765625
2016-04-13,1160.4537353515625
2016-04-14,1168.3060302734375
2016-04-15,1153.0150146484375
2016-04-18,1146.81591796875
2016-04-19,1178.224365234375
2016-04-20,1187.316162109375
2016-04-21,1197.6478271484375
2016-04-22,1190.209228515625
2016-04-25,1168.3060302734375
2016-04-26,1164.999755859375
2016-04-27,1144.7496337890625
2016-04-28,1136.4842529296875
2016-04-29,1113.754638671875
2016-05-03,1097.2242431640625
2016-05-04,1084.4124755859375
2016-05-05,1082.759521484375
2016-05-06,1077.38720703125
2016-05-09,1075.3209228515625
2016-05-10,1082.759521484375
2016-05-11,1080.6929931640625
2016-05-12,1053.8311767578125
2016-05-13,1055.48388671875
2016-05-16,1056.3106689453125
2016-05-17,1064.162841796875
2016-05-18,1082.346435546875
2016-05-19,1069.9482421875
2016-05-20,1102.596435546875
2016-05-23,1093.9178466796875
2016-05-24,1145.5762939453125
2016-05-25,1159.6273193359375
2016-05-26,1147.22900390625
2016-05-27,1152.1884765625
2016-05-31,1140.6168212890625
2016-06-01,1115.8206787109375
2016-06-02,1115.8206787109375
2016-06-03,1099.29052734375
2016-06-06,1112.101318359375
2016-06-07,1092.67822265625
2016-06-08,1087.7188720703125
2016-06-09,1065.8154296875
2016-06-10,1026.5552978515625
2016-06-13,1011.6776123046875
2016-06-14,988.9479370117188
2016-06-15,993.4938354492188
2016-06-16,988.9479370117188
2016-06-17,1012.504150390625
2016-06-20,1064.575927734375
2016-06-21,1082.346435546875
2016-06-22,1092.67822265625
2016-06-23,1122.846435546875
2016-06-24,1020.7695922851562
2016-06-27,913.320068359375
2016-06-28,983.98876953125
2016-06-29,1038.126708984375
2016-06-30,1038.953369140625
2016-07-01,1060.4434814453125
2016-07-04,1041.432861328125
2016-07-05,994.7337036132812
2016-07-06,951.7539672851562
2016-07-07,974.89697265625
2016-07-08,1008.3715209960938
2016-07-11,1026.5552978515625
2016-07-12,1061.269775390625
2016-07-13,1062.922607421875
2016-07-14,1076.560546875
2016-07-15,1064.575927734375
2016-07-18,1081.1063232421875
2016-07-19,1082.759521484375
2016-07-20,1104.6627197265625
2016-07-21,1098.050537109375
2016-07-22,1100.9432373046875
2016-07-25,1108.79541015625
2016-07-26,1099.29052734375
2016-07-27,1106.729248046875
2016-07-28,1080.6929931640625
2016-07-29,1103.4228515625
2016-08-01,1097.2242431640625
2016-08-02,1084.4124755859375
2016-08-03,1081.9327392578125
2016-08-04,1115.8206787109375
2016-08-05,1138.550537109375
2016-08-08,1151.775146484375
2016-08-09,1150.5355224609375
2016-08-10,1176.158203125
2016-08-11,1176.5711669921875
2016-08-12,1179.0509033203125
2016-08-15,1192.2752685546875
2016-08-16,1169.9588623046875
2016-08-17,1155.0814208984375
2016-08-18,1154.2547607421875
2016-08-19,1143.0966796875
2016-08-22,1141.4434814453125
2016-08-23,1155.0814208984375
2016-08-24,1140.6168212890625
2016-08-25,1124.626708984375
2016-08-26,1118.8402099609375
2016-08-30,1122.5601806640625
2016-08-31,1127.1064453125
2016-09-01,1127.9334716796875
2016-09-02,1164.304931640625
2016-09-05,1158.931884765625
2016-09-06,1158.1051025390625
2016-09-07,1161.4117431640625
2016-09-08,1155.6253662109375
2016-09-09,1157.278564453125
2016-09-12,1130.826416015625
2016-09-13,1102.307861328125
2016-09-14,1113.053955078125
2016-09-15,1127.9334716796875
2016-09-16,1115.533935546875
2016-09-19,1137.439697265625
2016-09-20,1132.8931884765625
2016-09-21,1152.3189697265625
2016-09-22,1169.6776123046875
2016-09-23,1163.8917236328125
2016-09-26,1137.439697265625
2016-09-27,1124.626708984375
2016-09-28,1140.7459716796875
2016-09-29,1149.4259033203125
2016-09-30,1129.58642578125
2016-10-03,1153.1456298828125
2016-10-04,1164.304931640625
2016-10-05,1180.4241943359375
2016-10-06,1181.6644287109375
2016-10-07,1189.5172119140625
2016-10-10,1192.410400390625
2016-10-11,1188.690673828125
2016-10-12,1198.1964111328125
2016-10-13,1142.3992919921875
2016-10-14,1146.1192626953125
2016-10-17,1130.413330078125
2016-10-18,1138.265869140625
2016-10-19,1144.879150390625
2016-10-20,1155.6253662109375
2016-10-21,1144.879150390625
2016-10-24,1158.1051025390625
2016-10-25,1159.3453369140625
2016-10-26,1154.38525390625
2016-10-27,1153.558837890625
2016-10-28,1131.653076171875
2016-10-31,1103.1343994140625
2016-11-01,1110.1607666015625
2016-11-02,1099.4146728515625
2016-11-03,1108.9207763671875
2016-11-04,1078.3355712890625
2016-11-07,1112.6407470703125
2016-11-08,1118.4273681640625
2016-11-09,1178.3575439453125
2016-11-10,1265.5667724609375
2016-11-11,1221.342529296875
2016-11-14,1248.207763671875
2016-11-15,1258.9539794921875
2016-11-16,1256.88720703125
2016-11-17,1256.4739990234375
2016-11-18,1252.3406982421875
2016-11-21,1250.274169921875
2016-11-22,1274.6597900390625
2016-11-23,1273.833251953125
2016-11-24,1289.1256103515625
2016-11-25,1281.2728271484375
2016-11-28,1275.486328125
2016-11-29,1278.3797607421875
2016-11-30,1280.03271484375
2016-12-01,1304.4183349609375
2016-12-02,1290.3658447265625
2016-12-05,1309.3782958984375
2016-12-06,1309.7913818359375
2016-12-07,1363.108642578125
2016-12-08,1345.33642578125
2016-12-09,1317.6439208984375
2016-12-12,1293.2587890625
2016-12-13,1301.9385986328125
2016-12-14,1296.56494140625
2016-12-15,1311.031494140625
2016-12-16,1308.5516357421875
2016-12-19,1289.5390625
2016-12-20,1316.404541015625
2016-12-21,1316.8177490234375
2016-12-22,1325.9107666015625
2016-12-23,1326.7371826171875
2016-12-28,1331.28369140625
2016-12-29,1335.00341796875
2016-12-30,1345.33642578125
2017-01-03,1354.01611328125
2017-01-04,1357.32275390625
2017-01-05,1323.4306640625
2017-01-06,1332.9371337890625
2017-01-09,1322.6041259765625
2017-01-10,1306.0716552734375
2017-01-11,1314.7510986328125
2017-01-12,1314.337890625
2017-01-13,1332.9371337890625
2017-01-16,1304.4183349609375
2017-01-17,1297.3919677734375
2017-01-18,1283.7523193359375
2017-01-19,1282.9259033203125
2017-01-20,1280.03271484375
2017-01-23,1271.35302734375
2017-01-24,1285.4061279296875
2017-01-25,1304.8319091796875
2017-01-26,1311.44482421875
2017-01-27,1303.591796875
2017-01-30,1281.2728271484375
2017-01-31,1266.3936767578125
2017-02-01,1287.472412109375
2017-02-02,1283.339599609375
2017-02-03,1323.017578125
2017-02-06,1308.9647216796875
2017-02-07,1309.3782958984375
2017-02-08,1295.7386474609375
2017-02-09,1323.017578125
2017-02-10,1339.5501708984375
2017-02-13,1340.789794921875
2017-02-14,1337.4832763671875
2017-02-15,1353.1893310546875
2017-02-16,1346.9896240234375
2017-02-17,1334.1768798828125
2017-02-20,1352.3629150390625
2017-02-21,1340.3765869140625
2017-02-22,1342.0299072265625
2017-02-23,1335.00341796875
2017-02-24,1330.0438232421875
2017-02-27,1334.1768798828125
2017-02-28,1328.8037109375
2017-03-01,1362.2825927734375
2017-03-02,1349.8829345703125
2017-03-03,1362.695556640625
2017-03-06,1358.9757080078125
2017-03-07,1354.8426513671875
2017-03-08,1352.3629150390625
2017-03-09,1363.52197265625
2017-03-10,1358.56201171875
2017-03-13,1375.921630859375
2017-03-14,1417.6663818359375
2017-03-15,1435.43896484375
2017-03-16,1449.4912109375
2017-03-17,1455.2777099609375
2017-03-20,1461.890625
2017-03-21,1454.03759765625
2017-03-22,1427.1724853515625
2017-03-23,1423.4527587890625
2017-03-24,1422.6258544921875
2017-03-27,1406.0933837890625
2017-03-28,1423.865966796875
2017-03-29,1411.8800048828125
2017-03-30,1394.8221435546875
2017-03-31,1393.9954833984375
2017-04-03,1366.7105712890625
2017-04-04,1382.4200439453125
2017-04-05,1386.9674072265625
2017-04-06,1385.31396484375
2017-04-07,1384.900634765625
2017-04-10,1388.6209716796875
2017-04-11,1386.140625
2017-04-12,1375.8057861328125
2017-04-13,1375.3919677734375
2017-04-18,1333.6383056640625
2017-04-19,1340.2530517578125
2017-04-20,1360.9229736328125
2017-04-21,1356.3756103515625
2017-04-24,1398.542724609375
2017-04-25,1400.6094970703125
2017-04-26,1424.5870361328125
2017-04-27,1436.9891357421875
2017-04-28,1418.7994384765625
2017-05-02,1436.5755615234375
2017-05-03,1438.6429443359375
2017-05-04,1453.9388427734375
2017-05-05,1454.351806640625
2017-05-08,1441.1231689453125
2017-05-09,1446.910888671875
2017-05-10,1460.139892578125
2017-05-11,1455.5924072265625
2017-05-12,1454.7655029296875
2017-05-15,1459.3131103515625
2017-05-16,1462.6202392578125
2017-05-17,1431.20166015625
2017-05-18,1445.6705322265625
2017-05-19,1451.87158203125
2017-05-22,1434.92236328125
2017-05-23,1437.4027099609375
2017-05-24,1439.0560302734375
2017-05-25,1440.7095947265625
2017-05-26,1446.084228515625
2017-05-30,1438.6429443359375
2017-05-31,1435.33544921875
2017-06-01,1453.1119384765625
2017-06-02,1460.966796875
2017-06-05,1453.9388427734375
2017-06-06,1440.7095947265625
2017-06-07,1440.7095947265625
2017-06-08,1449.3909912109375
2017-06-09,1484.117431640625
2017-06-12,1479.156494140625
2017-06-13,1475.848876953125
2017-06-14,1461.79345703125
2017-06-15,1466.341064453125
2017-06-16,1482.0499267578125
2017-06-19,1496.1055908203125
2017-06-20,1500.6531982421875
2017-06-21,1487.42431640625
2017-06-22,1484.117431640625
2017-06-23,1485.770751953125
2017-06-26,1510.4674072265625
2017-06-27,1482.409912109375
2017-06-28,1482.0499267578125
2017-06-29,1472.1282958984375
2017-06-30,1456.005859375
2017-07-03,1480.81005859375
2017-07-04,1473.781982421875
2017-07-05,1470.8883056640625
2017-07-06,1470.8883056640625
2017-07-07,1471.715087890625
2017-07-10,1487.0108642578125
2017-07-11,1446.910888671875
2017-07-12,1467.5809326171875
2017-07-13,1479.156494140625
2017-07-14,1457.24609375
2017-07-17,1456.419189453125
2017-07-18,1448.564453125
2017-07-19,1466.341064453125
2017-07-20,1477.916015625
2017-07-21,1488.251220703125
2017-07-24,1469.6483154296875
2017-07-25,1496.5191650390625
2017-07-26,1511.815185546875
2017-07-27,1516.362548828125
2017-07-28,1496.1055908203125
2017-07-31,1527.9378662109375
2017-08-01,1537.4464111328125
2017-08-02,1527.9378662109375
2017-08-03,1534.138671875
2017-08-04,1542.820556640625
2017-08-07,1548.1947021484375
2017-08-08,1558.943115234375
2017-08-09,1522.563720703125
2017-08-10,1509.748291015625
2017-08-11,1473.781982421875
2017-08-14,1494.4521484375
2017-08-15,1497.7598876953125
2017-08-16,1511.4017333984375
2017-08-17,1499.4132080078125
2017-08-18,1497.345947265625
2017-08-21,1489.4910888671875
2017-08-22,1502.720458984375
2017-08-23,1497.345947265625
2017-08-24,1505.7593994140625
2017-08-25,1506.17333984375
2017-08-29,1478.0587158203125
2017-08-30,1479.7127685546875
2017-08-31,1501.2117919921875
2017-09-01,1507.413330078125
2017-09-04,1478.8858642578125
2017-09-05,1468.1361083984375
2017-09-06,1456.146484375
2017-09-07,1453.2525634765625
2017-09-08,1456.973388671875
2017-09-11,1480.12646484375
2017-09-12,1492.52978515625
2017-09-13,1480.12646484375
2017-09-14,1458.6270751953125
2017-09-15,1439.608642578125
2017-09-18,1455.7332763671875
2017-09-19,1452.8388671875
2017-09-20,1460.6943359375
2017-09-21,1466.482666015625
2017-09-22,1466.89599609375
2017-09-25,1440.0223388671875
2017-09-26,1419.35009765625
2017-09-27,1458.213623046875
2017-09-28,1471.44384765625
2017-09-29,1477.2320556640625
2017-10-02,1495.0101318359375
2017-10-03,1478.8858642578125
2017-10-04,1471.857421875
2017-10-05,1484.2608642578125
2017-10-06,1504.1058349609375
2017-10-09,1508.240478515625
2017-10-10,1509.89404296875
2017-10-11,1508.240478515625
2017-10-12,1512.7880859375
2017-10-13,1511.5479736328125
2017-10-16,1502.4522705078125
2017-10-17,1505.7593994140625
2017-10-18,1521.884033203125
2017-10-19,1518.1630859375
2017-10-20,1543.383056640625
2017-10-23,1558.6805419921875
2017-10-24,1539.2486572265625
2017-10-25,1525.191650390625
2017-10-26,1546.690673828125
2017-10-27,1540.0753173828125
2017-10-30,1527.672119140625
2017-10-31,1531.3931884765625
2017-11-01,1529.3258056640625
2017-11-02,1543.79638671875
2017-11-03,1544.623046875
2017-11-06,1534.70068359375
2017-11-07,1526.431884765625
2017-11-08,1518.5765380859375
2017-11-09,1520.2301025390625
2017-11-10,1526.0185546875
2017-11-13,1536.3546142578125
2017-11-14,1531.3931884765625
2017-11-15,1538.008056640625
2017-11-16,1554.5460205078125
2017-11-17,1562.4013671875
2017-11-20,1556.1998291015625
2017-11-21,1583.4871826171875
2017-11-22,1552.065185546875
2017-11-23,1556.6134033203125
2017-11-24,1557.0267333984375
2017-11-27,1561.574462890625
2017-11-28,1568.60302734375
2017-11-29,1571.0836181640625
2017-11-30,1537.1812744140625
2017-12-01,1500.7982177734375
2017-12-04,1513.6151123046875
2017-12-05,1495.8370361328125
2017-12-06,1497.0775146484375
2017-12-07,1491.2891845703125
2017-12-08,1517.336181640625
2017-12-11,1520.6434326171875
2017-12-12,1511.5479736328125
2017-12-13,1513.5333251953125
2017-12-14,1524.36474609375
2017-12-15,1527.672119140625
2017-12-18,1561.574462890625
2017-12-19,1547.1038818359375
2017-12-20,1538.8349609375
2017-12-21,1554.5460205078125
2017-12-22,1560.3343505859375
2017-12-27,1558.2669677734375
2017-12-28,1556.1998291015625
2017-12-29,1575.6314697265625
2018-01-02,1556.1998291015625
2018-01-03,1558.6805419921875
2018-01-04,1569.429931640625
2018-01-05,1588.0350341796875
2018-01-08,1574.3914794921875
2018-01-09,1577.6986083984375
2018-01-10,1629.379150390625
2018-01-11,1630.2060546875
2018-01-12,1631.8597412109375
2018-01-15,1624.00439453125
2018-01-16,1625.6580810546875
2018-01-17,1635.16748046875
2018-01-18,1636.8214111328125
2018-01-19,1638.0616455078125
2018-01-22,1619.043212890625
2018-01-23,1609.5341796875
2018-01-24,1601.2652587890625
2018-01-25,1584.313720703125
2018-01-26,1587.2078857421875
2018-01-29,1601.6783447265625
2018-01-30,1578.5257568359375
2018-01-31,1576.045166015625
2018-02-01,1571.0836181640625
2018-02-02,1559.093994140625
2018-02-05,1526.0185546875
2018-02-06,1465.2421875
2018-02-07,1517.7493896484375
2018-02-08,1480.953125
2018-02-09,1463.58837890625
2018-02-12,1487.9814453125
2018-02-13,1487.5682373046875
2018-02-14,1499.14453125
2018-02-15,1509.0672607421875
2018-02-16,1520.6434326171875
2018-02-19,1510.720947265625
2018-02-20,1524.7779541015625
2018-02-21,1532.219970703125
2018-02-22,1524.36474609375
2018-02-23,1515.26904296875
2018-02-26,1520.6434326171875
2018-02-27,1522.297119140625
2018-02-28,1513.6151123046875
2018-03-01,1513.2015380859375
2018-03-02,1480.53955078125
2018-03-05,1486.327880859375
2018-03-06,1492.52978515625
2018-03-07,1507.0001220703125
2018-03-08,1519.4033203125
2018-03-09,1526.8450927734375
2018-03-12,1527.672119140625
2018-03-13,1509.4808349609375
2018-03-14,1585.9677734375
2018-03-15,1607.053466796875
2018-03-16,1582.24658203125
2018-03-19,1553.3055419921875
2018-03-20,1573.5643310546875
2018-03-21,1568.60302734375
2018-03-22,1531.806640625
2018-03-23,1509.89404296875
2018-03-26,1490.0489501953125
2018-03-27,1513.6151123046875
2018-03-28,1520.6434326171875
2018-03-29,1470.93115234375
2018-04-03,1444.8785400390625
2018-04-04,1447.359619140625
2018-04-05,1483.7503662109375
2018-04-06,1471.3443603515625
2018-04-09,1479.614990234375
2018-04-10,1496.9833984375
2018-04-11,1501.5322265625
2018-04-12,1503.18603515625
2018-04-13,1527.1710205078125
2018-04-16,1503.18603515625
2018-04-17,1512.6978759765625
2018-04-18,1534.6146240234375
2018-04-19,1533.3740234375
2018-04-20,1550.7425537109375
2018-04-23,1563.5618896484375
2018-04-24,1556.531982421875
2018-04-25,1533.3740234375
2018-04-26,1536.2689208984375
2018-04-27,1542.4716796875
2018-04-30,1550.3289794921875
2018-05-01,1563.9754638671875
2018-05-02,1561.494384765625
2018-05-03,1557.7725830078125
2018-05-04,1566.0430908203125
2018-05-08,1580.5166015625
2018-05-09,1599.9527587890625
2018-05-10,1597.88525390625
2018-05-11,1595.4039306640625
2018-05-14,1576.381591796875
2018-05-15,1592.095703125
2018-05-16,1585.065673828125
2018-05-17,1588.7872314453125
2018-05-18,1599.5391845703125
2018-05-21,1616.4940185546875
2018-05-22,1603.674560546875
2018-05-23,1578.4490966796875
2018-05-24,1547.0205078125
2018-05-25,1563.5618896484375
2018-05-29,1503.18603515625
2018-05-30,1501.946044921875
2018-05-31,1497.8104248046875
2018-06-01,1522.2086181640625
2018-06-04,1537.095947265625
2018-06-05,1525.516845703125
2018-06-06,1529.23876953125
2018-06-07,1524.2764892578125
2018-06-08,1518.4869384765625
2018-06-11,1543.7122802734375
2018-06-12,1538.75
2018-06-13,1541.6448974609375
2018-06-14,1542.0582275390625
2018-06-15,1519.72802734375
2018-06-18,1511.4569091796875
2018-06-19,1508.148681640625
2018-06-20,1500.2916259765625
2018-06-21,1475.0662841796875
2018-06-22,1500.2916259765625
2018-06-25,1442.3973388671875
2018-06-26,1453.9759521484375
2018-06-27,1461.8333740234375
2018-06-28,1431.645263671875
2018-06-29,1434.540283203125
2018-07-02,1429.57763671875
2018-07-03,1450.2542724609375
2018-07-04,1450.6676025390625
2018-07-05,1457.2845458984375
2018-07-06,1457.2845458984375
2018-07-09,1480.4417724609375
2018-07-10,1461.8333740234375
2018-07-11,1422.5478515625
2018-07-12,1426.26953125
2018-07-13,1427.5101318359375
2018-07-16,1418.1402587890625
2018-07-17,1436.607666015625
2018-07-18,1468.863525390625
2018-07-19,1483.7503662109375
2018-07-20,1480.4417724609375
2018-07-23,1469.2767333984375
2018-07-24,1486.2314453125
2018-07-25,1450.2542724609375
2018-07-26,1464.7279052734375
2018-07-27,1468.0361328125
2018-07-30,1481.6827392578125
2018-07-31,1492.84814453125
2018-08-01,1476.306640625
2018-08-02,1431.2320556640625
2018-08-03,1444.8785400390625
2018-08-06,1446.5323486328125
2018-08-07,1453.5625
2018-08-08,1506.9083251953125
2018-08-09,1508.562255859375
2018-08-10,1486.6451416015625
2018-08-13,1475.4798583984375
2018-08-14,1448.600341796875
2018-08-15,1408.9012451171875
2018-08-16,1434.1265869140625
2018-08-17,1421.7205810546875
2018-08-20,1431.645263671875
2018-08-21,1440.742919921875
2018-08-22,1448.186767578125
2018-08-23,1432.2138671875
2018-08-24,1435.10888671875
2018-08-28,1455.3739013671875
2018-08-29,1443.38037109375
2018-08-30,1437.59033203125
2018-08-31,1435.10888671875
2018-09-03,1447.1026611328125
2018-09-04,1428.9051513671875
2018-09-05,1414.84375
2018-09-06,1406.57177734375
2018-09-07,1390.4425048828125
2018-09-10,1396.6461181640625
2018-09-11,1389.2015380859375
2018-09-12,1389.2015380859375
2018-09-13,1400.78173828125
2018-09-14,1410.707763671875
2018-09-17,1390.4425048828125
2018-09-18,1376.381103515625
2018-09-19,1427.250732421875
2018-09-20,1458.6824951171875
2018-09-21,1500.867431640625
2018-09-24,1488.8739013671875
2018-09-25,1489.7008056640625
2018-09-26,1493.0096435546875
2018-09-27,1486.3922119140625
2018-09-28,1455.3739013671875
2018-10-01,1443.38037109375
2018-10-02,1417.324951171875
2018-10-03,1430.972900390625
2018-10-04,1427.6640625
2018-10-05,1402.022705078125
2018-10-08,1379.2760009765625
2018-10-09,1375.967529296875
2018-10-10,1361.4923095703125
2018-10-11,1308.5546875
2018-10-12,1313.1038818359375
2018-10-15,1297.3878173828125
2018-10-16,1289.1163330078125
2018-10-17,1286.6348876953125
2018-10-18,1263.4749755859375
2018-10-19,1240.3145751953125
2018-10-22,1244.86376953125
2018-10-23,1244.86376953125
2018-10-24,1236.5921630859375
2018-10-25,1246.1044921875
2018-10-26,1237.8330078125
2018-10-29,1263.061279296875
2018-10-30,1262.234130859375
2018-10-31,1299.042236328125
2018-11-01,1296.1470947265625
2018-11-02,1336.26416015625
2018-11-05,1315.9990234375
2018-11-06,1303.177978515625
2018-11-07,1315.5853271484375
2018-11-08,1331.714599609375
2018-11-09,1326.751708984375
2018-11-12,1315.1717529296875
2018-11-13,1336.6776123046875
2018-11-14,1334.1961669921875
2018-11-15,1316.8260498046875
2018-11-16,1288.289306640625
2018-11-19,1295.733642578125
2018-11-20,1260.1658935546875
2018-11-21,1286.6348876953125
2018-11-22,1250.240478515625
2018-11-23,1256.0302734375
2018-11-26,1302.764404296875
2018-11-27,1284.9805908203125
2018-11-28,1282.085693359375
2018-11-29,1280.8450927734375
2018-11-30,1274.227783203125
2018-12-03,1296.97412109375
2018-12-04,1279.1905517578125
2018-12-05,1244.4505615234375
2018-12-06,1166.284423828125
2018-12-07,1176.6239013671875
2018-12-10,1163.802978515625
2018-12-11,1168.3521728515625
2018-12-12,1186.549560546875
2018-12-13,1179.93212890625
2018-12-14,1170.83349609375
2018-12-17,1153.0499267578125
2018-12-18,1148.0869140625
2018-12-19,1164.630126953125
2018-12-20,1157.185546875
2018-12-21,1124.9266357421875
2018-12-24,1131.5438232421875
2018-12-27,1111.6923828125
2018-12-28,1149.3277587890625
2018-12-31,1159.667236328125
2019-01-02,1135.6798095703125
2019-01-03,1108.3836669921875
2019-01-04,1144.7783203125
2019-01-07,1153.46337890625
2019-01-08,1179.1053466796875
2019-01-09,1182.413818359375
2019-01-10,1198.9569091796875
2019-01-11,1196.8890380859375
2019-01-14,1191.512451171875
2019-01-15,1198.543212890625
2019-01-16,1213.43212890625
2019-01-17,1198.543212890625
2019-01-18,1243.20947265625
2019-01-21,1243.20947265625
2019-01-22,1242.3822021484375
2019-01-23,1230.388916015625
2019-01-24,1238.6600341796875
2019-01-25,1244.86376953125
2019-01-28,1229.1474609375
2019-01-29,1225.011962890625
2019-01-30,1235.7652587890625
2019-01-31,1228.734375
2019-02-01,1251.0672607421875
2019-02-04,1252.30810546875
2019-02-05,1271.74609375
2019-02-06,1280.431396484375
2019-02-07,1256.0302734375
2019-02-08,1222.530517578125
2019-02-11,1248.9996337890625
2019-02-12,1257.2711181640625
2019-02-13,1271.74609375
2019-02-14,1254.7896728515625
2019-02-15,1267.6104736328125
2019-02-18,1268.0242919921875
2019-02-19,1258.0982666015625
2019-02-20,1270.50537109375
2019-02-21,1265.5428466796875
2019-02-22,1269.678466796875
2019-02-25,1309.3817138671875
2019-02-26,1305.24609375
2019-02-27,1300.6964111328125
2019-02-28,1315.1717529296875
2019-03-01,1328.4058837890625
2019-03-04,1339.5726318359375
2019-03-05,1344.9493408203125
2019-03-06,1329.2332763671875
2019-03-07,1289.9434814453125
2019-03-08,1255.203125
2019-03-11,1270.50537109375
2019-03-12,1265.5428466796875
2019-03-13,1280.0177001953125
2019-03-14,1309.79541015625
2019-03-15,1343.708251953125
2019-03-18,1351.9798583984375
2019-03-19,1345.36279296875
2019-03-20,1333.369140625
2019-03-21,1333.369140625
