Date,FGT.L
2016-08-02,642.3006591796875
2016-08-03,638.80712890625
2016-08-04,647.2913818359375
2016-08-05,653.2800903320312
2016-08-08,652.7811279296875
2016-08-09,656.773681640625
2016-08-10,658.270751953125
2016-08-11,661.7643432617188
2016-08-12,664.2595825195312
2016-08-15,668.2521362304688
2016-08-16,662.2632446289062
2016-08-17,660.7662963867188
2016-08-18,662.2632446289062
2016-08-19,662.762451171875
2016-08-22,659.7678833007812
2016-08-23,664.7586059570312
2016-08-24,659.2689819335938
2016-08-25,656.2747192382812
2016-08-26,657.7715454101562
2016-08-30,657.2726440429688
2016-08-31,653.7792358398438
2016-09-01,653.7792358398438
2016-09-02,660.7662963867188
2016-09-05,663.2615966796875
2016-09-06,656.2747192382812
2016-09-07,658.7699584960938
2016-09-08,658.7699584960938
2016-09-09,646.7922973632812
2016-09-12,639.3062133789062
2016-09-13,641.3023681640625
2016-09-14,643.7976684570312
2016-09-15,645.2951049804688
2016-09-16,639.3062133789062
2016-09-19,653.7792358398438
2016-09-20,655.2763671875
2016-09-21,657.7715454101562
2016-09-22,662.762451171875
2016-09-23,662.2632446289062
2016-09-26,654.2783203125
2016-09-27,648.7885131835938
2016-09-28,656.773681640625
2016-09-29,658.7699584960938
2016-09-30,656.773681640625
2016-10-03,667.7531127929688
2016-10-04,670.7474975585938
2016-10-05,672.7437133789062
2016-10-06,669.2501831054688
2016-10-07,666.2559204101562
2016-10-10,666.7549438476562
2016-10-11,674.7399291992188
2016-10-12,667.25390625
2016-10-13,649.3555297851562
2016-10-14,652.350341796875
2016-10-17,651.3519897460938
2016-10-18,651.8512573242188
2016-10-19,652.350341796875
2016-10-20,650.3538208007812
2016-10-21,651.8512573242188
2016-10-24,653.3485717773438
2016-10-25,654.346923828125
2016-10-26,648.8564453125
2016-10-27,650.3538208007812
2016-10-28,654.346923828125
2016-10-31,651.8512573242188
2016-11-01,647.8582763671875
2016-11-02,644.3642578125
2016-11-03,639.3731079101562
2016-11-04,628.8916015625
2016-11-07,637.3766479492188
2016-11-08,638.375
2016-11-09,636.3783569335938
2016-11-10,625.3978271484375
2016-11-11,620.4064331054688
2016-11-14,616.9127807617188
2016-11-15,622.4029541015625
2016-11-16,617.910888671875
2016-11-17,623.9005126953125
2016-11-18,628.8916015625
2016-11-21,626.8951416015625
2016-11-22,631.8863525390625
2016-11-23,628.3925170898438
2016-11-24,629.889892578125
2016-11-25,631.3871459960938
2016-11-28,625.8969116210938
2016-11-29,623.4014282226562
2016-11-30,625.8969116210938
2016-12-01,615.4153442382812
2016-12-02,614.4171142578125
2016-12-05,613.4188842773438
2016-12-06,615.9144897460938
2016-12-07,619.9074096679688
2016-12-08,621.9039306640625
2016-12-09,626.8951416015625
2016-12-12,624.8985595703125
2016-12-13,630.8880615234375
2016-12-14,632.385498046875
2016-12-15,636.8775024414062
2016-12-16,635.8792724609375
2016-12-19,638.8740844726562
2016-12-20,641.36962890625
2016-12-21,639.3731079101562
2016-12-22,643.3660278320312
2016-12-23,644.3642578125
2016-12-28,649.8546752929688
2016-12-29,648.357421875
2016-12-30,649.3555297851562
2017-01-03,652.350341796875
2017-01-04,649.8546752929688
2017-01-05,649.3555297851562
2017-01-06,651.8512573242188
2017-01-09,658.8390502929688
2017-01-10,660.3359985351562
2017-01-11,662.8318481445312
2017-01-12,657.8404541015625
2017-01-13,662.3327026367188
2017-01-16,664.3290405273438
2017-01-17,656.8424682617188
2017-01-18,654.346923828125
2017-01-19,653.8475952148438
2017-01-20,654.346923828125
2017-01-23,650.8529663085938
2017-01-24,652.8494873046875
2017-01-25,653.8475952148438
2017-01-26,645.8616943359375
2017-01-27,646.8599243164062
2017-01-30,645.8616943359375
2017-01-31,647.8582763671875
2017-02-01,648.357421875
2017-02-02,650.8529663085938
2017-02-03,655.8441162109375
2017-02-06,654.8458862304688
2017-02-07,656.3432006835938
2017-02-08,655.8441162109375
2017-02-09,662.3327026367188
2017-02-10,667.3238525390625
2017-02-13,668.8213500976562
2017-02-14,665.8265380859375
2017-02-15,667.8231201171875
2017-02-16,663.830078125
2017-02-17,674.8106079101562
2017-02-20,672.3150634765625
2017-02-21,675.3099365234375
2017-02-22,677.3063354492188
2017-02-23,678.3045043945312
2017-02-24,678.8035888671875
2017-02-27,681.7982788085938
2017-02-28,682.796630859375
2017-03-01,691.2816772460938
2017-03-02,690.2835693359375
2017-03-03,688.7860717773438
2017-03-06,687.28857421875
2017-03-07,688.7860717773438
2017-03-08,692.2799682617188
2017-03-09,691.2816772460938
2017-03-10,698.2693481445312
2017-03-13,696.7720336914062
2017-03-14,697.7702026367188
2017-03-15,697.2711181640625
2017-03-16,693.2782592773438
2017-03-17,694.7754516601562
2017-03-20,700.265869140625
2017-03-21,693.7772827148438
2017-03-22,691.7808227539062
2017-03-23,693.2782592773438
2017-03-24,691.7808227539062
2017-03-27,686.7894897460938
2017-03-28,691.2816772460938
2017-03-29,695.7738037109375
2017-03-30,694.2763061523438
2017-03-31,691.2816772460938
2017-04-03,690.7826538085938
2017-04-04,697.2711181640625
2017-04-05,701.2640991210938
2017-04-06,694.8427734375
2017-04-07,695.8411865234375
2017-04-10,699.8343505859375
2017-04-11,700.3336181640625
2017-04-12,701.8311157226562
2017-04-13,704.3270874023438
2017-04-18,691.3486328125
2017-04-19,690.8494873046875
2017-04-20,692.3469848632812
2017-04-21,690.8494873046875
2017-04-24,701.8311157226562
2017-04-25,699.8343505859375
2017-04-26,700.8329467773438
2017-04-27,699.8343505859375
2017-04-28,699.8343505859375
2017-05-02,702.8294677734375
2017-05-03,702.8294677734375
2017-05-04,705.824462890625
2017-05-05,710.816162109375
2017-05-08,713.8109741210938
2017-05-09,714.310302734375
2017-05-10,717.8045043945312
2017-05-11,717.3053588867188
2017-05-12,718.802734375
2017-05-15,721.2987060546875
2017-05-16,726.2904052734375
2017-05-17,720.3004150390625
2017-05-18,715.807861328125
2017-05-19,719.80126953125
2017-05-22,723.7946166992188
2017-05-23,726.7894287109375
2017-05-24,725.791259765625
2017-05-25,729.2853393554688
2017-05-26,732.2802734375
2017-05-30,730.782958984375
2017-05-31,733.27880859375
2017-06-01,739.7681274414062
2017-06-02,743.2620849609375
2017-06-05,738.2704467773438
2017-06-06,734.2771606445312
2017-06-07,734.7762451171875
2017-06-08,729.7844848632812
2017-06-09,734.2771606445312
2017-06-12,730.782958984375
2017-06-13,732.2802734375
2017-06-14,736.7730102539062
2017-06-15,731.7811279296875
2017-06-16,734.2771606445312
2017-06-19,741.7645874023438
2017-06-20,744.260498046875
2017-06-21,742.2637939453125
2017-06-22,740.2671508789062
2017-06-23,738.7696533203125
2017-06-26,738.8195190429688
2017-06-27,737.2721557617188
2017-06-28,728.2870483398438
2017-06-29,718.802734375
2017-06-30,711.814453125
2017-07-03,717.3053588867188
2017-07-04,712.8129272460938
2017-07-05,715.3087158203125
2017-07-06,712.8129272460938
2017-07-07,712.3136596679688
2017-07-10,718.3036499023438
2017-07-11,709.318603515625
2017-07-12,714.8095092773438
2017-07-13,715.807861328125
2017-07-14,717.3053588867188
2017-07-17,718.3036499023438
2017-07-18,717.8045043945312
2017-07-19,723.29541015625
2017-07-20,724.7928466796875
2017-07-21,730.782958984375
2017-07-24,723.29541015625
2017-07-25,725.791259765625
2017-07-26,729.2853393554688
2017-07-27,735.774658203125
2017-07-28,735.275390625
2017-07-31,735.275390625
2017-08-01,736.7730102539062
2017-08-02,734.7762451171875
2017-08-03,741.7645874023438
2017-08-04,743.76123046875
2017-08-07,745.2587280273438
2017-08-08,747.7545776367188
2017-08-09,744.260498046875
2017-08-10,738.7696533203125
2017-08-11,736.7730102539062
2017-08-14,741.7645874023438
2017-08-15,745.7578735351562
2017-08-16,753.7446899414062
2017-08-17,752.2472534179688
2017-08-18,746.7564086914062
2017-08-21,747.2554931640625
2017-08-22,753.7446899414062
2017-08-23,753.7446899414062
2017-08-24,754.7431030273438
2017-08-25,753.7446899414062
2017-08-29,748.7530517578125
2017-08-30,746.7564086914062
2017-08-31,753.7446899414062
2017-09-01,752.746337890625
2017-09-04,751.748046875
2017-09-05,748.7530517578125
2017-09-06,743.2620849609375
2017-09-07,744.7596435546875
2017-09-08,744.260498046875
2017-09-11,745.7578735351562
2017-09-12,744.260498046875
2017-09-13,743.2620849609375
2017-09-14,737.2721557617188
2017-09-15,724.7928466796875
2017-09-18,733.7780151367188
2017-09-19,733.7780151367188
2017-09-20,730.782958984375
2017-09-21,722.7962646484375
2017-09-22,726.2904052734375
2017-09-25,724.7928466796875
2017-09-26,726.2904052734375
2017-09-27,727.28857421875
2017-09-28,728.2870483398438
2017-09-29,735.275390625
2017-10-02,743.2620849609375
2017-10-03,744.260498046875
2017-10-04,746.7564086914062
2017-10-05,751.248779296875
2017-10-06,757.7379760742188
2017-10-09,753.2455444335938
2017-10-10,756.2403564453125
2017-10-11,757.7379760742188
2017-10-12,754.8167114257812
2017-10-13,753.8181762695312
2017-10-16,756.8134765625
2017-10-17,756.3140869140625
2017-10-18,758.8103637695312
2017-10-19,754.8167114257812
2017-10-20,753.3189697265625
2017-10-23,753.3189697265625
2017-10-24,754.317626953125
2017-10-25,744.832275390625
2017-10-26,751.8213500976562
2017-10-27,756.8134765625
2017-10-30,753.8181762695312
2017-10-31,756.8134765625
2017-11-01,751.3220825195312
2017-11-02,754.317626953125
2017-11-03,760.8072509765625
2017-11-06,757.3126831054688
2017-11-07,756.3140869140625
2017-11-08,758.31103515625
2017-11-09,752.8197631835938
2017-11-10,746.3299560546875
2017-11-13,745.3314208984375
2017-11-14,750.8228759765625
2017-11-15,747.8275146484375
2017-11-16,754.317626953125
2017-11-17,755.81494140625
2017-11-20,755.81494140625
2017-11-21,758.8103637695312
2017-11-22,758.8103637695312
2017-11-23,760.8072509765625
2017-11-24,762.8040771484375
2017-11-27,759.8087768554688
2017-11-28,768.794677734375
2017-11-29,762.8040771484375
2017-11-30,749.3251953125
2017-12-01,747.8275146484375
2017-12-04,750.8228759765625
2017-12-05,751.3220825195312
2017-12-06,753.8181762695312
2017-12-07,752.8197631835938
2017-12-08,755.3157348632812
2017-12-11,756.8134765625
2017-12-12,759.8087768554688
2017-12-13,762.8040771484375
2017-12-14,762.8040771484375
2017-12-15,759.8087768554688
2017-12-18,768.794677734375
2017-12-19,769.7930297851562
2017-12-20,768.2955932617188
2017-12-21,769.2938842773438
2017-12-22,772.7883911132812
2017-12-27,775.7838134765625
2017-12-28,774.78515625
2017-12-29,773.786865234375
2018-01-02,768.794677734375
2018-01-03,766.7978515625
2018-01-04,769.7930297851562
2018-01-05,771.7898559570312
2018-01-08,767.7963256835938
2018-01-09,767.7963256835938
2018-01-10,765.7994384765625
2018-01-11,763.8025512695312
2018-01-12,760.8072509765625
2018-01-15,760.8072509765625
2018-01-16,757.8118896484375
2018-01-17,757.8118896484375
2018-01-18,757.8118896484375
2018-01-19,760.8072509765625
2018-01-22,759.8087768554688
2018-01-23,761.8055419921875
2018-01-24,754.8167114257812
2018-01-25,753.8181762695312
2018-01-26,758.8103637695312
2018-01-29,756.8134765625
2018-01-30,748.8261108398438
2018-01-31,751.8213500976562
2018-02-01,753.8181762695312
2018-02-02,752.8197631835938
2018-02-05,744.832275390625
2018-02-06,726.8603515625
2018-02-07,740.8385009765625
2018-02-08,722.86669921875
2018-02-09,719.8715209960938
2018-02-12,726.8603515625
2018-02-13,724.8635864257812
2018-02-14,726.8603515625
2018-02-15,725.862060546875
2018-02-16,735.8463745117188
2018-02-19,733.849609375
2018-02-20,741.8369140625
2018-02-21,744.832275390625
2018-02-22,747.8275146484375
2018-02-23,747.8275146484375
2018-02-26,753.8181762695312
2018-02-27,751.8213500976562
2018-02-28,746.8292236328125
2018-03-01,742.8353271484375
2018-03-02,734.847900390625
2018-03-05,740.8385009765625
2018-03-06,745.8306274414062
2018-03-07,743.8338012695312
2018-03-08,750.8228759765625
2018-03-09,755.81494140625
2018-03-12,756.8134765625
2018-03-13,750.8228759765625
2018-03-14,748.8261108398438
2018-03-15,750.8228759765625
2018-03-16,748.8261108398438
2018-03-19,743.8338012695312
2018-03-20,747.8275146484375
2018-03-21,743.8338012695312
2018-03-22,740.8385009765625
2018-03-23,731.8525390625
2018-03-26,726.8603515625
2018-03-27,735.8463745117188
2018-03-28,736.8449096679688
2018-03-29,748.8261108398438
2018-04-03,744.832275390625
2018-04-04,740.8385009765625
2018-04-05,753.8911743164062
2018-04-06,750.8958129882812
2018-04-09,753.8911743164062
2018-04-10,759.8825073242188
2018-04-11,757.885498046875
2018-04-12,756.8869018554688
2018-04-13,752.892822265625
2018-04-16,751.8943481445312
2018-04-17,749.8972778320312
2018-04-18,751.8943481445312
2018-04-19,752.892822265625
2018-04-20,756.8869018554688
2018-04-23,752.892822265625
2018-04-24,753.8911743164062
2018-04-25,751.8943481445312
2018-04-26,756.8869018554688
2018-04-27,762.8780517578125
2018-04-30,762.8780517578125
2018-05-01,766.8722534179688
2018-05-02,772.86328125
2018-05-03,765.873779296875
2018-05-04,775.859130859375
2018-05-08,782.8487548828125
2018-05-09,782.8487548828125
2018-05-10,790.8370361328125
2018-05-11,791.8355102539062
2018-05-14,790.8370361328125
2018-05-15,790.8370361328125
2018-05-16,796.828125
2018-05-17,802.8193969726562
2018-05-18,803.8179321289062
2018-05-21,814.8016967773438
2018-05-22,813.80322265625
2018-05-23,809.8089599609375
2018-05-24,807.8121337890625
2018-05-25,812.8046264648438
2018-05-29,799.82373046875
2018-05-30,800.8223876953125
2018-05-31,805.8150024414062
2018-06-01,809.8089599609375
2018-06-04,812.8046264648438
2018-06-05,811.80615234375
2018-06-06,810.8076782226562
2018-06-07,812.8046264648438
2018-06-08,808.8106079101562
2018-06-11,816.7986450195312
2018-06-12,816.7986450195312
2018-06-13,820.7929077148438
2018-06-14,817.79736328125
2018-06-15,812.8046264648438
2018-06-18,808.8106079101562
2018-06-19,802.8193969726562
2018-06-20,801.8207397460938
2018-06-21,798.8251953125
2018-06-22,809.8089599609375
2018-06-25,799.82373046875
2018-06-26,802.8193969726562
2018-06-27,806.8134765625
2018-06-28,803.8179321289062
2018-06-29,810.8076782226562
2018-07-02,804.81640625
2018-07-03,808.8106079101562
2018-07-04,808.8106079101562
2018-07-05,807.8121337890625
2018-07-06,812.8046264648438
2018-07-09,818.7958984375
2018-07-10,818.7958984375
2018-07-11,812.8046264648438
2018-07-12,821.7915649414062
2018-07-13,822.7900390625
2018-07-16,819.7943725585938
2018-07-17,822.7900390625
2018-07-18,835.7709350585938
2018-07-19,836.7693481445312
2018-07-20,841.7620849609375
2018-07-23,833.7738037109375
2018-07-24,835.7709350585938
2018-07-25,831.77685546875
2018-07-26,832.775390625
2018-07-27,831.77685546875
2018-07-30,821.7915649414062
2018-07-31,821.7915649414062
2018-08-01,819.7943725585938
2018-08-02,816.7986450195312
2018-08-03,823.78857421875
2018-08-06,834.7723999023438
2018-08-07,838.7665405273438
2018-08-08,840.7635498046875
2018-08-09,838.7665405273438
2018-08-10,837.7679443359375
2018-08-13,835.7709350585938
2018-08-14,836.7693481445312
2018-08-15,832.775390625
2018-08-16,839.7650146484375
2018-08-17,840.7635498046875
2018-08-20,836.7693481445312
2018-08-21,835.7709350585938
2018-08-22,840.7635498046875
2018-08-23,842.7608032226562
2018-08-24,844.7576904296875
2018-08-28,852.7460327148438
2018-08-29,850.7489624023438
2018-08-30,845.7562255859375
2018-08-31,841.7620849609375
2018-09-03,847.7533569335938
2018-09-04,842.7608032226562
2018-09-05,833.7738037109375
2018-09-06,827.78271484375
2018-09-07,825.7855224609375
2018-09-10,825.7855224609375
2018-09-11,824.787109375
2018-09-12,830.7781372070312
2018-09-13,816.7986450195312
2018-09-14,826.7841796875
2018-09-17,823.78857421875
2018-09-18,820.7929077148438
2018-09-19,813.80322265625
2018-09-20,814.8016967773438
2018-09-21,822.7900390625
2018-09-24,817.79736328125
2018-09-25,815.8002319335938
2018-09-26,815.8002319335938
2018-09-27,814.8016967773438
2018-09-28,816.7986450195312
2018-10-01,821.7915649414062
2018-10-02,814.8016967773438
2018-10-03,814.8016967773438
2018-10-04,790.9155883789062
2018-10-05,782.9264526367188
2018-10-08,774.9373779296875
2018-10-09,774.9373779296875
2018-10-10,756.9620361328125
2018-10-11,738.9866333007812
2018-10-12,743.9799194335938
2018-10-15,738.9866333007812
2018-10-16,749.9715576171875
2018-10-17,746.9757690429688
2018-10-18,750.9702758789062
2018-10-19,753.966064453125
2018-10-22,758.9592895507812
2018-10-23,744.978515625
2018-10-24,741.9825439453125
2018-10-25,756.9620361328125
2018-10-26,744.978515625
2018-10-29,751.9689331054688
2018-10-30,752.967529296875
2018-10-31,763.9525146484375
2018-11-01,760.9566650390625
2018-11-02,763.9525146484375
2018-11-05,762.9537963867188
2018-11-06,756.9620361328125
2018-11-07,763.9525146484375
2018-11-08,768.945556640625
2018-11-09,766.9483032226562
2018-11-12,763.9525146484375
2018-11-13,768.945556640625
2018-11-14,761.9552612304688
2018-11-15,766.9483032226562
2018-11-16,774.9373779296875
2018-11-19,768.945556640625
2018-11-20,757.9606323242188
2018-11-21,767.9468994140625
2018-11-22,762.9537963867188
2018-11-23,768.945556640625
2018-11-26,778.9319458007812
2018-11-27,781.9278564453125
2018-11-28,780.92919921875
2018-11-29,780.92919921875
2018-11-30,773.9387817382812
2018-12-03,782.9264526367188
2018-12-04,777.9332885742188
2018-12-05,766.9483032226562
2018-12-06,744.978515625
2018-12-07,753.966064453125
2018-12-10,747.9744262695312
2018-12-11,756.9620361328125
2018-12-12,767.9468994140625
2018-12-13,764.9511108398438
2018-12-14,762.9537963867188
2018-12-17,758.9592895507812
2018-12-18,751.9689331054688
2018-12-19,758.9592895507812
2018-12-20,753.966064453125
2018-12-21,755.96337890625
2018-12-24,744.978515625
2018-12-27,739.9852905273438
2018-12-28,755.96337890625
2018-12-31,751.9689331054688
2019-01-02,753.966064453125
2019-01-03,743.9799194335938
2019-01-04,761.9552612304688
2019-01-07,759.9579467773438
2019-01-08,763.9525146484375
2019-01-09,769.9442138671875
2019-01-10,769.9442138671875
2019-01-11,770.94287109375
2019-01-14,761.9552612304688
2019-01-15,768.945556640625
2019-01-16,759.9579467773438
2019-01-17,761.9552612304688
2019-01-18,772.9400634765625
2019-01-21,773.9387817382812
2019-01-22,766.9483032226562
2019-01-23,765.94970703125
2019-01-24,764.9511108398438
2019-01-25,760.9566650390625
2019-01-28,755.96337890625
2019-01-29,761.9552612304688
2019-01-30,769.9442138671875
2019-01-31,768.945556640625
2019-02-01,778.9319458007812
2019-02-04,781.9278564453125
2019-02-05,796.9072265625
2019-02-06,796.9072265625
2019-02-07,790.9155883789062
2019-02-08,785.92236328125
2019-02-11,796.9072265625
2019-02-12,796.9072265625
2019-02-13,807.8921508789062
2019-02-14,808.8909301757812
2019-02-15,810.88818359375
2019-02-18,809.889404296875
2019-02-19,800.90185546875
2019-02-20,802.8990478515625
2019-02-21,806.8935546875
2019-02-22,808.8909301757812
2019-02-25,805.89501953125
2019-02-26,802.8990478515625
2019-02-27,793.911376953125
2019-02-28,795.9085693359375
2019-03-01,800.90185546875
2019-03-04,806.8935546875
2019-03-05,805.89501953125
2019-03-06,803.8977661132812
2019-03-07,799.903076171875
2019-03-08,795.9085693359375
2019-03-11,799.903076171875
2019-03-12,804.8963012695312
2019-03-13,805.89501953125
2019-03-14,807.8921508789062
2019-03-15,818.877197265625
2019-03-18,820.8743896484375
2019-03-19,818.877197265625
2019-03-20,815.8811645507812
2019-03-21,821.8731079101562
2019-03-22,808.8909301757812
2019-03-25,806.8935546875
2019-03-26,813.8839111328125
2019-03-27,812.88525390625
2019-03-28,820.8743896484375
2019-03-29,827.8648071289062
2019-04-01,831.8592529296875
2019-04-02,835.8539428710938
2019-04-03,841.8455810546875
2019-04-04,841.9254760742188
2019-04-05,844.9216918945312
2019-04-08,839.9280395507812
2019-04-09,837.9306640625
2019-04-10,837.9306640625
2019-04-11,844.9216918945312
2019-04-12,844.9216918945312
2019-04-15,846.9191284179688
2019-04-16,852.9115600585938
2019-04-17,855.90771484375
2019-04-18,861.900146484375
2019-04-23,870.8886108398438
2019-04-24,873.884765625
2019-04-25,872.885986328125
2019-04-26,876.8809814453125
2019-04-29,877.8797607421875
2019-04-30,875.8822631835938
2019-05-01,879.8771362304688
2019-05-02,871.887451171875
2019-05-03,872.885986328125
2019-05-07,869.889892578125
2019-05-08,878.87841796875
2019-05-09,870.8886108398438
2019-05-10,875.8822631835938
2019-05-13,865.8948364257812
2019-05-14,875.8822631835938
2019-05-15,884.8707275390625
2019-05-16,896.85546875
2019-05-17,897.8541259765625
2019-05-20,892.860595703125
2019-05-21,893.8591918945312
2019-05-22,896.85546875
2019-05-23,887.8668212890625
2019-05-24,892.860595703125
2019-05-28,892.860595703125
