Date,ZFCVINDIA.NS
2016-05-20,5740.13623046875
2016-05-23,5717.73193359375
2016-05-24,5781.09619140625
2016-05-25,5729.4775390625
2016-05-26,5715.7578125
2016-05-27,5740.876953125
2016-05-30,5736.8310546875
2016-05-31,5631.42041015625
2016-06-01,5677.95654296875
2016-06-02,5694.58642578125
2016-06-03,5666.556640625
2016-06-06,5637.193359375
2016-06-07,5664.533203125
2016-06-08,5677.02001953125
2016-06-09,5614.24658203125
2016-06-10,5685.35791015625
2016-06-13,5643.70849609375
2016-06-14,5573.9775390625
2016-06-15,5592.43408203125
2016-06-16,5548.31591796875
2016-06-17,5536.02734375
2016-06-20,5627.07666015625
2016-06-21,5556.2607421875
2016-06-22,5496.00537109375
2016-06-23,5516.73193359375
2016-06-24,5618.14501953125
2016-06-27,5653.33154296875
2016-06-28,5610.49560546875
2016-06-29,5669.46875
2016-06-30,5746.05859375
2016-07-01,5865.287109375
2016-07-04,5815.1474609375
2016-07-05,5812.58203125
2016-07-07,5737.521484375
2016-07-08,5663.54638671875
2016-07-11,5719.26220703125
2016-07-12,5679.88037109375
2016-07-13,5623.671875
2016-07-14,5677.31494140625
2016-07-15,5545.99658203125
2016-07-18,5600.330078125
2016-07-19,5526.05908203125
2016-07-20,5512.0927734375
2016-07-21,5490.9716796875
2016-07-22,5615.87451171875
2016-07-25,5717.1474609375
2016-07-26,5682.8642578125
2016-07-27,5647.04736328125
2016-07-28,6015.287109375
2016-07-29,6268.9638671875
2016-08-01,6244.60888671875
2016-08-02,6088.994140625
2016-08-03,6082.32568359375
2016-08-04,6117.30126953125
2016-08-05,6075.607421875
2016-08-08,6139.13720703125
2016-08-09,6224.947265625
2016-08-10,6133.2080078125
2016-08-11,6161.86083984375
2016-08-12,6138.98876953125
2016-08-16,6168.580078125
2016-08-17,6178.90478515625
2016-08-18,6168.62939453125
2016-08-19,6204.84130859375
2016-08-22,6131.5283203125
2016-08-23,6090.328125
2016-08-24,6119.7216796875
2016-08-25,6158.5517578125
2016-08-26,6124.16845703125
2016-08-29,6079.26123046875
2016-08-30,6169.81494140625
2016-08-31,6162.5537109375
2016-09-01,6117.05322265625
2016-09-02,6119.96875
2016-09-06,6201.234375
2016-09-07,6183.15283203125
2016-09-08,6333.9267578125
2016-09-09,6260.27001953125
2016-09-12,6146.54736328125
2016-09-14,6128.91015625
2016-09-15,6174.853515625
2016-09-16,6110.53271484375
2016-09-19,6057.1298828125
2016-09-20,6081.5830078125
2016-09-21,6286.60107421875
2016-09-22,6278.44970703125
2016-09-23,6145.70654296875
2016-09-26,6123.27880859375
2016-09-27,6145.26318359375
2016-09-28,6193.330078125
2016-09-29,6063.30517578125
2016-09-30,6148.1279296875
2016-10-03,6210.37451171875
2016-10-04,6092.5009765625
2016-10-05,6068.7890625
2016-10-06,6137.01220703125
2016-10-07,6044.08837890625
2016-10-10,6022.89501953125
2016-10-13,5963.0205078125
2016-10-14,5896.9697265625
2016-10-17,5850.6806640625
2016-10-18,5852.11279296875
2016-10-19,5829.2890625
2016-10-20,5827.01708984375
2016-10-21,5747.43115234375
2016-10-24,5558.1240234375
2016-10-25,5535.49853515625
2016-10-26,5527.4462890625
2016-10-27,5505.36328125
2016-10-28,5595.521484375
2016-11-01,5590.18701171875
2016-11-02,5512.9208984375
2016-11-03,5505.70849609375
2016-11-04,5538.31396484375
2016-11-07,5467.81884765625
2016-11-08,5390.80126953125
2016-11-09,5324.75048828125
2016-11-10,5255.93505859375
2016-11-11,5181.68505859375
2016-11-15,5037.8271484375
2016-11-16,5006.90185546875
2016-11-17,5058.32861328125
2016-11-18,4968.7138671875
2016-11-21,4948.35986328125
2016-11-22,5169.03759765625
2016-11-23,5126.107421875
2016-11-24,4975.43359375
2016-11-25,4875.54296875
2016-11-28,4918.3740234375
2016-11-29,4944.55712890625
2016-11-30,5025.9208984375
2016-12-01,4974.83935546875
2016-12-02,5048.84326171875
2016-12-05,4969.7509765625
2016-12-06,4944.7529296875
2016-12-07,4909.58056640625
2016-12-08,4961.00830078125
2016-12-09,5024.09326171875
2016-12-12,4985.7578125
2016-12-13,4943.5185546875
2016-12-14,5009.12451171875
2016-12-15,5005.07373046875
2016-12-16,4987.83251953125
2016-12-19,4985.708984375
2016-12-20,4994.94677734375
2016-12-21,4845.3583984375
2016-12-22,4884.23681640625
2016-12-23,4851.73095703125
2016-12-26,4801.68798828125
2016-12-27,4777.33251953125
2016-12-28,4736.23046875
2016-12-29,5273.12646484375
2016-12-30,5145.2255859375
2017-01-02,5179.11572265625
2017-01-03,5185.14306640625
2017-01-04,5197.93701171875
2017-01-05,5200.5556640625
2017-01-06,5143.79296875
2017-01-09,5236.42138671875
2017-01-10,5219.625
2017-01-11,5324.8994140625
2017-01-12,5245.6103515625
2017-01-13,5162.6142578125
2017-01-16,5108.96484375
2017-01-17,5062.52783203125
2017-01-18,5103.92626953125
2017-01-19,5244.078125
2017-01-20,5184.2529296875
2017-01-23,5138.26025390625
2017-01-24,5184.845703125
2017-01-25,5172.890625
2017-01-27,5224.9599609375
2017-01-30,5125.61328125
2017-01-31,5467.02734375
2017-02-01,5696.49853515625
2017-02-02,5580.849609375
2017-02-03,5486.54150390625
2017-02-06,5526.9521484375
2017-02-07,5509.31591796875
2017-02-08,5486.4931640625
2017-02-09,5467.62060546875
2017-02-10,5488.12255859375
2017-02-13,5485.5537109375
2017-02-14,5511.04443359375
2017-02-15,5358.19677734375
2017-02-16,5521.41943359375
2017-02-17,5460.50732421875
2017-02-20,5485.0595703125
2017-02-21,5356.4677734375
2017-02-22,5409.87060546875
2017-02-23,5400.1376953125
2017-02-27,5311.06689453125
2017-02-28,5386.7509765625
2017-03-01,5287.107421875
2017-03-02,5321.98486328125
2017-03-03,5324.15869140625
2017-03-06,5282.26611328125
2017-03-07,5251.93359375
2017-03-08,5226.73828125
2017-03-09,5216.66064453125
2017-03-10,5177.14013671875
2017-03-14,5238.3974609375
2017-03-15,5269.12548828125
2017-03-16,5481.70068359375
2017-03-17,5473.25244140625
2017-03-20,5433.73095703125
2017-03-21,5447.16845703125
2017-03-22,5387.8369140625
2017-03-23,5307.70849609375
2017-03-24,5956.1533203125
2017-03-27,6069.28271484375
2017-03-28,5959.36474609375
2017-03-29,5761.11669921875
2017-03-30,5919.84326171875
2017-03-31,5756.373046875
2017-04-03,5783.79150390625
2017-04-05,5724.90380859375
2017-04-06,5702.1298828125
2017-04-07,5696.44921875
2017-04-10,5859.869140625
2017-04-11,6061.08154296875
2017-04-12,6019.783203125
2017-04-13,6040.58056640625
2017-04-17,5978.18603515625
2017-04-18,6078.47216796875
2017-04-19,6043.49560546875
2017-04-20,6107.5693359375
2017-04-21,6016.1259765625
2017-04-24,6097.68798828125
2017-04-25,6116.31298828125
2017-04-26,6113.8916015625
2017-04-27,6092.25439453125
2017-04-28,5919.546875
2017-05-02,5818.37158203125
2017-05-03,5826.3251953125
2017-05-04,5933.181640625
2017-05-05,5831.76025390625
2017-05-08,5815.2109375
2017-05-09,5857.3994140625
2017-05-10,5925.919921875
2017-05-11,5915.8896484375
2017-05-12,5818.9150390625
2017-05-15,5819.2119140625
2017-05-16,5792.88134765625
2017-05-17,5780.77685546875
2017-05-18,5829.68408203125
2017-05-19,5804.341796875
2017-05-22,5714.77685546875
2017-05-23,5627.5830078125
2017-05-24,5860.1162109375
2017-05-25,5727.17626953125
2017-05-26,5868.95947265625
2017-05-29,5757.015625
2017-05-30,5758.4482421875
2017-05-31,5756.6201171875
2017-06-01,5719.6181640625
2017-06-02,5660.0400390625
2017-06-05,5688.59375
2017-06-06,5688.7919921875
2017-06-07,5733.7470703125
2017-06-08,5632.1279296875
2017-06-09,5628.22509765625
2017-06-12,5605.3515625
2017-06-13,5649.220703125
2017-06-14,5710.47900390625
2017-06-15,5558.3720703125
2017-06-16,5554.51806640625
2017-06-19,5595.521484375
2017-06-20,5634.3017578125
2017-06-21,5636.376953125
2017-06-22,5617.3076171875
2017-06-23,5676.0458984375
2017-06-27,5532.9296875
2017-06-28,5479.8720703125
2017-06-29,5433.0888671875
2017-06-30,5450.8740234375
2017-07-03,5439.56201171875
2017-07-04,5538.95556640625
2017-07-05,5598.88037109375
2017-07-06,5657.4716796875
2017-07-07,5578.57666015625
2017-07-10,5600.017578125
2017-07-11,5541.6240234375
2017-07-12,5461.24755859375
2017-07-13,5469.84375
2017-07-14,5443.21630859375
2017-07-17,5412.93310546875
2017-07-18,5374.15234375
2017-07-19,5377.56103515625
2017-07-20,5373.90576171875
2017-07-21,5314.47705078125
2017-07-24,5311.95654296875
2017-07-25,5292.68994140625
2017-07-26,5257.51513671875
2017-07-27,5358.7890625
2017-07-28,5323.1708984375
2017-07-31,5398.310546875
2017-08-01,5443.1171875
2017-08-02,5479.4775390625
2017-08-03,5470.7822265625
2017-08-04,5621.90185546875
2017-08-07,5578.32958984375
2017-08-08,5474.19189453125
2017-08-09,5426.3701171875
2017-08-10,5360.07373046875
2017-08-11,5306.81884765625
2017-08-14,5559.45751953125
2017-08-16,5524.28369140625
2017-08-17,5491.876953125
2017-08-18,5455.07373046875
2017-08-21,5581.63818359375
2017-08-22,5587.51806640625
2017-08-23,5474.8330078125
2017-08-24,5455.91259765625
2017-08-28,5457.7900390625
2017-08-29,5386.50244140625
2017-08-30,5365.70556640625
2017-08-31,5423.70263671875
2017-09-01,5442.080078125
2017-09-04,5376.82080078125
2017-09-05,5426.962890625
2017-09-06,5427.705078125
2017-09-07,5563.6572265625
2017-09-08,5575.958984375
2017-09-11,5766.4501953125
2017-09-12,5792.9306640625
2017-09-13,5981.69287109375
2017-09-14,6053.21142578125
2017-09-15,6039.61083984375
2017-09-18,6103.5595703125
2017-09-19,6246.8916015625
2017-09-20,6123.1953125
2017-09-21,5978.97314453125
2017-09-22,5918.83203125
2017-09-25,5929.11962890625
2017-09-26,5900.630859375
2017-09-27,5755.271484375
2017-09-28,5792.01904296875
2017-09-29,5924.716796875
2017-10-03,5976.796875
2017-10-04,6035.109375
2017-10-05,5953.0078125
2017-10-06,6000.29052734375
2017-10-09,6263.212890625
2017-10-10,6193.82275390625
2017-10-11,6122.5517578125
2017-10-12,6079.126953125
2017-10-13,6274.24267578125
2017-10-16,6150.8916015625
2017-10-17,6142.2373046875
2017-10-18,6121.16748046875
2017-10-19,6091.2451171875
2017-10-23,6017.35400390625
2017-10-24,5937.77392578125
2017-10-25,6247.33642578125
2017-10-26,6151.1884765625
2017-10-27,6108.4072265625
2017-10-30,6153.06787109375
2017-10-31,6293.283203125
2017-11-01,6623.125
2017-11-02,6641.67138671875
2017-11-03,6630.09765625
2017-11-06,6762.7470703125
2017-11-07,6881.2001953125
2017-11-08,6839.2099609375
2017-11-09,6738.11669921875
2017-11-10,6686.9755859375
2017-11-13,6569.7578125
2017-11-14,6496.06494140625
2017-11-15,6406.34716796875
2017-11-16,6444.62744140625
2017-11-17,6406.4951171875
2017-11-20,6393.833984375
2017-11-21,6538.55029296875
2017-11-22,6594.88330078125
2017-11-23,6709.1328125
2017-11-24,6871.50732421875
2017-11-27,6882.8818359375
2017-11-28,7106.287109375
2017-11-29,7118.10888671875
2017-11-30,7192.1962890625
2017-12-01,7098.72021484375
2017-12-04,7051.5859375
2017-12-05,6904.54541015625
2017-12-06,6887.67919921875
2017-12-07,6921.85595703125
2017-12-08,7004.84765625
2017-12-11,6972.74951171875
2017-12-12,6864.4833984375
2017-12-13,6997.13232421875
2017-12-14,7038.77587890625
2017-12-15,7270.83642578125
2017-12-18,7222.515625
2017-12-19,7119.9873046875
2017-12-20,7043.96875
2017-12-21,6976.50830078125
2017-12-22,6977.84375
2017-12-26,7074.73291015625
2017-12-27,6936.1484375
2017-12-28,6967.40673828125
2017-12-29,7257.92919921875
2018-01-01,7093.52783203125
2018-01-02,7134.92431640625
2018-01-03,7411.74462890625
2018-01-04,7380.98193359375
2018-01-05,7404.4248046875
2018-01-08,7335.57861328125
2018-01-09,7250.21240234375
2018-01-10,7414.6630859375
2018-01-11,7275.5361328125
2018-01-12,7541.1787109375
2018-01-15,7516.99365234375
2018-01-16,7368.4189453125
2018-01-17,7258.125
2018-01-18,7617.39453125
2018-01-19,7764.97998046875
2018-01-22,7825.71435546875
2018-01-23,8194.875
2018-01-24,7787.6318359375
2018-01-25,7679.6630859375
2018-01-29,7567.787109375
2018-01-30,7420.25244140625
2018-01-31,7342.650390625
2018-02-01,7263.26904296875
2018-02-02,7016.2724609375
2018-02-05,7219.0537109375
2018-02-06,7104.7548828125
2018-02-07,7172.759765625
2018-02-08,7260.5986328125
2018-02-09,6963.50048828125
2018-02-12,7179.88232421875
2018-02-14,7255.4052734375
2018-02-15,7166.5283203125
2018-02-16,7009.9921875
2018-02-19,7135.4677734375
2018-02-20,7222.4658203125
2018-02-21,7119.54296875
2018-02-22,6972.7001953125
2018-02-23,7063.4560546875
2018-02-26,7465.705078125
2018-02-27,7750.88427734375
2018-02-28,8004.45849609375
2018-03-01,7833.677734375
2018-03-05,7749.3505859375
2018-03-06,7887.736328125
2018-03-07,7677.78369140625
2018-03-08,7641.97509765625
2018-03-09,7631.5400390625
2018-03-12,7582.32763671875
2018-03-13,7576.640625
2018-03-14,7492.70849609375
2018-03-15,7488.3564453125
2018-03-16,7196.599609375
2018-03-19,7389.8837890625
2018-03-20,7252.73486328125
2018-03-21,7309.36572265625
2018-03-22,7258.521484375
2018-03-23,7409.419921875
2018-03-26,7368.46875
2018-03-27,7567.19384765625
2018-03-28,7844.9541015625
2018-04-02,7864.39208984375
2018-04-03,7944.6630859375
2018-04-04,7852.7685546875
2018-04-05,7910.58642578125
2018-04-06,7835.853515625
2018-04-09,7909.2509765625
2018-04-10,7898.369140625
2018-04-11,7746.62939453125
2018-04-12,7846.04248046875
2018-04-13,7897.08349609375
2018-04-16,7764.33642578125
2018-04-17,7895.7978515625
2018-04-18,7816.61376953125
2018-04-19,7879.5263671875
2018-04-20,7839.01953125
2018-04-23,7837.13916015625
2018-04-24,7869.53564453125
2018-04-25,7874.82763671875
2018-04-26,8009.5537109375
2018-04-27,8009.701171875
2018-04-30,8015.19091796875
2018-05-02,7985.41650390625
2018-05-03,7928.6875
2018-05-04,7751.27978515625
2018-05-07,7806.08056640625
2018-05-08,8113.7626953125
2018-05-09,7886.45068359375
2018-05-10,7790.89599609375
2018-05-11,7994.7158203125
2018-05-14,7847.42724609375
2018-05-15,7832.88623046875
2018-05-16,7708.5966796875
2018-05-17,7644.00341796875
2018-05-18,7529.109375
2018-05-21,7396.75830078125
2018-05-22,7222.02099609375
2018-05-23,7192.642578125
2018-05-24,7308.82080078125
2018-05-25,7268.3642578125
2018-05-28,7496.26953125
2018-05-29,7374.3046875
2018-05-30,7371.634765625
2018-05-31,7380.78271484375
2018-06-01,7169.4462890625
2018-06-04,7075.67236328125
2018-06-05,7083.091796875
2018-06-06,7026.90576171875
2018-06-07,7079.53076171875
2018-06-08,7167.76513671875
2018-06-11,7139.12841796875
2018-06-12,7282.70751953125
2018-06-13,7412.091796875
2018-06-14,7293.736328125
2018-06-15,7265.4951171875
2018-06-18,7074.38623046875
2018-06-19,7053.9599609375
2018-06-20,7039.1728515625
2018-06-21,7068.74853515625
2018-06-22,7072.95263671875
2018-06-25,6989.31689453125
2018-06-26,6924.97119140625
2018-06-27,6990.603515625
2018-06-28,6969.3857421875
2018-06-29,6949.9482421875
2018-07-02,6940.55126953125
2018-07-03,6884.66259765625
2018-07-04,6963.69775390625
2018-07-05,6881.052734375
2018-07-06,6805.923828125
2018-07-09,6921.11376953125
2018-07-10,6986.5966796875
2018-07-11,6958.3564453125
2018-07-12,7127.94970703125
2018-07-13,7050.39892578125
2018-07-16,6925.9599609375
2018-07-17,6904.5947265625
2018-07-18,6856.8173828125
2018-07-19,6722.3818359375
2018-07-20,6629.14306640625
2018-07-23,6594.33251953125
2018-07-24,6821.46240234375
2018-07-25,6728.81884765625
2018-07-26,6835.625
2018-07-27,6771.89794921875
2018-07-30,6632.806640625
2018-07-31,6597.056640625
2018-08-01,6583.7861328125
2018-08-02,6488.61669921875
2018-08-03,6678.609375
2018-08-06,6622.60693359375
2018-08-07,6604.53369140625
2018-08-08,6667.7158203125
2018-08-09,6656.7734375
2018-08-10,6682.1748046875
2018-08-13,6606.5634765625
2018-08-14,6684.50244140625
2018-08-16,6643.94775390625
2018-08-17,6682.1748046875
2018-08-20,6652.16796875
2018-08-21,6706.28857421875
2018-08-23,6734.8095703125
2018-08-24,6709.65625
2018-08-27,7185.20751953125
2018-08-28,7099.04931640625
2018-08-29,7088.35400390625
2018-08-30,7053.2470703125
2018-08-31,7091.37451171875
2018-09-03,6977.7353515625
2018-09-04,6968.7724609375
2018-09-05,6897.91552734375
2018-09-06,6874.69189453125
2018-09-07,6815.81787109375
2018-09-10,6880.58447265625
2018-09-11,6840.921875
2018-09-12,6936.78515625
2018-09-14,7044.3837890625
2018-09-17,6942.52880859375
2018-09-18,6791.7529296875
2018-09-19,6884.29833984375
2018-09-21,6942.92529296875
2018-09-24,6826.51318359375
2018-09-25,6722.33154296875
2018-09-26,6839.1396484375
2018-09-27,6753.08154296875
2018-09-28,6823.4931640625
2018-10-01,6661.08056640625
2018-10-03,6585.419921875
2018-10-04,6359.62744140625
2018-10-05,6285.0068359375
2018-10-08,6143.63916015625
2018-10-09,6006.578125
2018-10-10,6187.4609375
2018-10-11,6402.4091796875
2018-10-12,6428.1083984375
2018-10-15,6375.8701171875
2018-10-16,6541.30126953125
2018-10-17,6423.7509765625
2018-10-19,6531.59619140625
2018-10-22,6305.4072265625
2018-10-23,6492.875
2018-10-24,6362.44970703125
2018-10-25,6261.18994140625
2018-10-26,6237.966796875
2018-10-29,6265.15087890625
2018-10-30,6240.98779296875
2018-10-31,6240.69091796875
2018-11-01,6351.5068359375
2018-11-02,6590.47021484375
2018-11-05,6617.75439453125
2018-11-06,6725.25341796875
2018-11-07,6775.2646484375
2018-11-09,6792.24755859375
2018-11-12,6780.36474609375
2018-11-13,6689.8486328125
2018-11-14,6604.484375
2018-11-15,6737.28564453125
2018-11-16,6609.6826171875
2018-11-19,6866.72021484375
2018-11-20,6750.3076171875
2018-11-21,6592.89697265625
2018-11-22,6465.83935546875
2018-11-26,6464.30419921875
2018-11-27,6573.53662109375
2018-11-28,6722.77734375
2018-11-29,6847.607421875
2018-11-30,6703.46630859375
2018-12-03,6511.29541015625
2018-12-04,6553.333984375
2018-12-05,6479.5546875
2018-12-06,6420.779296875
2018-12-07,6329.52197265625
2018-12-10,6237.373046875
2018-12-11,6540.509765625
2018-12-12,6829.78173828125
2018-12-13,6870.48388671875
2018-12-14,6658.654296875
2018-12-17,6914.404296875
2018-12-18,6771.25439453125
2018-12-19,6912.62255859375
2018-12-20,6775.8583984375
2018-12-21,6735.94873046875
2018-12-24,6633.896484375
2018-12-26,6748.4267578125
2018-12-27,6727.7783203125
2018-12-28,6925.8916015625
2018-12-31,6898.3603515625
2019-01-01,6808.24169921875
2019-01-02,6786.80126953125
2019-01-03,6725.05517578125
2019-01-04,6643.6015625
2019-01-07,6411.8671875
2019-01-08,6333.978515625
2019-01-09,6317.5888671875
2019-01-10,6419.7890625
2019-01-11,6320.26318359375
2019-01-14,6337.197265625
2019-01-15,6278.07568359375
2019-01-16,6345.31787109375
2019-01-17,6384.43505859375
2019-01-18,6322.64013671875
2019-01-21,6256.23828125
2019-01-22,6290.85009765625
2019-01-23,6265.2509765625
2019-01-24,6397.21044921875
2019-01-25,6201.8701171875
2019-01-28,6188.69970703125
2019-01-29,6223.8056640625
2019-01-30,6199.7900390625
2019-01-31,6168.10009765625
2019-02-01,6129.279296875
2019-02-04,6059.8583984375
2019-02-05,6271.73681640625
2019-02-06,6238.462890625
2019-02-07,6180.6279296875
2019-02-08,6150.81884765625
2019-02-11,6152.453125
2019-02-12,6111.50341796875
2019-02-14,6005.0439453125
2019-02-15,5894.9208984375
2019-02-18,5815.6455078125
2019-02-19,5815.19970703125
2019-02-20,5890.2666015625
2019-02-21,5868.4794921875
2019-02-22,5851.4453125
2019-02-25,6093.72705078125
2019-02-26,6443.6064453125
2019-02-27,6331.80029296875
2019-02-28,6739.95947265625
2019-03-01,6462.224609375
2019-03-05,6378.7412109375
2019-03-06,6385.42578125
2019-03-07,6350.02197265625
2019-03-08,6241.23486328125
2019-03-11,6240.98779296875
2019-03-12,6325.11474609375
2019-03-13,6437.615234375
2019-03-14,6352.6962890625
2019-03-15,6344.92236328125
2019-03-18,6242.32470703125
2019-03-19,6150.67041015625
2019-03-20,6157.6015625
2019-03-22,6171.9619140625
2019-03-25,6133.63720703125
2019-03-26,6156.61181640625
2019-03-27,6279.015625
2019-03-28,6275.35205078125
2019-04-01,6578.0927734375
2019-04-02,6479.9013671875
2019-04-03,6333.6318359375
2019-04-04,6283.47265625
2019-04-05,6265.00244140625
2019-04-08,6272.62890625
2019-04-09,6284.8095703125
2019-04-10,6289.56201171875
2019-04-11,6288.77001953125
2019-04-12,6257.42724609375
2019-04-15,6235.14501953125
2019-04-16,6265.646484375
2019-04-18,6241.8291015625
2019-04-22,6243.759765625
2019-04-23,6246.43408203125
2019-04-24,6239.798828125
2019-04-25,6232.42138671875
2019-04-26,6222.171875
2019-04-30,6196.72021484375
2019-05-02,6158.04833984375
2019-05-03,6251.435546875
2019-05-06,6251.63330078125
2019-05-07,6171.8642578125
2019-05-08,6150.47265625
2019-05-09,6141.8076171875
2019-05-10,6116.9990234375
2019-05-13,6190.2333984375
2019-05-14,6102.19482421875
2019-05-15,6181.716796875
2019-05-16,6136.1123046875
2019-05-17,6074.02001953125
2019-05-20,6130.8154296875
2019-05-21,6028.9111328125
2019-05-22,6145.6201171875
2019-05-23,6147.10546875
2019-05-24,6150.27392578125
2019-05-27,6144.0849609375
2019-05-28,6236.08544921875
2019-05-29,6382.05859375
2019-05-30,6220.0419921875
2019-05-31,6222.76611328125
2019-06-03,6148.49169921875
2019-06-04,6144.82763671875
2019-06-06,6104.076171875
2019-06-07,6099.71875
2019-06-10,6103.77880859375
2019-06-11,6115.91015625
2019-06-12,6078.72412109375
2019-06-13,6105.01708984375
2019-06-14,6062.482421875
2019-06-17,6060.9482421875
2019-06-18,6073.3759765625
2019-06-19,6046.43896484375
2019-06-20,6072.13818359375
2019-06-21,6137.64794921875
2019-06-24,6054.36181640625
2019-06-25,6090.9052734375
2019-06-26,6055.84765625
2019-06-27,6076.0498046875
2019-06-28,6067.18701171875
2019-07-01,6057.431640625
2019-07-02,6104.91796875
