Date,ALICORC1.LM
2015-08-24,2.6001696586608887
2015-08-25,2.6335055828094482
2015-08-26,2.813516616821289
2015-08-27,2.8601865768432617
2015-08-28,2.8601865768432617
2015-08-31,3.1002025604248047
2015-09-01,3.0001957416534424
2015-09-02,3.0001957416534424
2015-09-03,3.066866636276245
2015-09-04,3.0335311889648438
2015-09-08,3.0335311889648438
2015-09-09,3.1735403537750244
2015-09-10,3.300215005874634
2015-09-11,3.366886615753174
2015-09-14,3.366886615753174
2015-09-15,3.3735532760620117
2015-09-16,3.3735532760620117
2015-09-17,3.4335572719573975
2015-09-18,3.466892719268799
2015-09-21,3.4335572719573975
2015-09-22,3.3935546875
2015-09-23,3.400221586227417
2015-09-24,3.400221586227417
2015-09-25,3.400221586227417
2015-09-28,3.400221586227417
2015-09-29,3.386887311935425
2015-09-30,3.386887311935425
2015-10-01,3.4335572719573975
2015-10-02,3.4335572719573975
2015-10-05,3.546898365020752
2015-10-06,3.546898365020752
2015-10-07,3.6002349853515625
2015-10-08,3.6002349853515625
2015-10-09,3.6002349853515625
2015-10-12,3.6002349853515625
2015-10-13,3.566899538040161
2015-10-14,3.566899538040161
2015-10-15,3.566899538040161
2015-10-16,3.5202298164367676
2015-10-19,3.5202298164367676
2015-10-20,3.5135624408721924
2015-10-21,3.5135624408721924
2015-10-22,3.566899538040161
2015-10-23,3.6669058799743652
2015-10-26,3.6669058799743652
2015-10-27,3.6669058799743652
2015-10-28,3.6669058799743652
2015-10-29,3.7669124603271484
2015-10-30,3.720242738723755
2015-11-02,3.720242738723755
2015-11-03,3.6669058799743652
2015-11-04,3.6669058799743652
2015-11-05,3.6669058799743652
2015-11-06,3.8002476692199707
2015-11-09,3.833583116531372
2015-11-10,3.833583116531372
2015-11-11,3.8669192790985107
2015-11-12,3.8669192790985107
2015-11-13,3.8669192790985107
2015-11-16,3.8669192790985107
2015-11-17,3.8669192790985107
2015-11-18,3.8669192790985107
2015-11-19,3.8002476692199707
2015-11-20,3.8002476692199707
2015-11-23,3.8669192790985107
2015-11-24,3.8669192790985107
2015-11-25,3.833583116531372
2015-11-27,3.7669124603271484
2015-11-30,3.806915044784546
2015-12-01,3.806915044784546
2015-12-02,3.833583116531372
2015-12-03,3.7669124603271484
2015-12-04,3.8002476692199707
2015-12-07,3.8002476692199707
2015-12-08,3.8002476692199707
2015-12-09,3.9335899353027344
2015-12-10,3.9335899353027344
2015-12-11,3.966925621032715
2015-12-14,3.966925621032715
2015-12-15,3.966925621032715
2015-12-16,3.966925621032715
2015-12-17,3.900254011154175
2015-12-18,3.980259656906128
2015-12-21,3.920255661010742
2015-12-22,3.8669192790985107
2015-12-23,3.8669192790985107
2015-12-24,3.8669192790985107
2015-12-28,3.8535845279693604
2015-12-29,3.8535845279693604
2015-12-30,3.8535845279693604
2015-12-31,3.8535845279693604
2016-01-04,3.8002476692199707
2016-01-05,3.8002476692199707
2016-01-06,3.7669124603271484
2016-01-07,3.700241804122925
2016-01-08,3.6669058799743652
2016-01-11,3.633570671081543
2016-01-12,3.6669058799743652
2016-01-13,3.6669058799743652
2016-01-14,3.6669058799743652
2016-01-15,3.6669058799743652
2016-01-19,3.566899538040161
2016-01-20,3.500227928161621
2016-01-21,3.4535586833953857
2016-01-22,3.4535586833953857
2016-01-25,3.400221586227417
2016-01-26,3.400221586227417
2016-01-27,3.3335506916046143
2016-01-28,3.400221586227417
2016-01-29,3.400221586227417
2016-02-01,3.466892719268799
2016-02-02,3.466892719268799
2016-02-03,3.4335572719573975
2016-02-04,3.400221586227417
2016-02-05,3.4335572719573975
2016-02-08,3.3335506916046143
2016-02-09,3.3335506916046143
2016-02-10,3.366886615753174
2016-02-11,3.3535521030426025
2016-02-12,3.3735532760620117
2016-02-16,3.380220413208008
2016-02-17,3.400221586227417
2016-02-18,3.466892719268799
2016-02-19,3.466892719268799
2016-02-22,3.700241804122925
2016-02-23,3.700241804122925
2016-02-24,3.700241804122925
2016-02-25,3.660238742828369
2016-02-26,3.6669058799743652
2016-02-29,3.646904468536377
2016-03-01,3.646904468536377
2016-03-02,3.633570671081543
2016-03-03,3.633570671081543
2016-03-04,3.74691104888916
2016-03-07,3.806915044784546
2016-03-08,3.806915044784546
2016-03-09,3.8135814666748047
2016-03-10,3.820249319076538
2016-03-11,3.7669124603271484
2016-03-14,3.8135814666748047
2016-03-15,3.8135814666748047
2016-03-16,3.7669124603271484
2016-03-17,3.833583116531372
2016-03-18,3.966925621032715
2016-03-21,3.980259656906128
2016-03-22,3.980259656906128
2016-03-23,4.000260829925537
2016-03-24,4.000260829925537
2016-03-28,4.000260829925537
2016-03-29,4.000260829925537
2016-03-30,3.9335899353027344
2016-03-31,4.000260829925537
2016-04-01,4.000260829925537
2016-04-04,3.9869258403778076
2016-04-05,3.9869258403778076
2016-04-06,4.000260829925537
2016-04-07,3.966925621032715
2016-04-08,3.900254011154175
2016-04-11,4.333616256713867
2016-04-12,4.333616256713867
2016-04-13,4.400286674499512
2016-04-14,4.500294208526611
2016-04-15,4.433622360229492
2016-04-18,4.533629417419434
2016-04-19,4.533629417419434
2016-04-20,4.533629417419434
2016-04-21,4.469112396240234
2016-04-22,4.314541816711426
2016-04-25,4.220455646514893
2016-04-26,4.220455646514893
2016-04-27,4.207014083862305
2016-04-28,4.233896732330322
2016-04-29,4.200294017791748
