Date,CONSUMBEES.NS
2015-08-03,37.0
2015-08-04,37.849998474121094
2015-08-05,37.849998474121094
2015-08-06,37.849998474121094
2015-08-10,37.849998474121094
2015-08-11,36.93000030517578
2015-08-12,37.349998474121094
2015-08-14,37.349998474121094
2015-08-17,37.869998931884766
2015-08-18,37.810001373291016
2015-08-20,38.5
2015-08-21,36.5
2015-08-24,35.75
2015-08-25,36.59000015258789
2015-08-26,38.9900016784668
2015-08-27,36.20000076293945
2015-08-28,37.0
2015-09-01,35.709999084472656
2015-09-02,34.95000076293945
2015-09-03,34.95000076293945
2015-09-04,34.900001525878906
2015-09-07,32.75
2015-09-08,33.5
2015-09-09,35.459999084472656
2015-09-10,35.0
2015-09-11,34.75
2015-09-14,36.0
2015-09-15,34.0
2015-09-18,34.0
2015-09-23,34.0
2015-09-24,37.0
2015-09-28,34.0
2015-09-29,35.540000915527344
2015-09-30,32.5
2015-10-01,33.900001525878906
2015-10-05,35.0
2015-10-06,32.529998779296875
2015-10-07,33.11000061035156
2015-10-08,32.54999923706055
2015-10-09,34.0
2015-10-12,32.599998474121094
2015-10-13,34.45000076293945
2015-10-14,33.290000915527344
2015-10-15,33.29999923706055
2015-10-16,33.099998474121094
2015-10-19,33.150001525878906
2015-10-20,35.0
2015-10-23,35.29999923706055
2015-10-26,36.2599983215332
2015-10-28,33.0
2015-10-29,33.150001525878906
2015-10-30,34.9900016784668
2015-11-03,32.54999923706055
2015-11-09,34.09000015258789
2015-11-10,34.400001525878906
2015-11-13,32.900001525878906
2015-11-17,33.400001525878906
2015-11-19,34.90999984741211
2015-11-23,32.33000183105469
2015-11-27,33.849998474121094
2015-12-01,33.95000076293945
2015-12-02,34.70000076293945
2015-12-03,34.599998474121094
2015-12-07,36.0
2015-12-08,35.650001525878906
2015-12-09,38.5
2015-12-10,38.400001525878906
2015-12-17,37.5
2015-12-18,38.599998474121094
2015-12-22,34.04999923706055
2015-12-23,35.36000061035156
2015-12-24,37.9900016784668
2015-12-28,35.099998474121094
2015-12-29,35.099998474121094
2016-01-04,36.0
2016-01-06,35.04999923706055
2016-01-07,35.04999923706055
2016-01-08,38.45000076293945
2016-01-11,33.150001525878906
2016-01-13,36.400001525878906
2016-01-14,32.56999969482422
2016-01-19,34.2400016784668
2016-01-20,35.849998474121094
2016-01-21,35.84000015258789
2016-01-22,33.06999969482422
2016-01-28,35.900001525878906
2016-01-29,33.93000030517578
2016-02-01,36.0
2016-02-02,33.52000045776367
2016-02-03,32.400001525878906
2016-02-04,35.04999923706055
2016-02-05,35.0
2016-02-08,35.59000015258789
2016-02-09,36.599998474121094
2016-02-10,36.0
2016-02-11,35.95000076293945
2016-02-12,35.900001525878906
2016-02-15,35.45000076293945
2016-02-16,35.54999923706055
2016-02-17,33.79999923706055
2016-02-18,32.02000045776367
2016-02-19,32.0
2016-02-22,34.95000076293945
2016-02-23,35.900001525878906
2016-02-24,35.45000076293945
2016-02-25,37.79999923706055
2016-02-26,35.650001525878906
2016-02-29,32.0
2016-03-01,33.470001220703125
2016-03-02,34.9900016784668
2016-03-03,34.9900016784668
2016-03-04,35.0
2016-03-08,35.5
2016-03-09,36.79999923706055
2016-03-10,33.119998931884766
2016-03-11,35.9900016784668
2016-03-14,35.45000076293945
2016-03-15,34.130001068115234
2016-03-16,34.29999923706055
2016-03-17,36.189998626708984
2016-03-18,35.93000030517578
2016-03-23,36.220001220703125
2016-03-29,35.0
2016-03-30,33.0
2016-03-31,34.529998779296875
2016-04-01,35.959999084472656
2016-04-04,36.900001525878906
2016-04-05,36.900001525878906
2016-04-06,37.45000076293945
2016-04-07,36.5
2016-04-08,37.08000183105469
2016-04-18,37.45000076293945
2016-04-20,35.5
2016-04-27,35.5
2016-04-29,35.209999084472656
2016-05-02,36.599998474121094
2016-05-03,35.81999969482422
2016-05-04,35.790000915527344
2016-05-05,35.400001525878906
2016-05-06,35.5
2016-05-09,36.0
2016-05-10,35.93000030517578
2016-05-11,36.33000183105469
2016-05-12,36.400001525878906
2016-05-13,36.18000030517578
2016-05-16,35.93000030517578
2016-05-17,36.47999954223633
2016-05-18,36.150001525878906
2016-05-19,35.75
2016-05-20,35.65999984741211
2016-05-23,35.95000076293945
2016-05-24,35.7599983215332
2016-05-25,36.119998931884766
2016-05-26,36.58000183105469
2016-05-27,36.939998626708984
2016-05-30,36.959999084472656
2016-05-31,37.060001373291016
2016-06-01,37.52000045776367
2016-06-02,37.5099983215332
2016-06-03,37.79999923706055
2016-06-06,37.41999816894531
2016-06-07,37.77000045776367
2016-06-08,37.790000915527344
2016-06-09,37.68000030517578
2016-06-13,36.90999984741211
2016-06-14,36.970001220703125
2016-06-15,37.369998931884766
2016-06-16,36.939998626708984
2016-06-17,37.38999938964844
2016-06-20,37.5099983215332
2016-06-21,37.22999954223633
2016-06-22,37.2599983215332
2016-06-23,37.25
2016-06-24,37.130001068115234
2016-06-27,37.2599983215332
2016-06-28,37.290000915527344
2016-06-29,37.939998626708984
2016-06-30,38.43000030517578
2016-07-01,38.529998779296875
2016-07-04,38.779998779296875
2016-07-05,38.33000183105469
2016-07-07,38.619998931884766
2016-07-08,38.599998474121094
2016-07-11,39.13999938964844
2016-07-12,39.099998474121094
2016-07-13,38.75
2016-07-14,39.0099983215332
2016-07-15,39.36000061035156
2016-07-18,39.380001068115234
2016-07-19,38.970001220703125
2016-07-20,39.04999923706055
2016-07-21,39.04999923706055
2016-07-22,39.34000015258789
2016-07-25,39.34000015258789
2016-07-26,39.650001525878906
2016-07-27,39.619998931884766
2016-07-28,39.810001373291016
2016-07-29,39.79999923706055
2016-08-01,39.9900016784668
2016-08-02,40.439998626708984
2016-08-03,39.79999923706055
2016-08-04,40.0099983215332
2016-08-05,40.0
2016-08-08,42.0
2016-08-09,40.290000915527344
2016-08-10,39.84000015258789
2016-08-11,39.689998626708984
2016-08-12,40.27000045776367
2016-08-16,40.119998931884766
2016-08-17,40.29999923706055
2016-08-18,40.130001068115234
2016-08-19,40.310001373291016
2016-08-22,40.2400016784668
2016-08-23,39.95000076293945
2016-08-24,40.209999084472656
2016-08-25,40.47999954223633
2016-08-26,40.0
2016-08-29,40.060001373291016
2016-08-30,40.5099983215332
2016-08-31,40.939998626708984
2016-09-01,40.83000183105469
2016-09-02,40.86000061035156
2016-09-06,41.400001525878906
2016-09-07,41.45000076293945
2016-09-08,41.540000915527344
2016-09-09,41.369998931884766
2016-09-12,40.650001525878906
2016-09-14,40.68000030517578
2016-09-15,40.86000061035156
2016-09-16,41.20000076293945
2016-09-19,41.16999816894531
2016-09-20,40.439998626708984
2016-09-21,40.810001373291016
2016-09-22,40.72999954223633
2016-09-26,40.529998779296875
2016-09-28,40.619998931884766
2016-09-29,39.70000076293945
2016-09-30,40.18000030517578
2016-10-03,40.529998779296875
2016-10-04,40.77000045776367
2016-10-05,40.75
2016-10-07,40.459999084472656
2016-10-10,41.0
2016-10-14,39.95000076293945
2016-10-17,39.630001068115234
2016-10-18,39.790000915527344
2016-10-19,39.720001220703125
2016-10-20,39.7599983215332
2016-10-21,39.7599983215332
2016-10-25,39.5
2016-10-28,39.349998474121094
2016-11-01,39.90999984741211
2016-11-02,39.70000076293945
2016-11-03,39.4900016784668
2016-11-04,39.150001525878906
2016-11-07,39.349998474121094
2016-11-08,39.060001373291016
2016-11-09,38.59000015258789
2016-11-10,38.400001525878906
2016-11-11,36.88999938964844
2016-11-15,35.75
2016-11-16,36.29999923706055
2016-11-18,36.09000015258789
2016-11-21,35.18000030517578
2016-11-22,35.7599983215332
2016-11-23,35.689998626708984
2016-11-24,35.66999816894531
2016-11-25,35.61000061035156
2016-11-28,35.9900016784668
2016-11-30,36.75
2016-12-01,37.060001373291016
2016-12-06,36.5099983215332
2016-12-12,36.869998931884766
2016-12-13,36.65999984741211
2016-12-14,36.630001068115234
2016-12-15,36.560001373291016
2016-12-16,36.33000183105469
2016-12-19,36.11000061035156
2016-12-20,35.83000183105469
2016-12-21,35.619998931884766
2016-12-22,35.33000183105469
2016-12-26,35.25
2017-01-03,36.63999938964844
2017-01-05,37.560001373291016
2017-01-09,37.470001220703125
2017-01-10,37.290000915527344
2017-01-11,37.54999923706055
2017-01-12,37.599998474121094
2017-01-13,37.5099983215332
2017-01-16,37.65999984741211
2017-01-18,38.04999923706055
2017-01-19,38.380001068115234
2017-01-20,37.79999923706055
2017-01-23,38.130001068115234
2017-01-24,38.20000076293945
2017-01-25,38.689998626708984
2017-01-27,38.650001525878906
2017-01-30,39.04999923706055
2017-01-31,39.16999816894531
2017-02-01,40.0
2017-02-02,40.40999984741211
2017-02-03,40.20000076293945
2017-02-06,40.380001068115234
2017-02-07,40.43000030517578
2017-02-08,40.439998626708984
2017-02-09,40.099998474121094
2017-02-10,40.68000030517578
2017-02-13,40.0
2017-02-14,40.31999969482422
2017-02-15,40.40999984741211
2017-02-16,40.13999938964844
2017-02-17,40.400001525878906
2017-02-20,40.650001525878906
2017-02-21,40.63999938964844
2017-02-22,40.79999923706055
2017-02-23,40.70000076293945
2017-02-27,40.540000915527344
2017-02-28,42.75
2017-03-01,41.25
2017-03-02,41.2599983215332
2017-03-03,42.0
2017-03-06,40.529998779296875
2017-03-07,41.0
2017-03-08,40.369998931884766
2017-03-09,40.38999938964844
2017-03-10,41.54999923706055
2017-03-14,41.45000076293945
2017-03-15,42.47999954223633
2017-03-16,41.56999969482422
2017-03-17,42.75
2017-03-20,41.52000045776367
2017-03-21,41.56999969482422
2017-03-22,41.0
2017-03-23,41.47999954223633
2017-03-24,41.150001525878906
2017-03-27,40.779998779296875
2017-03-28,41.4900016784668
2017-03-29,40.95000076293945
2017-03-30,41.47999954223633
2017-03-31,41.150001525878906
2017-04-03,41.25
2017-04-05,41.59000015258789
2017-04-06,42.0
