Date,EUCA4.SA
2015-08-24,2.1763651371002197
2015-08-25,2.145603656768799
2015-08-26,2.153294086456299
2015-08-27,2.2148170471191406
2015-08-28,2.153294086456299
2015-08-31,2.537810802459717
2015-09-01,2.114842414855957
2015-09-02,2.1840555667877197
2015-09-03,2.099461555480957
2015-09-04,2.091771364212036
2015-09-08,2.084080934524536
2015-09-09,2.0687005519866943
2015-09-10,2.0533199310302734
2015-09-11,2.0687005519866943
2015-09-14,2.0763907432556152
2015-09-15,2.0610098838806152
2015-09-16,1.9533454179763794
2015-09-17,2.0687005519866943
2015-09-18,1.9994871616363525
2015-09-21,1.991796851158142
2015-09-22,1.991796851158142
2015-09-23,2.0379390716552734
2015-09-24,2.1840555667877197
2015-09-25,1.9994871616363525
2015-09-28,1.937964916229248
2015-09-29,1.961035966873169
2015-09-30,1.9841067790985107
2015-10-01,2.0763907432556152
2015-10-02,2.153294086456299
2015-10-05,1.9302743673324585
2015-10-06,1.991796851158142
2015-10-07,2.0148680210113525
2015-10-08,2.0610098838806152
2015-10-09,2.0610098838806152
2015-10-13,2.0610098838806152
2015-10-14,1.945655107498169
2015-10-15,1.9764163494110107
2015-10-16,2.0302488803863525
2015-10-19,2.0687005519866943
2015-10-20,1.991796851158142
2015-10-21,2.2686493396759033
2015-10-22,2.2071263790130615
2015-10-23,2.2148170471191406
2015-10-26,2.2225074768066406
2015-10-27,2.2301979064941406
2015-10-28,2.122532844543457
2015-10-29,2.0763907432556152
2015-10-30,2.1840555667877197
2015-11-03,2.2148170471191406
2015-11-04,2.0456292629241943
2015-11-05,2.0763907432556152
2015-11-06,2.107151985168457
2015-11-09,2.0225584506988525
2015-11-10,2.0225584506988525
2015-11-11,2.137913465499878
2015-11-12,2.1686747074127197
2015-11-13,2.0456292629241943
2015-11-16,1.9225842952728271
2015-11-17,1.937964916229248
2015-11-18,1.9687258005142212
2015-11-19,2.145603656768799
2015-11-23,2.137913465499878
2015-11-24,2.145603656768799
2015-11-25,2.145603656768799
2015-11-26,2.0610098838806152
2015-11-27,2.091771364212036
2015-11-30,2.145603656768799
2015-12-01,2.0148680210113525
2015-12-02,2.114842414855957
2015-12-03,2.091771364212036
2015-12-04,2.137913465499878
2015-12-07,2.1917457580566406
2015-12-08,2.0763907432556152
2015-12-09,2.0763907432556152
2015-12-10,2.099461555480957
2015-12-11,2.091771364212036
2015-12-14,1.9994871616363525
2015-12-15,1.8995128870010376
2015-12-16,1.961035966873169
2015-12-17,2.0379390716552734
2015-12-18,1.9072036743164062
2015-12-21,2.0687005519866943
2015-12-22,2.2225074768066406
2015-12-23,2.307100534439087
2015-12-28,2.2455782890319824
2015-12-29,2.2609589099884033
2015-12-30,2.114842414855957
2016-01-04,2.2148170471191406
2016-01-05,2.0071775913238525
2016-01-06,2.0302488803863525
2016-01-07,2.0533199310302734
2016-01-08,2.0379390716552734
2016-01-11,2.0763907432556152
2016-01-12,1.853371024131775
2016-01-13,1.7610870599746704
2016-01-14,1.7610870599746704
2016-01-15,1.8995128870010376
2016-01-18,1.9148937463760376
2016-01-19,1.961035966873169
2016-01-20,1.9148937463760376
2016-01-21,1.7533965110778809
2016-01-22,1.7687771320343018
2016-01-26,1.8841325044631958
2016-01-27,1.961035966873169
2016-01-28,1.730325698852539
2016-01-29,1.822609543800354
2016-02-01,1.730325698852539
2016-02-02,1.730325698852539
2016-02-03,1.845680594444275
2016-02-04,1.9148937463760376
2016-02-05,1.9225842952728271
2016-02-10,1.9764163494110107
2016-02-11,1.9687258005142212
2016-02-12,1.73801589012146
2016-02-15,1.822609543800354
2016-02-16,1.8764421939849854
2016-02-17,1.807228922843933
2016-02-18,1.8995128870010376
2016-02-19,1.8918226957321167
2016-02-22,1.7764674425125122
2016-02-23,1.7457062005996704
2016-02-24,1.7533965110778809
2016-02-25,1.807228922843933
2016-02-26,1.8841325044631958
2016-02-29,1.945655107498169
2016-03-01,1.9225842952728271
2016-03-02,1.9302743673324585
2016-03-03,1.9148937463760376
2016-03-04,1.9687258005142212
2016-03-07,1.9994871616363525
2016-03-08,1.9994871616363525
2016-03-09,1.9994871616363525
2016-03-10,1.830300211906433
2016-03-11,1.961035966873169
2016-03-14,1.991796851158142
2016-03-15,1.9841067790985107
2016-03-16,1.9533454179763794
2016-03-17,1.9533454179763794
2016-03-18,2.0379390716552734
2016-03-21,2.0302488803863525
2016-03-22,1.9994871616363525
2016-03-23,1.9302743673324585
2016-03-24,2.0148680210113525
2016-03-28,1.9994871616363525
2016-03-29,1.9841067790985107
2016-03-30,2.0071775913238525
2016-03-31,1.991796851158142
2016-04-01,1.845680594444275
2016-04-04,1.8610613346099854
2016-04-05,1.8841325044631958
2016-04-06,1.8841325044631958
2016-04-07,1.8841325044631958
2016-04-08,1.961035966873169
2016-04-11,1.9994871616363525
2016-04-12,2.0379390716552734
2016-04-13,1.9994871616363525
2016-04-14,2.0071775913238525
2016-04-15,2.0302488803863525
2016-04-18,2.0763907432556152
2016-04-19,2.1366395950317383
2016-04-20,2.1597797870635986
2016-04-22,2.198347330093384
2016-04-25,2.198347330093384
2016-04-26,1.966942548751831
2016-04-27,1.959228754043579
2016-04-28,1.9360883235931396
2016-04-29,1.9900827407836914
2016-05-02,1.9900827407836914
2016-05-03,1.966942548751831
2016-05-04,1.966942548751831
2016-05-05,1.9823695421218872
2016-05-06,1.9360883235931396
2016-05-09,1.9823695421218872
2016-05-10,1.8898075819015503
2016-05-11,1.8975207805633545
2016-05-12,1.851239800453186
2016-05-13,1.8126721382141113
2016-05-16,1.9900827407836914
2016-05-17,1.8358131647109985
2016-05-18,1.8049589395523071
2016-05-19,1.851239800453186
2016-05-20,1.7818182706832886
2016-05-23,1.7972451448440552
2016-05-24,1.8203859329223633
2016-05-25,1.874380350112915
2016-05-27,1.8666669130325317
2016-05-30,1.7972451448440552
2016-05-31,1.8898075819015503
2016-06-01,1.851239800453186
2016-06-02,1.8049589395523071
2016-06-03,1.928375005722046
2016-06-06,1.882093906402588
2016-06-07,1.9360883235931396
2016-06-08,1.9360883235931396
2016-06-09,1.966942548751831
2016-06-10,1.9052342176437378
2016-06-13,1.882093906402588
2016-06-14,1.874380350112915
2016-06-15,1.7895317077636719
2016-06-16,1.8589533567428589
2016-06-17,1.8589533567428589
2016-06-20,1.928375005722046
2016-06-21,1.9129480123519897
2016-06-22,1.9129480123519897
2016-06-23,1.9360883235931396
2016-06-24,1.9360883235931396
2016-06-27,1.928375005722046
2016-06-28,1.959228754043579
2016-06-29,1.9515153169631958
2016-06-30,1.959228754043579
2016-07-01,1.928375005722046
2016-07-04,1.928375005722046
2016-07-05,1.8126721382141113
2016-07-06,1.8126721382141113
2016-07-07,1.8358131647109985
2016-07-08,1.8358131647109985
2016-07-11,1.882093906402588
2016-07-12,1.959228754043579
2016-07-13,1.928375005722046
2016-07-14,1.9360883235931396
2016-07-15,1.9515153169631958
2016-07-18,1.943801999092102
2016-07-19,1.8435266017913818
2016-07-20,1.882093906402588
2016-07-21,1.928375005722046
2016-07-22,2.005509614944458
2016-07-25,2.005509614944458
2016-07-26,1.943801999092102
2016-07-27,2.051790714263916
2016-07-28,1.9746557474136353
2016-07-29,1.9977960586547852
2016-08-01,2.3063364028930664
2016-08-02,2.1597797870635986
2016-08-03,2.321763515472412
2016-08-04,2.198347330093384
2016-08-05,2.2214879989624023
2016-08-08,2.2292017936706543
2016-08-09,2.2292017936706543
2016-08-10,2.584022045135498
2016-08-11,2.4297523498535156
2016-08-12,2.499173641204834
2016-08-15,2.5300278663635254
2016-08-16,2.4837467670440674
2016-08-17,2.4374661445617676
2016-08-18,2.452893018722534
2016-08-19,2.6071629524230957
2016-08-22,2.452893018722534
2016-08-23,2.4837467670440674
2016-08-24,2.4837467670440674
2016-08-25,2.4297523498535156
2016-08-26,2.4297523498535156
2016-08-29,2.4451792240142822
2016-08-30,2.3757576942443848
2016-08-31,2.4683196544647217
2016-09-01,2.352617025375366
2016-09-02,2.3757576942443848
2016-09-05,2.329477071762085
2016-09-06,2.2986226081848145
2016-09-08,2.236915111541748
2016-09-09,2.2060606479644775
2016-09-12,2.236915111541748
2016-09-13,2.236915111541748
2016-09-14,2.4374661445617676
2016-09-15,2.506887197494507
2016-09-16,2.5223143100738525
2016-09-19,2.414324998855591
2016-09-20,2.3911843299865723
2016-09-21,2.4297523498535156
2016-09-22,2.3911843299865723
2016-09-23,2.3911843299865723
2016-09-26,2.4760332107543945
2016-09-27,2.3911843299865723
2016-09-28,2.5146007537841797
2016-09-29,2.460606336593628
2016-09-30,2.4760332107543945
2016-10-03,2.3911843299865723
2016-10-04,2.4374661445617676
2016-10-05,2.4683196544647217
2016-10-06,2.4683196544647217
2016-10-07,2.452893018722534
2016-10-10,2.4374661445617676
2016-10-11,2.4683196544647217
2016-10-13,2.4683196544647217
2016-10-14,2.4297523498535156
2016-10-17,2.3911843299865723
2016-10-18,2.414324998855591
2016-10-19,2.3449039459228516
2016-10-20,2.2677688598632812
2016-10-21,2.31404972076416
2016-10-24,2.321763515472412
2016-10-25,2.352617025375366
2016-10-26,2.31404972076416
2016-10-27,2.352617025375366
2016-10-28,2.352617025375366
2016-10-31,2.283195734024048
2016-11-01,2.236915111541748
2016-11-03,2.2292017936706543
2016-11-04,2.283195734024048
2016-11-07,2.3371903896331787
2016-11-08,2.283195734024048
2016-11-09,2.31404972076416
2016-11-10,2.329477071762085
2016-11-11,2.2523419857025146
2016-11-14,2.236915111541748
2016-11-16,2.182920217514038
2016-11-17,2.1212122440338135
2016-11-18,2.236915111541748
2016-11-21,2.198347330093384
2016-11-22,2.1597797870635986
2016-11-23,2.1597797870635986
2016-11-24,2.1597797870635986
2016-11-25,2.152066230773926
2016-11-28,2.1597797870635986
2016-11-29,2.152066230773926
2016-11-30,2.059504508972168
2016-12-01,2.152066230773926
2016-12-02,2.152066230773926
2016-12-05,2.1289258003234863
2016-12-06,2.0672175884246826
2016-12-07,2.098071575164795
2016-12-08,2.0672175884246826
2016-12-09,2.31404972076416
2016-12-12,2.236915111541748
2016-12-13,2.283195734024048
2016-12-14,2.2214879989624023
2016-12-15,2.236915111541748
2016-12-16,2.275482416152954
2016-12-19,2.2214879989624023
2016-12-20,2.051790714263916
2016-12-21,2.0826449394226074
2016-12-22,2.005509614944458
2016-12-23,2.0672175884246826
2016-12-26,2.1057851314544678
2016-12-27,2.1212122440338135
2016-12-28,2.1134986877441406
2016-12-29,2.1674931049346924
2017-01-02,2.198347330093384
2017-01-03,2.236915111541748
2017-01-04,2.198347330093384
2017-01-05,2.198347330093384
2017-01-06,2.2292017936706543
2017-01-09,2.2292017936706543
2017-01-10,2.2292017936706543
2017-01-11,2.2292017936706543
2017-01-12,2.3371903896331787
2017-01-13,2.4297523498535156
2017-01-16,2.2986226081848145
2017-01-17,2.283195734024048
2017-01-18,2.283195734024048
2017-01-19,2.2446281909942627
2017-01-20,2.3834712505340576
2017-01-23,2.3371903896331787
2017-01-24,2.3911843299865723
2017-01-26,2.3449039459228516
2017-01-27,2.3757576942443848
2017-01-30,2.275482416152954
2017-01-31,2.352617025375366
2017-02-01,2.2986226081848145
2017-02-02,2.3449039459228516
2017-02-03,2.2909095287323
2017-02-06,2.2677688598632812
2017-02-07,2.2600553035736084
2017-02-08,2.2986226081848145
2017-02-09,2.275482416152954
2017-02-10,2.3449039459228516
2017-02-13,2.3449039459228516
2017-02-14,2.368044137954712
2017-02-15,2.3757576942443848
2017-02-16,2.3449039459228516
2017-02-17,2.360330581665039
2017-02-20,2.5763089656829834
2017-02-21,2.815427303314209
2017-02-22,2.8308544158935547
2017-02-23,2.584022045135498
2017-02-24,2.6148762702941895
2017-03-01,2.6534440517425537
2017-03-02,2.5377414226531982
2017-03-03,2.5994491577148438
2017-03-06,2.4914603233337402
2017-03-07,2.5146007537841797
2017-03-08,2.4914603233337402
2017-03-09,2.4837467670440674
2017-03-10,2.4297523498535156
2017-03-13,2.506887197494507
2017-03-14,2.506887197494507
2017-03-15,2.499173641204834
2017-03-16,2.6225898265838623
2017-03-17,2.545454740524292
2017-03-20,2.545454740524292
2017-03-21,2.352617025375366
2017-03-22,2.4451792240142822
2017-03-23,2.5763089656829834
2017-03-24,2.584022045135498
2017-03-27,2.499173641204834
2017-03-28,2.5223143100738525
2017-03-29,2.684298038482666
2017-03-30,2.6611576080322266
2017-03-31,2.71515154838562
2017-04-03,2.776859760284424
2017-04-04,2.8231406211853027
2017-04-05,2.8231406211853027
2017-04-06,2.8231406211853027
2017-04-07,2.71515154838562
2017-04-10,2.7382924556732178
2017-04-11,2.584022045135498
2017-04-12,2.584022045135498
2017-04-13,2.5146007537841797
2017-04-17,2.684298038482666
2017-04-18,2.6225898265838623
2017-04-19,2.6225898265838623
2017-04-20,2.6225898265838623
2017-04-24,2.71515154838562
2017-04-25,2.6303036212921143
2017-04-26,2.609503984451294
2017-04-27,2.5859949588775635
2017-04-28,2.711376667022705
2017-05-02,2.7819039821624756
2017-05-03,2.852430820465088
2017-05-04,2.9778122901916504
2017-05-05,3.009158134460449
2017-05-08,2.9699761867523193
2017-05-09,2.9778122901916504
2017-05-10,2.954303503036499
2017-05-11,2.860267400741577
2017-05-12,2.9699761867523193
