Date,MTSA4.SA
2015-08-24,5.706132411956787
2015-08-25,5.706132411956787
2015-08-26,5.706132411956787
2015-08-27,5.706132411956787
2015-08-28,5.706132411956787
2015-08-31,6.000758647918701
2015-09-01,6.012783050537109
2015-09-02,6.012783050537109
2015-09-03,5.952657222747803
2015-09-04,5.952657222747803
2015-09-08,5.892529010772705
2015-09-09,5.892529010772705
2015-09-10,5.892529010772705
2015-09-11,6.283357620239258
2015-09-14,6.247282981872559
2015-09-15,6.247282981872559
2015-09-16,6.253293991088867
2015-09-17,6.1270270347595215
2015-09-18,6.1270270347595215
2015-09-21,6.012783050537109
2015-09-22,6.012783050537109
2015-09-23,6.012783050537109
2015-09-24,5.71214485168457
2015-09-25,5.5317606925964355
2015-09-28,5.591888904571533
2015-09-29,5.71214485168457
2015-09-30,5.706132411956787
2015-10-01,5.71214485168457
2015-10-02,5.706132411956787
2015-10-05,5.706132411956787
2015-10-06,5.5317606925964355
2015-10-07,5.832400321960449
2015-10-08,5.832400321960449
2015-10-09,5.820375442504883
2015-10-13,5.820375442504883
2015-10-14,5.796324729919434
2015-10-15,5.796324729919434
2015-10-16,5.790311336517334
2015-10-19,5.790311336517334
2015-10-20,5.802334785461426
2015-10-21,5.988733291625977
2015-10-22,5.988733291625977
2015-10-23,5.988733291625977
2015-10-26,5.988733291625977
2015-10-27,5.952657222747803
2015-10-28,5.952657222747803
2015-10-29,5.952657222747803
2015-10-30,5.994746685028076
2015-11-03,5.994746685028076
2015-11-04,5.994746685028076
2015-11-05,5.994746685028076
2015-11-06,6.6140618324279785
2015-11-09,6.6140618324279785
2015-11-10,5.832400321960449
2015-11-11,5.832400321960449
2015-11-12,5.489670753479004
2015-11-13,5.441569805145264
2015-11-16,5.441569805145264
2015-11-17,5.441569805145264
2015-11-18,5.441569805145264
2015-11-19,5.441569805145264
2015-11-23,5.682082653045654
2015-11-24,5.652017116546631
2015-11-25,5.591888904571533
2015-11-26,5.62195348739624
2015-11-27,5.62195348739624
2015-11-30,5.62195348739624
2015-12-01,5.62195348739624
2015-12-02,5.62195348739624
2015-12-03,5.973325729370117
2015-12-04,5.6858391761779785
2015-12-07,5.558067798614502
2015-12-08,5.749724388122559
2015-12-09,5.749724388122559
2015-12-10,5.749724388122559
2015-12-11,5.749724388122559
2015-12-14,5.628343105316162
2015-12-15,5.628343105316162
2015-12-16,5.749724388122559
2015-12-17,5.749724388122559
2015-12-18,5.749724388122559
2015-12-21,5.736947536468506
2015-12-22,5.736947536468506
2015-12-23,5.730558395385742
2015-12-28,5.653896808624268
2015-12-29,5.653896808624268
2015-12-30,5.366409778594971
2016-01-04,5.736947536468506
2016-01-05,5.736947536468506
2016-01-06,5.736947536468506
2016-01-07,5.62195348739624
2016-01-08,5.749724388122559
2016-01-11,5.749724388122559
2016-01-12,5.245026588439941
2016-01-13,5.117255210876465
2016-01-14,5.117255210876465
2016-01-15,5.302524566650391
2016-01-18,5.430295944213867
2016-01-19,5.430295944213867
2016-01-20,5.430295944213867
2016-01-21,4.478397369384766
2016-01-22,4.753105163574219
2016-01-26,4.753105163574219
2016-01-27,5.110867023468018
2016-01-28,5.110867023468018
2016-01-29,5.110867023468018
2016-02-01,5.110867023468018
2016-02-02,5.110867023468018
2016-02-03,5.110867023468018
2016-02-04,5.110867023468018
2016-02-05,5.110867023468018
2016-02-10,5.104477405548096
2016-02-11,5.104477405548096
2016-02-12,5.104477405548096
2016-02-15,5.104477405548096
2016-02-16,5.104477405548096
2016-02-17,5.104477405548096
2016-02-18,5.104477405548096
2016-02-19,5.104477405548096
2016-02-22,5.130032062530518
2016-02-23,5.130032062530518
2016-02-24,5.130032062530518
2016-02-25,5.098088264465332
2016-02-26,5.110867023468018
2016-02-29,5.12364387512207
2016-03-01,5.12364387512207
2016-03-02,5.12364387512207
2016-03-03,5.130032062530518
2016-03-04,5.117255210876465
2016-03-07,5.430295944213867
2016-03-08,5.430295944213867
2016-03-09,5.430295944213867
2016-03-10,5.430295944213867
2016-03-11,5.4941816329956055
2016-03-14,5.558067798614502
2016-03-15,5.558067798614502
2016-03-16,5.302524566650391
2016-03-17,5.430295944213867
2016-03-18,5.430295944213867
2016-03-21,5.430295944213867
2016-03-22,5.430295944213867
2016-03-23,5.736947536468506
2016-03-24,5.736947536468506
2016-03-28,5.62195348739624
2016-03-29,7.327704906463623
2016-03-30,6.407748699188232
2016-03-31,6.407748699188232
2016-04-01,6.388582706451416
2016-04-04,6.388582706451416
2016-04-05,6.388582706451416
2016-04-06,6.388582706451416
2016-04-07,6.388582706451416
2016-04-08,6.388582706451416
2016-04-11,6.388582706451416
2016-04-12,6.388582706451416
2016-04-13,6.388582706451416
2016-04-14,6.388582706451416
2016-04-15,6.63773775100708
2016-04-18,6.573851585388184
2016-04-19,6.573851585388184
2016-04-20,6.573851585388184
2016-04-22,6.573851585388184
2016-04-25,6.573851585388184
2016-04-26,6.573851585388184
2016-04-27,6.07554292678833
2016-04-28,6.07554292678833
2016-04-29,6.081932544708252
2016-05-02,6.030821800231934
2016-05-03,5.973325729370117
2016-05-04,5.973325729370117
2016-05-05,6.069153308868408
2016-05-06,6.228867530822754
2016-05-09,6.356639385223389
2016-05-10,6.356639385223389
2016-05-11,6.382193565368652
2016-05-12,6.382193565368652
2016-05-13,5.749724388122559
2016-05-16,5.756114959716797
2016-05-17,5.788057327270508
2016-05-18,5.788057327270508
2016-05-19,6.708012104034424
2016-05-20,6.708012104034424
2016-05-23,6.708012104034424
2016-05-24,6.708012104034424
2016-05-25,6.708012104034424
2016-05-27,6.708012104034424
2016-05-30,6.708012104034424
2016-05-31,6.701624393463135
2016-06-01,6.701624393463135
2016-06-02,6.497189044952393
2016-06-03,6.497189044952393
2016-06-06,6.490800380706787
2016-06-07,6.388582706451416
2016-06-08,6.382193565368652
2016-06-09,6.356639385223389
2016-06-10,6.356639385223389
2016-06-13,6.356639385223389
2016-06-14,6.196925163269043
2016-06-15,6.484411239624023
2016-06-16,6.484411239624023
2016-06-17,6.088319301605225
2016-06-20,6.088319301605225
2016-06-21,6.382193565368652
2016-06-22,6.465246200561523
2016-06-23,6.465246200561523
2016-06-24,6.465246200561523
2016-06-27,6.037212371826172
2016-06-28,6.011656284332275
2016-06-29,6.484411239624023
2016-06-30,7.602412700653076
2016-07-01,7.602412700653076
2016-07-04,6.906059741973877
2016-07-05,6.324697017669678
2016-07-06,6.324697017669678
2016-07-07,6.356639385223389
2016-07-08,6.382193565368652
2016-07-11,6.382193565368652
2016-07-12,6.3758063316345215
2016-07-13,6.446080684661865
2016-07-14,6.382193565368652
2016-07-15,6.382193565368652
2016-07-18,6.446080684661865
2016-07-19,6.963554859161377
2016-07-20,6.388582706451416
2016-07-21,6.318309307098389
2016-07-22,6.963554859161377
2016-07-25,6.452467918395996
2016-07-26,6.452467918395996
2016-07-27,6.925222873687744
2016-07-28,6.324697017669678
2016-07-29,6.580240726470947
2016-08-01,6.644124984741211
2016-08-02,6.644124984741211
2016-08-03,6.644124984741211
2016-08-04,6.3949713706970215
2016-08-05,6.701624393463135
2016-08-08,6.708012104034424
2016-08-09,6.708012104034424
2016-08-10,6.407748699188232
2016-08-11,6.63773775100708
2016-08-12,6.63773775100708
2016-08-15,6.95716667175293
2016-08-16,6.95716667175293
2016-08-17,6.95716667175293
2016-08-18,6.708012104034424
2016-08-19,6.669680595397949
2016-08-22,6.912448406219482
2016-08-23,6.5610761642456055
2016-08-24,6.3502516746521
2016-08-25,6.426914691925049
2016-08-26,6.835784435272217
2016-08-29,6.899669647216797
2016-08-30,6.3630290031433105
2016-08-31,6.3949713706970215
2016-09-01,6.580240726470947
2016-09-02,6.644124984741211
2016-09-05,6.3630290031433105
2016-09-06,6.388582706451416
2016-09-08,6.3758063316345215
2016-09-09,6.382193565368652
2016-09-12,6.139427661895752
2016-09-13,6.3758063316345215
2016-09-14,6.382193565368652
2016-09-15,6.388582706451416
2016-09-16,6.388582706451416
2016-09-19,6.126651287078857
2016-09-20,6.011656284332275
2016-09-21,6.069153308868408
2016-09-22,6.388582706451416
2016-09-23,6.037212371826172
2016-09-26,6.3758063316345215
2016-09-27,5.998879432678223
2016-09-28,6.171370506286621
2016-09-29,6.171370506286621
2016-09-30,6.069153308868408
2016-10-03,6.069153308868408
2016-10-04,6.324697017669678
2016-10-05,6.311920166015625
2016-10-06,6.311920166015625
2016-10-07,6.311920166015625
2016-10-10,6.069153308868408
2016-10-11,6.069153308868408
2016-10-13,6.133039951324463
2016-10-14,6.049988746643066
2016-10-17,6.062765121459961
2016-10-18,6.049988746643066
2016-10-19,6.069153308868408
2016-10-20,6.133039951324463
2016-10-21,6.356639385223389
2016-10-24,6.069153308868408
2016-10-25,6.3502516746521
2016-10-26,6.3502516746521
2016-10-27,6.222479820251465
2016-10-28,6.388582706451416
2016-10-31,6.069153308868408
2016-11-01,6.069153308868408
2016-11-03,6.069153308868408
2016-11-04,6.069153308868408
2016-11-07,6.388582706451416
2016-11-08,6.260812282562256
2016-11-09,6.248033046722412
2016-11-10,6.101097583770752
2016-11-11,6.113874435424805
2016-11-14,6.3758063316345215
2016-11-16,6.3758063316345215
2016-11-17,6.3630290031433105
2016-11-18,6.369418621063232
2016-11-21,6.388582706451416
2016-11-22,6.63773775100708
2016-11-23,6.676067352294922
2016-11-24,6.867727279663086
2016-11-25,7.455476760864258
2016-11-28,7.538527488708496
2016-11-29,7.069462776184082
2016-11-30,6.901942253112793
2016-12-01,7.236988067626953
2016-12-02,6.868435859680176
2016-12-05,6.801427841186523
2016-12-06,6.861736297607422
2016-12-07,6.667409896850586
2016-12-08,6.70091438293457
2016-12-09,6.781324863433838
2016-12-12,6.767922878265381
2016-12-13,6.78802490234375
2016-12-14,6.754519462585449
2016-12-15,6.70091438293457
2016-12-16,6.694212913513184
2016-12-19,6.7210164070129395
2016-12-20,6.660707950592041
2016-12-21,6.781324863433838
2016-12-22,6.781324863433838
2016-12-23,6.406074523925781
2016-12-26,6.781324863433838
2016-12-27,6.781324863433838
2016-12-28,6.774624347686768
2016-12-29,6.781324863433838
2017-01-02,6.781324863433838
2017-01-03,6.774624347686768
2017-01-04,6.834931373596191
