Date,IMI.L
2016-01-11,785.4078979492188
2016-01-12,791.8906860351562
2016-01-13,804.3576049804688
2016-01-14,810.3416137695312
2016-01-15,790.8934326171875
2016-01-18,783.413330078125
2016-01-19,790.8934326171875
2016-01-20,758.479736328125
2016-01-21,781.4185791015625
2016-01-22,809.3442993164062
2016-01-25,762.9677124023438
2016-01-26,783.9120483398438
2016-01-27,790.3948364257812
2016-01-28,788.8986206054688
2016-01-29,802.3629150390625
2016-02-01,799.8695068359375
2016-02-02,757.482421875
2016-02-03,756.9837036132812
2016-02-04,790.8934326171875
2016-02-05,812.3362426757812
2016-02-08,778.4266357421875
2016-02-09,743.0209350585938
2016-02-10,748.0074462890625
2016-02-11,740.0288696289062
2016-02-12,774.437255859375
2016-02-15,804.8563232421875
2016-02-16,800.8668823242188
2016-02-17,837.7685546875
2016-02-18,833.2804565429688
2016-02-19,834.7764282226562
2016-02-22,855.2219848632812
2016-02-23,845.2484741210938
2016-02-24,846.7446899414062
2016-02-25,854.2246704101562
2016-02-26,869.1849975585938
2016-02-29,848.2405395507812
2016-03-01,864.1981201171875
2016-03-02,894.6171264648438
2016-03-03,906.0866088867188
2016-03-04,920.5479736328125
2016-03-07,920.5479736328125
2016-03-08,915.5614013671875
2016-03-09,911.5719604492188
2016-03-10,900.6011352539062
2016-03-11,923.5401611328125
2016-03-14,935.508056640625
2016-03-15,934.5108032226562
2016-03-16,946.9775390625
2016-03-17,956.9510498046875
2016-03-18,966.4257202148438
2016-03-21,948.4736938476562
2016-03-22,950.4683837890625
2016-03-23,951.96435546875
2016-03-24,941.4923095703125
2016-03-29,942.4896240234375
2016-03-30,954.4575805664062
2016-03-31,949.9697875976562
2016-04-01,943.4869384765625
2016-04-04,934.0121459960938
2016-04-05,927.529541015625
2016-04-06,927.529541015625
2016-04-07,908.320556640625
2016-04-08,918.79541015625
2016-04-11,923.28466796875
2016-04-12,926.2774047851562
2016-04-13,961.193603515625
2016-04-14,952.7140502929688
2016-04-15,942.2390747070312
2016-04-18,942.2390747070312
2016-04-19,973.1649780273438
2016-04-20,974.1625366210938
2016-04-21,997.1074829101562
2016-04-22,976.1575927734375
2016-04-25,958.6995849609375
2016-04-26,946.2294921875
2016-04-27,944.7330932617188
2016-04-28,942.7379150390625
2016-04-29,932.7619018554688
2016-05-03,926.7763061523438
2016-05-04,932.7619018554688
2016-05-05,941.2415771484375
2016-05-06,986.1338500976562
2016-05-09,967.1793212890625
2016-05-10,983.14111328125
2016-05-11,987.1315307617188
2016-05-12,987.6302490234375
2016-05-13,986.6327514648438
2016-05-16,997.6062622070312
2016-05-17,1002.5942993164062
2016-05-18,997.6062622070312
2016-05-19,988.1290893554688
2016-05-20,991.6207275390625
2016-05-23,994.613525390625
2016-05-24,1002.5942993164062
2016-05-25,1004.589599609375
2016-05-26,1013.5680541992188
2016-05-27,1000.59912109375
2016-05-31,1002.5942993164062
2016-06-01,989.126708984375
2016-06-02,995.6112060546875
2016-06-03,986.6327514648438
2016-06-06,1008.5799560546875
2016-06-07,1012.5703125
2016-06-08,1014.5657348632812
2016-06-09,1001.5968017578125
2016-06-10,984.1387939453125
2016-06-13,968.67578125
2016-06-14,944.7330932617188
2016-06-15,964.6852416992188
2016-06-16,934.7571411132812
2016-06-17,969.1746826171875
2016-06-20,1006.584716796875
2016-06-21,967.1793212890625
2016-06-22,973.6637573242188
2016-06-23,983.639892578125
2016-06-24,962.1912231445312
2016-06-27,911.3133544921875
2016-06-28,941.2415771484375
2016-06-29,945.7306518554688
2016-06-30,964.6852416992188
2016-07-01,988.1290893554688
2016-07-04,966.680419921875
2016-07-05,936.2534790039062
2016-07-06,917.2990112304688
2016-07-07,936.2534790039062
2016-07-08,972.6661376953125
2016-07-11,979.1505126953125
2016-07-12,1005.587158203125
2016-07-13,992.11962890625
2016-07-14,999.6016235351562
2016-07-15,998.6039428710938
2016-07-18,994.11474609375
2016-07-19,1000.59912109375
2016-07-20,999.6016235351562
2016-07-21,1006.584716796875
2016-07-22,1005.587158203125
2016-07-25,1006.584716796875
2016-07-26,1012.5703125
2016-07-27,1037.510498046875
2016-07-28,1032.5225830078125
2016-07-29,1069.4339599609375
2016-08-01,1059.4578857421875
2016-08-02,1020.5513916015625
2016-08-03,1011.5728759765625
2016-08-04,1029.52978515625
2016-08-05,1051.47705078125
2016-08-08,1051.47705078125
2016-08-09,1065.443603515625
2016-08-10,1079.4100341796875
2016-08-11,1071.5679931640625
2016-08-12,1074.56103515625
2016-08-15,1072.565673828125
2016-08-16,1061.5904541015625
2016-08-17,1047.6220703125
2016-08-18,1092.5203857421875
2016-08-19,1082.5430908203125
2016-08-22,1063.585693359375
2016-08-23,1071.5679931640625
2016-08-24,1072.565673828125
2016-08-25,1060.5927734375
2016-08-26,1067.5770263671875
2016-08-30,1057.5997314453125
2016-08-31,1054.6063232421875
2016-09-01,1058.5972900390625
2016-09-02,1080.5474853515625
2016-09-05,1082.5430908203125
2016-09-06,1087.5318603515625
2016-09-07,1094.5159912109375
2016-09-08,1100.502197265625
2016-09-09,1097.5091552734375
2016-09-12,1070.56982421875
2016-09-13,1067.5770263671875
2016-09-14,1073.5633544921875
2016-09-15,1074.56103515625
2016-09-16,1068.57470703125
2016-09-19,1081.5452880859375
2016-09-20,1079.5498046875
2016-09-21,1079.5498046875
2016-09-22,1083.5406494140625
2016-09-23,1071.5679931640625
2016-09-26,1050.6156005859375
2016-09-27,1035.6492919921875
2016-09-28,1043.63134765625
2016-09-29,1062.58837890625
2016-09-30,1071.5679931640625
2016-10-03,1088.5294189453125
2016-10-04,1126.443115234375
2016-10-05,1115.468017578125
2016-10-06,1114.470458984375
2016-10-07,1107.4862060546875
2016-10-10,1097.5091552734375
2016-10-11,1095.5137939453125
2016-10-12,1074.56103515625
2016-10-13,1069.572509765625
2016-10-14,1068.57470703125
2016-10-17,1063.585693359375
2016-10-18,1072.565673828125
2016-10-19,1071.5679931640625
2016-10-20,1027.6676025390625
2016-10-21,1023.6765747070312
2016-10-24,1028.665283203125
2016-10-25,1006.7149658203125
2016-10-26,992.7467651367188
2016-10-27,984.26611328125
2016-10-28,986.7603759765625
2016-10-31,991.7490234375
2016-11-01,979.2772827148438
2016-11-02,972.7920532226562
2016-11-03,967.3045654296875
2016-11-04,945.8531494140625
2016-11-07,931.8848876953125
2016-11-08,945.8531494140625
2016-11-09,966.8055419921875
2016-11-10,974.7874755859375
2016-11-11,913.4266967773438
2016-11-14,908.9368896484375
2016-11-15,911.93017578125
2016-11-16,911.93017578125
2016-11-17,945.8531494140625
2016-11-18,935.8757934570312
2016-11-21,932.3837280273438
2016-11-22,962.3158569335938
2016-11-23,964.8099975585938
2016-11-24,973.2909545898438
2016-11-25,967.3045654296875
2016-11-28,954.832763671875
2016-11-29,955.83056640625
2016-11-30,967.8034057617188
2016-12-01,1000.7285766601562
2016-12-02,986.2615356445312
2016-12-05,996.23876953125
2016-12-06,983.2682495117188
2016-12-07,990.2523803710938
2016-12-08,1003.7219848632812
2016-12-09,1012.7014770507812
2016-12-12,1012.7014770507812
2016-12-13,1006.7149658203125
2016-12-14,1019.6856079101562
2016-12-15,1023.6765747070312
2016-12-16,1006.7149658203125
2016-12-19,1010.7059936523438
2016-12-20,1008.7105102539062
2016-12-21,1017.6902465820312
2016-12-22,1021.6810913085938
2016-12-23,1021.6810913085938
2016-12-28,1035.6492919921875
2016-12-29,1033.65380859375
2016-12-30,1037.6448974609375
2017-01-03,1039.6402587890625
2017-01-04,1039.6402587890625
2017-01-05,1050.6156005859375
2017-01-06,1067.5770263671875
2017-01-09,1062.58837890625
2017-01-10,1065.58154296875
2017-01-11,1073.5633544921875
2017-01-12,1081.5452880859375
2017-01-13,1093.517822265625
2017-01-16,1091.5224609375
2017-01-17,1067.5770263671875
2017-01-18,1068.57470703125
2017-01-19,1079.5498046875
2017-01-20,1089.52685546875
2017-01-23,1083.5406494140625
2017-01-24,1095.5137939453125
2017-01-25,1122.452392578125
2017-01-26,1173.336669921875
2017-01-27,1174.3343505859375
2017-01-30,1167.3502197265625
2017-01-31,1163.3594970703125
2017-02-01,1178.3253173828125
2017-02-02,1180.32080078125
2017-02-03,1199.278076171875
2017-02-06,1192.293701171875
2017-02-07,1215.24169921875
2017-02-08,1199.278076171875
2017-02-09,1198.2803955078125
2017-02-10,1216.2392578125
2017-02-13,1213.246337890625
2017-02-14,1218.23486328125
2017-02-15,1229.210205078125
2017-02-16,1226.216796875
2017-02-17,1215.24169921875
2017-02-20,1207.259765625
2017-02-21,1212.248291015625
2017-02-22,1190.2984619140625
2017-02-23,1181.318603515625
2017-02-24,1208.2576904296875
2017-02-27,1246.1715087890625
2017-02-28,1238.1895751953125
2017-03-01,1288.07666015625
2017-03-02,1294.0628662109375
2017-03-03,1276.1036376953125
2017-03-06,1275.10595703125
2017-03-07,1285.083251953125
2017-03-08,1274.1080322265625
2017-03-09,1263.1329345703125
2017-03-10,1260.1396484375
2017-03-13,1260.1396484375
2017-03-14,1254.1534423828125
2017-03-15,1270.1173095703125
2017-03-16,1275.10595703125
2017-03-17,1274.1080322265625
2017-03-20,1284.085693359375
2017-03-21,1257.1468505859375
2017-03-22,1226.216796875
2017-03-23,1240.18505859375
2017-03-24,1232.2034912109375
2017-03-27,1220.23046875
2017-03-28,1225.218994140625
2017-03-29,1228.21240234375
2017-03-30,1225.218994140625
2017-03-31,1190.2984619140625
2017-04-03,1195.286865234375
2017-04-04,1186.3074951171875
2017-04-05,1191.296142578125
2017-04-06,1177.571533203125
2017-04-07,1185.5550537109375
2017-04-10,1195.5343017578125
2017-04-11,1191.5426025390625
2017-04-12,1214.4951171875
2017-04-13,1217.489013671875
2017-04-18,1192.5404052734375
2017-04-19,1201.5220947265625
2017-04-20,1206.5118408203125
2017-04-21,1215.4932861328125
2017-04-24,1241.439453125
2017-04-25,1261.3985595703125
2017-04-26,1272.3758544921875
2017-04-27,1273.3739013671875
2017-04-28,1276.36767578125
2017-05-02,1293.3328857421875
2017-05-03,1290.339111328125
2017-05-04,1306.305908203125
2017-05-05,1300.318115234375
2017-05-08,1285.3492431640625
2017-05-09,1291.3367919921875
2017-05-10,1291.3367919921875
2017-05-11,1288.3428955078125
2017-05-12,1272.3758544921875
2017-05-15,1267.38623046875
2017-05-16,1281.357666015625
2017-05-17,1252.416748046875
2017-05-18,1218.48681640625
2017-05-19,1241.439453125
2017-05-22,1232.45849609375
2017-05-23,1238.4459228515625
2017-05-24,1236.4501953125
2017-05-25,1235.451904296875
2017-05-26,1242.4375
2017-05-30,1244.4337158203125
2017-05-31,1251.419189453125
2017-06-01,1258.4044189453125
2017-06-02,1262.3966064453125
2017-06-05,1241.439453125
2017-06-06,1214.4951171875
2017-06-07,1229.464599609375
2017-06-08,1213.497314453125
2017-06-09,1247.4273681640625
2017-06-12,1216.4908447265625
2017-06-13,1244.4337158203125
2017-06-14,1247.4273681640625
2017-06-15,1219.4849853515625
2017-06-16,1240.4417724609375
2017-06-19,1258.4044189453125
2017-06-20,1213.497314453125
2017-06-21,1219.4849853515625
2017-06-22,1240.4417724609375
2017-06-23,1234.4542236328125
2017-06-26,1235.0830078125
2017-06-27,1213.254638671875
2017-06-28,1211.50146484375
2017-06-29,1195.5343017578125
2017-06-30,1192.5404052734375
2017-07-03,1208.5076904296875
2017-07-04,1192.5404052734375
2017-07-05,1202.52001953125
2017-07-06,1203.5177001953125
2017-07-07,1207.5096435546875
2017-07-10,1216.4908447265625
2017-07-11,1216.4908447265625
2017-07-12,1243.435546875
2017-07-13,1254.41259765625
2017-07-14,1257.40673828125
2017-07-17,1285.3492431640625
2017-07-18,1288.3428955078125
2017-07-19,1303.312255859375
2017-07-20,1316.2852783203125
2017-07-21,1296.326416015625
2017-07-24,1273.3739013671875
2017-07-25,1282.35546875
2017-07-26,1288.3428955078125
2017-07-27,1284.3514404296875
2017-07-28,1205.5135498046875
2017-07-31,1200.524169921875
2017-08-01,1211.50146484375
2017-08-02,1180.565185546875
2017-08-03,1178.5694580078125
2017-08-04,1182.5611572265625
2017-08-07,1182.5611572265625
2017-08-08,1190.5447998046875
2017-08-09,1185.5550537109375
2017-08-10,1166.7333984375
2017-08-11,1152.7606201171875
2017-08-14,1155.7548828125
2017-08-15,1150.764404296875
2017-08-16,1173.7198486328125
2017-08-17,1159.7470703125
2017-08-18,1157.7508544921875
2017-08-21,1148.7685546875
2017-08-22,1161.7430419921875
2017-08-23,1152.7606201171875
2017-08-24,1164.7371826171875
2017-08-25,1158.7490234375
2017-08-29,1120.8226318359375
2017-08-30,1129.8052978515625
2017-08-31,1132.79931640625
2017-09-01,1137.7896728515625
2017-09-04,1140.783935546875
2017-09-05,1137.7896728515625
2017-09-06,1121.82080078125
2017-09-07,1123.8167724609375
2017-09-08,1135.793701171875
2017-09-11,1135.793701171875
2017-09-12,1142.780029296875
2017-09-13,1140.783935546875
2017-09-14,1146.772216796875
2017-09-15,1118.82666015625
2017-09-18,1139.78564453125
2017-09-19,1148.7685546875
2017-09-20,1141.781982421875
2017-09-21,1142.780029296875
2017-09-22,1154.7567138671875
2017-09-25,1161.7430419921875
2017-09-26,1194.6790771484375
2017-09-27,1210.648193359375
2017-09-28,1213.642578125
2017-09-29,1240.590087890625
2017-10-02,1236.597900390625
2017-10-03,1223.6231689453125
2017-10-04,1229.6114501953125
2017-10-05,1229.6114501953125
2017-10-06,1233.603515625
2017-10-09,1234.601806640625
2017-10-10,1239.592041015625
2017-10-11,1242.586181640625
2017-10-12,1245.58056640625
2017-10-13,1232.6055908203125
2017-10-16,1220.62890625
2017-10-17,1219.6307373046875
2017-10-18,1227.615234375
2017-10-19,1223.6231689453125
2017-10-20,1222.6248779296875
2017-10-23,1231.6075439453125
2017-10-24,1226.6173095703125
2017-10-25,1246.578369140625
2017-10-26,1239.592041015625
2017-10-27,1243.5841064453125
2017-10-30,1242.586181640625
2017-10-31,1219.6307373046875
2017-11-01,1235.5994873046875
2017-11-02,1268.5357666015625
2017-11-03,1270.531982421875
2017-11-06,1253.5648193359375
2017-11-07,1244.5821533203125
2017-11-08,1264.54345703125
2017-11-09,1259.55322265625
2017-11-10,1257.55712890625
2017-11-13,1239.592041015625
2017-11-14,1244.5821533203125
2017-11-15,1227.615234375
2017-11-16,1239.592041015625
2017-11-17,1239.592041015625
2017-11-20,1254.5626220703125
2017-11-21,1260.5511474609375
2017-11-22,1258.5550537109375
2017-11-23,1251.56884765625
2017-11-24,1251.56884765625
2017-11-27,1257.55712890625
2017-11-28,1278.516357421875
2017-11-29,1272.528076171875
2017-11-30,1253.5648193359375
2017-12-01,1237.595703125
2017-12-04,1276.5201416015625
2017-12-05,1238.593994140625
2017-12-06,1243.5841064453125
2017-12-07,1239.592041015625
2017-12-08,1245.58056640625
2017-12-11,1259.55322265625
2017-12-12,1252.5665283203125
2017-12-13,1249.5726318359375
2017-12-14,1253.5648193359375
2017-12-15,1264.54345703125
2017-12-18,1303.4678955078125
2017-12-19,1313.448486328125
2017-12-20,1319.436767578125
2017-12-21,1324.4271240234375
2017-12-22,1323.4290771484375
2017-12-27,1337.402099609375
2017-12-28,1330.41552734375
2017-12-29,1330.41552734375
2018-01-02,1320.4351806640625
2018-01-03,1345.386474609375
2018-01-04,1364.3494873046875
2018-01-05,1393.2933349609375
2018-01-08,1386.306884765625
2018-01-09,1394.2916259765625
2018-01-10,1402.27587890625
2018-01-11,1392.295166015625
2018-01-12,1440.202392578125
2018-01-15,1440.202392578125
2018-01-16,1410.260498046875
2018-01-17,1406.268310546875
2018-01-18,1405.2698974609375
2018-01-19,1404.272216796875
2018-01-22,1368.341796875
2018-01-23,1338.400146484375
2018-01-24,1331.41357421875
2018-01-25,1326.4232177734375
2018-01-26,1343.390380859375
2018-01-29,1342.3922119140625
2018-01-30,1341.394287109375
2018-01-31,1326.4232177734375
2018-02-01,1330.41552734375
2018-02-02,1300.4736328125
2018-02-05,1274.524169921875
2018-02-06,1248.5745849609375
2018-02-07,1285.5029296875
2018-02-08,1237.595703125
2018-02-09,1226.6173095703125
2018-02-12,1242.586181640625
2018-02-13,1229.6114501953125
2018-02-14,1233.603515625
2018-02-15,1259.55322265625
2018-02-16,1259.55322265625
2018-02-19,1247.57666015625
2018-02-20,1260.5511474609375
2018-02-21,1261.54931640625
2018-02-22,1257.55712890625
2018-02-23,1244.5821533203125
2018-02-26,1237.595703125
2018-02-27,1234.601806640625
2018-02-28,1224.62109375
2018-03-01,1226.6173095703125
2018-03-02,1121.82080078125
2018-03-05,1126.8109130859375
2018-03-06,1100.861572265625
2018-03-07,1113.836181640625
2018-03-08,1134.7955322265625
2018-03-09,1138.7877197265625
2018-03-12,1115.832275390625
2018-03-13,1104.8536376953125
2018-03-14,1115.832275390625
2018-03-15,1126.8109130859375
2018-03-16,1127.8092041015625
2018-03-19,1108.845947265625
2018-03-20,1108.845947265625
2018-03-21,1095.8709716796875
2018-03-22,1068.9234619140625
2018-03-23,1070.91943359375
2018-03-26,1053.95263671875
2018-03-27,1066.927490234375
2018-03-28,1063.9332275390625
2018-03-29,1077.906005859375
2018-04-03,1046.9661865234375
2018-04-04,1029.999267578125
2018-04-05,1034.243896484375
2018-04-06,1022.2642822265625
2018-04-09,1011.2828369140625
2018-04-10,1040.2337646484375
2018-04-11,1027.2559814453125
2018-04-12,1039.2354736328125
2018-04-13,1056.2064208984375
2018-04-16,1044.2269287109375
2018-04-17,1063.1949462890625
2018-04-18,1074.1759033203125
2018-04-19,1076.1728515625
2018-04-20,1066.1898193359375
2018-04-23,1099.1339111328125
2018-04-24,1094.14208984375
2018-04-25,1076.1728515625
2018-04-26,1093.1441650390625
2018-04-27,1096.138671875
2018-04-30,1090.1490478515625
2018-05-01,1093.1441650390625
2018-05-02,1127.086181640625
2018-05-03,1058.203125
2018-05-04,1076.1728515625
2018-05-08,1073.177734375
2018-05-09,1075.174560546875
2018-05-10,1088.1524658203125
2018-05-11,1077.1710205078125
2018-05-14,1097.13720703125
2018-05-15,1124.09130859375
2018-05-16,1126.088134765625
2018-05-17,1163.0252685546875
2018-05-18,1179.996337890625
2018-05-21,1180.99462890625
2018-05-22,1189.9793701171875
2018-05-23,1185.9862060546875
2018-05-24,1171.01171875
2018-05-25,1163.0252685546875
2018-05-29,1150.0472412109375
2018-05-30,1149.0491943359375
2018-05-31,1158.03369140625
2018-06-01,1177.9998779296875
2018-06-04,1177.0015869140625
2018-06-05,1167.0184326171875
2018-06-06,1163.0252685546875
2018-06-07,1172.01025390625
2018-06-08,1173.0084228515625
2018-06-11,1172.01025390625
2018-06-12,1190.977783203125
2018-06-13,1209.9456787109375
2018-06-14,1213.93896484375
2018-06-15,1190.977783203125
2018-06-18,1190.977783203125
2018-06-19,1166.020263671875
2018-06-20,1166.020263671875
2018-06-21,1142.0609130859375
2018-06-22,1160.0303955078125
2018-06-25,1135.07275390625
2018-06-26,1130.081298828125
2018-06-27,1145.0557861328125
2018-06-28,1118.1014404296875
2018-06-29,1130.081298828125
2018-07-02,1107.1201171875
2018-07-03,1104.1253662109375
2018-07-04,1076.1728515625
2018-07-05,1078.1693115234375
2018-07-06,1076.1728515625
2018-07-09,1084.1590576171875
2018-07-10,1110.115234375
2018-07-11,1088.1524658203125
2018-07-12,1092.145751953125
2018-07-13,1137.0694580078125
2018-07-16,1136.570068359375
2018-07-17,1132.0777587890625
2018-07-18,1151.0455322265625
2018-07-19,1139.06591796875
2018-07-20,1133.0760498046875
2018-07-23,1132.0777587890625
2018-07-24,1139.06591796875
2018-07-25,1125.0894775390625
2018-07-26,1137.0694580078125
2018-07-27,1146.053955078125
2018-07-30,1165.021728515625
2018-07-31,1239.894775390625
2018-08-01,1225.9185791015625
2018-08-02,1175.0050048828125
2018-08-03,1164.0238037109375
2018-08-06,1152.043701171875
2018-08-07,1167.0184326171875
2018-08-08,1171.01171875
2018-08-09,1170.158935546875
2018-08-10,1152.1871337890625
2018-08-13,1139.207763671875
2018-08-14,1123.2330322265625
2018-08-15,1121.2359619140625
2018-08-16,1122.234375
2018-08-17,1147.195068359375
2018-08-20,1172.156005859375
2018-08-21,1187.13232421875
2018-08-22,1197.1168212890625
2018-08-23,1198.114990234375
2018-08-24,1208.0992431640625
2018-08-28,1225.0726318359375
2018-08-29,1219.08203125
2018-08-30,1213.0914306640625
2018-08-31,1206.1024169921875
2018-09-03,1209.09765625
2018-09-04,1212.09326171875
2018-09-05,1202.1090087890625
2018-09-06,1148.193603515625
2018-09-07,1129.2232666015625
2018-09-10,1131.220458984375
2018-09-11,1130.2220458984375
2018-09-12,1132.21875
2018-09-13,1123.2330322265625
2018-09-14,1141.2047119140625
2018-09-17,1137.2110595703125
2018-09-18,1108.25634765625
2018-09-19,1123.2330322265625
2018-09-20,1139.207763671875
2018-09-21,1144.19970703125
2018-09-24,1119.2392578125
2018-09-25,1097.273681640625
2018-09-26,1095.2769775390625
2018-09-27,1096.275146484375
2018-09-28,1095.2769775390625
2018-10-01,1130.2220458984375
2018-10-02,1130.2220458984375
2018-10-03,1151.1888427734375
2018-10-04,1153.185791015625
2018-10-05,1134.2156982421875
2018-10-08,1105.2611083984375
2018-10-09,1082.29736328125
2018-10-10,1037.367919921875
2018-10-11,1024.3885498046875
2018-10-12,1022.3915405273438
2018-10-15,993.936279296875
2018-10-16,1028.382080078125
2018-10-17,1018.3978881835938
2018-10-18,982.9535522460938
2018-10-19,947.0101318359375
2018-10-22,937.5250244140625
2018-10-23,917.0572509765625
2018-10-24,919.0540771484375
2018-10-25,942.5171508789062
2018-10-26,940.0210571289062
2018-10-29,962.9849853515625
2018-10-30,964.9818115234375
2018-10-31,992.9378662109375
2018-11-01,999.4276733398438
2018-11-02,1006.4166870117188
2018-11-05,977.9613647460938
2018-11-06,978.4605712890625
2018-11-07,993.4371337890625
2018-11-08,978.9598999023438
2018-11-09,940.5202026367188
2018-11-12,918.0556030273438
2018-11-13,936.5266723632812
2018-11-14,935.0289306640625
2018-11-15,937.5250244140625
2018-11-16,924.0462646484375
2018-11-19,909.569091796875
2018-11-20,914.5612182617188
2018-11-21,924.5454711914062
2018-11-22,932.0336303710938
2018-11-23,948.008544921875
2018-11-26,973.468505859375
2018-11-27,961.986572265625
2018-11-28,966.4794921875
2018-11-29,980.4574584960938
2018-11-30,971.9708251953125
2018-12-03,999.4276733398438
2018-12-04,969.9739379882812
2018-12-05,953.000732421875
2018-12-06,911.066650390625
2018-12-07,888.60205078125
2018-12-10,868.6334228515625
2018-12-11,897.5879516601562
2018-12-12,921.5501708984375
2018-12-13,919.0540771484375
2018-12-14,906.57373046875
2018-12-17,901.5814819335938
2018-12-18,910.5674438476562
2018-12-19,923.546875
2018-12-20,914.5612182617188
2018-12-21,922.5485229492188
2018-12-24,916.5580444335938
2018-12-27,921.5501708984375
2018-12-28,942.5171508789062
2018-12-31,942.5171508789062
2019-01-02,967.9771118164062
2019-01-03,897.5879516601562
2019-01-04,940.0210571289062
2019-01-07,961.986572265625
2019-01-08,966.9786987304688
2019-01-09,977.4622802734375
2019-01-10,975.9645385742188
2019-01-11,961.986572265625
2019-01-14,951.5030517578125
2019-01-15,952.5013427734375
2019-01-16,956.4951782226562
2019-01-17,945.512451171875
2019-01-18,957.4935913085938
2019-01-21,979.458984375
2019-01-22,957.9927978515625
2019-01-23,938.0242919921875
2019-01-24,937.0257568359375
2019-01-25,939.521728515625
2019-01-28,933.5313110351562
2019-01-29,968.476318359375
2019-01-30,971.9708251953125
2019-01-31,955.4967041015625
2019-02-01,978.9598999023438
2019-02-04,978.4605712890625
2019-02-05,991.4402465820312
2019-02-06,991.4402465820312
2019-02-07,960.4888305664062
2019-02-08,947.5094604492188
2019-02-11,955.9957885742188
2019-02-12,955.4967041015625
2019-02-13,960.4888305664062
2019-02-14,946.0115966796875
2019-02-15,955.9957885742188
2019-02-18,960.4888305664062
2019-02-19,945.01318359375
2019-02-20,945.512451171875
2019-02-21,948.5077514648438
2019-02-22,963.484130859375
2019-02-25,969.4747314453125
2019-02-26,964.4825439453125
2019-02-27,943.0164184570312
2019-02-28,944.5140380859375
2019-03-01,939.521728515625
2019-03-04,958.491943359375
2019-03-05,988.4449462890625
2019-03-06,1006.4166870117188
2019-03-07,980.4574584960938
2019-03-08,970.47314453125
2019-03-11,994.4354858398438
2019-03-12,997.4307861328125
2019-03-13,1002.4230346679688
2019-03-14,1001.4244995117188
2019-03-15,1006.4166870117188
2019-03-18,1002.4230346679688
2019-03-19,1014.4041137695312
2019-03-20,1003.4213256835938
2019-03-21,997.4307861328125
2019-03-22,964.4825439453125
2019-03-25,937.0257568359375
2019-03-26,941.5186767578125
2019-03-27,938.0242919921875
2019-03-28,941.0194702148438
2019-03-29,956.4951782226562
2019-04-01,971.4716186523438
2019-04-02,981.6555786132812
2019-04-03,981.8553466796875
2019-04-04,983.5130615234375
2019-04-05,992.1019897460938
2019-04-08,1001.1900024414062
2019-04-09,1003.1873779296875
