Date,EMULTIMQ.NS
2024-11-07,47.13999938964844
2024-11-08,47.349998474121094
2024-11-11,46.720001220703125
2024-11-12,45.619998931884766
2024-11-13,45.040000915527344
2024-11-14,44.439998626708984
2024-11-18,44.36000061035156
2024-11-19,45.650001525878906
2024-11-21,44.86000061035156
2024-11-22,45.22999954223633
2024-11-25,46.06999969482422
2024-11-26,45.97999954223633
2024-11-27,46.40999984741211
2024-11-28,46.63999938964844
2024-11-29,46.72999954223633
2024-12-02,46.91999816894531
2024-12-03,47.470001220703125
2024-12-04,47.5099983215332
2024-12-05,47.88999938964844
2024-12-06,48.459999084472656
2024-12-09,48.560001373291016
2024-12-10,48.65999984741211
2024-12-11,48.38999938964844
2024-12-12,48.2599983215332
2024-12-13,48.33000183105469
2024-12-16,48.529998779296875
2024-12-17,48.060001373291016
2024-12-18,47.689998626708984
2024-12-19,47.279998779296875
2024-12-20,46.31999969482422
2024-12-23,45.93000030517578
2024-12-24,45.779998779296875
2024-12-26,46.7400016784668
2024-12-27,45.95000076293945
2024-12-30,45.209999084472656
2024-12-31,45.689998626708984
2025-01-01,45.72999954223633
2025-01-02,45.9900016784668
2025-01-03,46.380001068115234
2025-01-06,44.939998626708984
2025-01-07,44.95000076293945
2025-01-08,44.220001220703125
2025-01-09,44.0
2025-01-10,43.79999923706055
2025-01-13,42.90999984741211
2025-01-14,41.779998779296875
2025-01-15,42.08000183105469
2025-01-16,42.369998931884766
2025-01-17,42.47999954223633
2025-01-20,42.689998626708984
2025-01-21,41.650001525878906
2025-01-22,41.029998779296875
2025-01-23,41.70000076293945
2025-01-24,41.20000076293945
2025-01-27,40.650001525878906
2025-01-28,39.189998626708984
2025-01-29,40.13999938964844
2025-01-30,39.97999954223633
2025-01-31,40.65999984741211
2025-02-01,40.470001220703125
2025-02-03,39.81999969482422
2025-02-04,40.369998931884766
2025-02-05,40.90999984741211
2025-02-06,40.400001525878906
2025-02-07,40.43000030517578
2025-02-10,39.65999984741211
2025-02-11,38.72999954223633
2025-02-12,38.61000061035156
2025-02-13,39.130001068115234
2025-02-14,37.45000076293945
2025-02-17,37.31999969482422
2025-02-18,37.459999084472656
2025-02-19,37.599998474121094
2025-02-20,37.91999816894531
2025-02-21,37.54999923706055
2025-02-24,37.41999816894531
2025-02-25,37.099998474121094
2025-02-27,36.2400016784668
2025-02-28,35.630001068115234
2025-03-03,35.7400016784668
2025-03-04,35.720001220703125
2025-03-05,36.779998779296875
2025-03-06,36.970001220703125
2025-03-07,36.959999084472656
2025-03-10,36.119998931884766
2025-03-11,36.13999938964844
2025-03-12,36.040000915527344
2025-03-13,36.040000915527344
2025-03-17,36.04999923706055
2025-03-18,37.54999923706055
2025-03-19,37.7599983215332
2025-03-20,37.880001068115234
2025-03-21,38.11000061035156
2025-03-24,38.650001525878906
2025-03-25,38.2400016784668
2025-03-26,38.33000183105469
2025-03-27,38.439998626708984
2025-03-28,38.310001373291016
2025-04-01,37.97999954223633
2025-04-02,38.650001525878906
2025-04-03,37.959999084472656
2025-04-04,36.779998779296875
2025-04-07,36.599998474121094
2025-04-08,35.970001220703125
2025-04-09,35.5099983215332
2025-04-11,36.45000076293945
2025-04-15,37.43000030517578
2025-04-16,37.619998931884766
2025-04-17,38.04999923706055
2025-04-21,38.709999084472656
2025-04-22,39.0099983215332
2025-04-23,39.7599983215332
2025-04-24,39.619998931884766
2025-04-25,39.08000183105469
2025-04-28,39.459999084472656
2025-04-29,39.77000045776367
2025-04-30,39.41999816894531
2025-05-02,39.66999816894531
2025-05-05,39.81999969482422
2025-05-06,39.279998779296875
2025-05-07,39.400001525878906
2025-05-08,39.029998779296875
2025-05-09,38.91999816894531
2025-05-12,40.38999938964844
2025-05-13,40.4900016784668
2025-05-14,40.939998626708984
2025-05-15,41.54999923706055
2025-05-16,42.189998626708984
2025-05-19,42.2400016784668
2025-05-20,41.7400016784668
2025-05-21,42.09000015258789
2025-05-22,42.029998779296875
2025-05-23,42.0099983215332
2025-05-26,42.25
2025-05-27,42.33000183105469
2025-05-28,42.45000076293945
2025-05-29,42.56999969482422
2025-05-30,42.400001525878906
2025-06-02,42.400001525878906
2025-06-03,42.40999984741211
2025-06-04,42.4900016784668
2025-06-05,42.83000183105469
2025-06-06,42.939998626708984
2025-06-09,43.290000915527344
2025-06-10,43.439998626708984
2025-06-11,43.41999816894531
2025-06-12,43.18000030517578
2025-06-13,42.83000183105469
2025-06-16,43.02000045776367
2025-06-17,43.220001220703125
2025-06-18,43.18000030517578
2025-06-19,42.619998931884766
2025-06-20,42.97999954223633
2025-06-23,43.310001373291016
2025-06-24,43.63999938964844
2025-06-25,43.65999984741211
2025-06-26,43.779998779296875
2025-06-27,43.83000183105469
2025-06-30,43.95000076293945
2025-07-01,43.790000915527344
2025-07-02,43.68000030517578
2025-07-03,43.63999938964844
2025-07-04,43.7400016784668
2025-07-07,43.66999816894531
2025-07-08,43.43000030517578
2025-07-09,43.560001373291016
2025-07-10,43.43000030517578
2025-07-11,42.95000076293945
2025-07-14,42.849998474121094
2025-07-15,43.25
2025-07-16,43.18000030517578
2025-07-17,43.08000183105469
2025-07-18,42.79999923706055
2025-07-21,43.0
2025-07-22,42.900001525878906
2025-07-23,42.88999938964844
2025-07-24,42.220001220703125
2025-07-25,41.52000045776367
2025-07-28,41.040000915527344
2025-07-29,41.29999923706055
2025-07-30,41.529998779296875
2025-07-31,41.2400016784668
2025-08-01,41.06999969482422
