Date,GRINFRA.NS
2021-07-19,1725.0528564453125
2021-07-20,1697.8011474609375
2021-07-22,1719.37548828125
2021-07-23,1708.2674560546875
2021-07-26,1685.261474609375
2021-07-27,1703.9722900390625
2021-07-28,1721.498291015625
2021-07-29,1704.8115234375
2021-07-30,1710.439697265625
2021-08-02,1694.0985107421875
2021-08-03,1710.1434326171875
2021-08-04,1700.22021484375
2021-08-05,1684.7183837890625
2021-08-06,1671.2406005859375
2021-08-09,1589.4361572265625
2021-08-10,1576.254638671875
2021-08-11,1599.7542724609375
2021-08-12,1629.2769775390625
2021-08-13,1641.12548828125
2021-08-16,1581.4876708984375
2021-08-17,1576.9951171875
2021-08-18,1580.352294921875
2021-08-20,1584.499267578125
2021-08-23,1578.574951171875
2021-08-24,1588.596923828125
2021-08-25,1563.6160888671875
2021-08-26,1559.5184326171875
2021-08-27,1551.0269775390625
2021-08-30,1572.4532470703125
2021-08-31,1572.2064208984375
2021-09-01,1551.471435546875
2021-09-02,1560.8515625
2021-09-03,1619.15625
2021-09-06,1592.6451416015625
2021-09-07,1577.636962890625
2021-09-08,1571.0709228515625
2021-09-09,1567.9112548828125
2021-09-13,1560.1602783203125
2021-09-14,1548.6080322265625
2021-09-15,1568.9974365234375
2021-09-16,1566.0352783203125
2021-09-17,1555.9146728515625
2021-09-20,1569.885986328125
2021-09-21,1747.120849609375
2021-09-22,1923.4671630859375
2021-09-23,1911.964111328125
2021-09-24,1916.604736328125
2021-09-27,1910.0880126953125
2021-09-28,1848.4261474609375
2021-09-29,1873.75244140625
2021-09-30,1843.09423828125
2021-10-01,1906.533447265625
2021-10-04,1921.5416259765625
2021-10-05,1895.129150390625
2021-10-06,1852.12890625
2021-10-07,1860.9163818359375
2021-10-08,1870.0003662109375
2021-10-11,1861.8544921875
2021-10-12,1848.52490234375
2021-10-13,1953.730224609375
2021-10-14,1973.9222412109375
2021-10-18,1969.92333984375
2021-10-19,2033.313232421875
2021-10-20,2009.9122314453125
2021-10-21,2027.3394775390625
2021-10-22,2131.26123046875
2021-10-25,2100.257568359375
2021-10-26,1971.947509765625
2021-10-27,1954.075927734375
2021-10-28,1904.7069091796875
2021-10-29,1943.412109375
2021-11-01,1941.14111328125
2021-11-02,1944.053955078125
2021-11-03,1949.8795166015625
2021-11-04,1981.7718505859375
2021-11-08,1971.996826171875
2021-11-09,1996.6812744140625
2021-11-10,1968.4422607421875
2021-11-11,1981.9693603515625
2021-11-12,2022.9456787109375
2021-11-15,1990.6583251953125
2021-11-16,1975.9957275390625
2021-11-17,1967.3067626953125
2021-11-18,1903.126953125
2021-11-22,1872.5181884765625
2021-11-23,1848.0804443359375
2021-11-24,1827.5430908203125
2021-11-25,1768.2015380859375
2021-11-26,1750.280517578125
2021-11-29,1709.4029541015625
2021-11-30,1695.0859375
2021-12-01,1684.52099609375
2021-12-02,1674.252197265625
2021-12-03,1733.8900146484375
2021-12-06,1765.8809814453125
2021-12-07,1747.071533203125
2021-12-08,1758.574462890625
2021-12-09,1765.3380126953125
2021-12-10,1730.631591796875
2021-12-13,1700.0228271484375
2021-12-14,1691.876953125
2021-12-15,1685.458984375
2021-12-16,1658.4541015625
2021-12-17,1683.484130859375
2021-12-20,1645.5687255859375
2021-12-21,1640.9774169921875
2021-12-22,1641.273681640625
2021-12-23,1703.9228515625
2021-12-24,1641.076171875
2021-12-27,1626.660400390625
2021-12-28,1629.2276611328125
2021-12-29,1660.4288330078125
2021-12-30,1703.9722900390625
2021-12-31,1719.4248046875
2022-01-03,1778.667724609375
2022-01-04,1752.5513916015625
2022-01-05,1764.2025146484375
2022-01-06,1720.36279296875
2022-01-07,1784.5426025390625
2022-01-10,1848.821044921875
2022-01-11,1878.3931884765625
2022-01-12,1876.6158447265625
2022-01-13,1917.4439697265625
2022-01-14,1926.2811279296875
2022-01-17,1917.34521484375
2022-01-18,1891.57470703125
2022-01-19,1897.8939208984375
2022-01-20,1846.056396484375
2022-01-21,1857.2137451171875
2022-01-24,1790.0718994140625
2022-01-25,1822.4580078125
2022-01-27,1816.681884765625
2022-01-28,1869.6549072265625
2022-01-31,1891.031494140625
2022-02-01,1867.2357177734375
2022-02-02,1864.2735595703125
2022-02-03,1833.5660400390625
2022-02-04,1806.90673828125
2022-02-07,1790.2694091796875
2022-02-08,1779.3095703125
2022-02-09,1777.334716796875
2022-02-10,1768.8431396484375
2022-02-11,1661.71240234375
2022-02-14,1619.8968505859375
2022-02-15,1628.931396484375
2022-02-16,1589.9298095703125
2022-02-17,1519.1346435546875
2022-02-18,1478.652099609375
2022-02-21,1415.4102783203125
2022-02-22,1365.6956787109375
2022-02-23,1379.0745849609375
2022-02-24,1352.2178955078125
2022-02-25,1387.615478515625
2022-02-28,1347.725341796875
2022-03-02,1335.9261474609375
2022-03-03,1323.0902099609375
2022-03-04,1299.7880859375
2022-03-07,1257.8243408203125
2022-03-08,1291.3458251953125
2022-03-09,1395.11962890625
2022-03-10,1423.6055908203125
2022-03-11,1432.5413818359375
2022-03-14,1425.87646484375
2022-03-15,1428.789306640625
2022-03-16,1428.19677734375
2022-03-17,1431.30712890625
2022-03-21,1404.4010009765625
2022-03-22,1424.3953857421875
2022-03-23,1424.3953857421875
2022-03-24,1424.5435791015625
2022-03-25,1426.4195556640625
2022-03-28,1432.837646484375
2022-03-29,1484.921875
2022-03-30,1541.20263671875
2022-03-31,1514.493896484375
2022-04-01,1529.35400390625
2022-04-04,1534.537841796875
2022-04-05,1566.627685546875
2022-04-06,1553.8905029296875
2022-04-07,1567.2200927734375
2022-04-08,1562.530029296875
2022-04-11,1537.9442138671875
2022-04-12,1534.4390869140625
2022-04-13,1516.8636474609375
2022-04-18,1572.7000732421875
2022-04-19,1529.4033203125
2022-04-20,1531.328857421875
2022-04-21,1567.121337890625
2022-04-22,1537.9442138671875
2022-04-25,1542.7330322265625
2022-04-26,1539.7708740234375
2022-04-27,1540.708984375
2022-04-28,1541.893798828125
2022-04-29,1545.201416015625
2022-05-02,1535.031494140625
2022-05-04,1467.0009765625
2022-05-05,1450.0673828125
2022-05-06,1408.9923095703125
2022-05-09,1457.9171142578125
2022-05-10,1403.3642578125
2022-05-11,1449.5242919921875
2022-05-12,1419.6561279296875
2022-05-13,1404.993408203125
2022-05-16,1440.7366943359375
2022-05-17,1425.0372314453125
2022-05-18,1411.7076416015625
2022-05-19,1397.7362060546875
2022-05-20,1398.575439453125
2022-05-23,1396.501953125
2022-05-24,1387.4180908203125
2022-05-25,1360.511962890625
2022-05-26,1353.94580078125
2022-05-27,1371.6199951171875
2022-05-30,1384.2584228515625
2022-05-31,1399.8590087890625
2022-06-01,1402.9693603515625
2022-06-02,1378.877197265625
2022-06-03,1399.21728515625
2022-06-06,1373.742919921875
2022-06-07,1368.4110107421875
2022-06-08,1370.632568359375
2022-06-09,1348.41650390625
2022-06-10,1343.5289306640625
2022-06-13,1218.2796630859375
2022-06-14,1136.573974609375
2022-06-15,1130.40283203125
2022-06-16,1155.7291259765625
2022-06-17,1156.4697265625
2022-06-20,1084.8846435546875
2022-06-21,1080.194580078125
2022-06-22,1088.8341064453125
2022-06-23,1086.3162841796875
2022-06-24,1079.355224609375
2022-06-27,1087.599853515625
2022-06-28,1099.1522216796875
2022-06-29,1085.328857421875
2022-06-30,1086.661865234375
2022-07-01,1079.15771484375
2022-07-04,1086.8099365234375
2022-07-05,1086.36572265625
2022-07-06,1101.96630859375
2022-07-07,1117.12255859375
2022-07-08,1223.7103271484375
2022-07-11,1190.188720703125
2022-07-12,1204.99951171875
2022-07-13,1187.2266845703125
2022-07-14,1169.157470703125
2022-07-15,1209.491943359375
2022-07-18,1242.766845703125
2022-07-19,1231.856201171875
2022-07-20,1229.5853271484375
2022-07-21,1214.478271484375
2022-07-22,1225.2900390625
2022-07-25,1235.8056640625
2022-07-26,1228.4498291015625
2022-07-27,1233.4853515625
2022-07-28,1262.119384765625
2022-07-29,1297.6651611328125
2022-08-01,1369.1514892578125
2022-08-02,1330.1500244140625
2022-08-03,1310.550537109375
2022-08-04,1303.1944580078125
2022-08-05,1297.96142578125
2022-08-08,1306.69970703125
2022-08-10,1388.1092529296875
2022-08-11,1370.632568359375
2022-08-12,1397.143798828125
2022-08-16,1387.0230712890625
2022-08-17,1396.1563720703125
2022-08-18,1372.8048095703125
2022-08-19,1355.8712158203125
2022-08-22,1346.5899658203125
2022-08-23,1355.476318359375
2022-08-24,1364.7083740234375
2022-08-25,1369.7933349609375
2022-08-26,1376.6556396484375
2022-08-29,1359.5738525390625
2022-08-30,1344.072021484375
2022-09-01,1334.1488037109375
2022-09-02,1329.409423828125
2022-09-05,1336.6666259765625
2022-09-06,1318.400146484375
2022-09-07,1311.982177734375
2022-09-08,1328.965087890625
2022-09-09,1319.97998046875
2022-09-12,1345.849365234375
2022-09-13,1334.2476806640625
2022-09-14,1357.15478515625
2022-09-15,1326.200439453125
2022-09-16,1287.1002197265625
2022-09-19,1264.2423095703125
2022-09-20,1268.981689453125
2022-09-21,1258.416748046875
2022-09-22,1258.910400390625
2022-09-23,1232.498046875
2022-09-26,1214.5770263671875
2022-09-27,1215.0706787109375
2022-09-28,1209.491943359375
2022-09-29,1209.343994140625
