Date,STMN.SW
2015-08-24,25.77495765686035
2015-08-25,26.72614860534668
2015-08-26,26.26215362548828
2015-08-27,26.679750442504883
2015-08-28,26.934947967529297
2015-08-31,26.8885498046875
2015-09-01,26.540546417236328
2015-09-02,26.610149383544922
2015-09-03,27.375743865966797
2015-09-04,27.375743865966797
2015-09-07,27.56134033203125
2015-09-08,27.630939483642578
2015-09-09,27.7933406829834
2015-09-10,27.816537857055664
2015-09-11,27.7933406829834
2015-09-14,27.3525447845459
2015-09-15,27.53813934326172
2015-09-16,27.282943725585938
2015-09-17,27.329343795776367
2015-09-18,26.981346130371094
2015-09-21,26.911746978759766
2015-09-22,26.401351928710938
2015-09-23,26.33175277709961
2015-09-24,25.82135772705078
2015-09-25,26.122953414916992
2015-09-28,25.98375701904297
2015-09-29,25.867753982543945
2015-09-30,26.006959915161133
2015-10-01,25.98375701904297
2015-10-02,25.914154052734375
2015-10-05,26.35495376586914
2015-10-06,26.28535270690918
2015-10-07,25.82135772705078
2015-10-08,25.682159423828125
2015-10-09,25.728559494018555
2015-10-12,26.099754333496094
2015-10-13,26.053356170654297
2015-10-14,25.542957305908203
2015-10-15,26.076555252075195
2015-10-16,26.447751998901367
2015-10-19,26.006959915161133
2015-10-20,25.960554122924805
2015-10-21,25.635757446289062
2015-10-22,25.496559143066406
2015-10-23,26.076555252075195
2015-10-26,25.890958786010742
2015-10-27,25.705358505249023
2015-10-28,26.447751998901367
2015-10-29,26.28535270690918
2015-10-30,25.98375701904297
2015-11-02,26.33175277709961
2015-11-03,25.98375701904297
2015-11-04,25.867753982543945
2015-11-05,26.099754333496094
2015-11-06,26.23895263671875
2015-11-09,25.82135772705078
2015-11-10,25.798158645629883
2015-11-11,26.21575164794922
2015-11-12,26.169353485107422
2015-11-13,26.517349243164062
2015-11-16,26.470951080322266
2015-11-17,27.14374542236328
2015-11-18,27.514942169189453
2015-11-19,27.60774040222168
2015-11-20,27.839738845825195
2015-11-23,28.071739196777344
2015-11-24,27.491741180419922
2015-11-25,27.955738067626953
2015-11-26,28.071739196777344
2015-11-27,28.39653205871582
2015-11-30,28.257335662841797
2015-12-01,28.442934036254883
2015-12-02,28.489334106445312
2015-12-03,27.7933406829834
2015-12-04,27.932537078857422
2015-12-07,28.326934814453125
2015-12-08,28.164535522460938
2015-12-09,28.00213623046875
2015-12-10,28.210933685302734
2015-12-11,27.7933406829834
2015-12-14,27.56134033203125
2015-12-15,28.071739196777344
2015-12-16,27.978933334350586
2015-12-17,28.164535522460938
2015-12-18,28.09493637084961
2015-12-21,27.7933406829834
2015-12-22,27.723737716674805
2015-12-23,28.164535522460938
2015-12-28,28.141338348388672
2015-12-29,28.39653205871582
2015-12-30,28.30373191833496
2016-01-04,28.210933685302734
2016-01-05,28.767732620239258
2016-01-06,28.53573226928711
2016-01-07,28.187732696533203
2016-01-08,27.816537857055664
2016-01-11,27.236543655395508
2016-01-12,27.213346481323242
2016-01-13,27.816537857055664
2016-01-14,27.39893913269043
2016-01-15,27.050947189331055
2016-01-18,26.72614860534668
2016-01-19,27.306140899658203
2016-01-20,26.4941463470459
2016-01-21,26.679750442504883
2016-01-22,27.329343795776367
2016-01-25,28.141338348388672
2016-01-26,28.118135452270508
2016-01-27,28.651731491088867
2016-01-28,27.932537078857422
2016-01-29,28.767732620239258
2016-02-01,29.44052505493164
2016-02-02,29.649322509765625
2016-02-03,29.510120391845703
2016-02-04,29.02292823791504
2016-02-05,28.582130432128906
2016-02-08,27.514942169189453
2016-02-09,27.14374542236328
2016-02-10,27.120542526245117
2016-02-11,26.076555252075195
2016-02-12,26.447751998901367
2016-02-15,27.723737716674805
2016-02-16,27.468542098999023
2016-02-17,28.048538208007812
2016-02-18,28.46613121032715
2016-02-19,28.141338348388672
2016-02-22,28.210933685302734
2016-02-23,28.141338348388672
2016-02-24,28.141338348388672
2016-02-25,28.721330642700195
2016-02-26,30.368511199951172
2016-02-29,30.113319396972656
2016-03-01,30.55411720275879
2016-03-02,30.391714096069336
2016-03-03,29.881319046020508
2016-03-04,30.693315505981445
2016-03-07,30.55411720275879
2016-03-08,30.34531593322754
2016-03-09,30.50771713256836
2016-03-10,29.997318267822266
2016-03-11,30.414920806884766
2016-03-14,30.62371253967285
2016-03-15,30.298913955688477
2016-03-16,30.368511199951172
2016-03-17,30.13651466369629
2016-03-18,29.927719116210938
2016-03-21,30.043716430664062
2016-03-22,30.113319396972656
2016-03-23,30.13651466369629
2016-03-24,29.811717987060547
2016-03-29,30.043716430664062
2016-03-30,30.275711059570312
2016-03-31,30.762914657592773
2016-04-01,31.27330207824707
2016-04-04,31.45890235900879
2016-04-05,31.45890235900879
2016-04-06,31.830101013183594
2016-04-07,31.853303909301758
2016-04-08,31.64449691772461
2016-04-11,31.551708221435547
2016-04-12,31.66908073425293
2016-04-13,31.997751235961914
2016-04-14,31.927322387695312
2016-04-15,31.64560317993164
2016-04-18,32.1151237487793
2016-04-19,32.1151237487793
2016-04-20,31.55170440673828
2016-04-21,31.269989013671875
2016-04-22,30.94133186340332
2016-04-25,31.03523063659668
2016-04-26,30.894376754760742
2016-04-27,31.152610778808594
2016-04-28,31.269989013671875
2016-04-29,31.223039627075195
2016-05-02,31.974267959594727
2016-05-03,33.21849822998047
2016-05-04,33.711490631103516
2016-05-06,34.415775299072266
2016-05-09,34.50967025756836
2016-05-10,34.50967025756836
2016-05-11,34.81486129760742
2016-05-12,34.65052795410156
2016-05-13,34.86181640625
2016-05-17,35.0026741027832
2016-05-18,34.86181640625
2016-05-19,34.7209587097168
2016-05-20,35.12005615234375
2016-05-23,35.0026741027832
2016-05-24,35.09657669067383
2016-05-25,35.40176010131836
2016-05-26,35.56609344482422
2016-05-27,35.58957290649414
2016-05-30,35.6130485534668
2016-05-31,35.70695114135742
2016-06-01,35.80085372924805
2016-06-02,35.40176010131836
2016-06-03,35.02614974975586
2016-06-06,35.16700744628906
2016-06-07,35.284385681152344
2016-06-08,34.7209587097168
2016-06-09,34.932247161865234
2016-06-10,35.519142150878906
2016-06-13,34.932247161865234
2016-06-14,34.39229965209961
2016-06-15,34.69748306274414
2016-06-16,34.36882019042969
2016-06-17,34.29838943481445
2016-06-20,35.519142150878906
2016-06-21,35.35481643676758
2016-06-22,35.23743438720703
2016-06-23,35.33133316040039
2016-06-24,34.39229965209961
2016-06-27,33.12459945678711
2016-06-28,35.284385681152344
2016-06-29,35.49565887451172
2016-06-30,36.03561019897461
2016-07-01,35.965187072753906
2016-07-04,35.98866271972656
2016-07-05,35.58957290649414
2016-07-06,35.284385681152344
2016-07-07,35.425235748291016
2016-07-08,35.21395492553711
2016-07-11,36.152992248535156
2016-07-12,35.871280670166016
2016-07-13,36.2703742980957
2016-07-14,36.17647171020508
2016-07-15,34.90876007080078
2016-07-18,35.23743438720703
2016-07-19,34.95572280883789
2016-07-20,35.6130485534668
2016-07-21,35.44871520996094
2016-07-22,35.54262161254883
2016-07-25,35.425235748291016
2016-07-26,34.86181640625
2016-07-27,34.81486129760742
2016-07-28,34.81486129760742
2016-07-29,34.767913818359375
2016-08-02,35.049625396728516
2016-08-03,34.86181640625
2016-08-04,35.40176010131836
2016-08-05,35.659996032714844
2016-08-08,36.05908966064453
2016-08-09,36.739891052246094
2016-08-10,36.927703857421875
2016-08-11,37.39722442626953
2016-08-12,37.655452728271484
2016-08-15,37.77283477783203
2016-08-16,37.23289108276367
2016-08-17,36.71641159057617
2016-08-18,37.18593978881836
2016-08-19,37.06855392456055
2016-08-22,37.51459503173828
2016-08-23,38.0545539855957
2016-08-24,37.467647552490234
2016-08-25,37.58503341674805
2016-08-26,37.655452728271484
2016-08-29,37.81978988647461
2016-08-30,37.843257904052734
2016-08-31,35.82432556152344
2016-09-01,35.871280670166016
2016-09-02,35.965187072753906
2016-09-05,36.10603713989258
2016-09-06,35.54262161254883
2016-09-07,35.73042297363281
2016-09-08,35.6130485534668
2016-09-09,34.69748306274414
2016-09-12,34.43925094604492
2016-09-13,34.46272659301758
2016-09-14,35.02614974975586
2016-09-15,35.56609344482422
