Date,MMC
2015-08-03,48.801910400390625
2015-08-04,48.81877899169922
2015-08-05,49.14760208129883
2015-08-06,48.75975036621094
2015-08-07,48.742881774902344
2015-08-10,49.392120361328125
2015-08-11,49.02112579345703
2015-08-12,48.70073699951172
2015-08-13,48.67544174194336
2015-08-14,49.037986755371094
2015-08-17,49.156036376953125
2015-08-18,49.14760208129883
2015-08-19,48.62485122680664
2015-08-20,47.798545837402344
2015-08-21,46.6434211730957
2015-08-24,44.409053802490234
2015-08-25,43.73453140258789
2015-08-26,44.990840911865234
2015-08-27,46.070091247558594
2015-08-28,45.64006423950195
2015-08-31,45.30280303955078
2015-09-01,43.92845153808594
2015-09-02,44.48493576049805
2015-09-03,44.704158782958984
2015-09-04,43.83570861816406
2015-09-08,45.749691009521484
2015-09-09,45.27751159667969
2015-09-10,45.19320297241211
2015-09-11,45.60633850097656
2015-09-14,45.496726989746094
2015-09-15,46.04479217529297
2015-09-16,46.070091247558594
2015-09-17,45.732818603515625
2015-09-18,44.76318359375
2015-09-21,45.243797302246094
2015-09-22,44.60297775268555
2015-09-23,44.56925964355469
2015-09-24,44.00433349609375
2015-09-25,44.39219284057617
2015-09-28,43.456298828125
2015-09-29,43.667083740234375
2015-09-30,44.029659271240234
2015-10-01,43.91160202026367
2015-10-02,44.33317565917969
2015-10-05,45.3365364074707
2015-10-06,44.68729782104492
2015-10-07,45.094398498535156
2015-10-08,45.58632278442383
2015-10-09,45.32339859008789
2015-10-12,45.7304801940918
2015-10-13,45.28947067260742
2015-10-14,44.755149841308594
2015-10-15,45.41667938232422
2015-10-16,45.76441192626953
2015-10-19,45.52693176269531
2015-10-20,45.99340057373047
2015-10-21,45.77289581298828
2015-10-22,46.646446228027344
2015-10-23,46.900882720947266
2015-10-26,46.383541107177734
2015-10-27,47.028106689453125
2015-10-28,47.67268371582031
2015-10-29,47.74052429199219
2015-10-30,47.27405548095703
2015-11-02,47.808387756347656
2015-11-03,47.82534408569336
2015-11-04,47.66419982910156
2015-11-05,47.74900817871094
2015-11-06,47.58787155151367
2015-11-09,47.18076705932617
2015-11-10,47.20621871948242
2015-11-11,47.1129264831543
2015-11-12,46.502281188964844
2015-11-13,45.925559997558594
2015-11-16,46.51923370361328
2015-11-17,46.34114074707031
2015-11-18,47.13835525512695
2015-11-19,47.13835525512695
2015-11-20,47.40127182006836
2015-11-23,47.265586853027344
2015-11-24,47.07051086425781
2015-11-25,47.01116180419922
2015-11-27,46.97721862792969
2015-11-30,46.900882720947266
2015-12-01,47.5030632019043
2015-12-02,47.35040283203125
2015-12-03,46.94329833984375
2015-12-04,48.22394943237305
2015-12-07,48.164588928222656
2015-12-08,47.38431930541992
2015-12-09,47.1129264831543
2015-12-10,47.47761154174805
2015-12-11,46.553165435791016
2015-12-14,46.62099838256836
2015-12-15,47.850772857666016
2015-12-16,48.62255096435547
2015-12-17,47.30797576904297
2015-12-18,46.23088073730469
2015-12-21,46.29024887084961
2015-12-22,46.60405349731445
2015-12-23,47.0789909362793
2015-12-24,47.104434967041016
2015-12-28,47.104434967041016
2015-12-29,47.79141616821289
2015-12-30,47.57937240600586
2015-12-31,47.028106689453125
2016-01-04,46.06972122192383
2016-01-05,46.45138931274414
2016-01-06,45.89162826538086
2016-01-07,45.54389190673828
2016-01-08,44.90781784057617
2016-01-11,44.25476837158203
2016-01-12,44.670352935791016
2016-01-13,44.29716491699219
2016-01-14,45.43365478515625
2016-01-15,44.28019714355469
2016-01-19,44.22932815551758
2016-01-20,43.711971282958984
2016-01-21,43.763160705566406
2016-01-22,44.61640930175781
2016-01-25,44.00206756591797
2016-01-26,44.309234619140625
2016-01-27,44.04474639892578
2016-01-28,44.19832229614258
2016-01-29,45.503807067871094
2016-02-01,45.452598571777344
2016-02-02,44.667606353759766
2016-02-03,45.08571243286133
2016-02-04,46.220523834228516
2016-02-05,46.630069732666016
2016-02-08,46.9287109375
2016-02-09,47.167640686035156
2016-02-10,47.36387252807617
2016-02-11,46.88605880737305
2016-02-12,47.85023880004883
2016-02-16,48.208595275878906
2016-02-17,48.950923919677734
2016-02-18,49.06184768676758
2016-02-19,48.89973068237305
2016-02-22,49.1045036315918
2016-02-23,48.712013244628906
2016-02-24,49.01918411254883
2016-02-25,49.28368377685547
2016-02-26,49.06184768676758
2016-02-29,48.67787170410156
