Date,REC.MI
2015-08-24,15.623261451721191
2015-08-25,16.492944717407227
2015-08-26,16.461885452270508
2015-08-27,16.648244857788086
2015-08-28,16.461885452270508
2015-08-31,16.48517608642578
2015-09-01,16.252225875854492
2015-09-02,16.30658531188965
2015-09-03,16.454120635986328
2015-09-04,16.48517608642578
2015-09-07,16.329879760742188
2015-09-08,16.539533615112305
2015-09-09,16.298816680908203
2015-09-10,16.213403701782227
2015-09-11,16.477413177490234
2015-09-14,16.454120635986328
2015-09-15,16.4385929107666
2015-09-16,16.376466751098633
2015-09-17,16.477413177490234
2015-09-18,16.508472442626953
2015-09-21,16.69483184814453
2015-09-22,16.30658531188965
2015-09-23,16.624948501586914
2015-09-24,16.314350128173828
2015-09-25,16.562829971313477
2015-09-28,16.586124420166016
2015-09-29,16.259990692138672
2015-09-30,16.01927375793457
2015-10-01,16.08139419555664
2015-10-02,16.073633193969727
2015-10-05,16.423057556152344
2015-10-06,16.221168518066406
2015-10-07,15.530078887939453
2015-10-08,15.227241516113281
2015-10-09,14.978758811950684
2015-10-12,14.753576278686523
2015-10-13,15.227241516113281
2015-10-14,15.638792037963867
2015-10-15,15.863974571228027
2015-10-16,16.042570114135742
2015-10-19,16.54729461669922
2015-10-20,16.539533615112305
2015-10-21,16.298816680908203
2015-10-22,16.205638885498047
2015-10-23,16.516237258911133
2015-10-26,16.516237258911133
2015-10-27,16.6560115814209
2015-10-28,16.803543090820312
2015-10-29,17.323801040649414
2015-10-30,17.55675506591797
2015-11-02,17.750879287719727
2015-11-03,17.634401321411133
2015-11-04,17.626638412475586
2015-11-05,17.84406089782715
2015-11-06,17.79747200012207
2015-11-09,17.42767333984375
2015-11-10,17.695186614990234
2015-11-11,17.915491104125977
2015-11-12,17.891883850097656
2015-11-13,17.750259399414062
2015-11-16,17.726659774780273
2015-11-17,18.175132751464844
2015-11-18,17.994169235229492
2015-11-19,18.041379928588867
2015-11-20,18.48985481262207
2015-11-23,18.662946701049805
2015-11-24,18.02564239501953
2015-11-25,18.33249282836914
2015-11-26,18.00990867614746
2015-11-27,18.183002471923828
2015-11-30,18.51346206665039
2015-12-01,18.15939712524414
2015-12-02,18.426912307739258
2015-12-03,18.08071517944336
2015-12-04,18.064979553222656
2015-12-07,18.411170959472656
2015-12-08,18.434778213500977
2015-12-09,17.852542877197266
2015-12-10,18.24594497680664
2015-12-11,18.08071517944336
2015-12-14,17.78959846496582
2015-12-15,18.277420043945312
2015-12-16,18.481990814208984
2015-12-17,18.741634368896484
2015-12-18,18.5606689453125
2015-12-21,18.450517654418945
2015-12-22,18.30889320373535
2015-12-23,18.36396598815918
2015-12-28,18.600011825561523
2015-12-29,18.788841247558594
2015-12-30,18.954072952270508
2015-12-31,18.954072952270508
2016-01-04,18.600011825561523
2016-01-05,19.174375534057617
2016-01-06,19.174375534057617
2016-01-07,18.851783752441406
2016-01-08,18.49772071838379
2016-01-11,18.34823226928711
2016-01-12,18.198740005493164
2016-01-13,18.238079071044922
2016-01-14,17.663713455200195
2016-01-15,17.7817325592041
2016-01-18,17.17589569091797
2016-01-19,17.7817325592041
2016-01-20,17.11295509338379
2016-01-21,17.097211837768555
2016-01-22,17.84467887878418
2016-01-25,18.07284927368164
2016-01-26,18.041379928588867
2016-01-27,18.36396598815918
2016-01-28,17.58503532409668
2016-01-29,17.9390926361084
2016-02-01,18.293149948120117
2016-02-02,17.687320709228516
2016-02-03,17.45914649963379
2016-02-04,16.85330581665039
2016-02-05,15.736047744750977
2016-02-08,15.28757095336914
2016-02-09,15.405593872070312
2016-02-10,15.979959487915039
2016-02-11,16.113710403442383
2016-02-12,16.71168327331543
2016-02-15,17.380464553833008
2016-02-16,17.2467098236084
2016-02-17,17.569299697875977
2016-02-18,17.970565795898438
2016-02-19,17.994169235229492
2016-02-22,18.261686325073242
2016-02-23,16.640869140625
2016-02-24,16.585798263549805
2016-02-25,17.08935546875
2016-02-26,17.254573822021484
2016-02-29,17.474884033203125
2016-03-01,17.624372482299805
2016-03-02,17.238840103149414
2016-03-03,17.010669708251953
2016-03-04,16.93985366821289
2016-03-07,17.08935546875
2016-03-08,16.758892059326172
2016-03-09,17.073612213134766
2016-03-10,16.743154525756836
2016-03-11,17.018537521362305
2016-03-14,17.238840103149414
2016-03-15,17.12082290649414
2016-03-16,17.207366943359375
2016-03-17,17.144426345825195
2016-03-18,16.93985366821289
2016-03-21,16.931987762451172
2016-03-22,16.97919464111328
2016-03-23,17.081480026245117
2016-03-24,16.892648696899414
2016-03-29,17.19162940979004
2016-03-30,17.30965232849121
2016-03-31,17.30965232849121
2016-04-01,17.31752586364746
2016-04-04,17.435544967651367
2016-04-05,17.144426345825195
2016-04-06,17.3489933013916
2016-04-07,17.70305633544922
2016-04-08,17.76599884033203
2016-04-11,17.67945098876953
2016-04-12,17.655845642089844
2016-04-13,17.671581268310547
2016-04-14,17.600770950317383
2016-04-15,17.63224220275879
2016-04-18,17.991106033325195
2016-04-19,17.91933822631836
2016-04-20,17.751863479614258
2016-04-21,17.83160972595215
2016-04-22,17.600345611572266
2016-04-25,17.664140701293945
2016-04-26,17.727937698364258
2016-04-27,17.903385162353516
2016-04-28,17.632244110107422
2016-04-29,17.696043014526367
2016-05-02,17.648195266723633
2016-05-03,17.696043014526367
2016-05-04,17.823640823364258
2016-05-05,18.118703842163086
2016-05-06,18.2064266204834
2016-05-09,18.908205032348633
2016-05-10,19.203277587890625
2016-05-11,19.139474868774414
2016-05-12,18.96402931213379
2016-05-13,19.283023834228516
2016-05-16,19.259096145629883
2016-05-17,19.30694580078125
2016-05-18,19.458465576171875
2016-05-19,19.51428985595703
2016-05-20,20.343673706054688
2016-05-23,20.487218856811523
2016-05-24,20.678611755371094
2016-05-25,20.582910537719727
2016-05-26,20.726457595825195
2016-05-27,21.02152442932129
2016-05-30,21.157094955444336
2016-05-31,21.165071487426758
2016-06-01,21.515960693359375
2016-06-02,21.683429718017578
2016-06-03,21.332542419433594
