Date,ESG.NS
2023-08-29,31.56999969482422
2023-08-30,31.68000030517578
2023-08-31,31.5
2023-09-01,31.780000686645508
2023-09-04,31.959999084472656
2023-09-05,32.040000915527344
2023-09-06,32.09000015258789
2023-09-07,32.220001220703125
2023-09-08,32.34000015258789
2023-09-11,32.63999938964844
2023-09-12,32.63999938964844
2023-09-13,32.709999084472656
2023-09-14,32.79999923706055
2023-09-15,32.91999816894531
2023-09-18,32.959999084472656
2023-09-20,32.68000030517578
2023-09-21,32.58000183105469
2023-09-22,32.5099983215332
2023-09-25,32.5099983215332
2023-09-26,32.45000076293945
2023-09-27,32.560001373291016
2023-09-28,32.18000030517578
2023-09-29,32.369998931884766
2023-10-03,32.22999954223633
2023-10-04,31.989999771118164
2023-10-05,32.29999923706055
2023-10-06,32.459999084472656
2023-10-09,32.2400016784668
2023-10-10,32.540000915527344
2023-10-11,32.7400016784668
2023-10-12,32.630001068115234
2023-10-13,32.470001220703125
2023-10-16,32.560001373291016
2023-10-17,32.560001373291016
2023-10-18,32.45000076293945
2023-10-19,32.310001373291016
2023-10-20,32.060001373291016
2023-10-23,31.68000030517578
2023-10-25,31.40999984741211
2023-10-26,30.950000762939453
2023-10-27,31.360000610351562
2023-10-30,31.31999969482422
2023-10-31,31.399999618530273
2023-11-01,31.170000076293945
2023-11-02,31.450000762939453
2023-11-03,31.65999984741211
2023-11-06,31.979999542236328
2023-11-07,31.940000534057617
2023-11-08,32.060001373291016
2023-11-09,31.920000076293945
2023-11-10,31.93000030517578
2023-11-13,32.040000915527344
2023-11-15,32.33000183105469
2023-11-16,32.52000045776367
2023-11-17,32.52000045776367
2023-11-20,32.45000076293945
2023-11-21,32.56999969482422
2023-11-22,32.650001525878906
2023-11-23,32.56999969482422
2023-11-24,32.4900016784668
2023-11-28,32.689998626708984
2023-11-29,33.029998779296875
2023-11-30,33.189998626708984
2023-12-01,33.439998626708984
2023-12-04,34.119998931884766
2023-12-05,34.34000015258789
2023-12-06,34.58000183105469
2023-12-07,34.56999969482422
2023-12-08,34.59000015258789
2023-12-11,34.599998474121094
2023-12-12,34.470001220703125
2023-12-13,34.439998626708984
2023-12-14,34.970001220703125
2023-12-15,35.43000030517578
2023-12-18,35.45000076293945
2023-12-19,35.279998779296875
2023-12-20,34.68000030517578
2023-12-21,34.75
2023-12-22,35.18000030517578
2023-12-26,35.220001220703125
2023-12-27,35.619998931884766
2023-12-28,35.77000045776367
2023-12-29,35.790000915527344
2024-01-01,35.779998779296875
2024-01-02,35.540000915527344
2024-01-03,35.439998626708984
2024-01-04,35.72999954223633
2024-01-05,35.77000045776367
2024-01-08,35.41999816894531
2024-01-09,35.5099983215332
2024-01-10,35.689998626708984
2024-01-11,35.84000015258789
2024-01-12,36.150001525878906
2024-01-15,36.40999984741211
2024-01-16,36.2400016784668
2024-01-17,35.689998626708984
2024-01-19,35.81999969482422
2024-01-23,35.2599983215332
