Date,CMCSA
2015-08-03,25.102407455444336
2015-08-04,24.915752410888672
2015-08-05,23.752174377441406
2015-08-06,23.335187911987305
2015-08-07,23.359018325805664
2015-08-10,23.60920524597168
2015-08-11,23.347105026245117
2015-08-12,23.593320846557617
2015-08-13,23.68465805053711
2015-08-14,23.38283920288086
2015-08-17,23.990449905395508
2015-08-18,23.704519271850586
2015-08-19,23.795856475830078
2015-08-20,23.18030548095703
2015-08-21,22.548877716064453
2015-08-24,21.607683181762695
2015-08-25,21.38529396057129
2015-08-26,22.000843048095703
2015-08-27,22.544902801513672
2015-08-28,22.548877716064453
2015-08-31,22.370168685913086
2015-09-01,21.849939346313477
2015-09-02,22.19146728515625
2015-09-03,22.322513580322266
2015-09-04,22.151752471923828
2015-09-08,22.679931640625
2015-09-09,22.50519371032715
2015-09-10,22.453567504882812
2015-09-11,22.401935577392578
2015-09-14,22.338394165039062
2015-09-15,22.69184112548828
2015-09-16,22.93012237548828
2015-09-17,23.21605110168457
2015-09-18,22.803035736083984
2015-09-21,22.98969078063965
2015-09-22,22.918209075927734
2015-09-23,22.783178329467773
2015-09-24,22.56476593017578
2015-09-25,22.453567504882812
2015-09-28,21.76653480529785
2015-09-29,21.897592544555664
2015-09-30,22.58858871459961
2015-10-01,22.799070358276367
2015-10-02,23.319305419921875
2015-10-05,23.777956008911133
2015-10-06,23.518712997436523
2015-10-07,23.80986213684082
2015-10-08,24.320348739624023
2015-10-09,24.124935150146484
2015-10-12,24.03719139099121
2015-10-13,23.993316650390625
2015-10-14,23.905576705932617
2015-10-15,24.332317352294922
2015-10-16,24.45595932006836
2015-10-19,24.55167579650879
2015-10-20,24.547685623168945
2015-10-21,24.3721981048584
2015-10-22,24.607511520385742
2015-10-23,24.719181060791016
2015-10-26,24.7989501953125
2015-10-27,24.5436954498291
2015-10-28,24.703222274780273
2015-10-29,25.1499080657959
2015-10-30,24.97442626953125
2015-11-02,25.02228546142578
2015-11-03,24.950502395629883
2015-11-04,24.511791229248047
2015-11-05,24.65137481689453
2015-11-06,24.571617126464844
2015-11-09,24.46792221069336
2015-11-10,24.5556640625
2015-11-11,24.547685623168945
2015-11-12,24.523754119873047
2015-11-13,24.0212345123291
2015-11-16,24.46792221069336
2015-11-17,24.380178451538086
2015-11-18,24.950502395629883
2015-11-19,24.97442626953125
2015-11-20,25.086097717285156
2015-11-23,24.77900505065918
2015-11-24,24.591556549072266
2015-11-25,24.487857818603516
2015-11-27,24.563629150390625
2015-11-30,24.272489547729492
2015-12-01,24.6274471282959
2015-12-02,24.12094497680664
2015-12-03,23.777956008911133
2015-12-04,24.22862434387207
2015-12-07,24.077070236206055
2015-12-08,23.74604606628418
2015-12-09,23.367156982421875
2015-12-10,23.79789161682129
2015-12-11,23.11988639831543
2015-12-14,22.880592346191406
2015-12-15,23.032148361206055
2015-12-16,23.411035537719727
2015-12-17,22.896549224853516
2015-12-18,22.493732452392578
2015-12-21,22.517667770385742
2015-12-22,22.689159393310547
2015-12-23,22.800827026367188
2015-12-24,22.852676391601562
2015-12-28,22.808805465698242
2015-12-29,22.956371307373047
2015-12-30,22.617368698120117
2015-12-31,22.50570297241211
2016-01-04,22.28937339782715
2016-01-05,22.293384552001953
2016-01-06,22.121118545532227
2016-01-07,21.876754760742188
2016-01-08,21.90079116821289
2016-01-11,21.920825958251953
2016-01-12,21.980915069580078
2016-01-13,21.452125549316406
2016-01-14,22.053022384643555
2016-01-15,21.588327407836914
2016-01-19,21.732545852661133
2016-01-20,21.47615623474121
2016-01-21,21.760583877563477
2016-01-22,22.165189743041992
2016-01-25,21.716520309448242
2016-01-26,21.96889877319336
2016-01-27,21.680465698242188
2016-01-28,21.676456451416016
2016-01-29,22.317419052124023
2016-02-01,22.35747528076172
2016-02-02,21.86874771118164
2016-02-03,23.17069435119629
2016-02-04,23.31891441345215
2016-02-05,23.799638748168945
2016-02-08,23.795629501342773
2016-02-09,23.31891441345215
