Date,NH.NS
2016-04-22,295.0111999511719
2016-04-25,294.2247314453125
2016-04-26,294.9128723144531
2016-04-27,295.0111999511719
2016-04-28,292.7501525878906
2016-04-29,291.91461181640625
2016-05-02,289.26043701171875
2016-05-03,291.5213623046875
2016-05-04,284.5417785644531
2016-05-05,283.90277099609375
2016-05-06,285.1807556152344
2016-05-09,289.9976806640625
2016-05-10,293.7332458496094
2016-05-11,295.650146484375
2016-05-12,301.84332275390625
2016-05-13,312.3619079589844
2016-05-16,313.8856506347656
2016-05-17,313.5415954589844
2016-05-18,319.5381164550781
2016-05-19,323.32281494140625
2016-05-20,318.8008117675781
2016-05-23,318.4075927734375
2016-05-24,316.834716796875
2016-05-25,318.4567565917969
2016-05-26,316.8839111328125
2016-05-27,300.3687438964844
2016-05-30,301.5484313964844
2016-05-31,309.8059997558594
2016-06-01,305.43145751953125
2016-06-02,307.54498291015625
2016-06-03,304.84161376953125
2016-06-06,307.2991943359375
2016-06-07,306.41448974609375
2016-06-08,309.6585693359375
2016-06-09,307.200927734375
2016-06-10,311.72296142578125
2016-06-13,311.5263366699219
2016-06-14,313.1483154296875
2016-06-15,313.344970703125
2016-06-16,312.70599365234375
2016-06-17,313.344970703125
2016-06-20,316.7364501953125
2016-06-21,316.6872863769531
2016-06-22,314.0330810546875
2016-06-23,315.2127380371094
2016-06-24,308.52801513671875
2016-06-27,308.28228759765625
2016-06-28,309.6585693359375
2016-06-29,310.6907043457031
2016-06-30,308.28228759765625
2016-07-01,307.88909912109375
2016-07-04,308.5771789550781
2016-07-05,307.200927734375
2016-07-07,305.2839660644531
2016-07-08,301.15521240234375
2016-07-11,305.1365051269531
2016-07-12,304.93994140625
2016-07-13,294.6180114746094
2016-07-14,286.95025634765625
2016-07-15,285.52484130859375
2016-07-18,292.160400390625
2016-07-19,288.6705627441406
2016-07-20,287.1468200683594
2016-07-21,281.2976989746094
2016-07-22,284.73834228515625
2016-07-25,286.3112487792969
2016-07-26,284.19769287109375
2016-07-27,282.5265197753906
2016-07-28,284.8858337402344
2016-07-29,286.1146545410156
2016-08-01,313.1974792480469
2016-08-02,328.43463134765625
2016-08-03,318.309326171875
2016-08-04,314.0330810546875
2016-08-05,313.4924011230469
2016-08-08,313.29583740234375
2016-08-09,314.96697998046875
2016-08-10,313.4432373046875
2016-08-11,304.7433166503906
2016-08-12,300.71282958984375
2016-08-16,298.74676513671875
2016-08-17,299.4840393066406
2016-08-18,299.43487548828125
2016-08-19,302.5314636230469
2016-08-22,308.9212951660156
2016-08-23,313.78729248046875
2016-08-24,315.36016845703125
2016-08-25,308.9212951660156
2016-08-26,306.2178649902344
2016-08-29,310.39581298828125
2016-08-30,305.6280212402344
2016-08-31,304.4975280761719
2016-09-01,303.76025390625
2016-09-02,306.41448974609375
2016-09-06,306.56195068359375
2016-09-07,305.2839660644531
2016-09-08,304.98907470703125
2016-09-09,306.9551696777344
2016-09-12,306.2178649902344
2016-09-14,319.1448974609375
2016-09-15,314.72119140625
2016-09-16,314.86865234375
2016-09-19,314.6229248046875
2016-09-20,314.2297058105469
2016-09-21,314.13134765625
2016-09-22,305.1365051269531
2016-09-23,308.03656005859375
2016-09-26,319.78387451171875
2016-09-27,327.7956848144531
2016-09-28,330.35162353515625
2016-09-29,318.0144348144531
2016-09-30,327.8939514160156
2016-10-03,337.7735595703125
2016-10-04,332.0227966308594
2016-10-05,334.28375244140625
2016-10-06,332.12109375
2016-10-07,329.86004638671875
2016-10-10,329.9583740234375
2016-10-13,333.15325927734375
2016-10-14,338.9040832519531
2016-10-17,333.9888610839844
2016-10-18,349.8158264160156
2016-10-19,346.8175354003906
2016-10-20,347.800537109375
2016-10-21,344.26165771484375
2016-10-24,349.9141540527344
2016-10-25,355.861572265625
2016-10-26,350.749755859375
2016-10-27,338.9040832519531
2016-10-28,339.1498107910156
2016-11-01,339.1006774902344
2016-11-02,336.39727783203125
2016-11-03,335.266845703125
2016-11-04,332.36688232421875
2016-11-07,335.90582275390625
2016-11-08,335.85662841796875
2016-11-09,337.08544921875
2016-11-10,348.0954895019531
2016-11-11,336.29901123046875
2016-11-15,324.1092529296875
2016-11-16,327.353271484375
2016-11-17,316.6381530761719
2016-11-18,325.3872375488281
2016-11-21,325.23974609375
2016-11-22,335.11932373046875
2016-11-23,345.4412841796875
2016-11-24,339.59222412109375
2016-11-25,343.1802978515625
2016-11-28,337.1837158203125
2016-11-29,338.5599670410156
2016-11-30,339.346435546875
2016-12-01,338.4617004394531
2016-12-02,333.792236328125
2016-12-05,334.3820495605469
2016-12-06,329.6142883300781
2016-12-07,334.13629150390625
2016-12-08,333.3498840332031
2016-12-09,332.90753173828125
2016-12-12,332.8092041015625
2016-12-13,331.3345947265625
2016-12-14,332.12109375
2016-12-15,332.31768798828125
2016-12-16,332.26849365234375
2016-12-19,331.53125
2016-12-20,327.59906005859375
2016-12-21,327.5499267578125
2016-12-22,329.5651550292969
2016-12-23,333.8905334472656
2016-12-26,338.3634338378906
2016-12-27,333.1041564941406
2016-12-28,328.13970947265625
2016-12-29,329.3685302734375
2016-12-30,337.08544921875
2017-01-02,338.5108642578125
2017-01-03,333.6939392089844
2017-01-04,329.2210998535156
2017-01-05,333.8905334472656
2017-01-06,333.8905334472656
2017-01-09,334.0379943847656
2017-01-10,334.18548583984375
2017-01-11,334.2345886230469
2017-01-12,333.5464782714844
2017-01-13,333.3498840332031
2017-01-16,334.0379943847656
2017-01-17,328.72955322265625
2017-01-18,333.497314453125
2017-01-19,332.8092041015625
2017-01-20,331.9736022949219
2017-01-23,334.28375244140625
2017-01-24,333.2515869140625
2017-01-25,333.6448059082031
2017-01-27,331.7770080566406
2017-01-30,331.3345947265625
2017-01-31,333.9888610839844
2017-02-01,329.1228332519531
2017-02-02,328.92620849609375
2017-02-03,328.3854675292969
2017-02-06,323.0770568847656
2017-02-07,319.6855773925781
2017-02-08,323.3719787597656
2017-02-09,324.8465270996094
2017-02-10,325.97705078125
2017-02-13,323.7651672363281
2017-02-14,321.74993896484375
2017-02-15,316.49066162109375
2017-02-16,318.1127014160156
2017-02-17,323.7651672363281
2017-02-20,319.78387451171875
2017-02-21,321.60247802734375
2017-02-22,317.8669738769531
2017-02-23,315.7533874511719
2017-02-27,315.9991760253906
2017-02-28,319.4889831542969
2017-03-01,314.6229248046875
2017-03-02,320.0296630859375
2017-03-03,318.50592041015625
2017-03-06,315.1636047363281
2017-03-07,317.8669738769531
2017-03-08,312.3619079589844
2017-03-09,309.9043273925781
2017-03-10,306.0704040527344
2017-03-14,308.9212951660156
2017-03-15,304.2518005371094
2017-03-16,309.9043273925781
2017-03-17,308.8721008300781
2017-03-20,306.2178649902344
2017-03-21,309.6094055175781
2017-03-22,310.4449768066406
2017-03-23,311.2314147949219
2017-03-24,315.6551208496094
2017-03-27,303.9076843261719
2017-03-28,301.7450256347656
2017-03-29,300.41796875
2017-03-30,310.4449768066406
2017-03-31,308.52801513671875
2017-04-03,310.54327392578125
2017-04-05,315.9991760253906
2017-04-06,314.4263000488281
2017-04-07,318.5550537109375
2017-04-10,318.1618347167969
2017-04-11,316.6872863769531
2017-04-12,316.3432312011719
2017-04-13,317.9652404785156
2017-04-17,316.49066162109375
2017-04-18,313.78729248046875
2017-04-19,314.4263000488281
2017-04-20,313.8364562988281
2017-04-21,311.4280090332031
2017-04-24,312.9517517089844
2017-04-25,311.57550048828125
2017-04-26,311.91949462890625
2017-04-27,317.17877197265625
2017-04-28,316.5398254394531
2017-05-02,312.607666015625
2017-05-03,310.6415710449219
2017-05-04,308.4788513183594
2017-05-05,305.0382080078125
2017-05-08,291.91461181640625
2017-05-09,302.3348388671875
2017-05-10,306.758544921875
2017-05-11,304.35009765625
2017-05-12,299.6314697265625
2017-05-15,298.8450622558594
2017-05-16,296.682373046875
2017-05-17,294.5688171386719
2017-05-18,294.6671142578125
2017-05-19,295.06036376953125
2017-05-22,292.3569641113281
2017-05-23,286.1146545410156
2017-05-24,290.4892578125
2017-05-25,289.4078674316406
2017-05-26,289.80108642578125
2017-05-29,290.7349548339844
2017-05-30,312.26361083984375
2017-05-31,325.23974609375
2017-06-01,334.18548583984375
2017-06-02,327.943115234375
2017-06-05,329.5651550292969
2017-06-06,319.04656982421875
2017-06-07,310.39581298828125
2017-06-08,317.3262634277344
2017-06-09,327.353271484375
2017-06-12,331.7278747558594
2017-06-13,329.1228332519531
2017-06-14,322.92962646484375
2017-06-15,314.72119140625
2017-06-16,314.6720275878906
2017-06-19,313.1974792480469
2017-06-20,312.4602355957031
2017-06-21,309.1670227050781
2017-06-22,303.0721435546875
2017-06-23,302.3348388671875
2017-06-27,308.52801513671875
2017-06-28,307.5940856933594
2017-06-29,309.3636779785156
2017-06-30,308.9212951660156
2017-07-03,309.7568054199219
2017-07-04,310.0517578125
2017-07-05,310.98565673828125
2017-07-06,293.4383239746094
2017-07-07,299.7789306640625
2017-07-10,301.4010009765625
2017-07-11,299.9264221191406
2017-07-12,299.28741455078125
2017-07-13,299.6806640625
2017-07-14,298.8450622558594
2017-07-17,301.204345703125
2017-07-18,301.4500732421875
2017-07-19,298.5992736816406
2017-07-20,296.8789367675781
2017-07-21,294.9620361328125
2017-07-24,294.5196533203125
2017-07-25,293.4874572753906
2017-07-26,293.3399963378906
2017-07-27,293.78240966796875
2017-07-28,298.9925231933594
2017-07-31,301.7941589355469
2017-08-01,300.4670715332031
2017-08-02,303.9076843261719
2017-08-03,293.9789733886719
2017-08-04,294.76544189453125
2017-08-07,298.50103759765625
2017-08-08,294.9620361328125
2017-08-09,294.4213562011719
2017-08-10,290.8824157714844
2017-08-11,295.35528564453125
2017-08-14,294.86376953125
2017-08-16,293.8807373046875
2017-08-17,292.6519470214844
2017-08-18,290.0959777832031
2017-08-21,286.5079040527344
2017-08-22,298.30438232421875
2017-08-23,299.3365783691406
2017-08-24,300.1230163574219
2017-08-28,300.9094543457031
2017-08-29,300.0738525390625
2017-08-30,299.5331726074219
2017-08-31,292.7993469238281
2017-09-01,292.5535888671875
2017-09-04,288.572265625
2017-09-05,295.06036376953125
2017-09-06,295.4044189453125
2017-09-07,293.4383239746094
2017-09-08,291.96380615234375
2017-09-11,293.9789733886719
2017-09-12,295.8959045410156
2017-09-13,294.9128723144531
2017-09-14,296.829833984375
2017-09-15,294.0281677246094
2017-09-18,294.9128723144531
2017-09-19,298.05859375
2017-09-20,296.387451171875
2017-09-21,295.6993103027344
2017-09-22,294.0773010253906
2017-09-25,295.2569580078125
2017-09-26,295.1095275878906
2017-09-27,292.2095031738281
2017-09-28,293.2908630371094
2017-09-29,297.9603271484375
2017-10-03,296.829833984375
2017-10-04,293.78240966796875
2017-10-05,295.35528564453125
2017-10-06,296.5348815917969
2017-10-09,295.797607421875
2017-10-10,296.09259033203125
2017-10-11,297.272216796875
2017-10-12,296.977294921875
2017-10-13,295.9942321777344
2017-10-16,300.8111572265625
2017-10-17,298.30438232421875
2017-10-18,301.6467590332031
2017-10-19,301.30267333984375
2017-10-23,301.056884765625
2017-10-24,297.7145690917969
2017-10-25,302.28570556640625
2017-10-26,300.17218017578125
2017-10-27,295.1095275878906
2017-10-30,297.8128662109375
2017-10-31,301.7941589355469
2017-11-01,301.2535095214844
2017-11-02,299.7298278808594
2017-11-03,294.86376953125
2017-11-06,298.8450622558594
2017-11-07,290.8332824707031
2017-11-08,289.4078674316406
2017-11-09,293.2908630371094
2017-11-10,294.5688171386719
2017-11-13,289.5553283691406
2017-11-14,290.2925720214844
2017-11-15,286.9010925292969
2017-11-16,294.5688171386719
2017-11-17,292.2586669921875
2017-11-20,288.8671875
2017-11-21,291.91461181640625
2017-11-22,289.80108642578125
2017-11-23,292.160400390625
2017-11-24,290.1451416015625
2017-11-27,288.91632080078125
2017-11-28,291.128173828125
2017-11-29,296.239990234375
2017-11-30,293.8807373046875
2017-12-01,290.1943359375
2017-12-04,291.128173828125
2017-12-05,289.8993835449219
2017-12-06,283.1163635253906
2017-12-07,281.0028076171875
2017-12-08,283.4112854003906
2017-12-11,290.0959777832031
2017-12-12,287.09771728515625
2017-12-13,284.1485595703125
2017-12-14,283.6570129394531
2017-12-15,280.609619140625
2017-12-18,280.36383056640625
2017-12-19,278.2011413574219
2017-12-20,278.3486022949219
2017-12-21,284.2960205078125
2017-12-22,292.160400390625
2017-12-26,293.68408203125
2017-12-27,293.38922119140625
2017-12-28,293.8807373046875
2017-12-29,293.1925964355469
2018-01-01,292.9959411621094
2018-01-02,293.4874572753906
2018-01-03,292.7501525878906
2018-01-04,289.8502197265625
2018-01-05,291.8162841796875
2018-01-08,291.66888427734375
2018-01-09,289.6535949707031
2018-01-10,287.78582763671875
2018-01-11,287.7366943359375
2018-01-12,287.8841552734375
2018-01-15,286.7044982910156
2018-01-16,284.2960205078125
2018-01-17,285.0332946777344
2018-01-18,284.4434814453125
2018-01-19,284.6892395019531
2018-01-22,284.0993957519531
2018-01-23,283.75531005859375
2018-01-24,282.42822265625
2018-01-25,284.6892395019531
2018-01-29,283.50958251953125
2018-01-30,281.2486267089844
2018-01-31,280.56048583984375
2018-02-01,287.98248291015625
2018-02-02,291.32476806640625
2018-02-05,287.8349914550781
2018-02-06,288.572265625
2018-02-07,296.9281311035156
2018-02-08,296.3383483886719
2018-02-09,298.30438232421875
2018-02-12,309.5111083984375
2018-02-14,300.8602600097656
2018-02-15,301.6467590332031
2018-02-16,301.499267578125
2018-02-19,301.2535095214844
2018-02-20,306.8568420410156
2018-02-21,302.87554931640625
2018-02-22,302.28570556640625
2018-02-23,306.4636535644531
2018-02-26,304.54669189453125
2018-02-27,294.9128723144531
2018-02-28,295.1586608886719
2018-03-01,294.5196533203125
2018-03-05,294.8146057128906
2018-03-06,290.4892578125
2018-03-07,289.5553283691406
2018-03-08,290.0959777832031
2018-03-09,290.1451416015625
2018-03-12,288.572265625
2018-03-13,293.6349182128906
2018-03-14,292.7501525878906
2018-03-15,290.980712890625
2018-03-16,290.5874938964844
2018-03-19,288.0807189941406
2018-03-20,287.048583984375
2018-03-21,290.7349548339844
2018-03-22,286.9994201660156
2018-03-23,280.56048583984375
2018-03-26,278.10284423828125
2018-03-27,279.2825012207031
2018-03-28,274.5147399902344
2018-04-02,276.2350769042969
2018-04-03,285.52484130859375
2018-04-04,284.49261474609375
2018-04-05,283.8536376953125
2018-04-06,280.4621276855469
2018-04-09,279.52825927734375
2018-04-10,273.9740905761719
2018-04-11,274.907958984375
2018-04-12,270.33685302734375
2018-04-13,269.5012512207031
2018-04-16,267.6826171875
2018-04-17,268.8131103515625
2018-04-18,266.74871826171875
2018-04-19,267.6826171875
2018-04-20,270.1893615722656
2018-04-23,268.22332763671875
2018-04-24,268.17413330078125
2018-04-25,265.0775451660156
2018-04-26,268.9114074707031
2018-04-27,269.8453063964844
2018-04-30,270.5334167480469
2018-05-02,265.9622802734375
2018-05-03,265.02838134765625
2018-05-04,263.209716796875
2018-05-07,269.1080627441406
2018-05-08,270.04193115234375
2018-05-09,266.1097412109375
2018-05-10,263.01312255859375
2018-05-11,260.4080810546875
2018-05-14,255.24708557128906
2018-05-15,253.62509155273438
2018-05-16,252.93695068359375
2018-05-17,246.54718017578125
2018-05-18,247.28445434570312
2018-05-21,235.19302368164062
2018-05-22,229.39309692382812
2018-05-23,226.44393920898438
2018-05-24,229.39309692382812
2018-05-25,230.72018432617188
2018-05-28,230.3269805908203
2018-05-29,238.97776794433594
2018-05-30,235.4387969970703
2018-05-31,228.99984741210938
2018-06-01,229.93373107910156
2018-06-04,224.1337890625
2018-06-05,224.33041381835938
2018-06-06,230.7693328857422
2018-06-07,229.39309692382812
2018-06-08,229.58970642089844
2018-06-11,230.08119201660156
2018-06-12,226.09986877441406
2018-06-13,222.2660369873047
2018-06-14,224.23208618164062
2018-06-15,226.83714294433594
2018-06-18,228.2134246826172
2018-06-19,223.44566345214844
2018-06-20,226.24732971191406
2018-06-21,225.90325927734375
2018-06-22,228.85240173339844
2018-06-25,229.1964569091797
2018-06-26,228.0659637451172
2018-06-27,227.23037719726562
2018-06-28,227.9185028076172
2018-06-29,229.88461303710938
2018-07-02,228.2134246826172
2018-07-03,230.47442626953125
2018-07-04,229.98289489746094
2018-07-05,231.94898986816406
2018-07-06,237.60147094726562
2018-07-09,241.18959045410156
2018-07-10,242.2709503173828
2018-07-11,245.07260131835938
2018-07-12,241.4844970703125
2018-07-13,240.94383239746094
2018-07-16,248.021728515625
2018-07-17,248.316650390625
2018-07-18,245.02345275878906
2018-07-19,244.08958435058594
2018-07-20,245.85903930664062
2018-07-23,245.318359375
2018-07-24,247.18614196777344
2018-07-25,247.43191528320312
2018-07-26,247.0386962890625
2018-07-27,247.57937622070312
2018-07-30,251.26577758789062
2018-07-31,255.3945770263672
2018-08-01,255.3945770263672
2018-08-02,257.0165710449219
2018-08-03,248.5132598876953
2018-08-06,245.80990600585938
2018-08-07,246.49803161621094
2018-08-08,247.77597045898438
2018-08-09,246.44886779785156
2018-08-10,242.61500549316406
2018-08-13,246.20310974121094
2018-08-14,241.63197326660156
2018-08-16,244.87600708007812
2018-08-17,241.04212951660156
2018-08-20,238.38792419433594
2018-08-21,241.04212951660156
2018-08-23,241.09129333496094
2018-08-24,245.07260131835938
2018-08-27,248.169189453125
2018-08-28,247.3336181640625
2018-08-29,248.1200408935547
2018-08-30,247.48104858398438
2018-08-31,248.021728515625
2018-09-03,250.77426147460938
2018-09-04,250.77426147460938
2018-09-05,247.0386962890625
2018-09-06,247.13699340820312
2018-09-07,249.98785400390625
2018-09-10,249.64376831054688
2018-09-11,246.2522735595703
2018-09-12,251.56068420410156
2018-09-14,247.48104858398438
2018-09-17,249.15223693847656
2018-09-18,247.77597045898438
2018-09-19,246.1539306640625
2018-09-21,244.08958435058594
2018-09-24,236.91334533691406
2018-09-25,238.97776794433594
2018-09-26,242.61500549316406
2018-09-27,243.79466247558594
2018-09-28,240.79638671875
2018-10-01,229.29476928710938
2018-10-03,231.70321655273438
2018-10-04,227.57444763183594
2018-10-05,229.0490264892578
2018-10-08,226.09986877441406
2018-10-09,230.27783203125
2018-10-10,233.8659210205078
2018-10-11,228.36090087890625
2018-10-12,220.39822387695312
2018-10-15,218.18638610839844
2018-10-16,219.61180114746094
2018-10-17,212.53387451171875
2018-10-19,205.30853271484375
2018-10-22,204.57125854492188
2018-10-23,206.58648681640625
2018-10-24,210.2729034423828
2018-10-25,213.4677734375
2018-10-26,216.51519775390625
2018-10-29,218.57962036132812
2018-10-30,220.44740295410156
2018-10-31,223.4948272705078
2018-11-01,235.93031311035156
2018-11-02,240.0099334716797
2018-11-05,244.2370147705078
2018-11-06,242.909912109375
2018-11-07,240.1573944091797
2018-11-09,238.33876037597656
2018-11-12,241.63197326660156
2018-11-13,240.0099334716797
2018-11-14,245.66244506835938
2018-11-15,237.84722900390625
2018-11-16,232.63711547851562
2018-11-19,228.41004943847656
2018-11-20,224.4778594970703
2018-11-21,228.31173706054688
2018-11-22,232.78457641601562
2018-11-26,225.4608917236328
2018-11-27,224.82191467285156
2018-11-28,219.31689453125
2018-11-29,223.98634338378906
2018-11-30,218.0880889892578
2018-12-03,214.94232177734375
2018-12-04,210.8627166748047
2018-12-05,206.3406982421875
2018-12-06,204.57125854492188
2018-12-07,204.57125854492188
2018-12-10,203.1458282470703
2018-12-11,206.9305419921875
2018-12-12,203.83395385742188
2018-12-13,201.7695770263672
2018-12-14,195.7729949951172
2018-12-17,202.26109313964844
2018-12-18,196.0679168701172
2018-12-19,198.1814727783203
2018-12-20,198.62384033203125
2018-12-21,200.44244384765625
2018-12-24,198.08316040039062
2018-12-26,197.68995666503906
2018-12-27,194.69166564941406
2018-12-28,192.13572692871094
2018-12-31,191.79168701171875
2019-01-01,187.9086456298828
2019-01-02,190.1204833984375
2019-01-03,188.1053009033203
2019-01-04,184.1239471435547
2019-01-07,192.97134399414062
2019-01-08,196.75604248046875
2019-01-09,205.4559783935547
2019-01-10,202.65431213378906
2019-01-11,200.1967010498047
2019-01-14,196.8543701171875
2019-01-15,200.393310546875
2019-01-16,196.4119873046875
2019-01-17,194.6425018310547
2019-01-18,194.24928283691406
2019-01-21,183.87820434570312
2019-01-22,183.87820434570312
2019-01-23,182.8459930419922
2019-01-24,186.77816772460938
2019-01-25,187.61375427246094
2019-01-28,186.8273162841797
2019-01-29,184.71376037597656
2019-01-30,182.79684448242188
2019-01-31,186.23748779296875
2019-02-01,187.51544189453125
2019-02-04,188.94085693359375
2019-02-05,193.6103057861328
2019-02-06,195.08486938476562
2019-02-07,190.80865478515625
2019-02-08,190.75949096679688
2019-02-11,190.46458435058594
2019-02-12,193.9052276611328
2019-02-14,190.46458435058594
2019-02-15,194.34759521484375
2019-02-18,192.13572692871094
2019-02-19,195.82212829589844
2019-02-20,195.9696044921875
2019-02-21,199.36109924316406
2019-02-22,196.6577606201172
2019-02-25,197.98484802246094
2019-02-26,201.7204132080078
2019-02-27,204.4237823486328
2019-02-28,202.4576873779297
2019-03-01,216.466064453125
2019-03-05,221.0372314453125
2019-03-06,222.95416259765625
2019-03-07,219.07113647460938
2019-03-08,215.3355712890625
2019-03-11,218.67788696289062
2019-03-12,217.2524871826172
2019-03-13,217.94061279296875
2019-03-14,219.90670776367188
2019-03-15,220.05416870117188
2019-03-18,217.2524871826172
2019-03-19,214.99148559570312
2019-03-20,211.0101776123047
2019-03-22,214.05758666992188
2019-03-25,213.95928955078125
2019-03-26,209.2898406982422
2019-03-27,209.9779815673828
2019-03-28,211.59999084472656
2019-04-01,212.87796020507812
2019-04-02,212.68133544921875
2019-04-03,213.91015625
2019-04-04,214.35252380371094
2019-04-05,214.40167236328125
2019-04-08,212.1406707763672
2019-04-09,214.94232177734375
2019-04-10,213.32032775878906
2019-04-11,212.68133544921875
2019-04-12,213.1237030029297
2019-04-15,210.81356811523438
2019-04-16,211.55084228515625
2019-04-18,210.91184997558594
2019-04-22,207.27462768554688
2019-04-23,205.89833068847656
2019-04-24,205.01361083984375
2019-04-25,204.0305633544922
2019-04-26,204.47293090820312
2019-04-30,198.96791076660156
2019-05-02,199.3119659423828
2019-05-03,194.7407989501953
2019-05-06,192.03744506835938
2019-05-07,191.20184326171875
2019-05-08,191.3493194580078
2019-05-09,191.69337463378906
2019-05-10,191.39846801757812
2019-05-13,187.9086456298828
2019-05-14,184.320556640625
2019-05-15,185.64767456054688
2019-05-16,183.0426025390625
2019-05-17,183.28836059570312
2019-05-20,188.5968017578125
2019-05-21,184.91038513183594
2019-05-22,187.26971435546875
2019-05-23,184.56631469726562
2019-05-24,195.6746826171875
2019-05-27,223.29818725585938
2019-05-28,230.17950439453125
2019-05-29,227.132080078125
2019-05-30,226.3456573486328
2019-05-31,233.8167724609375
2019-06-03,231.0150909423828
2019-06-04,226.88633728027344
2019-06-06,224.92022705078125
2019-06-07,221.47958374023438
2019-06-10,222.41346740722656
2019-06-11,220.5457000732422
2019-06-12,218.62876892089844
2019-06-13,227.57444763183594
2019-06-14,222.61007690429688
2019-06-17,222.46261596679688
2019-06-18,225.2151336669922
2019-06-19,223.24908447265625
2019-06-20,225.06768798828125
2019-06-21,229.83544921875
2019-06-24,233.27610778808594
2019-06-25,243.1065216064453
2019-06-26,241.09129333496094
2019-06-27,240.84552001953125
2019-06-28,238.63368225097656
2019-07-01,236.02862548828125
2019-07-02,236.47097778320312
2019-07-03,228.85240173339844
2019-07-04,234.25914001464844
2019-07-05,227.132080078125
2019-07-08,226.83714294433594
2019-07-09,223.29818725585938
2019-07-10,221.23382568359375
2019-07-11,228.9015655517578
2019-07-12,227.57444763183594
2019-07-15,219.31689453125
2019-07-16,221.3812713623047
2019-07-17,222.020263671875
2019-07-18,220.5948486328125
2019-07-19,211.94406127929688
2019-07-22,214.1067657470703
2019-07-23,217.9897918701172
2019-07-24,218.62876892089844
2019-07-25,217.35079956054688
2019-07-26,220.1033172607422
2019-07-29,220.8897705078125
2019-07-30,218.0389404296875
2019-07-31,218.53045654296875
2019-08-01,220.6041717529297
2019-08-02,215.17300415039062
2019-08-05,202.0888214111328
2019-08-06,205.34751892089844
2019-08-07,208.65560913085938
2019-08-08,210.63058471679688
2019-08-09,212.01303100585938
2019-08-13,228.40528869628906
2019-08-14,230.6271514892578
2019-08-16,237.09518432617188
2019-08-19,240.94635009765625
2019-08-20,238.8232879638672
2019-08-21,226.82530212402344
2019-08-22,225.7390899658203
2019-08-23,225.88722229003906
2019-08-26,224.8009796142578
2019-08-27,230.97274780273438
2019-08-28,231.0221405029297
2019-08-29,230.47900390625
2019-08-30,232.7996063232422
2019-09-03,233.44146728515625
2019-09-04,232.40463256835938
2019-09-05,236.79891967773438
2019-09-06,243.21759033203125
2019-09-09,243.6619415283203
2019-09-11,241.7363739013672
2019-09-12,245.5875244140625
2019-09-13,239.66261291503906
2019-09-16,236.30519104003906
2019-09-17,231.0221405029297
2019-09-18,234.28085327148438
2019-09-19,229.98529052734375
2019-09-20,231.71336364746094
2019-09-23,232.65150451660156
2019-09-24,235.66331481933594
2019-09-25,232.65150451660156
2019-09-26,232.5033721923828
2019-09-27,233.54022216796875
2019-09-30,221.29542541503906
2019-10-01,231.96023559570312
2019-10-03,232.84896850585938
2019-10-04,230.57777404785156
2019-10-07,232.05899047851562
2019-10-09,232.2071075439453
2019-10-10,232.05899047851562
2019-10-11,232.25650024414062
2019-10-14,235.07083129882812
2019-10-15,232.2071075439453
2019-10-16,226.6772003173828
2019-10-17,228.997802734375
2019-10-18,231.96023559570312
2019-10-22,237.73703002929688
2019-10-23,238.97140502929688
2019-10-24,241.6869659423828
2019-10-25,251.11746215820312
2019-10-27,261.14044189453125
2019-10-29,263.5597839355469
2019-10-30,270.3734130859375
2019-10-31,262.5229187011719
