Date,CCL.NS
2015-08-21,207.6732940673828
2015-08-24,195.95309448242188
2015-08-25,192.21163940429688
2015-08-26,190.3634796142578
2015-08-27,200.5059814453125
2015-08-28,198.6577606201172
2015-08-31,199.87486267089844
2015-09-01,196.1334228515625
2015-09-02,195.6826171875
2015-09-03,196.98989868164062
2015-09-04,190.99453735351562
2015-09-07,189.10125732421875
2015-09-08,189.59715270996094
2015-09-09,194.195068359375
2015-09-10,195.45724487304688
2015-09-11,192.97796630859375
2015-09-14,193.02305603027344
2015-09-15,191.58053588867188
2015-09-16,189.28158569335938
2015-09-18,189.32666015625
2015-09-21,190.5888214111328
2015-09-22,189.41680908203125
2015-09-23,195.63751220703125
2015-09-24,202.48934936523438
2015-09-28,210.82876586914062
2015-09-29,213.30801391601562
2015-09-30,212.0458526611328
2015-10-01,216.55364990234375
2015-10-05,215.83242797851562
2015-10-06,212.09095764160156
2015-10-07,214.75051879882812
2015-10-08,216.3282470703125
2015-10-09,218.08628845214844
2015-10-12,218.98780822753906
2015-10-13,219.6189422607422
2015-10-14,217.1396484375
2015-10-15,202.30905151367188
2015-10-16,197.0349578857422
2015-10-19,202.4443359375
2015-10-20,209.20599365234375
2015-10-21,207.08731079101562
2015-10-23,202.94015502929688
2015-10-26,204.3375701904297
2015-10-27,205.68992614746094
2015-10-28,203.16552734375
2015-10-29,198.07176208496094
2015-10-30,195.3670654296875
2015-11-02,192.21163940429688
2015-11-03,193.42877197265625
2015-11-04,190.67898559570312
2015-11-05,185.44996643066406
2015-11-06,188.47018432617188
2015-11-09,190.72402954101562
2015-11-10,192.0313262939453
2015-11-13,186.6670684814453
2015-11-16,188.4251251220703
2015-11-17,191.3551483154297
2015-11-18,189.32666015625
2015-11-19,193.33856201171875
2015-11-20,194.9613800048828
2015-11-23,197.8463592529297
2015-11-24,200.0100860595703
2015-11-26,200.68626403808594
2015-11-27,196.7644805908203
2015-11-30,193.38365173339844
2015-12-01,195.186767578125
2015-12-02,195.54736328125
2015-12-03,192.25668334960938
2015-12-04,190.49868774414062
2015-12-07,188.830810546875
2015-12-08,188.33493041992188
2015-12-09,188.92095947265625
2015-12-10,189.5069580078125
2015-12-11,188.6054229736328
2015-12-14,188.56033325195312
2015-12-15,191.58053588867188
2015-12-16,193.24844360351562
2015-12-17,192.3018341064453
2015-12-18,193.51889038085938
2015-12-21,194.33030700683594
2015-12-22,190.18312072753906
2015-12-23,190.0478973388672
2015-12-24,189.28158569335938
2015-12-28,193.06809997558594
2015-12-29,195.6826171875
2015-12-30,195.77276611328125
2015-12-31,196.7644805908203
2016-01-01,196.8546600341797
2016-01-04,193.33856201171875
2016-01-05,190.94944763183594
2016-01-06,193.83445739746094
2016-01-07,189.5520477294922
2016-01-08,192.52716064453125
2016-01-11,189.86758422851562
2016-01-12,186.7572021484375
2016-01-13,183.10592651367188
2016-01-14,177.96705627441406
2016-01-15,172.37744140625
2016-01-18,167.01318359375
2016-01-19,164.8494415283203
2016-01-20,158.80899047851562
2016-01-21,155.9240264892578
2016-01-22,162.5504608154297
2016-01-25,164.57894897460938
2016-01-27,159.6654815673828
2016-01-28,153.6250457763672
2016-01-29,152.04734802246094
2016-02-01,157.00588989257812
2016-02-02,163.63233947753906
2016-02-03,161.96444702148438
2016-02-04,148.48617553710938
2016-02-05,148.3509521484375
2016-02-08,151.01052856445312
2016-02-09,152.09239196777344
2016-02-10,150.96548461914062
2016-02-11,144.47427368164062
2016-02-12,144.20379638671875
2016-02-15,152.407958984375
2016-02-16,150.8302459716797
2016-02-17,152.90383911132812
2016-02-18,152.1374969482422
2016-02-19,150.42453002929688
2016-02-22,149.3877410888672
2016-02-23,148.3509521484375
2016-02-24,143.52761840820312
2016-02-25,144.69964599609375
2016-02-26,143.07684326171875
2016-02-29,152.8587188720703
2016-03-01,155.06756591796875
2016-03-02,163.72250366210938
2016-03-03,167.4639434814453
2016-03-04,165.30023193359375
2016-03-08,164.93955993652344
2016-03-09,166.246826171875
2016-03-10,167.3286895751953
2016-03-11,167.5541229248047
2016-03-14,168.45562744140625
2016-03-15,163.58724975585938
2016-03-16,175.75823974609375
2016-03-17,176.16709899902344
2016-03-18,176.2125244140625
2016-03-21,182.43606567382812
2016-03-22,182.5269317626953
2016-03-23,180.8006591796875
2016-03-28,176.57594299316406
2016-03-29,172.98719787597656
2016-03-30,173.16891479492188
2016-03-31,175.53111267089844
2016-04-01,182.43606567382812
2016-04-04,180.391845703125
2016-04-05,175.93997192382812
2016-04-06,180.02841186523438
2016-04-07,178.9835662841797
2016-04-08,178.34762573242188
2016-04-11,177.39364624023438
2016-04-12,177.34817504882812
2016-04-13,176.43966674804688
2016-04-18,182.25437927246094
2016-04-20,180.61895751953125
2016-04-21,177.6662139892578
2016-04-22,178.16587829589844
2016-04-25,176.8031005859375
2016-04-26,176.8485107421875
2016-04-27,177.2119140625
2016-04-28,176.8485107421875
2016-04-29,175.44024658203125
2016-05-02,176.2125244140625
2016-05-03,194.51974487304688
2016-05-04,195.24656677246094
2016-05-05,196.4730987548828
2016-05-06,205.33145141601562
2016-05-09,210.37387084960938
2016-05-10,212.4180450439453
2016-05-11,208.87474060058594
2016-05-12,211.82754516601562
2016-05-13,208.920166015625
2016-05-16,205.33145141601562
2016-05-17,210.60101318359375
2016-05-18,211.00985717773438
2016-05-19,206.285400390625
2016-05-20,207.3756103515625
2016-05-23,201.0158233642578
2016-05-24,202.06065368652344
2016-05-25,206.285400390625
2016-05-26,211.6003875732422
2016-05-27,208.5113525390625
2016-05-30,208.10250854492188
2016-05-31,212.05465698242188
2016-06-01,211.3278350830078
2016-06-02,213.2812042236328
2016-06-03,213.8717803955078
2016-06-06,214.64404296875
2016-06-07,218.2327880859375
2016-06-08,218.55076599121094
2016-06-09,225.3648681640625
2016-06-10,230.18014526367188
2016-06-13,230.27101135253906
2016-06-14,226.4551239013672
2016-06-15,222.5484161376953
2016-06-16,225.2285919189453
2016-06-17,225.68284606933594
2016-06-20,222.7754669189453
2016-06-21,225.00143432617188
2016-06-22,230.99786376953125
2016-06-23,224.8651580810547
2016-06-24,220.50413513183594
2016-06-27,221.0492706298828
2016-06-28,221.14015197753906
2016-06-29,226.68228149414062
2016-06-30,225.31947326660156
2016-07-01,231.0432891845703
2016-07-04,225.3648681640625
2016-07-05,224.8651580810547
2016-07-07,225.95541381835938
2016-07-08,225.04689025878906
2016-07-11,225.00143432617188
2016-07-12,225.31947326660156
2016-07-13,223.9112091064453
2016-07-14,224.95602416992188
2016-07-15,225.45574951171875
2016-07-18,221.0492706298828
2016-07-19,218.2327880859375
2016-07-20,215.59799194335938
2016-07-21,224.8197479248047
2016-07-22,224.59259033203125
2016-07-25,235.35887145996094
2016-07-26,234.99545288085938
2016-07-27,234.81373596191406
2016-07-28,236.90341186523438
2016-07-29,234.4957733154297
2016-08-01,235.1317596435547
2016-08-02,231.8609619140625
2016-08-03,234.4049072265625
2016-08-04,235.7677459716797
2016-08-05,238.03907775878906
2016-08-08,237.13055419921875
2016-08-09,235.81314086914062
2016-08-10,238.67507934570312
2016-08-11,240.85557556152344
2016-08-12,240.58303833007812
2016-08-16,240.53762817382812
2016-08-17,243.21775817871094
2016-08-18,243.89927673339844
2016-08-19,247.71511840820312
2016-08-22,250.84954833984375
2016-08-23,254.8017578125
2016-08-24,255.11973571777344
2016-08-25,255.2105712890625
2016-08-26,252.25784301757812
2016-08-29,248.30564880371094
2016-08-30,247.26080322265625
2016-08-31,247.62429809570312
2016-09-01,246.71571350097656
2016-09-02,245.26206970214844
2016-09-06,244.80775451660156
2016-09-07,244.35348510742188
2016-09-08,245.0802764892578
2016-09-09,240.81011962890625
2016-09-12,233.3146514892578
2016-09-14,227.3182373046875
2016-09-15,237.8119354248047
2016-09-16,237.21914672851562
2016-09-19,239.6815948486328
2016-09-20,242.41770935058594
2016-09-21,244.8801727294922
2016-09-22,246.11143493652344
2016-09-23,243.01052856445312
2016-09-26,235.3494415283203
2016-09-27,244.69776916503906
2016-09-28,244.7433624267578
2016-09-29,231.4733428955078
2016-09-30,238.31353759765625
2016-10-03,238.08554077148438
2016-10-04,224.3594970703125
2016-10-05,220.43775939941406
2016-10-06,214.00794982910156
2016-10-07,221.942626953125
2016-10-10,226.36595153808594
2016-10-13,223.7210693359375
2016-10-14,224.1770782470703
2016-10-17,223.44747924804688
2016-10-18,223.8578643798828
2016-10-19,227.36920166015625
2016-10-20,226.68519592285156
2016-10-21,228.0076141357422
2016-10-24,226.9588165283203
2016-10-25,227.186767578125
2016-10-26,228.37245178222656
2016-10-27,227.9164276123047
2016-10-28,228.0076141357422
2016-11-01,228.09884643554688
2016-11-02,228.09884643554688
2016-11-03,228.2356414794922
2016-11-04,227.68844604492188
2016-11-07,229.4212646484375
2016-11-08,228.46363830566406
2016-11-09,228.919677734375
2016-11-10,229.5580596923828
2016-11-11,218.978515625
2016-11-15,211.59107971191406
2016-11-16,225.089111328125
2016-11-17,219.06971740722656
2016-11-18,226.18356323242188
2016-11-21,217.70166015625
2016-11-22,218.61367797851562
2016-11-23,220.8481903076172
2016-11-24,226.82199096679688
2016-11-25,229.46688842773438
2016-11-28,228.3268280029297
2016-11-29,229.5580596923828
2016-11-30,232.65896606445312
2016-12-01,245.65542602539062
2016-12-02,248.8474884033203
2016-12-05,251.03639221191406
2016-12-06,251.8115997314453
2016-12-07,250.0331268310547
2016-12-08,244.33297729492188
2016-12-09,244.6521759033203
2016-12-12,239.04319763183594
2016-12-13,237.1279296875
2016-12-14,239.18002319335938
2016-12-15,235.66868591308594
2016-12-16,236.94549560546875
2016-12-19,236.48948669433594
2016-12-20,233.84458923339844
2016-12-21,235.2582550048828
2016-12-22,229.0564727783203
2016-12-23,231.70135498046875
2016-12-26,230.69808959960938
2016-12-27,228.55484008789062
2016-12-28,238.31353759765625
2016-12-29,243.01052856445312
2016-12-30,242.0985107421875
2017-01-02,243.23855590820312
2017-01-03,243.96815490722656
2017-01-04,239.22557067871094
2017-01-05,243.1017608642578
2017-01-06,243.96815490722656
2017-01-09,243.2841033935547
2017-01-10,244.46974182128906
2017-01-11,244.0137481689453
2017-01-12,244.5609893798828
2017-01-13,249.02992248535156
2017-01-16,250.9451904296875
2017-01-17,252.6780548095703
2017-01-18,254.86692810058594
2017-01-19,267.4529724121094
2017-01-20,269.2314453125
2017-01-23,270.9642333984375
2017-01-24,272.05865478515625
2017-01-25,272.2867126464844
2017-01-27,273.609130859375
2017-01-30,273.1987609863281
2017-01-31,273.5179443359375
2017-02-01,277.0292663574219
2017-02-02,282.45587158203125
2017-02-03,285.5111389160156
2017-02-06,283.09423828125
2017-02-07,284.64471435546875
2017-02-08,283.6871032714844
2017-02-09,283.5503234863281
2017-02-10,286.1039123535156
2017-02-13,286.0583801269531
2017-02-14,286.8335876464844
2017-02-15,287.15277099609375
2017-02-16,287.9280700683594
2017-02-17,290.6640930175781
2017-02-20,290.6185607910156
2017-02-21,296.1819152832031
2017-02-22,298.6443786621094
2017-02-23,300.7420349121094
2017-02-27,309.67999267578125
2017-02-28,312.4616394042969
2017-03-01,323.17803955078125
2017-03-02,331.7510986328125
2017-03-03,323.0868225097656
2017-03-06,325.86846923828125
2017-03-07,321.39947509765625
2017-03-08,322.2203369140625
2017-03-09,326.096435546875
2017-03-10,321.39947509765625
2017-03-14,304.5269775390625
2017-03-15,306.2142333984375
2017-03-16,308.3119201660156
