Date,K
2015-08-03,44.37405014038086
2015-08-04,45.33448791503906
2015-08-05,46.11354446411133
2015-08-06,46.24788284301758
2015-08-07,46.288177490234375
2015-08-10,46.3419075012207
2015-08-11,46.476226806640625
2015-08-12,46.27474594116211
2015-08-13,46.268035888671875
2015-08-14,46.85905456542969
2015-08-17,46.744876861572266
2015-08-18,46.54338836669922
2015-08-19,46.30833053588867
2015-08-20,46.15385437011719
2015-08-21,45.30760955810547
2015-08-24,44.152408599853516
2015-08-25,43.72258758544922
2015-08-26,44.9516487121582
2015-08-27,45.24045944213867
2015-08-28,45.36225128173828
2015-08-31,44.847984313964844
2015-09-01,44.46231460571289
2015-09-02,45.15925979614258
2015-09-03,45.55846405029297
2015-09-04,45.05099868774414
2015-09-08,45.68702697753906
2015-09-09,44.76678466796875
2015-09-10,44.89535903930664
2015-09-11,45.32841110229492
2015-09-14,45.1524772644043
2015-09-15,45.64643859863281
2015-09-16,46.27571105957031
2015-09-17,46.600502014160156
2015-09-18,45.63967514038086
2015-09-21,45.78176498413086
2015-09-22,45.35548782348633
2015-09-23,45.531410217285156
2015-09-24,45.47727966308594
2015-09-25,46.16067886352539
2015-09-28,45.003623962402344
2015-09-29,44.963016510009766
2015-09-30,45.030677795410156
2015-10-01,44.820926666259766
2015-10-02,45.61260986328125
2015-10-05,46.05242156982422
2015-10-06,45.707332611083984
2015-10-07,46.16067886352539
2015-10-08,46.85087585449219
2015-10-09,46.986202239990234
2015-10-12,47.25008773803711
2015-10-13,46.93206024169922
2015-10-14,46.451637268066406
2015-10-15,46.823787689208984
2015-10-16,47.22300720214844
2015-10-19,47.10123062133789
2015-10-20,46.668174743652344
2015-10-21,47.10123062133789
2015-10-22,48.72515869140625
2015-10-23,48.515403747558594
2015-10-26,48.413909912109375
2015-10-27,48.06882095336914
2015-10-28,47.98762893676758
2015-10-29,48.035003662109375
2015-10-30,47.71696853637695
2015-11-02,47.77785110473633
2015-11-03,46.072723388671875
2015-11-04,46.47193908691406
2015-11-05,46.93881607055664
2015-11-06,45.96445846557617
2015-11-09,45.65319061279297
2015-11-10,45.55846405029297
2015-11-11,45.754703521728516
2015-11-12,44.86152267456055
2015-11-13,44.71943664550781
2015-11-16,45.287811279296875
2015-11-17,44.678829193115234
2015-11-18,44.868289947509766
2015-11-19,44.97655487060547
2015-11-20,44.82769775390625
2015-11-23,46.397518157958984
2015-11-24,45.91709899902344
2015-11-25,46.81026840209961
2015-11-27,47.21239471435547
2015-11-30,46.87160110473633
2015-12-01,47.28736114501953
2015-12-02,46.95339584350586
2015-12-03,46.70802688598633
2015-12-04,47.83262634277344
2015-12-07,48.05754089355469
2015-12-08,48.26881408691406
2015-12-09,48.118873596191406
2015-12-10,48.20748519897461
2015-12-11,47.79853820800781
2015-12-14,48.4460334777832
2015-12-15,48.73911666870117
2015-12-16,49.05263137817383
2015-12-17,48.8072624206543
2015-12-18,48.241546630859375
2015-12-21,48.42558670043945
2015-12-22,49.20256042480469
2015-12-23,49.8023567199707
2015-12-24,49.66604995727539
2015-12-28,49.66604995727539
2015-12-29,50.10224914550781
2015-12-30,49.8841552734375
2015-12-31,49.25709915161133
2016-01-04,48.8072624206543
2016-01-05,48.98448181152344
2016-01-06,49.07987976074219
2016-01-07,47.96210861206055
2016-01-08,48.71865463256836
2016-01-11,48.7663688659668
2016-01-12,48.71184539794922
2016-01-13,48.32334899902344
2016-01-14,48.84815979003906
2016-01-15,48.16658401489258
2016-01-19,48.55508804321289
2016-01-20,47.778079986572266
2016-01-21,47.68266677856445
2016-01-22,48.8072624206543
2016-01-25,48.05754089355469
2016-01-26,48.52780532836914
2016-01-27,48.78000259399414
2016-01-28,49.61151885986328
2016-01-29,50.054542541503906
2016-02-01,50.15677261352539
2016-02-02,49.332069396972656
2016-02-03,49.304813385009766
2016-02-04,48.957210540771484
2016-02-05,48.964027404785156
2016-02-08,48.60279846191406
2016-02-09,48.66413116455078
2016-02-10,48.296077728271484
2016-02-11,50.224937438964844
2016-02-12,51.09733200073242
2016-02-16,51.24729537963867
2016-02-17,51.628963470458984
2016-02-18,51.65622329711914
2016-02-19,51.47221374511719
2016-02-22,50.31354522705078
2016-02-23,50.51802062988281
2016-02-24,50.3748779296875
2016-02-25,51.05644989013672
2016-02-26,50.39775085449219
2016-02-29,50.78886413574219
2016-03-01,50.89176559448242
2016-03-02,51.52302551269531
2016-03-03,51.35148620605469
2016-03-04,51.619083404541016
2016-03-07,51.41326141357422
2016-03-08,51.35148620605469
2016-03-09,51.5985107421875
2016-03-10,51.625946044921875
2016-03-11,51.824954986572266
2016-03-14,51.426963806152344
2016-03-15,51.52302551269531
2016-03-16,51.89354705810547
2016-03-17,52.44935607910156
2016-03-18,52.257198333740234
2016-03-21,51.7974967956543
2016-03-22,51.07017517089844
2016-03-23,51.488712310791016
2016-03-24,51.763187408447266
2016-03-28,51.92100143432617
2016-03-29,52.552249908447266
2016-03-30,52.7169303894043
2016-03-31,52.52481460571289
2016-04-01,53.42367172241211
2016-04-04,53.56774139404297
2016-04-05,52.70320510864258
2016-04-06,53.368778228759766
2016-04-07,52.909053802490234
2016-04-08,53.00511932373047
2016-04-11,52.82670593261719
2016-04-12,53.06687545776367
2016-04-13,52.60715866088867
2016-04-14,52.463043212890625
2016-04-15,53.21095657348633
2016-04-18,53.29330062866211
2016-04-19,53.24525833129883
2016-04-20,52.63460159301758
2016-04-21,51.45441818237305
2016-04-22,51.653404235839844
2016-04-25,52.010189056396484
2016-04-26,51.680850982666016
2016-04-27,52.415016174316406
2016-04-28,52.476802825927734
2016-04-29,52.70320510864258
2016-05-02,53.1354866027832
2016-05-03,52.73065185546875
2016-05-04,52.8473014831543
2016-05-05,51.49557876586914
2016-05-06,51.47500228881836
2016-05-09,51.69457244873047
2016-05-10,52.40130615234375
2016-05-11,52.270938873291016
2016-05-12,53.04630661010742
2016-05-13,52.96396255493164
2016-05-16,52.99140548706055
2016-05-17,51.74946212768555
2016-05-18,51.488712310791016
2016-05-19,51.625946044921875
2016-05-20,50.9809684753418
2016-05-23,51.05644607543945
2016-05-24,51.22111511230469
2016-05-25,51.28974533081055
2016-05-26,51.68770980834961
2016-05-27,51.452857971191406
2016-05-31,51.369972229003906
2016-06-01,51.736045837402344
2016-06-02,51.48050308227539
2016-06-03,51.89493179321289
2016-06-06,51.47357177734375
2016-06-07,51.91564178466797
2016-06-08,52.55112075805664
2016-06-09,53.663204193115234
2016-06-10,53.960227966308594
2016-06-13,53.11753463745117
2016-06-14,53.10371017456055
2016-06-15,52.709999084472656
2016-06-16,53.20732116699219
2016-06-17,53.027740478515625
2016-06-20,53.08990478515625
2016-06-21,53.41454315185547
2016-06-22,53.42835998535156
2016-06-23,53.759910583496094
2016-06-24,53.31785202026367
2016-06-27,53.06917190551758
2016-06-28,52.60637664794922
2016-06-29,53.580318450927734
2016-06-30,56.39851379394531
2016-07-01,56.363983154296875
2016-07-05,56.81986618041992
2016-07-06,56.97182083129883
2016-07-07,56.826778411865234
2016-07-08,57.08234405517578
2016-07-11,56.426143646240234
2016-07-12,56.30872344970703
2016-07-13,57.40699768066406
2016-07-14,58.93352127075195
2016-07-15,59.39630126953125
2016-07-18,59.13385009765625
2016-07-19,60.08012771606445
2016-07-20,56.81986618041992
2016-07-21,56.97182083129883
2016-07-22,57.23432159423828
2016-07-25,57.68330001831055
2016-07-26,57.22049331665039
2016-07-27,56.136051177978516
2016-07-28,56.495216369628906
2016-07-29,57.13069534301758
2016-08-01,56.89585494995117
2016-08-02,56.55047607421875
2016-08-03,56.004791259765625
2016-08-04,56.93038558959961
2016-08-05,57.13069534301758
2016-08-08,57.27574920654297
2016-08-09,57.317195892333984
2016-08-10,57.30337142944336
2016-08-11,57.648746490478516
2016-08-12,57.697105407714844
2016-08-15,57.600406646728516
2016-08-16,56.951114654541016
2016-08-17,57.03398132324219
2016-08-18,57.34482955932617
2016-08-19,57.35863494873047
2016-08-22,57.36553955078125
2016-08-23,57.11688232421875
2016-08-24,56.875118255615234
2016-08-25,57.20669174194336
2016-08-26,56.89585494995117
2016-08-29,57.40699768066406
2016-08-30,56.843997955322266
2016-08-31,57.14285659790039
2016-09-01,56.781402587890625
2016-09-02,57.28884506225586
2016-09-06,57.386138916015625
2016-09-07,56.16279220581055
2016-09-08,55.59976577758789
2016-09-09,53.61183166503906
2016-09-12,55.00200653076172
2016-09-13,54.30691909790039
2016-09-14,54.279117584228516
2016-09-15,54.39728546142578
2016-09-16,54.23045349121094
2016-09-19,54.33472442626953
2016-09-20,53.71610641479492
2016-09-21,53.924625396728516
2016-09-22,54.36947250366211
2016-09-23,54.01497268676758
2016-09-26,53.79254913330078
2016-09-27,53.78561019897461
2016-09-28,54.09145736694336
2016-09-29,53.70219802856445
2016-09-30,53.848167419433594
2016-10-03,53.69524002075195
2016-10-04,52.9306640625
2016-10-05,52.951499938964844
2016-10-06,52.805538177490234
2016-10-07,53.062713623046875
2016-10-10,53.153079986572266
2016-10-11,52.861148834228516
2016-10-12,53.1461296081543
2016-10-13,52.673484802246094
2016-10-14,52.47189712524414
2016-10-17,52.124359130859375
2016-10-18,52.38154220581055
2016-10-19,52.082664489746094
2016-10-20,51.5960807800293
2016-10-21,51.67256164550781
2016-10-24,51.63085174560547
2016-10-25,51.58217239379883
2016-10-26,51.4848747253418
2016-10-27,51.54743194580078
2016-10-28,51.87413024902344
2016-10-31,52.22167205810547
2016-11-01,52.27727508544922
2016-11-02,52.19387435913086
2016-11-03,51.41537857055664
2016-11-04,51.20683288574219
2016-11-07,52.0965461730957
2016-11-08,53.493675231933594
2016-11-09,52.04789352416992
2016-11-10,50.49785232543945
2016-11-11,50.39360427856445
2016-11-14,50.41444396972656
2016-11-15,51.0191650390625
2016-11-16,50.921871185302734
2016-11-17,51.046974182128906
2016-11-18,50.789794921875
2016-11-21,51.0122184753418
2016-11-22,51.77680969238281
2016-11-23,51.0122184753418
2016-11-25,51.54743194580078
2016-11-28,51.35976791381836
2016-11-29,51.53476333618164
2016-11-30,50.4007568359375
2016-12-01,49.672725677490234
2016-12-02,49.819740295410156
2016-12-05,50.16974639892578
2016-12-06,50.3797492980957
2016-12-07,50.855743408203125
2016-12-08,50.4637336730957
2016-12-09,51.17775344848633
2016-12-12,51.66074752807617
2016-12-13,51.765769958496094
2016-12-14,51.18477249145508
2016-12-15,51.38776779174805
2016-12-16,51.30375671386719
2016-12-19,51.04474639892578
2016-12-20,51.289756774902344
2016-12-21,51.20576095581055
2016-12-22,51.56275939941406
2016-12-23,51.499752044677734
2016-12-27,51.695762634277344
2016-12-28,51.401756286621094
2016-12-29,51.77275466918945
2016-12-30,51.59775924682617
2017-01-03,51.35975646972656
2017-01-04,51.22676467895508
2017-01-05,51.17775344848633
2017-01-06,51.191749572753906
2017-01-09,50.49175262451172
2017-01-10,50.162750244140625
2017-01-11,50.30974578857422
2017-01-12,50.344749450683594
2017-01-13,49.96673583984375
2017-01-17,50.4217529296875
2017-01-18,50.38674545288086
2017-01-19,50.24674987792969
2017-01-20,50.54774856567383
