Date,ENGINERSIN.NS
2015-08-21,74.94223022460938
2015-08-24,64.72962188720703
2015-08-25,63.87547302246094
2015-08-26,64.50679016113281
2015-08-27,68.70325469970703
2015-08-28,69.20460510253906
2015-08-31,69.59453582763672
2015-09-01,68.01622009277344
2015-09-02,66.7164306640625
2015-09-03,69.3160171508789
2015-09-04,65.21238708496094
2015-09-07,65.37950134277344
2015-09-08,68.38758087158203
2015-09-09,69.46456909179688
2015-09-10,69.03749084472656
2015-09-11,68.87036895751953
2015-09-14,71.06145477294922
2015-09-15,69.98448944091797
2015-09-16,69.7988052368164
2015-09-18,68.59184265136719
2015-09-21,70.3372802734375
2015-09-22,69.3160171508789
2015-09-23,69.29745483398438
2015-09-24,69.78023529052734
2015-09-28,69.63168334960938
2015-09-29,69.53885650634766
2015-09-30,70.9871826171875
2015-10-01,71.37711334228516
2015-10-05,72.69547271728516
2015-10-06,73.93955993652344
2015-10-07,74.23666381835938
2015-10-08,73.0296859741211
2015-10-09,73.0296859741211
2015-10-12,72.89972686767578
2015-10-13,75.38789367675781
2015-10-14,77.65325164794922
2015-10-15,79.12014770507812
2015-10-16,77.95034790039062
2015-10-19,78.22887420654297
2015-10-20,78.06175994873047
2015-10-21,76.94763946533203
2015-10-23,75.33218383789062
2015-10-26,74.94223022460938
2015-10-27,74.84941864013672
2015-10-28,74.68230438232422
2015-10-29,74.32949829101562
2015-10-30,72.93685913085938
2015-11-02,72.45408630371094
2015-11-03,71.74848175048828
2015-11-04,72.86258697509766
2015-11-05,70.24444580078125
2015-11-06,68.66613006591797
2015-11-09,70.50440979003906
2015-11-10,69.8730697631836
2015-11-13,71.09858703613281
2015-11-16,70.7086410522461
2015-11-17,72.4912109375
2015-11-18,71.13573455810547
2015-11-19,78.7859115600586
2015-11-20,79.58436584472656
2015-11-23,79.12014770507812
2015-11-24,78.22887420654297
2015-11-26,81.10696411132812
2015-11-27,82.20252227783203
2015-11-30,80.6799087524414
2015-12-01,84.337890625
2015-12-02,85.89764404296875
2015-12-03,84.39360046386719
2015-12-04,82.72244262695312
2015-12-07,83.5394515991211
2015-12-08,80.69847869873047
2015-12-09,78.32171630859375
2015-12-10,78.8602066040039
2015-12-11,76.9105224609375
2015-12-14,79.93716430664062
2015-12-15,82.0725326538086
2015-12-16,81.01415252685547
2015-12-17,82.57388305664062
2015-12-18,83.11238098144531
2015-12-21,82.4810562133789
2015-12-22,80.97699737548828
2015-12-23,81.38550567626953
2015-12-24,84.5421371459961
2015-12-28,84.41215515136719
2015-12-29,87.08602905273438
2015-12-30,87.36456298828125
2015-12-31,89.6299057006836
2016-01-01,92.43373107910156
2016-01-04,89.77845001220703
2016-01-05,89.25853729248047
2016-01-06,88.38581085205078
2016-01-07,83.40947723388672
2016-01-08,86.6589584350586
2016-01-11,85.97190856933594
2016-01-12,83.98506927490234
2016-01-13,83.61373138427734
2016-01-14,81.92399597167969
2016-01-15,78.00606536865234
2016-01-18,72.67691802978516
2016-01-19,78.28458404541016
2016-01-20,76.24205780029297
2016-01-21,77.22618103027344
2016-01-22,78.99018859863281
2016-01-25,77.93177032470703
2016-01-27,76.4463119506836
2016-01-28,71.91559600830078
2016-01-29,71.54422760009766
2016-02-01,70.91289520263672
2016-02-02,70.17015838623047
2016-02-03,68.09049224853516
2016-02-04,65.97370147705078
2016-02-05,66.79070281982422
2016-02-08,66.864990234375
2016-02-09,65.50948333740234
2016-02-10,62.03718566894531
2016-02-11,55.72390365600586
2016-02-12,56.819454193115234
2016-02-15,58.4720458984375
2016-02-16,54.869754791259766
2016-02-17,54.721221923828125
2016-02-18,56.76374816894531
2016-02-19,56.55949401855469
2016-02-22,55.686771392822266
2016-02-23,55.20399475097656
2016-02-24,56.11386489868164
2016-02-25,55.426815032958984
2016-02-26,54.92546081542969
2016-02-29,55.77961349487305
2016-03-01,59.88325119018555
2016-03-02,59.08480453491211
2016-03-03,58.731998443603516
2016-03-04,61.517269134521484
2016-03-08,61.44207763671875
2016-03-09,61.366905212402344
2016-03-10,62.3818473815918
2016-03-11,61.08497619628906
2016-03-14,60.87821578979492
2016-03-15,60.20158767700195
2016-03-16,60.44593811035156
2016-03-17,60.370758056640625
2016-03-18,60.859432220458984
2016-03-21,62.400665283203125
2016-03-22,63.208858489990234
2016-03-23,62.85173034667969
2016-03-28,61.63003921508789
2016-03-29,60.91581726074219
2016-03-30,62.682579040527344
2016-03-31,63.94187927246094
2016-04-01,64.11105346679688
2016-04-04,64.6185073852539
2016-04-05,63.13369369506836
2016-04-06,62.494632720947266
2016-04-07,61.63003921508789
2016-04-08,61.02859878540039
2016-04-11,61.55484390258789
2016-04-12,63.77269744873047
2016-04-13,65.35153198242188
2016-04-18,65.144775390625
2016-04-20,64.95681762695312
2016-04-21,66.38526153564453
2016-04-22,68.30239868164062
