Date,MINDACORP.NS
2015-08-21,75.5201416015625
2015-08-24,67.79161071777344
2015-08-25,68.07785034179688
2015-08-26,69.50906372070312
2015-08-27,69.55677795410156
2015-08-28,70.60633087158203
2015-08-31,70.46320343017578
2015-09-01,68.6026382446289
2015-09-02,69.41590881347656
2015-09-03,69.84648132324219
2015-09-04,68.55479431152344
2015-09-07,67.59798431396484
2015-09-08,69.0810317993164
2015-09-09,69.17671203613281
2015-09-10,69.9421615600586
2015-09-11,71.4251937866211
2015-09-14,71.61654663085938
2015-09-15,68.5069580078125
2015-09-16,71.13815307617188
2015-09-18,70.4205551147461
2015-09-21,73.72151947021484
2015-09-22,71.71224212646484
2015-09-23,71.5687255859375
2015-09-24,71.18599700927734
2015-09-28,70.85111999511719
2015-09-29,69.03319549560547
2015-09-30,68.74615478515625
2015-10-01,69.17671203613281
2015-10-05,69.4637451171875
2015-10-06,69.32022857666016
2015-10-07,69.5594482421875
2015-10-08,69.70294952392578
2015-10-09,70.27703857421875
2015-10-12,69.75079345703125
2015-10-13,69.70294952392578
2015-10-14,73.38666534423828
2015-10-15,72.4776382446289
2015-10-16,72.86038208007812
2015-10-19,73.6736831665039
2015-10-20,72.81253051757812
2015-10-21,71.90360260009766
2015-10-23,72.81253051757812
2015-10-26,72.38198852539062
2015-10-27,72.90821838378906
2015-10-28,72.86038208007812
2015-10-29,72.71685791015625
2015-10-30,72.57335662841797
2015-11-02,72.90821838378906
2015-11-03,73.1474380493164
2015-11-04,78.74473571777344
2015-11-05,77.97927856445312
2015-11-06,74.48695373535156
2015-11-09,77.30952453613281
2015-11-10,76.01783752441406
2015-11-13,75.6829605102539
2015-11-16,75.73079681396484
2015-11-17,77.88361358642578
2015-11-18,77.45303344726562
2015-11-19,77.45303344726562
2015-11-20,79.98857879638672
2015-11-23,79.51017761230469
2015-11-24,79.46231842041016
2015-11-26,83.91143798828125
2015-11-27,88.59976196289062
2015-11-30,87.49945068359375
2015-12-01,89.50875091552734
2015-12-02,89.65225982666016
2015-12-03,88.12137603759766
2015-12-04,85.44233703613281
2015-12-07,84.77257537841797
2015-12-08,85.63369750976562
2015-12-09,82.18920135498047
2015-12-10,85.87289428710938
2015-12-11,85.49017333984375
2015-12-14,85.96855926513672
2015-12-15,87.6908187866211
2015-12-16,87.45159912109375
2015-12-17,88.02569580078125
2015-12-18,87.54727935791016
2015-12-21,88.64762115478516
2015-12-22,87.83433532714844
2015-12-23,84.53337097167969
2015-12-24,86.20777893066406
2015-12-28,86.25559997558594
2015-12-29,85.49017333984375
2015-12-30,88.7432861328125
2015-12-31,92.61835479736328
2016-01-01,91.7572250366211
2016-01-04,90.369873046875
2016-01-05,92.37913513183594
2016-01-06,89.8436279296875
2016-01-07,87.45159912109375
2016-01-08,89.03031158447266
2016-01-11,89.46089172363281
2016-01-12,88.12137603759766
2016-01-13,88.8868179321289
2016-01-14,87.64295959472656
2016-01-15,86.44696807861328
2016-01-18,82.85897064208984
2016-01-19,84.24633026123047
2016-01-20,83.43305969238281
2016-01-21,85.29882049560547
2016-01-22,86.87752532958984
2016-01-25,88.50408172607422
2016-01-27,88.79112243652344
2016-01-28,88.83898162841797
2016-01-29,88.312744140625
2016-02-01,90.08283996582031
2016-02-02,90.8004150390625
2016-02-03,90.51337432861328
2016-02-04,90.84825897216797
2016-02-05,89.74794006347656
2016-02-08,90.274169921875
2016-02-09,92.04425811767578
2016-02-10,89.74794006347656
2016-02-11,85.68152618408203
2016-02-12,87.40377807617188
2016-02-15,88.312744140625
2016-02-16,88.312744140625
2016-02-17,88.07353210449219
2016-02-18,88.64762115478516
2016-02-19,89.3173828125
2016-02-22,88.64762115478516
2016-02-23,88.93527221679688
2016-02-24,88.64761352539062
2016-02-25,90.18181610107422
2016-02-26,89.70237731933594
2016-02-29,90.03799438476562
2016-03-01,90.6612548828125
2016-03-02,91.71598815917969
2016-03-03,91.95571899414062
2016-03-04,93.48990631103516
2016-03-08,93.72962188720703
2016-03-09,92.24337005615234
2016-03-10,92.09957122802734
2016-03-11,91.90776824951172
2016-03-14,92.8187026977539
2016-03-15,92.19542694091797
2016-03-16,92.19542694091797
2016-03-17,91.09274291992188
2016-03-18,91.33245849609375
2016-03-21,91.33245849609375
2016-03-22,89.60646057128906
2016-03-23,98.81165313720703
2016-03-28,100.68145751953125
2016-03-29,100.96910858154297
2016-03-30,100.96910858154297
2016-03-31,99.7705078125
2016-04-01,104.2772216796875
2016-04-04,104.56487274169922
2016-04-05,103.2703857421875
2016-04-06,104.80459594726562
2016-04-07,106.43466186523438
2016-04-08,107.39354705810547
2016-04-11,108.8797836303711
2016-04-12,111.27696228027344
2016-04-13,113.386474609375
2016-04-18,115.4959716796875
2016-04-20,117.07813262939453
2016-04-21,113.09882354736328
2016-04-22,111.22901153564453
2016-04-25,113.14674377441406
2016-04-26,114.24947357177734
2016-04-27,112.66732788085938
2016-04-28,110.41397857666016
2016-04-29,110.8454818725586
2016-05-02,109.311279296875
2016-05-03,111.94817352294922
2016-05-04,112.66732788085938
2016-05-05,112.95500183105469
2016-05-06,111.42079162597656
2016-05-09,111.9961166381836
2016-05-10,110.74956512451172
2016-05-11,111.13314056396484
2016-05-12,109.8865966796875
2016-05-13,110.94136047363281
2016-05-16,112.23584747314453
2016-05-17,110.60575103759766
2016-05-18,109.40715789794922
2016-05-19,108.68801879882812
2016-05-20,108.06474304199219
2016-05-23,108.49624633789062
2016-05-24,109.59893798828125
2016-05-25,111.9961166381836
2016-05-26,112.37966918945312
2016-05-27,111.90023803710938
2016-05-30,109.35921478271484
2016-05-31,110.0304183959961
2016-06-01,108.1126937866211
2016-06-02,108.25650787353516
2016-06-03,107.9688720703125
2016-06-06,107.1538314819336
2016-06-07,107.39354705810547
2016-06-08,106.33877563476562
2016-06-09,107.87296295166016
2016-06-10,107.63326263427734
2016-06-13,106.33877563476562
2016-06-14,106.05111694335938
2016-06-15,107.00999450683594
2016-06-16,106.38671875
2016-06-17,109.02362060546875
2016-06-20,108.1126937866211
2016-06-21,108.16065979003906
2016-06-22,107.92091369628906
2016-06-23,106.05111694335938
2016-06-24,106.00316619873047
2016-06-27,107.68120574951172
2016-06-28,106.67439270019531
2016-06-29,112.09202575683594
2016-06-30,112.81114196777344
2016-07-01,113.00292205810547
2016-07-04,112.04407501220703
2016-07-05,117.26991271972656
2016-07-07,118.80411529541016
2016-07-08,122.5437240600586
2016-07-11,122.5437240600586
2016-07-12,132.37213134765625
2016-07-13,128.00930786132812
2016-07-14,130.7420654296875
2016-07-15,129.11196899414062
2016-07-18,129.68728637695312
2016-07-19,125.8038558959961
2016-07-20,121.53689575195312
2016-07-21,117.31786346435547
2016-07-22,113.77002716064453
2016-07-25,114.20150756835938
2016-07-26,111.37286376953125
2016-07-27,112.85910034179688
2016-07-28,111.18108367919922
2016-07-29,112.81114196777344
2016-08-01,110.078369140625
2016-08-02,108.35240173339844
2016-08-03,105.71553039550781
2016-08-04,106.19493865966797
2016-08-05,113.05086517333984
2016-08-08,111.70846557617188
2016-08-09,111.42079162597656
2016-08-10,112.619384765625
2016-08-11,107.63326263427734
2016-08-12,105.76347351074219
2016-08-16,105.61963653564453
2016-08-17,108.78388977050781
2016-08-18,107.7291488647461
2016-08-19,108.54417419433594
2016-08-22,111.8043441772461
2016-08-23,111.66050720214844
2016-08-24,111.94817352294922
2016-08-25,110.8454818725586
2016-08-26,110.79753112792969
2016-08-29,109.79071044921875
2016-08-30,109.5030517578125
2016-08-31,108.92774963378906
2016-09-01,110.79753112792969
2016-09-02,109.21540069580078
2016-09-06,111.03726196289062
2016-09-07,113.09882354736328
2016-09-08,111.66050720214844
2016-09-09,111.22901153564453
2016-09-12,110.0304183959961
2016-09-14,109.83815002441406
2016-09-15,109.26132202148438
2016-09-16,108.82870483398438
2016-09-19,109.06903839111328
2016-09-20,107.29049682617188
2016-09-21,109.21326446533203
2016-09-22,106.80979919433594
2016-09-23,102.86811828613281
2016-09-26,98.3976821899414
2016-09-27,95.99422454833984
2016-09-28,97.8689193725586
2016-09-29,92.48517608642578
2016-09-30,95.41740417480469
2016-10-03,102.8200454711914
2016-10-04,103.34880065917969
2016-10-05,102.14707946777344
2016-10-06,99.02259826660156
2016-10-07,100.51272583007812
2016-10-10,105.5119400024414
2016-10-13,103.06038665771484
2016-10-14,102.33935546875
2016-10-17,106.42524719238281
2016-10-18,111.2802505493164
2016-10-19,111.3763656616211
2016-10-20,110.41497039794922
2016-10-21,109.79006958007812
2016-10-24,110.9437484741211
2016-10-25,109.79006958007812
2016-10-26,108.97291564941406
2016-10-27,108.10767364501953
2016-10-28,107.33855438232422
2016-11-01,109.02098846435547
2016-11-02,105.65614318847656
2016-11-03,105.31967163085938
2016-11-04,102.8200454711914
2016-11-07,102.86811828613281
2016-11-08,102.96424865722656
2016-11-09,98.20540618896484
2016-11-10,102.00287628173828
2016-11-11,99.6955337524414
2016-11-15,94.07146453857422
2016-11-16,94.21566772460938
2016-11-17,93.97531127929688
2016-11-18,91.9083480834961
2016-11-21,85.37093353271484
2016-11-22,84.31340026855469
2016-11-23,86.33231353759766
2016-11-24,88.158935546875
2016-11-25,89.4568099975586
2016-11-28,91.33150482177734
2016-11-29,91.57185363769531
2016-11-30,91.37957763671875
2016-12-01,90.80274200439453
2016-12-02,89.4568099975586
2016-12-05,90.99501037597656
2016-12-06,91.283447265625
2016-12-07,91.0911636352539
2016-12-08,96.28263854980469
2016-12-09,95.03284454345703
2016-12-12,94.45599365234375
2016-12-13,94.88861846923828
2016-12-14,94.26373291015625
2016-12-15,93.20621490478516
2016-12-16,91.47571563720703
2016-12-19,92.00448608398438
2016-12-20,88.4473648071289
2016-12-21,87.9666519165039
2016-12-22,86.42845153808594
2016-12-23,86.23616027832031
2016-12-26,85.56319427490234
2016-12-27,85.51512908935547
2016-12-28,85.3228530883789
2016-12-29,84.74603271484375
2016-12-30,85.2747802734375
2017-01-02,86.52456665039062
2017-01-03,85.51512908935547
2017-01-04,84.89025115966797
2017-01-05,86.52456665039062
2017-01-06,85.65933227539062
2017-01-09,85.61127471923828
2017-01-10,85.51512908935547
2017-01-11,85.61127471923828
2017-01-12,85.56319427490234
2017-01-13,87.19755554199219
2017-01-16,86.95720672607422
2017-01-17,90.1778564453125
2017-01-18,91.86027526855469
2017-01-19,93.73497009277344
2017-01-20,90.51432800292969
2017-01-23,90.89888000488281
2017-01-24,89.26454162597656
2017-01-25,90.51432800292969
2017-01-27,89.64907836914062
2017-01-30,86.6207275390625
2017-01-31,85.56319427490234
2017-02-01,86.52456665039062
2017-02-02,85.89968872070312
2017-02-03,85.70741271972656
2017-02-06,86.04388427734375
2017-02-07,86.86105346679688
2017-02-08,88.01472473144531
2017-02-09,92.77359008789062
2017-02-10,94.79249572753906
2017-02-13,94.16758728027344
2017-02-14,89.40874481201172
2017-02-15,87.91859436035156
2017-02-16,89.84135437011719
2017-02-17,90.22592163085938
2017-02-20,90.03364562988281
2017-02-21,90.1778564453125
2017-02-22,89.84135437011719
2017-02-23,90.03364562988281
2017-02-27,90.08171844482422
2017-02-28,92.48517608642578
2017-03-01,92.24433135986328
2017-03-02,90.26937866210938
2017-03-03,89.98036193847656
2017-03-06,89.4986801147461
2017-03-07,89.20964050292969
2017-03-08,89.45050811767578
2017-03-09,89.01698303222656
2017-03-10,88.58344268798828
2017-03-14,88.72795867919922
2017-03-15,88.48711395263672
2017-03-16,89.4986801147461
2017-03-17,88.6797866821289
2017-03-20,89.11331176757812
2017-03-21,88.77613067626953
2017-03-22,87.90906524658203
2017-03-23,87.90906524658203
2017-03-24,88.29444122314453
2017-03-27,87.52371215820312
2017-03-28,88.00542449951172
2017-03-29,91.13642883300781
2017-03-30,90.75106811523438
2017-03-31,90.41388702392578
2017-04-03,92.05164337158203
2017-04-05,98.50634002685547
2017-04-06,101.49283599853516
2017-04-07,98.60266876220703
2017-04-10,99.37339782714844
2017-04-11,103.32328033447266
2017-04-12,107.17681884765625
2017-04-13,109.34443664550781
2017-04-17,109.9224853515625
2017-04-18,108.2365493774414
2017-04-19,108.8145751953125
2017-04-20,115.84730529785156
2017-04-21,115.84730529785156
2017-04-24,116.76251983642578
2017-04-25,114.4985580444336
2017-04-26,109.68162536621094
2017-04-27,110.21149444580078
2017-04-28,108.14021301269531
2017-05-02,109.34443664550781
2017-05-03,113.00531005859375
2017-05-04,110.0669937133789
2017-05-05,106.55062103271484
2017-05-08,107.70671081542969
2017-05-09,109.9224853515625
2017-05-10,109.44078826904297
2017-05-11,109.87431335449219
2017-05-12,108.52556610107422
2017-05-15,110.69319915771484
2017-05-16,110.9822006225586
2017-05-17,112.52362823486328
2017-05-18,110.11515808105469
2017-05-19,106.79147338867188
2017-05-22,105.39457702636719
2017-05-23,100.43311309814453
2017-05-24,99.37339782714844
2017-05-25,97.92829895019531
2017-05-26,99.46971893310547
2017-05-29,96.67589569091797
2017-05-30,97.44661712646484
2017-05-31,97.97647094726562
2017-06-01,98.02465057373047
2017-06-02,97.92829895019531
2017-06-05,99.61425018310547
2017-06-06,97.6392822265625
2017-06-07,98.07282257080078
2017-06-08,105.39457702636719
2017-06-09,104.52752685546875
2017-06-12,101.97453308105469
2017-06-13,103.32328033447266
2017-06-14,102.6489028930664
2017-06-15,103.51593780517578
2017-06-16,102.79340362548828
2017-06-19,102.40806579589844
2017-06-20,103.17874908447266
2017-06-21,103.46778869628906
2017-06-22,104.28665924072266
2017-06-23,105.53907775878906
2017-06-27,103.80496215820312
2017-06-28,103.32328033447266
2017-06-29,104.52752685546875
2017-06-30,105.25005340576172
2017-07-03,108.42922973632812
2017-07-04,106.79147338867188
2017-07-05,110.0669937133789
2017-07-06,114.161376953125
2017-07-07,113.87235260009766
2017-07-10,113.6796875
2017-07-11,114.4022216796875
2017-07-12,117.38871765136719
2017-07-13,119.17098999023438
2017-07-14,108.91093444824219
2017-07-17,106.26161193847656
2017-07-18,108.09203338623047
2017-07-19,107.70671081542969
2017-07-20,106.50245666503906
2017-07-21,106.64696502685547
2017-07-24,105.39457702636719
2017-07-25,105.68357849121094
2017-07-26,105.05738067626953
2017-07-27,102.8415756225586
2017-07-28,103.27510070800781
2017-07-31,101.49283599853516
2017-08-01,102.50437927246094
2017-08-02,100.48128509521484
2017-08-03,99.90323638916016
2017-08-04,104.57569122314453
2017-08-07,103.94947052001953
2017-08-08,101.9263687133789
2017-08-09,100.1922607421875
2017-08-10,99.95071411132812
2017-08-11,99.66087341308594
2017-08-14,103.13909912109375
2017-08-16,102.60769653320312
2017-08-17,104.3468017578125
2017-08-18,106.0859375
2017-08-21,106.95549011230469
2017-08-22,105.74776458740234
2017-08-23,105.60285186767578
2017-08-24,104.5883560180664
2017-08-28,105.07145690917969
2017-08-29,103.09078979492188
2017-08-30,103.47724914550781
2017-08-31,105.3130111694336
2017-09-01,104.73329162597656
2017-09-04,107.48687744140625
2017-09-05,108.06660461425781
2017-09-06,110.28878021240234
2017-09-07,110.04724884033203
2017-09-08,110.09555053710938
2017-09-11,130.96490478515625
2017-09-12,130.43353271484375
2017-09-13,128.06643676757812
2017-09-14,129.51568603515625
2017-09-15,127.53499603271484
2017-09-18,135.26438903808594
2017-09-19,133.23541259765625
2017-09-20,130.86827087402344
2017-09-21,130.24029541015625
2017-09-22,123.52537536621094
2017-09-25,121.06163787841797
2017-09-26,123.76691436767578
2017-09-27,118.21141052246094
2017-09-28,119.08097839355469
2017-09-29,120.82009887695312
2017-10-03,120.91671752929688
2017-10-04,125.36111450195312
2017-10-05,125.65096282958984
2017-10-06,141.44789123535156
2017-10-09,142.02764892578125
2017-10-10,140.91651916503906
2017-10-11,133.67022705078125
2017-10-12,135.5542755126953
2017-10-13,136.1822509765625
2017-10-16,138.9841766357422
2017-10-17,140.4334259033203
2017-10-18,139.9503173828125
2017-10-19,143.33193969726562
2017-10-23,139.3223114013672
2017-10-24,136.3271942138672
2017-10-25,135.312744140625
2017-10-26,136.81028747558594
2017-10-27,138.40444946289062
2017-10-30,138.64601135253906
2017-10-31,137.53489685058594
2017-11-01,137.6798553466797
2017-11-02,135.8441162109375
2017-11-03,136.42379760742188
2017-11-06,140.14358520507812
2017-11-07,140.14358520507812
2017-11-08,136.66534423828125
2017-11-09,140.86817932128906
2017-11-10,138.83924865722656
2017-11-13,149.99855041503906
2017-11-14,158.1627197265625
2017-11-15,161.64097595214844
2017-11-16,164.5394744873047
2017-11-17,177.67942810058594
2017-11-20,195.36041259765625
2017-11-21,194.82904052734375
2017-11-22,188.1624298095703
2017-11-23,192.6068115234375
2017-11-24,190.7711181640625
2017-11-27,189.99813842773438
2017-11-28,186.37503051757812
2017-11-29,186.37503051757812
2017-11-30,188.79043579101562
2017-12-01,186.47164916992188
2017-12-04,181.01272583007812
2017-12-05,177.87266540527344
2017-12-06,176.52005004882812
2017-12-07,177.0031280517578
2017-12-08,176.2784881591797
2017-12-11,188.30734252929688
2017-12-12,184.490966796875
2017-12-13,179.51519775390625
2017-12-14,182.1238555908203
2017-12-15,184.87744140625
2017-12-18,186.5199432373047
2017-12-19,185.60211181640625
2017-12-20,184.0561981201172
2017-12-21,183.42820739746094
2017-12-22,191.25413513183594
2017-12-26,211.39895629882812
2017-12-27,209.03179931640625
2017-12-28,211.93031311035156
2017-12-29,207.09945678710938
2018-01-01,204.4907684326172
2018-01-02,205.65017700195312
2018-01-03,204.39414978027344
2018-01-04,206.08494567871094
2018-01-05,206.61634826660156
2018-01-08,208.11392211914062
2018-01-09,205.0704803466797
