Date,ENGIEC1.LM
2015-08-24,6.693404197692871
2015-08-25,6.7365875244140625
2015-08-26,6.7365875244140625
2015-08-27,6.7365875244140625
2015-08-28,6.7365875244140625
2015-08-31,6.952503681182861
2015-09-01,6.952503681182861
2015-09-02,6.952503681182861
2015-09-03,6.7797698974609375
2015-09-04,6.7797698974609375
2015-09-08,6.7797698974609375
2015-09-09,6.693404197692871
2015-09-10,6.693404197692871
2015-09-11,6.6502203941345215
2015-09-14,6.6502203941345215
2015-09-15,6.6502203941345215
2015-09-16,6.6070380210876465
2015-09-17,6.6070380210876465
2015-09-18,6.6070380210876465
2015-09-21,6.6070380210876465
2015-09-22,6.6070380210876465
2015-09-23,6.6070380210876465
2015-09-24,6.6502203941345215
2015-09-25,6.6502203941345215
2015-09-28,6.304754734039307
2015-09-29,6.304754734039307
2015-09-30,6.4774885177612305
2015-10-01,6.520671844482422
2015-10-02,6.520671844482422
2015-10-05,6.520671844482422
2015-10-06,6.347938060760498
2015-10-07,6.347938060760498
2015-10-08,6.347938060760498
2015-10-09,6.347938060760498
2015-10-12,6.347938060760498
2015-10-13,6.347938060760498
2015-10-14,6.347938060760498
2015-10-15,6.304754734039307
2015-10-16,6.347938060760498
2015-10-19,6.347938060760498
2015-10-20,6.347938060760498
2015-10-21,6.347938060760498
2015-10-22,6.347938060760498
2015-10-23,6.391121864318848
2015-10-26,6.434303283691406
2015-10-27,6.434303283691406
2015-10-28,6.4429426193237305
2015-10-29,6.4429426193237305
2015-10-30,6.4429426193237305
2015-11-02,6.7365875244140625
2015-11-03,6.7365875244140625
2015-11-04,6.7797698974609375
2015-11-05,6.90932035446167
2015-11-06,6.90932035446167
2015-11-09,6.90932035446167
2015-11-10,6.90932035446167
2015-11-11,6.90932035446167
2015-11-12,7.17705774307251
2015-11-13,7.17705774307251
2015-11-16,7.17705774307251
2015-11-17,7.17705774307251
2015-11-18,7.17705774307251
2015-11-19,7.17705774307251
2015-11-20,7.349789619445801
2015-11-23,7.349789619445801
2015-11-24,7.349789619445801
2015-11-25,7.349789619445801
2015-11-27,7.341152667999268
2015-11-30,7.332518100738525
2015-12-01,7.332518100738525
2015-12-02,7.2976861000061035
2015-12-03,7.2976861000061035
2015-12-04,7.2976861000061035
2015-12-07,7.2976861000061035
2015-12-08,7.2976861000061035
2015-12-09,7.2976861000061035
2015-12-10,7.2976861000061035
2015-12-11,7.210809230804443
2015-12-14,7.210809230804443
2015-12-15,7.037054538726807
2015-12-16,7.037054538726807
2015-12-17,6.958865642547607
2015-12-18,7.037054538726807
2015-12-21,7.037054538726807
2015-12-22,7.037054538726807
2015-12-23,7.037054538726807
2015-12-24,7.037054538726807
2015-12-28,7.037054538726807
2015-12-29,7.037054538726807
2015-12-30,7.037054538726807
2015-12-31,7.037054538726807
2016-01-04,6.9501776695251465
2016-01-05,6.9501776695251465
2016-01-06,6.9501776695251465
2016-01-07,6.863300323486328
2016-01-08,6.77642297744751
2016-01-11,6.77642297744751
2016-01-12,6.77642297744751
2016-01-13,6.77642297744751
2016-01-14,6.6461076736450195
2016-01-15,6.6461076736450195
2016-01-19,6.602668285369873
2016-01-20,6.515792369842529
2016-01-21,6.515792369842529
2016-01-22,6.428915023803711
2016-01-25,6.298598766326904
2016-01-26,6.298598766326904
2016-01-27,6.255158424377441
2016-01-28,6.255158424377441
2016-01-29,6.168282508850098
2016-02-01,6.168282508850098
2016-02-02,6.081405162811279
2016-02-03,6.081405162811279
2016-02-04,5.951089382171631
2016-02-05,6.211721420288086
2016-02-08,6.211721420288086
2016-02-09,6.211721420288086
2016-02-10,6.263847351074219
2016-02-11,6.263847351074219
2016-02-12,6.263847351074219
2016-02-16,6.263847351074219
2016-02-17,6.342036724090576
2016-02-18,6.342036724090576
2016-02-19,6.342036724090576
2016-02-22,6.385475158691406
2016-02-23,6.385475158691406
2016-02-24,6.428915023803711
2016-02-25,6.428915023803711
2016-02-26,6.428915023803711
2016-02-29,6.689545631408691
2016-03-01,6.689545631408691
2016-03-02,6.559230327606201
2016-03-03,6.515792369842529
2016-03-04,6.515792369842529
2016-03-07,6.472351551055908
2016-03-08,6.472351551055908
2016-03-09,6.48104190826416
2016-03-10,6.48104190826416
2016-03-11,6.48104190826416
2016-03-14,6.515792369842529
2016-03-15,6.515792369842529
2016-03-16,6.73298454284668
2016-03-17,6.819860935211182
2016-03-18,7.384562969207764
2016-03-21,7.384562969207764
2016-03-22,7.462752342224121
2016-03-23,7.462752342224121
2016-03-24,7.514878273010254
2016-03-28,7.514878273010254
2016-03-29,7.514878273010254
2016-03-30,7.679944038391113
2016-03-31,7.714701175689697
2016-04-01,7.8025078773498535
2016-04-04,7.8025078773498535
2016-04-05,7.8025078773498535
2016-04-06,7.8025078773498535
2016-04-07,7.40976619720459
2016-04-08,7.40976619720459
2016-04-11,7.636682987213135
2016-04-12,7.636682987213135
2016-04-13,7.636682987213135
2016-04-14,7.723959922790527
2016-04-15,7.610501289367676
2016-04-18,7.37485408782959
2016-04-19,7.37485408782959
2016-04-20,7.418492794036865
2016-04-21,7.723959922790527
2016-04-22,7.723959922790527
2016-04-25,7.636682987213135
2016-04-26,7.636682987213135
2016-04-27,7.549406051635742
2016-04-28,7.505770206451416
2016-04-29,7.680321216583252
2016-05-02,7.593043804168701
2016-05-03,7.593043804168701
2016-05-04,7.505770206451416
2016-05-05,7.505770206451416
2016-05-06,7.505770206451416
2016-05-09,7.418492794036865
2016-05-10,7.418492794036865
2016-05-11,7.427219867706299
2016-05-12,7.435948371887207
2016-05-13,7.505770206451416
2016-05-16,7.627954959869385
2016-05-17,7.627954959869385
2016-05-18,7.549406051635742
2016-05-19,7.549406051635742
2016-05-20,7.549406051635742
2016-05-23,7.549406051635742
2016-05-24,7.549406051635742
2016-05-25,7.549406051635742
2016-05-26,7.549406051635742
2016-05-27,7.531951427459717
2016-05-31,7.575589656829834
2016-06-01,7.549406051635742
2016-06-02,7.549406051635742
2016-06-03,7.488312721252441
2016-06-06,7.505770206451416
2016-06-07,7.505770206451416
2016-06-08,7.505770206451416
2016-06-09,7.505770206451416
2016-06-10,7.505770206451416
2016-06-13,7.418492794036865
2016-06-14,7.37485408782959
2016-06-15,7.37485408782959
2016-06-16,7.339942455291748
2016-06-17,7.339942455291748
2016-06-20,7.339942455291748
2016-06-21,7.331214427947998
2016-06-22,7.331214427947998
