Date,CANBK.NS
2015-08-21,55.57719421386719
2015-08-24,48.14881134033203
2015-08-25,48.79328536987305
2015-08-26,47.249942779541016
2015-08-27,48.92896270751953
2015-08-28,47.57217788696289
2015-08-31,48.53040313720703
2015-09-01,45.47764205932617
2015-09-02,44.20566177368164
2015-09-03,45.13845443725586
2015-09-04,43.52726745605469
2015-09-07,42.84040451049805
2015-09-08,44.21413803100586
2015-09-09,44.96037292480469
2015-09-10,43.66294860839844
2015-09-11,43.99366760253906
2015-09-14,45.308048248291016
2015-09-15,44.26502227783203
2015-09-16,45.4267692565918
2015-09-18,46.987064361572266
2015-09-21,48.19969177246094
2015-09-22,46.52067565917969
2015-09-23,47.249942779541016
2015-09-24,47.207542419433594
2015-09-28,47.19057846069336
2015-09-29,47.75873565673828
2015-09-30,47.45345687866211
2015-10-01,47.3516960144043
2015-10-05,49.1663932800293
2015-10-06,50.31118392944336
2015-10-07,50.836936950683594
2015-10-08,50.55709457397461
2015-10-09,50.63341522216797
2015-10-12,50.2009391784668
2015-10-13,50.455345153808594
2015-10-14,49.80239486694336
2015-10-15,51.17613220214844
2015-10-16,51.04893493652344
2015-10-19,50.616455078125
2015-10-20,50.98957443237305
2015-10-21,49.87870788574219
2015-10-23,50.18398666381836
2015-10-26,49.44623565673828
2015-10-27,49.23423767089844
2015-10-28,48.284488677978516
2015-10-29,47.606101989746094
2015-10-30,46.96162033081055
2015-11-02,47.131221771240234
2015-11-03,47.48738098144531
2015-11-04,46.37651062011719
2015-11-05,45.782920837402344
2015-11-06,46.63091278076172
2015-11-09,47.004024505615234
2015-11-10,46.33411407470703
2015-11-13,47.03794860839844
2015-11-16,47.77569580078125
2015-11-17,46.792030334472656
2015-11-18,45.7320442199707
2015-11-19,45.67267608642578
2015-11-20,45.570926666259766
2015-11-23,45.494606018066406
2015-11-24,44.731414794921875
2015-11-26,44.493980407714844
2015-11-27,45.94404220581055
2015-11-30,46.0627555847168
2015-12-01,45.842281341552734
2015-12-02,44.799251556396484
2015-12-03,44.03606033325195
2015-12-04,42.916717529296875
2015-12-07,42.89127731323242
2015-12-08,42.40792465209961
2015-12-09,42.00088882446289
2015-12-10,41.67865753173828
2015-12-11,41.03418731689453
2015-12-14,41.059627532958984
2015-12-15,40.5593147277832
2015-12-16,40.7628288269043
2015-12-17,41.169864654541016
2015-12-18,41.1444206237793
2015-12-21,41.246177673339844
2015-12-22,40.64411163330078
2015-12-23,40.847625732421875
2015-12-24,40.779788970947266
2015-12-28,40.85610580444336
2015-12-29,40.805233001708984
2015-12-30,40.17771530151367
2015-12-31,39.507808685302734
2016-01-01,40.41515350341797
2016-01-04,39.57564163208008
2016-01-05,39.10924530029297
2016-01-06,38.583492279052734
2016-01-07,37.091033935546875
2016-01-08,37.2606315612793
2016-01-11,36.514400482177734
2016-01-12,35.27634048461914
2016-01-13,33.800838470458984
2016-01-14,32.49493408203125
2016-01-15,30.47671890258789
2016-01-18,30.06121063232422
2016-01-19,30.290163040161133
2016-01-20,29.060579299926758
2016-01-21,29.66265296936035
2016-01-22,31.587587356567383
2016-01-25,31.248390197753906
2016-01-27,32.249019622802734
2016-01-28,32.537330627441406
2016-01-29,32.90196990966797
2016-02-01,31.79958152770996
2016-02-02,31.48583221435547
2016-02-03,30.603919982910156
2016-02-04,30.815919876098633
2016-02-05,32.72389221191406
2016-02-08,33.35988235473633
2016-02-09,32.27446365356445
2016-02-10,31.112709045410156
2016-02-11,29.255619049072266
2016-02-12,29.55241584777832
2016-02-15,30.42584228515625
2016-02-16,28.91642189025879
2016-02-17,29.179298400878906
2016-02-18,29.24713897705078
2016-02-19,29.02665901184082
2016-02-22,28.45850944519043
2016-02-23,27.585079193115234
2016-02-24,27.703798294067383
2016-02-25,27.228923797607422
2016-02-26,27.34764289855957
2016-02-29,26.87276840209961
2016-03-01,27.983633041381836
2016-03-02,30.052730560302734
2016-03-03,30.264724731445312
2016-03-04,31.25687026977539
2016-03-08,30.442800521850586
2016-03-09,30.553035736083984
2016-03-10,30.52760124206543
2016-03-11,30.90919303894043
2016-03-14,31.401029586791992
2016-03-15,31.64694595336914
2016-03-16,31.816545486450195
2016-03-17,31.748703002929688
2016-03-18,32.27446365356445
2016-03-21,32.749332427978516
2016-03-22,32.7578125
2016-03-23,32.44405746459961
2016-03-28,30.900712966918945
2016-03-29,30.59543800354004
2016-03-30,31.748703002929688
2016-03-31,32.232059478759766
