Date,KGF.L
2016-04-20,360.1984558105469
2016-04-21,360.0987854003906
2016-04-22,363.08807373046875
2016-04-25,364.0843505859375
2016-04-26,359.60064697265625
2016-04-27,368.966796875
2016-04-28,368.76739501953125
2016-04-29,362.5898132324219
2016-05-03,361.4937744140625
2016-05-04,360.2980651855469
2016-05-05,358.074951171875
2016-05-06,356.28106689453125
2016-05-09,361.86187744140625
2016-05-10,362.26055908203125
2016-05-11,361.7621765136719
2016-05-12,356.5799560546875
2016-05-13,355.5834045410156
2016-05-16,356.38067626953125
2016-05-17,356.7792663574219
2016-05-18,356.97869873046875
2016-05-19,352.7929382324219
2016-05-20,359.9683532714844
2016-05-23,359.2707214355469
2016-05-24,371.7281799316406
2016-05-25,368.3397521972656
2016-05-26,369.6353759765625
2016-05-27,373.3227233886719
2016-05-31,365.947998046875
2016-06-01,363.2571716308594
2016-06-02,363.8551940917969
2016-06-03,363.55609130859375
2016-06-06,365.7486267089844
2016-06-07,365.2503662109375
2016-06-08,366.8448486328125
2016-06-09,365.54931640625
2016-06-10,357.177978515625
2016-06-13,353.5901794433594
2016-06-14,347.6107482910156
2016-06-15,350.20184326171875
2016-06-16,345.1192321777344
2016-06-17,352.7929382324219
2016-06-20,361.6626281738281
2016-06-21,364.2537536621094
2016-06-22,363.1575927734375
2016-06-23,364.95135498046875
2016-06-24,340.23590087890625
2016-06-27,313.62689208984375
2016-06-28,314.6236267089844
2016-06-29,324.8883972167969
2016-06-30,321.4002990722656
2016-07-01,328.8747863769531
2016-07-04,318.5102844238281
2016-07-05,307.7470703125
2016-07-06,305.6542663574219
2016-07-07,306.6507873535156
2016-07-08,308.6440124511719
2016-07-11,319.60650634765625
2016-07-12,322.39697265625
2016-07-13,327.2802734375
2016-07-14,329.3730773925781
2016-07-15,330.6686096191406
2016-07-18,330.7682800292969
2016-07-19,330.4693603515625
2016-07-20,332.46246337890625
2016-07-21,331.0672912597656
2016-07-22,324.78875732421875
2016-07-25,325.38671875
2016-07-26,324.0911865234375
2016-07-27,330.0707092285156
2016-07-28,332.8611755371094
2016-07-29,335.15325927734375
2016-08-01,336.24957275390625
2016-08-02,334.15673828125
2016-08-03,336.7478332519531
2016-08-04,344.7205505371094
2016-08-05,349.9028625488281
2016-08-08,351.7963562011719
2016-08-09,353.7895812988281
2016-08-10,353.490478515625
2016-08-11,356.7792663574219
2016-08-12,364.2537536621094
2016-08-15,362.160888671875
2016-08-16,358.4735107421875
2016-08-17,356.7792663574219
2016-08-18,363.4565124511719
2016-08-19,366.2469177246094
2016-08-22,361.7621765136719
2016-08-23,364.6523132324219
2016-08-24,372.72479248046875
2016-08-25,370.1336975097656
2016-08-26,368.9377746582031
2016-08-30,370.1336975097656
2016-08-31,369.83465576171875
2016-09-01,369.83465576171875
2016-09-02,373.72137451171875
2016-09-05,371.1301574707031
2016-09-06,372.5254211425781
2016-09-07,373.920654296875
2016-09-08,373.2230529785156
2016-09-09,369.3363037109375
2016-09-12,367.84149169921875
2016-09-13,363.4565124511719
2016-09-14,361.9616394042969
2016-09-15,363.7554016113281
2016-09-16,366.1472473144531
2016-09-19,375.41558837890625
2016-09-20,367.54241943359375
2016-09-21,379.4019775390625
2016-09-22,382.1923828125
2016-09-23,381.5944519042969
2016-09-26,366.7452697753906
2016-09-27,366.3465881347656
2016-09-28,370.4325866699219
2016-09-29,372.2264709472656
2016-09-30,375.6148986816406
2016-10-03,377.3091125488281
2016-10-04,384.8831787109375
2016-10-05,379.10296630859375
2016-10-06,373.95257568359375
2016-10-07,369.7665710449219
2016-10-10,368.7698974609375
2016-10-11,368.7698974609375
2016-10-12,366.7766418457031
2016-10-13,363.28814697265625
2016-10-14,362.6901550292969
2016-10-17,358.90283203125
2016-10-18,360.2981872558594
2016-10-19,362.5904846191406
2016-10-20,360.39788818359375
2016-10-21,356.3114318847656
2016-10-24,356.41119384765625
2016-10-25,357.1087951660156
2016-10-26,358.10552978515625
2016-10-27,356.9095153808594
2016-10-28,362.0921630859375
2016-10-31,360.0987548828125
2016-11-01,362.7898864746094
2016-11-02,361.2948303222656
2016-11-03,365.8796081542969
2016-11-04,357.5074768066406
2016-11-07,356.41119384765625
2016-11-08,358.40447998046875
2016-11-09,361.3945617675781
2016-11-10,361.8928527832031
2016-11-11,357.9061279296875
2016-11-14,360.49749755859375
2016-11-15,362.0921630859375
2016-11-16,362.7898864746094
2016-11-17,367.8729248046875
2016-11-18,366.876220703125
2016-11-21,368.47088623046875
2016-11-22,356.8097839355469
2016-11-23,358.8031311035156
2016-11-24,357.1087951660156
2016-11-25,355.7134094238281
2016-11-28,354.9161376953125
2016-11-29,356.3114318847656
2016-11-30,351.9261474609375
2016-12-01,346.74334716796875
2016-12-02,349.1353454589844
2016-12-05,348.3381042480469
2016-12-06,345.64703369140625
2016-12-07,345.9460754394531
2016-12-08,345.54736328125
2016-12-09,346.74334716796875
2016-12-12,341.0622863769531
2016-12-13,344.5507507324219
2016-12-14,340.96270751953125
2016-12-15,340.3646240234375
2016-12-16,341.76007080078125
2016-12-19,341.6603088378906
2016-12-20,342.3580322265625
2016-12-21,345.64703369140625
2016-12-22,348.7367248535156
2016-12-23,345.54736328125
2016-12-28,346.3447265625
2016-12-29,346.1453552246094
2016-12-30,349.1353454589844
2017-01-03,340.8629455566406
2017-01-04,339.2683410644531
2017-01-05,342.15869140625
2017-01-06,343.454345703125
2017-01-09,346.2450256347656
2017-01-10,344.0523986816406
2017-01-11,342.5573425292969
2017-01-12,343.05572509765625
2017-01-13,351.826416015625
2017-01-16,347.0423889160156
2017-01-17,345.1486511230469
2017-01-18,345.84637451171875
2017-01-19,348.83642578125
2017-01-20,342.4576416015625
2017-01-23,340.16534423828125
2017-01-24,337.6736145019531
2017-01-25,329.30157470703125
2017-01-26,328.80322265625
2017-01-27,331.39453125
2017-01-30,334.3846435546875
2017-01-31,335.08233642578125
2017-02-01,333.2882385253906
2017-02-02,334.2849426269531
2017-02-03,337.5740661621094
2017-02-06,333.7866516113281
2017-02-07,331.9925842285156
2017-02-08,331.6936340332031
2017-02-09,326.90948486328125
2017-02-10,327.4078674316406
2017-02-13,328.2051696777344
2017-02-14,329.5009460449219
2017-02-15,327.9062194824219
2017-02-16,327.6071472167969
2017-02-17,326.0125427246094
2017-02-20,325.4145812988281
2017-02-21,325.4145812988281
2017-02-22,325.3149108886719
2017-02-23,320.43115234375
2017-02-24,322.7235107421875
2017-02-27,323.1221618652344
2017-02-28,328.10552978515625
2017-03-01,330.4975280761719
2017-03-02,331.39453125
2017-03-03,329.201904296875
2017-03-06,332.59063720703125
2017-03-07,330.39788818359375
2017-03-08,332.1918640136719
2017-03-09,336.47760009765625
2017-03-10,334.3846435546875
2017-03-13,335.6803283691406
2017-03-14,339.9660339355469
2017-03-15,339.76666259765625
2017-03-16,341.6603088378906
2017-03-17,344.2516784667969
2017-03-20,346.2450256347656
2017-03-21,344.45098876953125
2017-03-22,326.90948486328125
2017-03-23,321.6271667480469
2017-03-24,322.7235107421875
2017-03-27,325.1155090332031
2017-03-28,324.1188659667969
2017-03-29,324.4178466796875
2017-03-30,323.91949462890625
2017-03-31,325.015869140625
2017-04-03,320.9294738769531
2017-04-04,318.5374450683594
2017-04-05,317.6404724121094
2017-04-06,317.7401428222656
2017-04-07,322.524169921875
2017-04-10,323.5208435058594
2017-04-11,326.3115234375
2017-04-12,324.81646728515625
2017-04-13,325.9128723144531
2017-04-18,327.4078674316406
2017-04-19,334.5838623046875
2017-04-20,328.10552978515625
2017-04-21,327.1088562011719
2017-04-24,336.0789794921875
2017-04-25,325.3149108886719
2017-04-26,325.7134704589844
2017-04-27,334.68359375
2017-04-28,340.16534423828125
2017-05-02,339.46771240234375
2017-05-03,339.9660339355469
2017-05-04,327.5762023925781
2017-05-05,336.3487548828125
2017-05-08,341.6322937011719
2017-05-09,341.6322937011719
2017-05-10,346.915771484375
2017-05-11,344.0248107910156
2017-05-12,348.80987548828125
2017-05-15,347.91265869140625
2017-05-16,357.0839538574219
2017-05-17,364.5606384277344
2017-05-18,366.65399169921875
2017-05-19,366.65399169921875
2017-05-22,366.953125
2017-05-23,358.0809020996094
2017-05-24,332.9594421386719
2017-05-25,329.96868896484375
2017-05-26,327.2771911621094
2017-05-30,322.9905700683594
2017-05-31,324.0871887207031
2017-06-01,326.4796142578125
2017-06-02,328.473388671875
2017-06-05,325.5824279785156
2017-06-06,315.9126892089844
2017-06-07,312.822265625
2017-06-08,309.5325622558594
2017-06-09,309.0341491699219
2017-06-12,308.23663330078125
2017-06-13,309.63226318359375
2017-06-14,309.333251953125
2017-06-15,300.5606384277344
2017-06-16,304.8472595214844
2017-06-19,307.0403747558594
2017-06-20,301.25848388671875
2017-06-21,299.563720703125
2017-06-22,300.4609069824219
2017-06-23,301.8565979003906
2017-06-26,300.5726318359375
2017-06-27,299.4959716796875
2017-06-28,302.4546813964844
2017-06-29,305.44537353515625
2017-06-30,299.76318359375
2017-07-03,303.8503723144531
2017-07-04,307.5388488769531
2017-07-05,311.7257080078125
2017-07-06,308.7350769042969
2017-07-07,303.9500732421875
2017-07-10,305.54510498046875
2017-07-11,301.05914306640625
2017-07-12,292.6852722167969
2017-07-13,297.7694091796875
2017-07-14,292.8846435546875
2017-07-17,298.0684509277344
2017-07-18,301.05914306640625
2017-07-19,296.17431640625
2017-07-20,303.25225830078125
2017-07-21,300.85968017578125
2017-07-24,297.5700378417969
2017-07-25,297.1712646484375
2017-07-26,300.1618957519531
2017-07-27,302.25531005859375
2017-07-28,297.96875
2017-07-31,293.4828186035156
2017-08-01,295.9749450683594
2017-08-02,301.35809326171875
2017-08-03,305.34564208984375
2017-08-04,306.04351806640625
2017-08-07,304.448486328125
2017-08-08,308.4360656738281
2017-08-09,306.54193115234375
2017-08-10,305.44537353515625
2017-08-11,305.44537353515625
2017-08-14,302.8534851074219
2017-08-15,307.2397766113281
2017-08-16,306.44219970703125
2017-08-17,293.88153076171875
2017-08-18,292.1868591308594
2017-08-21,293.0840148925781
2017-08-22,296.5730895996094
2017-08-23,297.8690185546875
2017-08-24,297.07147216796875
2017-08-25,294.47967529296875
2017-08-29,291.09033203125
2017-08-30,294.5793762207031
2017-08-31,297.96875
2017-09-01,294.1805725097656
2017-09-04,294.1805725097656
2017-09-05,295.0777282714844
2017-09-06,296.37371826171875
2017-09-07,297.8690185546875
2017-09-08,287.10272216796875
2017-09-11,289.6946105957031
2017-09-12,289.9936828613281
2017-09-13,288.6977233886719
2017-09-14,288.9967956542969
2017-09-15,288.0995788574219
2017-09-18,293.28338623046875
2017-09-19,295.4765930175781
2017-09-20,312.02484130859375
2017-09-21,299.2647399902344
2017-09-22,295.77557373046875
2017-09-25,296.37371826171875
2017-09-26,294.97808837890625
2017-09-27,293.28338623046875
2017-09-28,292.3861389160156
2017-09-29,297.5700378417969
2017-10-02,297.07147216796875
2017-10-03,300.760009765625
2017-10-04,305.1462707519531
2017-10-05,306.0768127441406
2017-10-06,306.3759460449219
2017-10-09,304.0827941894531
2017-10-10,306.3759460449219
2017-10-11,304.6809387207031
2017-10-12,302.986083984375
2017-10-13,308.36981201171875
2017-10-16,305.0798034667969
2017-10-17,305.0798034667969
2017-10-18,307.87139892578125
2017-10-19,302.2882080078125
2017-10-20,302.48760986328125
2017-10-23,302.2882080078125
2017-10-24,303.9831237792969
2017-10-25,312.2582092285156
2017-10-26,311.6599426269531
2017-10-27,309.3668518066406
2017-10-30,315.64801025390625
2017-10-31,311.6599426269531
2017-11-01,308.36981201171875
2017-11-02,308.6690368652344
2017-11-03,316.1464538574219
2017-11-06,315.64801025390625
2017-11-07,306.5752868652344
2017-11-08,309.965087890625
2017-11-09,308.86834716796875
2017-11-10,308.86834716796875
2017-11-13,299.1975402832031
2017-11-14,301.5903625488281
2017-11-15,300.09490966796875
2017-11-16,299.1975402832031
2017-11-17,306.3759460449219
2017-11-20,303.4846496582031
2017-11-21,307.572265625
2017-11-22,321.6298522949219
2017-11-23,319.7356262207031
2017-11-24,315.1494140625
2017-11-27,315.947021484375
2017-11-28,322.0287170410156
2017-11-29,335.4881286621094
2017-11-30,332.9956359863281
2017-12-01,328.0105895996094
2017-12-04,329.60589599609375
2017-12-05,329.90496826171875
2017-12-06,334.29168701171875
2017-12-07,332.9956359863281
2017-12-08,335.1889953613281
2017-12-11,332.696533203125
2017-12-12,331.8989562988281
2017-12-13,330.2808532714844
2017-12-14,332.49713134765625
2017-12-15,330.7025451660156
2017-12-18,332.2976379394531
2017-12-19,338.4790344238281
2017-12-20,338.17999267578125
2017-12-21,339.0772705078125
2017-12-22,340.6724548339844
2017-12-27,341.2706604003906
2017-12-28,343.4639892578125
2017-12-29,336.6844482421875
2018-01-02,342.3674011230469
2018-01-03,341.1709289550781
2018-01-04,340.4730529785156
2018-01-05,338.5787658691406
2018-01-08,336.3853759765625
2018-01-09,339.8748779296875
2018-01-10,340.6724548339844
2018-01-11,340.871826171875
2018-01-12,347.05316162109375
2018-01-15,345.9565124511719
2018-01-16,344.2615966796875
2018-01-17,341.37030029296875
2018-01-18,342.9655456542969
2018-01-19,335.0893249511719
2018-01-22,335.1889953613281
2018-01-23,339.974609375
2018-01-24,341.37030029296875
2018-01-25,346.85382080078125
2018-01-26,353.0351867675781
2018-01-29,354.0320739746094
2018-01-30,349.9444580078125
2018-01-31,345.9565124511719
2018-02-01,351.9385070800781
2018-02-02,348.3492736816406
2018-02-05,356.22552490234375
2018-02-06,343.86285400390625
2018-02-07,349.4460144042969
2018-02-08,349.4460144042969
2018-02-09,348.6484375
2018-02-12,350.9414978027344
2018-02-13,355.7270202636719
2018-02-14,357.92041015625
2018-02-15,358.7179870605469
2018-02-16,357.92041015625
2018-02-19,357.6213684082031
2018-02-20,360.3132629394531
2018-02-21,359.515625
2018-02-22,352.5366516113281
2018-02-23,351.9385070800781
2018-02-26,359.216552734375
2018-02-27,361.4098815917969
2018-02-28,356.82373046875
2018-03-01,346.3553161621094
2018-03-02,346.75408935546875
2018-03-05,346.0561828613281
2018-03-06,347.3523254394531
2018-03-07,350.0442199707031
2018-03-08,351.2406311035156
2018-03-09,349.6453857421875
2018-03-12,350.0442199707031
2018-03-13,353.0351867675781
2018-03-14,346.85382080078125
2018-03-15,349.24658203125
2018-03-16,342.3674011230469
2018-03-19,336.48504638671875
2018-03-20,336.6844482421875
2018-03-21,300.6930236816406
2018-03-22,291.81982421875
2018-03-23,295.8077392578125
2018-03-26,287.3332824707031
2018-03-27,288.13092041015625
2018-03-28,289.6263732910156
2018-03-29,291.62042236328125
2018-04-03,288.92852783203125
2018-04-04,290.0252380371094
2018-04-05,295.4089660644531
2018-04-06,293.9134521484375
2018-04-09,294.0132141113281
2018-04-10,296.3063049316406
2018-04-11,296.50567626953125
2018-04-12,301.3908996582031
2018-04-13,299.3968811035156
2018-04-16,301.09185791015625
2018-04-17,299.8955078125
2018-04-18,301.09185791015625
2018-04-19,304.2822570800781
2018-04-20,308.0708312988281
2018-04-23,308.4695739746094
2018-04-24,302.08880615234375
2018-04-25,300.09490966796875
2018-04-26,302.7867736816406
2018-04-27,301.09185791015625
2018-04-30,302.8863830566406
2018-05-01,295.4089660644531
2018-05-02,289.7261047363281
2018-05-03,278.0332336425781
2018-05-04,280.42669677734375
2018-05-08,287.008544921875
2018-05-09,287.50714111328125
2018-05-10,296.48236083984375
2018-05-11,296.48236083984375
2018-05-14,290.5986022949219
2018-05-15,289.2024841308594
2018-05-16,289.50164794921875
2018-05-17,293.49066162109375
2018-05-18,293.0917053222656
2018-05-21,298.5765686035156
2018-05-22,297.97821044921875
2018-05-23,294.587646484375
2018-05-24,296.08343505859375
2018-05-25,306.2554626464844
2018-05-29,302.6653747558594
2018-05-30,305.5574035644531
2018-05-31,304.3607177734375
2018-06-01,304.1611633300781
2018-06-04,304.5600891113281
2018-06-05,306.6543273925781
2018-06-06,309.1474609375
2018-06-07,306.8537902832031
2018-06-08,300.571044921875
2018-06-11,303.8620910644531
2018-06-12,311.939697265625
2018-06-13,308.549072265625
2018-06-14,313.6350402832031
2018-06-15,307.4521484375
2018-06-18,304.7595520019531
2018-06-19,303.66253662109375
2018-06-20,300.97003173828125
2018-06-21,299.1749572753906
2018-06-22,301.8675537109375
2018-06-25,300.0724792480469
2018-06-26,299.1749572753906
2018-06-27,298.6763000488281
2018-06-28,296.5821228027344
2018-06-29,296.1831970214844
2018-07-02,294.7870788574219
2018-07-03,294.98651123046875
2018-07-04,292.1942138671875
2018-07-05,291.6955871582031
2018-07-06,291.3964538574219
2018-07-09,297.5793762207031
2018-07-10,300.67083740234375
2018-07-11,304.9589538574219
2018-07-12,307.651611328125
2018-07-13,307.651611328125
2018-07-16,304.5600891113281
2018-07-17,308.34967041015625
2018-07-18,313.7348327636719
2018-07-19,317.22515869140625
2018-07-20,316.2279357910156
2018-07-23,312.737548828125
2018-07-24,310.44384765625
2018-07-25,310.34417724609375
2018-07-26,310.8427734375
2018-07-27,307.651611328125
2018-07-30,308.34967041015625
2018-07-31,295.884033203125
2018-08-01,293.9892272949219
2018-08-02,290.1000061035156
2018-08-03,293.3908996582031
2018-08-06,290.5986022949219
2018-08-07,294.7870788574219
2018-08-08,298.5765686035156
2018-08-09,296.98095703125
2018-08-10,293.291259765625
2018-08-13,289.2024841308594
2018-08-14,289.8007507324219
2018-08-15,287.6068115234375
2018-08-16,273.7451477050781
2018-08-17,272.5484313964844
2018-08-20,269.45697021484375
2018-08-21,276.13848876953125
2018-08-22,276.73675537109375
2018-08-23,279.22991943359375
2018-08-24,279.22991943359375
2018-08-28,279.1302490234375
2018-08-29,278.33245849609375
2018-08-30,273.7451477050781
2018-08-31,272.7478332519531
2018-09-03,273.545654296875
2018-09-04,270.1550598144531
2018-09-05,270.2547607421875
2018-09-06,267.7616271972656
2018-09-07,262.57586669921875
2018-09-10,262.1769714355469
2018-09-11,264.2712097167969
2018-09-12,262.27667236328125
2018-09-13,258.4871520996094
2018-09-14,261.6783142089844
2018-09-17,265.2684326171875
2018-09-18,262.8750915527344
2018-09-19,246.32069396972656
2018-09-20,242.03253173828125
2018-09-21,255.59512329101562
2018-09-24,254.69761657714844
2018-09-25,254.29869079589844
2018-09-26,258.5869140625
2018-09-27,261.97760009765625
2018-09-28,257.2904968261719
2018-10-01,254.99676513671875
2018-10-02,252.902587890625
2018-10-03,260.4816589355469
2018-10-04,255.228759765625
2018-10-05,249.2445068359375
2018-10-08,249.14479064941406
2018-10-09,251.23927307128906
2018-10-10,260.4151611328125
2018-10-11,252.7353515625
2018-10-12,253.73269653320312
2018-10-15,251.83767700195312
2018-10-16,252.1369171142578
2018-10-17,250.64083862304688
2018-10-18,247.74844360351562
2018-10-19,241.16575622558594
2018-10-22,242.66184997558594
2018-10-23,241.76419067382812
2018-10-24,242.86131286621094
2018-10-25,243.9584197998047
2018-10-26,242.5620880126953
2018-10-29,249.2445068359375
2018-10-30,250.24191284179688
2018-10-31,254.0319366455078
2018-11-01,261.6120300292969
2018-11-02,262.3101501464844
2018-11-05,253.8324432373047
2018-11-06,250.64083862304688
2018-11-07,252.2366485595703
2018-11-08,256.12646484375
2018-11-09,254.43087768554688
2018-11-12,240.6670684814453
2018-11-13,244.95582580566406
2018-11-14,250.34164428710938
2018-11-15,244.1579132080078
2018-11-16,242.16314697265625
2018-11-19,244.35736083984375
2018-11-20,245.65396118164062
2018-11-21,238.17364501953125
2018-11-22,235.8796844482422
2018-11-23,240.3678741455078
2018-11-26,247.44924926757812
2018-11-27,253.13430786132812
2018-11-28,253.33375549316406
2018-11-29,256.92431640625
2018-11-30,249.3442840576172
2018-12-03,242.36260986328125
2018-12-04,236.07913208007812
2018-12-05,237.67494201660156
2018-12-06,230.3940887451172
2018-12-07,227.8009033203125
2018-12-10,229.79566955566406
2018-12-11,232.28912353515625
2018-12-12,231.9899139404297
2018-12-13,229.49644470214844
2018-12-14,224.80877685546875
2018-12-17,215.43344116210938
2018-12-18,219.82186889648438
2018-12-19,213.83763122558594
2018-12-20,208.65126037597656
2018-12-21,209.64865112304688
2018-12-24,206.75625610351562
2018-12-27,204.86122131347656
2018-12-28,207.953125
2018-12-31,206.95571899414062
2019-01-02,208.65126037597656
2019-01-03,211.54367065429688
2019-01-04,214.83499145507812
2019-01-07,219.82186889648438
2019-01-08,224.21034240722656
2019-01-09,229.99517822265625
2019-01-10,226.9032745361328
2019-01-11,225.60665893554688
2019-01-14,223.41246032714844
2019-01-15,220.71951293945312
2019-01-16,224.50958251953125
2019-01-17,224.3101043701172
2019-01-18,226.2051239013672
2019-01-21,217.1289825439453
2019-01-22,221.5174560546875
2019-01-23,221.5174560546875
2019-01-24,221.417724609375
2019-01-25,222.2156219482422
2019-01-28,221.01876831054688
2019-01-29,225.4072265625
2019-01-30,228.5988006591797
2019-01-31,222.11585998535156
2019-02-01,224.9085235595703
2019-02-04,223.0135040283203
2019-02-05,230.69329833984375
2019-02-06,230.5935516357422
2019-02-07,225.9059295654297
2019-02-08,223.0135040283203
2019-02-11,227.50172424316406
2019-02-12,230.79302978515625
2019-02-13,232.68804931640625
2019-02-14,231.9899139404297
2019-02-15,224.9085235595703
2019-02-18,229.396728515625
2019-02-19,228.5988006591797
2019-02-20,240.96630859375
2019-02-21,238.3730926513672
2019-02-22,232.98727416992188
2019-02-25,238.3730926513672
2019-02-26,243.6592254638672
2019-02-27,243.3599853515625
2019-02-28,241.46499633789062
2019-03-01,244.85604858398438
2019-03-04,247.8481903076172
2019-03-05,247.54898071289062
2019-03-06,245.8534393310547
2019-03-07,235.3809814453125
2019-03-08,233.08700561523438
2019-03-11,234.18414306640625
2019-03-12,234.48333740234375
2019-03-13,233.186767578125
2019-03-14,238.3730926513672
2019-03-15,240.5673370361328
2019-03-18,243.26026916503906
2019-03-19,244.65658569335938
2019-03-20,229.09750366210938
2019-03-21,226.005615234375
2019-03-22,228.00038146972656
2019-03-25,226.70382690429688
2019-03-26,229.396728515625
2019-03-27,229.09750366210938
2019-03-28,232.3888397216797
2019-03-29,234.18414306640625
2019-04-01,234.48333740234375
2019-04-02,239.86917114257812
2019-04-03,247.249755859375
2019-04-04,249.44400024414062
2019-04-05,246.75106811523438
2019-04-08,244.85604858398438
2019-04-09,245.45448303222656
2019-04-10,248.745849609375
2019-04-11,253.0345458984375
2019-04-12,252.53587341308594
2019-04-15,255.12904357910156
2019-04-16,258.8193359375
2019-04-17,261.4125671386719
2019-04-18,260.8140869140625
2019-04-23,262.0108947753906
2019-04-24,261.91119384765625
2019-04-25,264.50439453125
2019-04-26,264.6040344238281
2019-04-29,264.8036193847656
2019-04-30,263.40728759765625
2019-05-01,265.50177001953125
2019-05-02,259.8167419433594
2019-05-03,259.51751708984375
2019-05-07,251.73794555664062
2019-05-08,253.33375549316406
2019-05-09,243.55946350097656
2019-05-10,242.36260986328125
2019-05-13,239.27073669433594
2019-05-14,241.16575622558594
