Date,SKFINDIA.NS
2015-08-21,1205.2109375
2015-08-24,1130.536865234375
2015-08-25,1109.0751953125
2015-08-26,1096.78466796875
2015-08-27,1120.9930419921875
2015-08-28,1124.251953125
2015-08-31,1118.33935546875
2015-09-01,1142.454833984375
2015-09-02,1142.8739013671875
2015-09-03,1152.2313232421875
2015-09-04,1158.3302001953125
2015-09-07,1159.95947265625
2015-09-08,1142.36181640625
2015-09-09,1146.225830078125
2015-09-10,1166.5703125
2015-09-11,1164.754638671875
2015-09-14,1164.661376953125
2015-09-15,1148.5537109375
2015-09-16,1142.175537109375
2015-09-18,1143.4324951171875
2015-09-21,1128.6280517578125
2015-09-22,1148.0416259765625
2015-09-23,1150.4156494140625
2015-09-24,1156.7469482421875
2015-09-28,1172.0635986328125
2015-09-29,1159.40087890625
2015-09-30,1164.9407958984375
2015-10-01,1191.4771728515625
2015-10-05,1223.879150390625
2015-10-06,1217.408203125
2015-10-07,1215.9183349609375
2015-10-08,1201.486328125
2015-10-09,1201.3468017578125
2015-10-12,1218.8048095703125
2015-10-13,1216.2908935546875
2015-10-14,1204.41943359375
2015-10-15,1182.0264892578125
2015-10-16,1183.7957763671875
2015-10-19,1170.9930419921875
2015-10-20,1179.83837890625
2015-10-21,1173.0413818359375
2015-10-23,1178.6744384765625
2015-10-26,1178.8607177734375
2015-10-27,1178.58154296875
2015-10-28,1177.7899169921875
2015-10-29,1169.9688720703125
2015-10-30,1162.8458251953125
2015-11-02,1172.7152099609375
2015-11-03,1153.44189453125
2015-11-04,1156.93359375
2015-11-05,1138.4979248046875
2015-11-06,1140.965087890625
2015-11-09,1144.96875
2015-11-10,1137.054443359375
2015-11-13,1129.326416015625
2015-11-16,1117.5478515625
2015-11-17,1113.26513671875
2015-11-18,1126.207275390625
2015-11-19,1136.0302734375
2015-11-20,1144.596435546875
2015-11-23,1120.2947998046875
2015-11-24,1125.7880859375
2015-11-26,1127.6038818359375
2015-11-27,1133.3302001953125
2015-11-30,1142.175537109375
2015-12-01,1135.23876953125
2015-12-02,1137.752685546875
2015-12-03,1136.68212890625
2015-12-04,1142.8739013671875
2015-12-07,1171.598388671875
2015-12-08,1149.763916015625
2015-12-09,1155.0247802734375
2015-12-10,1127.6038818359375
2015-12-11,1117.5478515625
2015-12-14,1116.989501953125
2015-12-15,1112.985595703125
2015-12-16,1090.593017578125
2015-12-17,1080.4439697265625
2015-12-18,1093.618896484375
2015-12-21,1143.1531982421875
2015-12-22,1116.94287109375
2015-12-23,1107.538818359375
2015-12-24,1111.9149169921875
2015-12-28,1119.037841796875
2015-12-29,1114.196044921875
2015-12-30,1119.2239990234375
2015-12-31,1142.175537109375
2016-01-01,1145.015380859375
2016-01-04,1121.598388671875
2016-01-05,1123.3673095703125
2016-01-06,1113.5906982421875
2016-01-07,1100.7882080078125
2016-01-08,1107.213134765625
2016-01-11,1103.814453125
2016-01-12,1087.93896484375
2016-01-13,1097.4365234375
2016-01-14,1095.108642578125
2016-01-15,1108.5631103515625
2016-01-18,1081.886962890625
2016-01-19,1091.9429931640625
2016-01-20,1096.3189697265625
2016-01-21,1086.26318359375
2016-01-22,1093.339599609375
2016-01-25,1108.2835693359375
2016-01-27,1097.20361328125
2016-01-28,1092.0362548828125
2016-01-29,1086.40283203125
2016-02-01,1088.1256103515625
2016-02-02,1084.3543701171875
2016-02-03,1072.52978515625
2016-02-04,1071.1329345703125
2016-02-05,1073.786376953125
2016-02-08,1057.2130126953125
2016-02-09,1044.36376953125
2016-02-10,1036.1702880859375
2016-02-11,1003.5353393554688
2016-02-12,1003.3491821289062
2016-02-15,1055.117919921875
2016-02-16,1070.6673583984375
2016-02-17,1072.3897705078125
2016-02-18,1084.1683349609375
2016-02-19,1082.3990478515625
2016-02-22,1079.5125732421875
2016-02-23,1078.44189453125
2016-02-24,1070.9466552734375
2016-02-25,1076.4866943359375
2016-02-26,1087.0548095703125
2016-02-29,1093.665283203125
2016-03-01,1114.5220947265625
2016-03-02,1117.2686767578125
2016-03-03,1117.5478515625
2016-03-04,1130.630126953125
2016-03-08,1108.3768310546875
2016-03-09,1098.8795166015625
2016-03-10,1102.60400390625
2016-03-11,1118.19970703125
2016-03-14,1116.5701904296875
2016-03-15,1095.900146484375
2016-03-16,1077.4178466796875
2016-03-17,1117.129150390625
2016-03-18,1114.7081298828125
2016-03-21,1142.22216796875
2016-03-22,1172.296630859375
2016-03-23,1187.892333984375
2016-03-28,1167.361572265625
2016-03-29,1175.8345947265625
2016-03-30,1196.5050048828125
2016-03-31,1177.0914306640625
2016-04-01,1198.5999755859375
2016-04-04,1198.1810302734375
2016-04-05,1200.13623046875
2016-04-06,1212.8924560546875
2016-04-07,1218.7117919921875
2016-04-08,1208.9815673828125
2016-04-11,1217.31494140625
2016-04-12,1217.03564453125
2016-04-13,1213.9166259765625
2016-04-18,1222.57568359375
2016-04-20,1220.2945556640625
2016-04-21,1198.413818359375
2016-04-22,1208.7489013671875
2016-04-25,1201.812255859375
2016-04-26,1206.235107421875
2016-04-27,1213.5440673828125
2016-04-28,1196.73779296875
2016-04-29,1178.9537353515625
2016-05-02,1206.9332275390625
2016-05-03,1183.37646484375
2016-05-04,1180.9554443359375
2016-05-05,1158.376708984375
2016-05-06,1144.96875
2016-05-09,1149.810546875
2016-05-10,1150.322509765625
2016-05-11,1152.464111328125
2016-05-12,1133.1439208984375
2016-05-13,1134.493896484375
2016-05-16,1146.5982666015625
2016-05-17,1153.7677001953125
2016-05-18,1154.1866455078125
2016-05-19,1141.6634521484375
2016-05-20,1129.0006103515625
2016-05-23,1108.330322265625
2016-05-24,1136.96142578125
2016-05-25,1146.5982666015625
2016-05-26,1152.6505126953125
2016-05-27,1132.6318359375
2016-05-30,1145.20166015625
2016-05-31,1151.71923828125
2016-06-01,1141.3377685546875
2016-06-02,1144.9222412109375
2016-06-03,1153.48828125
2016-06-06,1134.9595947265625
2016-06-07,1142.36181640625
2016-06-08,1147.99462890625
2016-06-09,1149.0189208984375
2016-06-10,1128.9073486328125
2016-06-13,1140.685791015625
2016-06-14,1140.732421875
2016-06-15,1141.6168212890625
2016-06-16,1126.067626953125
2016-06-17,1146.4586181640625
2016-06-20,1136.216552734375
2016-06-21,1149.9503173828125
2016-06-22,1160.4713134765625
2016-06-23,1215.2198486328125
2016-06-24,1221.0394287109375
2016-06-27,1237.845458984375
2016-06-28,1237.519775390625
2016-06-29,1298.3203125
2016-06-30,1289.7076416015625
2016-07-01,1280.9552001953125
2016-07-04,1287.845458984375
2016-07-05,1270.8062744140625
2016-07-07,1274.5772705078125
2016-07-08,1271.517822265625
2016-07-11,1262.8099365234375
2016-07-12,1242.851806640625
2016-07-13,1280.50830078125
2016-07-14,1296.41845703125
2016-07-15,1307.3385009765625
2016-07-18,1288.557373046875
2016-07-19,1328.8968505859375
2016-07-20,1297.5478515625
2016-07-21,1313.128173828125
2016-07-22,1317.647216796875
2016-07-25,1303.2435302734375
2016-07-26,1301.1251220703125
2016-07-27,1289.5928955078125
2016-07-28,1285.7332763671875
2016-07-29,1286.439208984375
2016-08-01,1305.9736328125
2016-08-02,1308.609375
2016-08-03,1310.2569580078125
2016-08-04,1317.9764404296875
2016-08-05,1319.81201171875
2016-08-08,1321.7420654296875
2016-08-09,1317.9764404296875
2016-08-10,1318.82373046875
2016-08-11,1320.424072265625
2016-08-12,1317.9764404296875
2016-08-16,1328.520263671875
2016-08-17,1320.894775390625
2016-08-18,1329.602783203125
2016-08-19,1322.306884765625
2016-08-22,1319.76513671875
2016-08-23,1313.6461181640625
2016-08-24,1314.63427734375
2016-08-25,1326.166748046875
2016-08-26,1322.68359375
2016-08-29,1317.835205078125
2016-08-30,1314.163818359375
2016-08-31,1318.0238037109375
2016-09-01,1319.106201171875
2016-09-02,1327.1082763671875
2016-09-06,1318.2589111328125
2016-09-07,1342.26513671875
2016-09-08,1346.9248046875
2016-09-09,1348.2899169921875
2016-09-12,1346.2659912109375
2016-09-14,1346.1717529296875
2016-09-15,1346.6424560546875
2016-09-16,1346.2188720703125
2016-09-19,1346.6895751953125
2016-09-20,1345.7481689453125
2016-09-21,1346.4071044921875
2016-09-22,1352.90283203125
2016-09-23,1347.9132080078125
2016-09-26,1347.3956298828125
2016-09-27,1342.924072265625
2016-09-28,1341.8411865234375
2016-09-29,1326.4490966796875
2016-09-30,1320.047607421875
2016-10-03,1335.1102294921875
2016-10-04,1326.684326171875
2016-10-05,1325.978515625
2016-10-06,1328.9912109375
2016-10-07,1352.8558349609375
2016-10-10,1351.4437255859375
2016-10-13,1330.968017578125
2016-10-14,1327.0611572265625
2016-10-17,1329.3675537109375
2016-10-18,1320.70654296875
2016-10-19,1316.94091796875
2016-10-20,1328.5672607421875
2016-10-21,1330.6385498046875
2016-10-24,1336.946044921875
2016-10-25,1330.4501953125
2016-10-26,1335.816162109375
2016-10-27,1327.5789794921875
2016-10-28,1325.9312744140625
2016-11-01,1332.3331298828125
2016-11-02,1401.29150390625
2016-11-03,1399.6439208984375
2016-11-04,1349.419677734375
2016-11-07,1368.436279296875
2016-11-08,1335.3455810546875
2016-11-09,1333.3214111328125
2016-11-10,1356.7156982421875
2016-11-11,1346.360107421875
2016-11-15,1292.7464599609375
2016-11-16,1278.4842529296875
2016-11-17,1252.642578125
2016-11-18,1240.921875
2016-11-21,1195.68701171875
2016-11-22,1223.36474609375
2016-11-23,1197.4288330078125
2016-11-24,1184.57861328125
2016-11-25,1208.631591796875
2016-11-28,1205.195556640625
2016-11-29,1186.555419921875
2016-11-30,1142.07373046875
2016-12-01,1166.5504150390625
2016-12-02,1179.965576171875
2016-12-05,1183.0252685546875
2016-12-06,1179.2593994140625
2016-12-07,1180.1539306640625
2016-12-08,1184.2489013671875
2016-12-09,1202.5594482421875
2016-12-12,1215.1273193359375
2016-12-13,1210.4200439453125
2016-12-14,1200.4412841796875
2016-12-15,1188.62646484375
2016-12-16,1186.03759765625
2016-12-19,1182.3662109375
2016-12-20,1185.5198974609375
