Date,MUTHOOTFIN.NS
2015-08-21,141.81532287597656
2015-08-24,131.28648376464844
2015-08-25,133.7971954345703
2015-08-26,134.36415100097656
2015-08-27,137.36083984375
2015-08-28,131.28648376464844
2015-08-31,139.70957946777344
2015-09-01,140.35751342773438
2015-09-02,136.67239379882812
2015-09-03,136.2674560546875
2015-09-04,133.39224243164062
2015-09-07,133.7567138671875
2015-09-08,133.7162322998047
2015-09-09,134.32366943359375
2015-09-10,131.44845581054688
2015-09-11,131.6509552001953
2015-09-14,130.92202758789062
2015-09-15,128.85678100585938
2015-09-16,128.65431213378906
2015-09-18,125.0906982421875
2015-09-21,128.81626892089844
2015-09-22,127.66796112060547
2015-09-23,130.98983764648438
2015-09-24,130.00559997558594
2015-09-28,127.66796112060547
2015-09-29,132.8763885498047
2015-09-30,134.68087768554688
2015-10-01,132.8763885498047
2015-10-05,133.90167236328125
2015-10-06,134.35281372070312
2015-10-07,142.63702392578125
2015-10-08,147.96852111816406
2015-10-09,149.48594665527344
2015-10-12,151.78257751464844
2015-10-13,148.21456909179688
2015-10-14,148.33761596679688
2015-10-15,148.9528045654297
2015-10-16,150.75726318359375
2015-10-19,149.15785217285156
2015-10-20,153.71009826660156
2015-10-21,155.2274932861328
2015-10-23,152.602783203125
2015-10-26,150.51123046875
2015-10-27,148.6246795654297
2015-10-28,148.7067413330078
2015-10-29,148.09156799316406
2015-10-30,147.92752075195312
2015-11-02,149.85504150390625
2015-11-03,150.30616760253906
2015-11-04,151.9466094970703
2015-11-05,152.57533264160156
2015-11-06,148.8448028564453
2015-11-09,151.52745056152344
2015-11-10,149.93463134765625
2015-11-13,152.15615844726562
2015-11-16,152.24002075195312
2015-11-17,150.47955322265625
2015-11-18,150.01846313476562
2015-11-19,149.7250518798828
2015-11-20,150.94061279296875
2015-11-23,149.3896942138672
2015-11-24,150.01846313476562
2015-11-26,152.49151611328125
2015-11-27,149.9765167236328
2015-11-30,151.65316772460938
2015-12-01,155.9286651611328
2015-12-02,162.55142211914062
2015-12-03,164.10232543945312
2015-12-04,163.97657775878906
2015-12-07,159.28196716308594
2015-12-08,156.05438232421875
2015-12-09,154.1262664794922
2015-12-10,154.3777313232422
2015-12-11,151.52745056152344
2015-12-14,151.52745056152344
2015-12-15,152.03042602539062
2015-12-16,152.70106506347656
2015-12-17,153.0364227294922
2015-12-18,151.44361877441406
2015-12-21,150.31187438964844
2015-12-22,150.47955322265625
2015-12-23,150.89871215820312
2015-12-24,149.5154571533203
2015-12-28,149.93463134765625
2015-12-29,148.467529296875
2015-12-30,149.8927001953125
2015-12-31,150.6052703857422
2016-01-01,149.8507843017578
2016-01-04,149.5154571533203
2016-01-05,148.7609405517578
2016-01-06,148.5513916015625
2016-01-07,149.2220458984375
2016-01-08,155.76100158691406
2016-01-11,155.8029022216797
2016-01-12,159.19810485839844
2016-01-13,151.19212341308594
2016-01-14,155.09033203125
2016-01-15,153.37173461914062
2016-01-18,148.42564392089844
2016-01-19,147.796875
2016-01-20,148.67713928222656
2016-01-21,144.52740478515625
2016-01-22,146.7489776611328
2016-01-25,150.8148651123047
2016-01-27,156.76699829101562
2016-01-28,156.34779357910156
2016-01-29,161.21009826660156
2016-02-01,165.98855590820312
2016-02-02,163.43165588378906
2016-02-03,156.43167114257812
2016-02-04,155.21607971191406
2016-02-05,154.0843048095703
2016-02-08,154.33584594726562
2016-02-09,158.73704528808594
2016-02-10,156.68313598632812
2016-02-11,153.37173461914062
2016-02-12,151.90467834472656
2016-02-15,155.09033203125
2016-02-16,154.9226837158203
2016-02-17,156.18014526367188
2016-02-18,157.43765258789062
2016-02-19,157.22805786132812
2016-02-22,156.26397705078125
2016-02-23,154.1262664794922
2016-02-24,150.5633544921875
2016-02-25,147.3777313232422
2016-02-26,150.3957061767578
2016-02-29,145.74301147460938
2016-03-01,146.62322998046875
2016-03-02,146.62322998046875
2016-03-03,145.36575317382812
2016-03-04,147.7130584716797
2016-03-08,147.83883666992188
2016-03-09,147.96453857421875
2016-03-10,148.80287170410156
2016-03-11,148.341796875
2016-03-14,149.1801300048828
2016-03-15,149.7250518798828
2016-03-16,149.89462280273438
2016-03-17,150.2337188720703
2016-03-18,150.9119873046875
2016-03-21,150.5304718017578
2016-03-22,150.06417846679688
2016-03-23,150.86959838867188
2016-03-28,147.4783172607422
2016-03-29,146.75767517089844
2016-03-30,148.5380859375
2016-03-31,151.54783630371094
2016-04-01,152.819580078125
2016-04-04,152.52285766601562
2016-04-05,151.3782958984375
2016-04-06,151.8022003173828
2016-04-07,149.85220336914062
2016-04-08,151.54783630371094
2016-04-11,149.93699645996094
2016-04-12,149.64024353027344
2016-04-13,155.95652770996094
2016-04-18,157.99127197265625
2016-04-20,159.7293243408203
2016-04-21,164.43472290039062
2016-04-22,166.08798217773438
2016-04-25,165.3673095703125
2016-04-26,168.80099487304688
2016-04-27,177.19442749023438
2016-04-28,177.4063720703125
2016-04-29,172.1922607421875
2016-05-02,169.3520965576172
2016-05-03,166.2575225830078
2016-05-04,164.47711181640625
2016-05-05,161.4249725341797
2016-05-06,162.654296875
2016-05-09,182.28135681152344
2016-05-10,175.37159729003906
2016-05-11,172.7857666015625
2016-05-12,172.48899841308594
2016-05-13,179.05960083007812
2016-05-16,186.9867401123047
2016-05-17,189.148681640625
2016-05-18,184.06175231933594
2016-05-19,185.50308227539062
2016-05-20,181.3063507080078
2016-05-23,184.1041259765625
2016-05-24,182.7900390625
2016-05-25,177.87266540527344
2016-05-26,184.06175231933594
2016-05-27,181.98458862304688
2016-05-30,198.34754943847656
2016-05-31,197.03338623046875
2016-06-01,207.2072296142578
2016-06-02,205.2996368408203
2016-06-03,212.9300537109375
2016-06-06,230.05604553222656
2016-06-07,231.53970336914062
2016-06-08,231.7516632080078
2016-06-09,216.66043090820312
2016-06-10,216.8723907470703
2016-06-13,220.72998046875
2016-06-14,227.47015380859375
2016-06-15,228.0636444091797
2016-06-16,226.1984100341797
2016-06-17,225.35057067871094
2016-06-20,220.39085388183594
2016-06-21,227.3005828857422
2016-06-22,226.8342742919922
2016-06-23,228.6571044921875
2016-06-24,239.21246337890625
2016-06-27,237.68638610839844
2016-06-28,236.71136474609375
2016-06-29,244.0026397705078
2016-06-30,248.45370483398438
2016-07-01,243.6635284423828
2016-07-04,244.04507446289062
2016-07-05,243.40916442871094
2016-07-07,235.9059600830078
2016-07-08,236.7961883544922
2016-07-11,239.4668426513672
2016-07-12,238.49180603027344
2016-07-13,230.90383911132812
2016-07-14,233.23533630371094
2016-07-15,233.32009887695312
2016-07-18,236.0331268310547
2016-07-19,233.8712158203125
2016-07-20,235.94833374023438
2016-07-21,233.44729614257812
2016-07-22,235.3125
2016-07-25,236.62660217285156
2016-07-26,242.3917694091797
2016-07-27,261.806884765625
2016-07-28,270.5393981933594
2016-07-29,281.26434326171875
2016-08-01,301.3576965332031
2016-08-02,307.2076416015625
2016-08-03,294.9990539550781
2016-08-04,305.34246826171875
2016-08-05,298.9837646484375
2016-08-08,338.9584655761719
2016-08-09,321.9596862792969
2016-08-10,331.8792419433594
2016-08-11,312.2945556640625
2016-08-12,312.8880615234375
2016-08-16,309.8782653808594
