Date,EMN
2015-08-03,56.806365966796875
2015-08-04,57.02613067626953
2015-08-05,56.476715087890625
2015-08-06,56.49871826171875
2015-08-07,56.16176223754883
2015-08-10,58.42521667480469
2015-08-11,56.864959716796875
2015-08-12,56.76239776611328
2015-08-13,56.72577667236328
2015-08-14,56.037227630615234
2015-08-17,56.703826904296875
2015-08-18,56.33021545410156
2015-08-19,55.011714935302734
2015-08-20,54.12537384033203
2015-08-21,52.72627258300781
2015-08-24,50.47745132446289
2015-08-25,49.64239501953125
2015-08-26,51.18067169189453
2015-08-27,53.202392578125
2015-08-28,53.260986328125
2015-08-31,53.07787322998047
2015-09-01,51.297874450683594
2015-09-02,51.495643615722656
2015-09-03,52.19886779785156
2015-09-04,50.931602478027344
2015-09-08,52.24280548095703
2015-09-09,51.59087371826172
2015-09-10,51.68665313720703
2015-09-11,51.480369567871094
2015-09-14,50.898372650146484
2015-09-15,51.69401931762695
2015-09-16,52.55594253540039
2015-09-17,52.10655975341797
2015-09-18,51.016231536865234
2015-09-21,52.24653244018555
2015-09-22,51.17097473144531
2015-09-23,49.95539474487305
2015-09-24,49.61651611328125
2015-09-25,49.064002990722656
2015-09-28,46.63289260864258
2015-09-29,46.728675842285156
2015-09-30,47.67900848388672
2015-10-01,48.25362777709961
2015-10-02,48.86509704589844
2015-10-05,50.39741897583008
2015-10-06,51.55404281616211
2015-10-07,51.90765380859375
2015-10-08,52.67382049560547
2015-10-09,52.1728630065918
2015-10-12,52.312835693359375
2015-10-13,52.22442626953125
2015-10-14,52.01815414428711
2015-10-15,51.51720428466797
2015-10-16,50.8468017578125
2015-10-19,50.82470703125
2015-10-20,51.524566650390625
2015-10-21,50.8468017578125
2015-10-22,52.592777252197266
2015-10-23,53.63152313232422
2015-10-26,52.806427001953125
2015-10-27,53.167388916015625
2015-10-28,54.279815673828125
2015-10-29,54.30192184448242
2015-10-30,53.167388916015625
2015-11-02,53.18948745727539
2015-11-03,53.550498962402344
2015-11-04,52.519107818603516
2015-11-05,52.05501174926758
2015-11-06,52.379146575927734
2015-11-09,51.023624420166016
2015-11-10,50.552127838134766
2015-11-11,49.660728454589844
2015-11-12,49.66809844970703
2015-11-13,50.53738784790039
2015-11-16,51.281463623046875
2015-11-17,51.27409362792969
2015-11-18,52.76222610473633
2015-11-19,52.2318000793457
2015-11-20,52.46753692626953
2015-11-23,52.58540725708008
2015-11-24,53.167388916015625
2015-11-25,52.25390625
2015-11-27,52.497013092041016
2015-11-30,53.521018981933594
2015-12-01,53.43996810913086
2015-12-02,52.88009262084961
2015-12-03,52.408599853515625
2015-12-04,54.00722122192383
2015-12-07,52.2318000793457
2015-12-08,50.76577377319336
2015-12-09,52.22442626953125
2015-12-10,51.468101501464844
2015-12-11,50.02956771850586
2015-12-14,49.45859146118164
2015-12-15,49.84418487548828
2015-12-16,50.808143615722656
2015-12-17,49.53276062011719
2015-12-18,49.35478210449219
2015-12-21,49.48825454711914
2015-12-22,50.05181121826172
2015-12-23,51.34943771362305
2015-12-24,51.09734344482422
2015-12-28,50.57828140258789
2015-12-29,51.21597671508789
2015-12-30,50.27426528930664
2015-12-31,50.0592155456543
2016-01-04,49.406681060791016
2016-01-05,49.762630462646484
2016-01-06,48.79867172241211
2016-01-07,48.0052490234375
2016-01-08,47.20442199707031
2016-01-11,46.15888595581055
2016-01-12,46.72243118286133
2016-01-13,46.499977111816406
2016-01-14,47.426876068115234
2016-01-15,45.78071975708008
2016-01-19,45.372901916503906
2016-01-20,45.06887435913086
2016-01-21,45.41737747192383
2016-01-22,46.38875198364258
2016-01-25,45.05402755737305
2016-01-26,46.4703254699707
2016-01-27,45.96610641479492
2016-01-28,46.759517669677734
2016-01-29,45.387725830078125
2016-02-01,44.83159255981445
2016-02-02,43.55620193481445
2016-02-03,45.454463958740234
2016-02-04,45.49894332885742
2016-02-05,44.779685974121094
2016-02-08,43.578433990478516
2016-02-09,43.32634353637695
2016-02-10,43.489471435546875
2016-02-11,43.33374786376953
2016-02-12,44.979888916015625
2016-02-16,46.240455627441406
2016-02-17,47.34530258178711
2016-02-18,47.056121826171875
2016-02-19,46.270118713378906
2016-02-22,47.842105865478516
2016-02-23,46.655696868896484
2016-02-24,47.352725982666016
2016-02-25,47.856937408447266
2016-02-26,48.31668472290039
2016-02-29,47.56775665283203
2016-03-01,49.29547119140625
2016-03-02,49.933170318603516
2016-03-03,50.78590774536133
2016-03-04,51.660884857177734
2016-03-07,52.19477081298828
2016-03-08,51.06768035888672
2016-03-09,52.17253112792969
2016-03-10,51.45326232910156
2016-03-11,53.30448532104492
2016-03-14,52.349002838134766
2016-03-15,52.07280731201172
2016-03-16,53.21489715576172
2016-03-17,55.02880096435547
2016-03-18,54.857086181640625
2016-03-21,54.94667434692383
2016-03-22,54.43910217285156
2016-03-23,54.21514892578125
2016-03-24,54.37191390991211
2016-03-28,54.394325256347656
2016-03-29,54.67795944213867
2016-03-30,54.6928825378418
2016-03-31,53.916561126708984
2016-04-01,54.9840087890625
2016-04-04,54.11812210083008
2016-04-05,53.84938430786133
2016-04-06,53.938968658447266
2016-04-07,53.1402473449707
2016-04-08,53.707542419433594
2016-04-11,53.886714935302734
2016-04-12,54.67048645019531
2016-04-13,55.50653076171875
2016-04-14,55.357234954833984
2016-04-15,55.71552276611328
2016-04-18,55.82003402709961
2016-04-19,57.25324249267578
2016-04-20,57.4323844909668
2016-04-21,56.782962799072266
2016-04-22,57.1337890625
2016-04-25,56.69339370727539
2016-04-26,57.395050048828125
2016-04-27,57.99222946166992
2016-04-28,58.38037109375
2016-04-29,57.01435470581055
2016-05-02,57.521942138671875
2016-05-03,56.87253952026367
2016-05-04,56.69339370727539
2016-05-05,56.20071029663086
2016-05-06,56.633670806884766
2016-05-09,55.81254577636719
2016-05-10,56.59634780883789
2016-05-11,56.26791000366211
2016-05-12,55.8349723815918
2016-05-13,54.304718017578125
2016-05-16,55.14821243286133
2016-05-17,56.141014099121094
2016-05-18,54.81978225708008
2016-05-19,54.506282806396484
2016-05-20,54.70033264160156
2016-05-23,54.61823654174805
2016-05-24,54.70781707763672
2016-05-25,55.611019134521484
2016-05-26,54.99146270751953
2016-05-27,55.05864334106445
2016-05-31,54.760074615478516
2016-06-01,55.17809295654297
2016-06-02,55.02132797241211
2016-06-03,54.31965637207031
2016-06-06,55.17809295654297
2016-06-07,55.65580749511719
