Date,RCF.NS
2015-08-21,40.64353561401367
2015-08-24,36.075077056884766
2015-08-25,34.34220886230469
2015-08-26,35.287410736083984
2015-08-27,35.760009765625
2015-08-28,35.917545318603516
2015-08-31,34.97234344482422
2015-09-01,33.98776626586914
2015-09-02,33.31825256347656
2015-09-03,33.830238342285156
2015-09-04,32.254905700683594
2015-09-07,31.506620407104492
2015-09-08,32.09736633300781
2015-09-09,33.08195495605469
2015-09-10,32.96379470825195
2015-09-11,34.26345443725586
2015-09-14,35.05112075805664
2015-09-15,34.53913116455078
2015-09-16,33.59393310546875
2015-09-18,35.01173400878906
2015-09-21,35.83877944946289
2015-09-22,34.893577575683594
2015-09-23,35.09049606323242
2015-09-24,35.05112075805664
2015-09-28,37.138423919677734
2015-09-29,39.934635162353516
2015-09-30,37.65040969848633
2015-10-01,38.8319091796875
2015-10-05,39.14698028564453
2015-10-06,38.95005798339844
2015-10-07,39.02881622314453
2015-10-08,39.068206787109375
2015-10-09,39.068206787109375
2015-10-12,39.02881622314453
2015-10-13,40.24970626831055
2015-10-14,40.48600387573242
2015-10-15,40.72230911254883
2015-10-16,40.48600387573242
2015-10-19,40.525386810302734
2015-10-20,40.05278778076172
2015-10-21,40.05278778076172
2015-10-23,39.777103424072266
2015-10-26,39.855873107910156
2015-10-27,39.501426696777344
2015-10-28,39.343894958496094
2015-10-29,38.792518615722656
2015-10-30,37.611026763916016
2015-11-02,36.98089599609375
2015-11-03,36.90212631225586
2015-11-04,37.33534622192383
2015-11-05,36.90212631225586
2015-11-06,36.94150924682617
2015-11-09,38.3986930847168
2015-11-10,37.37472915649414
2015-11-13,36.7052116394043
2015-11-16,37.05965805053711
2015-11-17,37.138423919677734
2015-11-18,37.33534622192383
2015-11-19,38.04424285888672
2015-11-20,37.80794143676758
2015-11-23,39.10759353637695
2015-11-24,39.02881622314453
2015-11-26,39.383270263671875
2015-11-27,39.343894958496094
2015-11-30,39.14698028564453
2015-12-01,41.03736877441406
2015-12-02,40.21031951904297
2015-12-03,39.540809631347656
2015-12-04,38.595611572265625
2015-12-07,38.31992721557617
2015-12-08,37.2565803527832
2015-12-09,35.24802780151367
2015-12-10,35.760009765625
2015-12-11,35.4449462890625
2015-12-14,39.4620361328125
2015-12-15,41.31306076049805
2015-12-16,38.004859924316406
2015-12-17,38.75313949584961
2015-12-18,37.965476989746094
2015-12-21,38.241153717041016
2015-12-22,38.20177459716797
2015-12-23,38.55622863769531
2015-12-24,38.67437744140625
2015-12-28,38.67437744140625
2015-12-29,38.67437744140625
2015-12-30,38.241153717041016
2015-12-31,38.910675048828125
2016-01-01,39.501426696777344
2016-01-04,39.30450439453125
2016-01-05,39.26512145996094
2016-01-06,38.55622863769531
2016-01-07,36.90212631225586
2016-01-08,36.94150924682617
2016-01-11,36.8233642578125
2016-01-12,37.17781066894531
2016-01-13,36.90212631225586
2016-01-14,35.83877944946289
2016-01-15,34.10591506958008
2016-01-18,32.766883850097656
2016-01-19,33.27886199951172
2016-01-20,32.924415588378906
2016-01-21,32.885040283203125
2016-01-22,32.766883850097656
2016-01-25,32.96379470825195
2016-01-27,33.1213264465332
2016-01-28,33.200103759765625
2016-01-29,33.4364013671875
2016-02-01,33.71207809448242
2016-02-02,32.885040283203125
2016-02-03,31.979219436645508
2016-02-04,31.90045166015625
2016-02-05,32.53057861328125
2016-02-08,33.00318908691406
2016-02-09,32.17613220214844
2016-02-10,31.742918014526367
2016-02-11,30.08881950378418
2016-02-12,28.631635665893555
2016-02-15,29.57683753967285
2016-02-16,29.813135147094727
2016-02-17,28.907325744628906
2016-02-18,29.57683753967285
2016-02-19,31.664155960083008
2016-02-22,34.224063873291016
2016-02-23,32.53057861328125
2016-02-24,31.664155960083008
2016-02-25,30.561420440673828
2016-02-26,31.388465881347656
2016-02-29,30.20697021484375
2016-03-01,29.458690643310547
2016-03-02,29.222389221191406
2016-03-03,30.52203369140625
2016-03-04,29.93128776550293
2016-03-08,29.891902923583984
2016-03-09,30.20697021484375
2016-03-10,29.734373092651367
2016-03-11,29.498075485229492
2016-03-14,29.458690643310547
2016-03-15,28.98609161376953
2016-03-16,28.749786376953125
2016-03-17,28.395339965820312
2016-03-18,28.395339965820312
2016-03-21,29.4193058013916
2016-03-22,29.734373092651367
2016-03-23,29.6162166595459
2016-03-28,28.98609161376953
2016-03-29,29.458690643310547
2016-03-30,30.20697021484375
2016-03-31,30.44327163696289
2016-04-01,31.073400497436523
2016-04-04,32.09736633300781
2016-04-05,30.75833511352539
2016-04-06,31.073400497436523
2016-04-07,31.191543579101562
2016-04-08,31.349079132080078
2016-04-11,32.0579833984375
2016-04-12,33.00318908691406
2016-04-13,34.42097854614258
2016-04-18,34.34220886230469
2016-04-20,35.8781623840332
2016-04-21,34.8148193359375
2016-04-22,35.16926956176758
2016-04-25,37.49287796020508
2016-04-26,37.8867073059082
2016-04-27,38.31992721557617
2016-04-28,37.0202751159668
2016-04-29,35.799400329589844
2016-05-02,36.46890640258789
2016-05-03,36.74459457397461
2016-05-04,35.83877944946289
2016-05-05,35.64186477661133
2016-05-06,35.24802780151367
2016-05-09,36.11445999145508
2016-05-10,36.46890640258789
2016-05-11,36.075077056884766
2016-05-12,37.2565803527832
2016-05-13,38.12300491333008
2016-05-16,37.611026763916016
2016-05-17,37.611026763916016
2016-05-18,37.21718978881836
2016-05-19,36.58706283569336
2016-05-20,35.760009765625
2016-05-23,34.8148193359375
2016-05-24,35.01173400878906
2016-05-25,35.83877944946289
2016-05-26,35.83877944946289
2016-05-27,33.90899658203125
2016-05-30,34.30282974243164
2016-05-31,33.94837951660156
2016-06-01,33.75146484375
2016-06-02,34.02714920043945
2016-06-03,34.53913116455078
2016-06-06,34.893577575683594
2016-06-07,35.24802780151367
2016-06-08,36.19322967529297
2016-06-09,36.429527282714844
2016-06-10,36.11445999145508
2016-06-13,35.56309509277344
2016-06-14,36.429527282714844
2016-06-15,36.350765228271484
2016-06-16,35.95692825317383
2016-06-17,35.83877944946289
2016-06-20,36.62644577026367
2016-06-21,36.74459457397461
2016-06-22,36.075077056884766
2016-06-23,35.72062683105469
2016-06-24,34.617897033691406
2016-06-27,35.95692825317383
2016-06-28,36.31138229370117
2016-06-29,37.09904861450195
2016-06-30,38.634986877441406
2016-07-01,39.855873107910156
2016-07-04,39.18635559082031
2016-07-05,39.89525604248047
2016-07-07,41.5887336730957
2016-07-08,41.39181900024414
2016-07-11,40.76169204711914
2016-07-12,41.076751708984375
2016-07-13,40.170936584472656
2016-07-14,40.24970626831055
2016-07-15,39.30450439453125
2016-07-18,39.18635559082031
2016-07-19,38.634986877441406
2016-07-20,38.634986877441406
2016-07-21,39.934635162353516
2016-07-22,40.48600387573242
2016-07-25,40.24970626831055
2016-07-26,39.540809631347656
2016-07-27,39.26512145996094
2016-07-28,39.4620361328125
2016-07-29,38.98944091796875
2016-08-01,38.634986877441406
2016-08-02,38.04424285888672
2016-08-03,36.94150924682617
2016-08-04,37.05965805053711
2016-08-05,37.65040969848633
2016-08-08,38.71376037597656
2016-08-09,38.71376037597656
2016-08-10,38.47745895385742
2016-08-11,37.768558502197266
2016-08-12,37.72917556762695
2016-08-16,37.37472915649414
2016-08-17,37.611026763916016
2016-08-18,37.847328186035156
2016-08-19,38.28053665161133
2016-08-22,39.42265319824219
2016-08-23,39.30450439453125
2016-08-24,40.95860290527344
2016-08-25,39.97401809692383
2016-08-26,39.14698028564453
2016-08-29,39.18635559082031
2016-08-30,37.138423919677734
2016-08-31,37.768558502197266
2016-09-01,37.21718978881836
2016-09-02,37.29595947265625
2016-09-06,37.29595947265625
2016-09-07,37.138423919677734
2016-09-08,38.004859924316406
2016-09-09,38.28053665161133
2016-09-12,36.94150924682617
2016-09-14,37.21718978881836
2016-09-15,37.66073989868164
2016-09-16,36.209144592285156
2016-09-19,36.53171920776367
2016-09-20,36.45107650756836
2016-09-21,36.28978729248047
2016-09-22,36.97526168823242
2016-09-23,37.015586853027344
2016-09-26,36.81397247314453
2016-09-27,36.97526168823242
2016-09-28,36.97526168823242
2016-09-29,35.080135345458984
2016-09-30,36.24946594238281
2016-10-03,37.33815383911133
2016-10-04,37.29783630371094
2016-10-05,38.14460372924805
2016-10-06,37.58009338378906
2016-10-07,37.942989349365234
2016-10-10,37.58009338378906
2016-10-13,36.491397857666016
2016-10-14,36.69301223754883
2016-10-17,37.459129333496094
2016-10-18,37.74137878417969
2016-10-19,40.362308502197266
2016-10-20,39.63651657104492
2016-10-21,38.830078125
2016-10-24,39.67683410644531
2016-10-25,39.959083557128906
2016-10-26,39.313941955566406
2016-10-27,39.031681060791016
2016-10-28,39.313941955566406
2016-11-01,40.765525817871094
2016-11-02,39.63651657104492
2016-11-03,38.78974914550781
2016-11-04,37.459129333496094
2016-11-07,37.822021484375
2016-11-08,37.62041473388672
2016-11-09,36.12849426269531
2016-11-10,37.21719741821289
2016-11-11,36.08818054199219
2016-11-15,33.951107025146484
2016-11-16,33.951107025146484
2016-11-17,33.83015060424805
2016-11-18,34.19304656982422
2016-11-21,32.8624153137207
2016-11-22,34.59626388549805
2016-11-23,35.080135345458984
2016-11-24,35.281742095947266
2016-11-25,35.52366638183594
2016-11-28,35.725276947021484
2016-11-29,36.209144592285156
2016-11-30,37.7010612487793
2016-12-01,38.91071701049805
2016-12-02,38.9510383605957
2016-12-05,39.79780197143555
2016-12-06,38.91071701049805
2016-12-07,39.67683410644531
2016-12-08,40.84617233276367
2016-12-09,40.03973388671875
2016-12-12,38.91071701049805
2016-12-13,39.27360916137695
2016-12-14,38.870399475097656
2016-12-15,38.4671745300293
2016-12-16,37.66073989868164
2016-12-19,37.983314514160156
2016-12-20,37.539764404296875
2016-12-21,37.33815383911133
2016-12-22,36.9349365234375
2016-12-23,36.24946594238281
2016-12-26,36.04785919189453
2016-12-27,36.370426177978516
2016-12-28,36.612361907958984
