Date,TRAN.BA
2015-08-24,3.3458340167999268
2015-08-25,3.2442080974578857
2015-08-26,3.478728771209717
2015-08-27,3.822693347930908
2015-08-28,3.994675636291504
2015-08-31,3.9477713108062744
2015-09-01,3.8695974349975586
2015-09-02,3.8305106163024902
2015-09-03,3.8461456298828125
2015-09-04,3.908684492111206
2015-09-07,3.92431902885437
2015-09-08,4.025944709777832
2015-09-09,4.166657447814941
2015-09-10,4.2839179039001465
2015-09-11,4.119753360748291
2015-09-14,4.041579723358154
2015-09-15,4.010310173034668
2015-09-16,3.908684492111206
2015-09-17,4.088483810424805
2015-09-18,3.994675636291504
2015-09-21,3.916501760482788
2015-09-22,3.7523372173309326
2015-09-23,3.721067428588867
2015-09-24,3.627258777618408
2015-09-25,4.025944709777832
2015-09-28,3.9868578910827637
2015-09-29,4.143205642700195
2015-09-30,4.135388374328613
2015-10-01,4.025944709777832
2015-10-02,3.9868578910827637
2015-10-05,3.939953565597534
2015-10-06,3.900866746902466
2015-10-07,3.908684492111206
2015-10-08,3.8617801666259766
2015-10-09,3.7914235591888428
2015-10-13,3.908684492111206
2015-10-14,3.8383278846740723
2015-10-15,3.8539624214172363
2015-10-16,3.8852319717407227
2015-10-19,4.010310173034668
2015-10-20,4.041579723358154
2015-10-21,4.0806660652160645
2015-10-22,4.260465621948242
2015-10-23,4.362091541290283
2015-10-26,4.82331657409668
2015-10-27,5.065654754638672
2015-10-28,5.393984317779541
2015-10-29,5.276723861694336
2015-10-30,5.3158111572265625
2015-11-02,5.339262962341309
2015-11-03,5.3158111572265625
2015-11-04,5.386167049407959
2015-11-05,5.425253868103027
2015-11-09,5.448705673217773
2015-11-10,5.472158432006836
2015-11-11,5.784852504730225
2015-11-12,6.308616638183594
2015-11-13,6.425877094268799
2015-11-16,6.941823482513428
2015-11-17,6.840197563171387
2015-11-18,6.543137550354004
2015-11-19,6.2851643562316895
2015-11-20,6.4884161949157715
2015-11-24,6.175721645355225
2015-11-25,5.8630266189575195
2015-11-26,6.167903900146484
2015-11-27,6.167903900146484
2015-11-30,6.3946075439453125
2015-12-01,6.4884161949157715
2015-12-02,6.253894805908203
2015-12-03,6.2929816246032715
2015-12-04,6.449328899383545
2015-12-09,6.683850288391113
2015-12-10,6.683850288391113
2015-12-11,6.785476207733154
2015-12-14,6.644763469696045
2015-12-15,6.371155261993408
2015-12-16,6.019373893737793
2015-12-17,6.253894805908203
2015-12-18,5.894295692443848
2015-12-21,5.612870216369629
2015-12-22,5.745765686035156
2015-12-23,6.09754753112793
2015-12-28,6.206990718841553
2015-12-29,6.175721645355225
2015-12-30,6.464963912963867
2016-01-04,6.363338470458984
2016-01-05,6.332068920135498
2016-01-06,6.308616638183594
2016-01-07,6.175721645355225
2016-01-08,6.253894805908203
2016-01-11,6.019373893737793
2016-01-12,5.667592525482178
2016-01-13,5.5503315925598145
2016-01-14,5.5503315925598145
2016-01-15,5.284541130065918
2016-01-18,5.042202472686768
2016-01-19,5.1203765869140625
2016-01-20,4.979663848876953
2016-01-21,5.081289291381836
2016-01-22,5.597235679626465
2016-01-25,5.644140243530273
2016-01-26,5.667592525482178
2016-01-27,5.980287075042725
2016-01-28,6.0897297859191895
2016-01-29,6.261712551116943
2016-02-01,6.113182067871094
2016-02-02,5.980287075042725
2016-02-03,5.8630266189575195
2016-02-04,5.8630266189575195
2016-02-05,5.917747974395752
2016-02-10,5.941199779510498
2016-02-11,5.691044807434082
2016-02-12,5.714496612548828
2016-02-15,5.745765686035156
2016-02-16,5.7692179679870605
2016-02-17,6.011556625366211
2016-02-18,5.972469806671143
2016-02-19,5.8630266189575195
2016-02-22,6.035008430480957
2016-02-23,5.980287075042725
2016-02-24,5.902113437652588
2016-02-25,6.214807987213135
2016-02-26,6.332068920135498
2016-02-29,6.464963912963867
2016-03-01,6.332068920135498
2016-03-02,6.253894805908203
2016-03-03,5.941199779510498
2016-03-04,5.706679344177246
2016-03-07,5.589418411254883
2016-03-08,5.589418411254883
2016-03-09,5.589418411254883
2016-03-10,5.472158432006836
2016-03-11,5.354897499084473
2016-03-14,5.206367492675781
2016-03-15,5.143828868865967
2016-03-16,5.393984317779541
2016-03-17,5.4565229415893555
2016-03-18,5.464340686798096
2016-03-21,5.448705673217773
2016-03-22,5.378349781036377
2016-03-23,5.159463405609131
2016-03-28,5.159463405609131
2016-03-29,5.393984317779541
2016-03-30,5.4565229415893555
2016-03-31,5.5503315925598145
2016-04-01,5.667592525482178
2016-04-04,5.644140243530273
2016-04-05,5.472158432006836
2016-04-06,5.3158111572265625
2016-04-07,5.073472023010254
2016-04-08,5.214184761047363
2016-04-11,5.190732479095459
2016-04-12,5.3158111572265625
2016-04-13,5.378349781036377
2016-04-14,5.362715244293213
2016-04-15,5.393984317779541
2016-04-18,5.354897499084473
2016-04-19,5.589418411254883
2016-04-20,5.612870216369629
2016-04-21,5.589418411254883
2016-04-22,5.542514324188232
2016-04-25,5.3158111572265625
2016-04-26,5.3158111572265625
2016-04-27,5.3158111572265625
2016-04-28,5.222002029418945
2016-04-29,5.268906116485596
2016-05-02,5.159463405609131
2016-05-03,5.089107036590576
2016-05-04,5.136011600494385
2016-05-05,5.159463405609131
2016-05-06,5.307993412017822
2016-05-09,5.276723861694336
2016-05-10,5.347080230712891
2016-05-11,5.378349781036377
2016-05-12,5.393984317779541
2016-05-13,5.347080230712891
2016-05-16,5.276723861694336
2016-05-17,5.175097942352295
2016-05-18,5.050020217895508
