Date,SAP.DE
2015-08-24,49.01773452758789
2015-08-25,51.920894622802734
2015-08-26,50.21518325805664
2015-08-27,51.705528259277344
2015-08-28,51.834747314453125
2015-08-31,51.679683685302734
2015-09-01,50.57699966430664
2015-09-02,50.30133056640625
2015-09-03,51.54185104370117
2015-09-04,50.15488052368164
2015-09-07,50.36163330078125
2015-09-08,50.70622253417969
2015-09-09,50.82682418823242
2015-09-10,50.26686477661133
2015-09-11,49.91366958618164
2015-09-14,50.10319137573242
2015-09-15,50.11180877685547
2015-09-16,50.964664459228516
2015-09-17,50.90436553955078
2015-09-18,49.586307525634766
2015-09-21,50.077354431152344
2015-09-22,48.716224670410156
2015-09-23,48.716224670410156
2015-09-24,48.14765930175781
2015-09-25,49.379554748535156
2015-09-28,48.9229736328125
2015-09-29,48.914363861083984
2015-09-30,49.922279357910156
2015-10-01,49.2072639465332
2015-10-02,49.69829559326172
2015-10-05,51.076656341552734
2015-10-06,51.59354019165039
2015-10-07,51.24895477294922
2015-10-08,51.231719970703125
2015-10-09,52.05011749267578
2015-10-12,52.127647399902344
2015-10-13,54.91881561279297
2015-10-14,54.625919342041016
2015-10-15,56.10764694213867
2015-10-16,56.96050262451172
2015-10-19,56.98635482788086
2015-10-20,57.28786849975586
2015-10-21,58.20102310180664
2015-10-22,59.36402130126953
2015-10-23,60.23408889770508
2015-10-26,60.415008544921875
2015-10-27,60.242713928222656
2015-10-28,61.03527069091797
2015-10-29,61.29371643066406
2015-10-30,61.922576904296875
2015-11-02,62.31025314331055
2015-11-03,63.24925994873047
2015-11-04,62.956363677978516
2015-11-05,63.53353500366211
2015-11-06,63.00803756713867
2015-11-09,62.82713317871094
2015-11-10,62.71513748168945
2015-11-11,63.69721221923828
2015-11-12,63.35264205932617
2015-11-13,62.878814697265625
2015-11-16,62.422245025634766
2015-11-17,63.628299713134766
2015-11-18,63.714439392089844
2015-11-19,64.43807220458984
2015-11-20,64.48114776611328
2015-11-23,64.02457427978516
2015-11-24,63.39569854736328
2015-11-25,64.10211181640625
2015-11-26,64.38638305664062
2015-11-27,64.21409606933594
2015-11-30,64.25716400146484
2015-12-01,64.37777709960938
2015-12-02,64.39500427246094
2015-12-03,62.40501403808594
2015-12-04,61.81919860839844
2015-12-07,62.758201599121094
2015-12-08,62.37055587768555
2015-12-09,61.7761344909668
2015-12-10,61.90535354614258
2015-12-11,60.776817321777344
2015-12-14,59.786136627197266
2015-12-15,61.70721435546875
2015-12-16,61.319549560546875
2015-12-17,62.82713317871094
2015-12-18,62.26718521118164
2015-12-21,61.87090301513672
2015-12-22,61.81059265136719
2015-12-23,62.88743209838867
2015-12-25,62.88743209838867
2015-12-28,62.76681137084961
2015-12-29,63.85227966308594
2015-12-30,63.21479415893555
2016-01-04,60.802669525146484
2016-01-05,61.5349235534668
2016-01-06,62.06904602050781
2016-01-07,61.4573860168457
2016-01-08,61.20756530761719
2016-01-11,61.68136978149414
2016-01-12,63.964271545410156
2016-01-13,63.51630401611328
2016-01-14,62.91328430175781
2016-01-15,60.888816833496094
2016-01-18,61.354007720947266
2016-01-19,62.275787353515625
2016-01-20,61.130027770996094
2016-01-21,61.7761344909668
2016-01-22,62.025962829589844
2016-01-25,62.61175537109375
2016-01-26,62.44807815551758
2016-01-27,63.21479415893555
2016-01-28,61.173099517822266
2016-01-29,63.051116943359375
2016-02-01,63.051116943359375
2016-02-02,61.84505081176758
2016-02-03,61.03527069091797
2016-02-04,60.21686553955078
2016-02-05,58.54560852050781
2016-02-08,56.839908599853516
2016-02-09,57.184486389160156
2016-02-10,57.770294189453125
2016-02-11,55.909507751464844
2016-02-12,56.2454833984375
2016-02-15,57.83920669555664
2016-02-16,57.85643005371094
2016-02-17,59.09695816040039
2016-02-18,59.65691375732422
2016-02-19,59.941200256347656
2016-02-22,60.733760833740234
2016-02-23,60.25132751464844
2016-02-24,58.58006286621094
2016-02-25,60.22549057006836
2016-02-26,60.509769439697266
2016-02-29,60.25132751464844
2016-03-01,61.27648162841797
2016-03-02,61.31093978881836
2016-03-03,59.92396926879883
2016-03-04,60.20825958251953
2016-03-07,59.932586669921875
2016-03-08,59.76890182495117
2016-03-09,60.10487365722656
2016-03-10,59.11419677734375
2016-03-11,60.277164459228516
2016-03-14,61.224796295166016
2016-03-15,61.37986373901367
2016-03-16,61.61244583129883
2016-03-17,60.802669525146484
2016-03-18,61.19032287597656
2016-03-21,60.906044006347656
2016-03-22,61.224796295166016
2016-03-23,61.55213928222656
2016-03-24,61.02664566040039
2016-03-29,61.018043518066406
2016-03-30,61.30232620239258
2016-03-31,61.25062942504883
2016-04-01,60.363319396972656
2016-04-04,60.33747482299805
2016-04-05,59.25202178955078
2016-04-06,59.544925689697266
2016-04-07,58.743751525878906
2016-04-08,58.15795135498047
2016-04-11,58.080413818359375
2016-04-12,58.96773147583008
2016-04-13,59.76890182495117
2016-04-14,60.26856994628906
2016-04-15,60.04457092285156
2016-04-18,60.34608840942383
2016-04-19,61.19032287597656
2016-04-20,61.242034912109375
2016-04-21,61.25925064086914
2016-04-22,61.37124252319336
2016-04-25,60.992191314697266
2016-04-26,60.501155853271484
2016-04-27,61.26786422729492
2016-04-28,60.85435485839844
2016-04-29,58.85574722290039
2016-05-02,59.37261962890625
2016-05-03,58.57146072387695
2016-05-04,57.9770393371582
2016-05-05,58.21825408935547
2016-05-06,58.03734588623047
2016-05-09,59.29509735107422
2016-05-10,59.26924514770508
2016-05-11,58.73514175415039
2016-05-12,59.010807037353516
2016-05-13,60.009647369384766
2016-05-17,59.77307891845703
2016-05-18,60.41269302368164
2016-05-19,60.02717971801758
2016-05-20,60.84202575683594
2016-05-23,61.1136474609375
2016-05-24,62.49801254272461
2016-05-25,63.172664642333984
2016-05-26,63.628292083740234
2016-05-27,63.75969696044922
2016-05-30,63.89990234375
2016-05-31,63.92618942260742
2016-06-01,63.628292083740234
2016-06-02,63.22523880004883
2016-06-03,62.699527740478516
2016-06-06,62.620670318603516
2016-06-07,63.409244537353516
2016-06-08,62.82218933105469
2016-06-09,62.49801254272461
2016-06-10,61.0347900390625
2016-06-13,59.74681091308594
2016-06-14,59.01081466674805
2016-06-15,59.29995346069336
2016-06-16,58.993282318115234
2016-06-17,59.37879943847656
2016-06-20,60.98221969604492
2016-06-21,61.56924819946289
2016-06-22,61.411537170410156
