Date,APD
2015-08-03,105.79588317871094
2015-08-04,105.94815063476562
2015-08-05,106.93450164794922
2015-08-06,106.62261962890625
2015-08-07,106.02071380615234
2015-08-10,107.58719635009766
2015-08-11,106.39056396484375
2015-08-12,105.43328094482422
2015-08-13,105.69436645507812
2015-08-14,106.41960144042969
2015-08-17,106.43408203125
2015-08-18,105.90467071533203
2015-08-19,104.90384674072266
2015-08-20,101.80713653564453
2015-08-21,99.71126556396484
2015-08-24,95.96183776855469
2015-08-25,97.76763916015625
2015-08-26,99.92878723144531
2015-08-27,102.00296020507812
2015-08-28,102.01746368408203
2015-08-31,101.19071197509766
2015-09-01,98.5726547241211
2015-09-02,100.77008819580078
2015-09-03,101.2414779663086
2015-09-04,98.55814361572266
2015-09-08,100.98762512207031
2015-09-09,99.51542663574219
2015-09-10,99.00051879882812
2015-09-11,98.93524932861328
2015-09-14,98.2535400390625
2015-09-15,98.35507202148438
2015-09-16,100.57427978515625
2015-09-17,100.82808685302734
2015-09-18,97.61534118652344
2015-09-21,97.81114196777344
2015-09-22,96.17941284179688
2015-09-23,94.62741088867188
2015-09-24,93.88768005371094
2015-09-25,92.56051635742188
2015-09-28,90.83448028564453
2015-09-29,91.84181213378906
2015-09-30,93.12651824951172
2015-10-01,94.36011505126953
2015-10-02,95.27257537841797
2015-10-05,97.0244369506836
2015-10-06,96.92952728271484
2015-10-07,97.93685913085938
2015-10-08,100.6668701171875
2015-10-09,102.15592193603516
2015-10-12,101.32381439208984
2015-10-13,100.94422149658203
2015-10-14,101.11941528320312
2015-10-15,102.01727294921875
2015-10-16,101.3603515625
2015-10-19,100.75444793701172
2015-10-20,100.25811004638672
2015-10-21,98.9368896484375
2015-10-22,100.60846710205078
2015-10-23,102.18516540527344
2015-10-26,102.0245590209961
2015-10-27,101.63038635253906
2015-10-28,103.74723815917969
2015-10-29,100.26539611816406
2015-10-30,101.44793701171875
2015-11-02,101.14132690429688
2015-11-03,101.25082397460938
2015-11-04,100.87123107910156
2015-11-05,100.2215805053711
2015-11-06,101.18511199951172
2015-11-09,99.5135269165039
2015-11-10,99.7982406616211
2015-11-11,99.85661315917969
2015-11-12,98.7616958618164
2015-11-13,100.27997589111328
2015-11-16,102.44793701171875
2015-11-17,101.80558013916016
2015-11-18,101.7763900756836
2015-11-19,102.16327667236328
2015-11-20,101.67420959472656
2015-11-23,102.3238296508789
2015-11-24,101.80558013916016
2015-11-25,100.98802947998047
2015-11-27,100.65955352783203
2015-11-30,99.92232513427734
2015-12-01,100.7325439453125
2015-12-02,101.09754943847656
2015-12-03,99.10477447509766
2015-12-04,101.05371856689453
2015-12-07,99.86390686035156
2015-12-08,97.0609359741211
2015-12-09,97.70326232910156
2015-12-10,96.72515106201172
2015-12-11,95.24336242675781
2015-12-14,94.13383483886719
2015-12-15,95.98789978027344
2015-12-16,96.50617218017578
2015-12-17,95.15579223632812
2015-12-18,93.32362365722656
2015-12-21,94.85649871826172
2015-12-22,96.02438354492188
2015-12-23,97.2142105102539
