Date,PUB.PA
2015-08-24,42.79017639160156
2015-08-25,44.29294967651367
2015-08-26,44.00806427001953
2015-08-27,44.691795349121094
2015-08-28,45.1404914855957
2015-08-31,45.24020004272461
2015-09-01,44.150508880615234
2015-09-02,44.2359733581543
2015-09-03,45.076393127441406
2015-09-04,44.39266586303711
2015-09-07,44.6490592956543
2015-09-08,44.7060432434082
2015-09-09,45.1832275390625
2015-09-10,44.919708251953125
2015-09-11,44.114891052246094
2015-09-14,43.65907287597656
2015-09-15,43.858497619628906
2015-09-16,44.114891052246094
2015-09-17,44.01517868041992
2015-09-18,43.010955810546875
2015-09-21,43.69468307495117
2015-09-22,42.32722854614258
2015-09-23,42.72606658935547
2015-09-24,41.664859771728516
2015-09-25,42.91836166381836
2015-09-28,42.19190216064453
2015-09-29,42.11355972290039
2015-09-30,43.4311637878418
2015-10-01,43.04656219482422
2015-10-02,43.39555358886719
2015-10-05,44.428279876708984
2015-10-06,44.691795349121094
2015-10-07,44.72028732299805
2015-10-08,45.76012420654297
2015-10-09,46.22307205200195
2015-10-12,45.4111328125
2015-10-13,45.21171569824219
2015-10-14,44.34280776977539
2015-10-15,44.66331100463867
2015-10-16,44.998046875
2015-10-19,45.404014587402344
2015-10-20,45.95954132080078
2015-10-21,44.47100830078125
2015-10-22,41.344364166259766
2015-10-23,42.66908645629883
2015-10-26,42.733192443847656
2015-10-27,41.5509033203125
2015-10-28,41.39421844482422
2015-10-29,41.401336669921875
2015-10-30,42.0637092590332
2015-11-02,42.32722854614258
2015-11-03,42.02096939086914
2015-11-04,42.21327209472656
2015-11-05,41.999603271484375
2015-11-06,42.58362579345703
2015-11-09,42.28449249267578
2015-11-10,42.241764068603516
2015-11-11,42.46254348754883
2015-11-12,41.47968292236328
2015-11-13,40.68199920654297
2015-11-16,40.48257827758789
2015-11-17,41.664859771728516
2015-11-18,41.27313995361328
2015-11-19,41.757450103759766
2015-11-20,41.123573303222656
2015-11-23,40.610774993896484
2015-11-24,39.7988395690918
2015-11-25,41.622127532958984
2015-11-26,42.597869873046875
2015-11-27,42.40556716918945
2015-11-30,42.53377151489258
2015-12-01,43.1605224609375
2015-12-02,43.61634826660156
2015-12-03,42.91836166381836
2015-12-04,42.51952362060547
2015-12-07,43.03232192993164
2015-12-08,42.09218978881836
2015-12-09,41.650611877441406
2015-12-10,41.99247741699219
2015-12-11,41.08796310424805
2015-12-14,41.2588996887207
2015-12-15,42.35572052001953
2015-12-16,42.733192443847656
2015-12-17,42.98958969116211
2015-12-18,42.768802642822266
2015-12-21,42.733192443847656
2015-12-22,42.74031448364258
2015-12-23,43.53799819946289
2015-12-24,43.5736083984375
2015-12-28,43.35993957519531
2015-12-29,43.943965911865234
2015-12-30,44.022315979003906
2016-01-04,42.41269302368164
2016-01-05,42.54801559448242
2016-01-06,40.69623947143555
2016-01-07,39.31453323364258
2016-01-08,39.31453323364258
2016-01-11,38.75188064575195
2016-01-12,39.115108489990234
2016-01-13,38.14649963378906
2016-01-14,37.384422302246094
2016-01-15,36.82176208496094
2016-01-18,36.494144439697266
2016-01-19,37.0283088684082
2016-01-20,35.931488037109375
2016-01-21,36.565364837646484
2016-01-22,37.60520553588867
2016-01-25,37.34880447387695
2016-01-26,37.19211959838867
2016-01-27,38.37440490722656
2016-01-28,38.45986557006836
2016-01-29,39.36438751220703
2016-02-01,39.27180099487305
2016-02-02,38.80885696411133
2016-02-03,38.00405502319336
2016-02-04,38.38153076171875
2016-02-05,37.86872482299805
2016-02-08,36.65082550048828
2016-02-09,37.06391906738281
2016-02-10,37.5482292175293
2016-02-11,38.21059799194336
2016-02-12,39.613670349121094
2016-02-15,40.632144927978516
2016-02-16,41.0737190246582
2016-02-17,40.83156204223633
2016-02-18,40.88142395019531
2016-02-19,40.77458572387695
2016-02-22,40.532432556152344
2016-02-23,40.4540901184082
2016-02-24,39.599422454833984
2016-02-25,39.841575622558594
2016-02-26,40.162078857421875
2016-02-29,40.710487365722656
2016-03-01,41.493919372558594
2016-03-02,41.4084587097168
