Date,SIEMENS.NS
2015-08-03,1412.7860107421875
2015-08-04,1413.5042724609375
2015-08-05,1433.7572021484375
2015-08-06,1461.2879638671875
2015-08-07,1443.141845703125
2015-08-10,1435.9598388671875
2015-08-11,1407.040283203125
2015-08-12,1375.82275390625
2015-08-13,1345.9459228515625
2015-08-14,1384.10595703125
2015-08-17,1371.274169921875
2015-08-18,1376.636962890625
2015-08-19,1392.7720947265625
2015-08-20,1355.66552734375
2015-08-21,1340.583251953125
2015-08-24,1174.5845947265625
2015-08-25,1189.5228271484375
2015-08-26,1172.9564208984375
2015-08-27,1198.189208984375
2015-08-28,1225.815673828125
2015-08-31,1211.2127685546875
2015-09-01,1188.9007568359375
2015-09-02,1152.7513427734375
2015-09-03,1155.5283203125
2015-09-04,1130.7266845703125
2015-09-07,1094.3863525390625
2015-09-08,1135.802001953125
2015-09-09,1180.4256591796875
2015-09-10,1196.848388671875
2015-09-11,1221.9852294921875
2015-09-14,1245.4945068359375
2015-09-15,1227.63525390625
2015-09-16,1235.5831298828125
2015-09-18,1241.759765625
2015-09-21,1269.673583984375
2015-09-22,1238.0250244140625
2015-09-23,1240.4189453125
2015-09-24,1256.602294921875
2015-09-28,1222.65576171875
2015-09-29,1229.837646484375
2015-09-30,1269.7213134765625
2015-10-01,1286.910400390625
2015-10-05,1308.120849609375
2015-10-06,1311.5684814453125
2015-10-07,1316.069091796875
2015-10-08,1288.1551513671875
2015-10-09,1289.25634765625
2015-10-12,1311.9033203125
2015-10-13,1304.482177734375
2015-10-14,1311.6162109375
2015-10-15,1316.260498046875
2015-10-16,1323.298828125
2015-10-19,1311.8555908203125
2015-10-20,1299.1197509765625
2015-10-21,1292.2249755859375
2015-10-23,1312.9090576171875
2015-10-26,1327.7994384765625
2015-10-27,1326.6982421875
2015-10-28,1300.8912353515625
2015-10-29,1299.6461181640625
2015-10-30,1270.9664306640625
2015-11-02,1258.900634765625
2015-11-03,1281.2603759765625
2015-11-04,1247.6490478515625
2015-11-05,1219.0645751953125
2015-11-06,1204.9403076171875
2015-11-09,1209.2972412109375
2015-11-10,1179.3245849609375
2015-11-13,1196.369873046875
2015-11-16,1184.2562255859375
2015-11-17,1168.2164306640625
2015-11-18,1165.631103515625
2015-11-19,1178.0794677734375
2015-11-20,1187.4642333984375
2015-11-23,1186.602294921875
2015-11-24,1160.1727294921875
2015-11-26,1166.6844482421875
2015-11-27,1177.21826171875
2015-11-30,1191.2467041015625
2015-12-01,1175.111328125
2015-12-02,1160.747314453125
2015-12-03,1140.2547607421875
2015-12-04,1113.7772216796875
2015-12-07,1127.0400390625
2015-12-08,1119.906005859375
2015-12-09,1100.0360107421875
2015-12-10,1097.689697265625
2015-12-11,1096.923583984375
2015-12-14,1106.0687255859375
2015-12-15,1112.4844970703125
2015-12-16,1127.5186767578125
2015-12-17,1129.48193359375
2015-12-18,1128.9549560546875
2015-12-21,1125.6033935546875
2015-12-22,1128.9549560546875
2015-12-23,1150.2137451171875
2015-12-24,1142.2178955078125
2015-12-28,1147.0537109375
2015-12-29,1141.499755859375
2015-12-30,1143.0318603515625
2015-12-31,1149.73486328125
2016-01-01,1151.6500244140625
2016-01-04,1139.776123046875
2016-01-05,1145.0906982421875
2016-01-06,1154.18798828125
2016-01-07,1084.0440673828125
2016-01-08,1092.231201171875
2016-01-11,1080.022216796875
2016-01-12,1077.8675537109375
2016-01-13,1074.70751953125
2016-01-14,1057.901611328125
2016-01-15,1013.5172729492188
2016-01-18,970.7128295898438
2016-01-19,991.253173828125
2016-01-20,966.4514770507812
2016-01-21,938.996826171875
2016-01-22,963.8023681640625
2016-01-25,971.1235961914062
2016-01-27,972.953857421875
2016-01-28,948.00390625
2016-01-29,983.3577880859375
2016-02-01,997.2294311523438
2016-02-02,993.9061279296875
2016-02-03,974.8805541992188
2016-02-04,1009.70458984375
2016-02-05,999.5415649414062
2016-02-08,1012.3538208007812
2016-02-09,983.7913208007812
2016-02-10,980.1307373046875
2016-02-11,946.7515258789062
2016-02-12,959.1302490234375
2016-02-15,1004.2138061523438
2016-02-16,957.9742431640625
2016-02-17,991.16064453125
2016-02-18,993.3281860351562
2016-02-19,1003.009521484375
2016-02-22,998.385498046875
2016-02-23,979.64892578125
2016-02-24,956.9146728515625
2016-02-25,955.8550415039062
2016-02-26,956.9629516601562
2016-02-29,949.8342895507812
2016-03-01,987.93359375
2016-03-02,1014.9547729492188
2016-03-03,1010.860595703125
2016-03-04,1005.8031616210938
2016-03-08,1008.3077392578125
2016-03-09,1003.7319946289062
2016-03-10,997.4223022460938
2016-03-11,995.0621948242188
2016-03-14,996.651611328125
2016-03-15,984.3211059570312
2016-03-16,967.7518920898438
2016-03-17,987.8372192382812
2016-03-18,1013.8468017578125
2016-03-21,1032.535400390625
2016-03-22,1033.209716796875
2016-03-23,1053.343017578125
2016-03-28,1033.1131591796875
2016-03-29,1032.3907470703125
2016-03-30,1056.0404052734375
2016-03-31,1059.3638916015625
2016-04-01,1081.7127685546875
2016-04-04,1080.46044921875
2016-04-05,1064.180419921875
2016-04-06,1089.2266845703125
2016-04-07,1074.151123046875
2016-04-08,1090.6717529296875
2016-04-11,1099.4381103515625
2016-04-12,1125.736572265625
2016-04-13,1127.5186767578125
2016-04-18,1135.2254638671875
2016-04-20,1138.01904296875
2016-04-21,1136.52587890625
2016-04-22,1130.45703125
2016-04-25,1108.8785400390625
2016-04-26,1131.805419921875
2016-04-27,1138.9822998046875
2016-04-28,1105.8438720703125
2016-04-29,1096.06640625
2016-05-02,1102.087158203125
2016-05-03,1109.6973876953125
2016-05-04,1095.1513671875
2016-05-05,1130.89013671875
2016-05-06,1133.9248046875
2016-05-09,1133.683837890625
2016-05-10,1127.3743896484375
2016-05-11,1119.3785400390625
2016-05-12,1129.6380615234375
2016-05-13,1113.406005859375
2016-05-16,1108.685791015625
2016-05-17,1117.7891845703125
2016-05-18,1110.6602783203125
2016-05-19,1095.9698486328125
2016-05-20,1092.791015625
2016-05-23,1086.4813232421875
2016-05-24,1085.1326904296875
2016-05-25,1102.2314453125
2016-05-26,1142.642822265625
2016-05-27,1158.634033203125
2016-05-30,1177.5150146484375
2016-05-31,1160.03076171875
2016-06-01,1170.2901611328125
2016-06-02,1168.7005615234375
2016-06-03,1172.024169921875
2016-06-06,1163.4024658203125
2016-06-07,1162.246337890625
2016-06-08,1210.460693359375
2016-06-09,1203.09130859375
2016-06-10,1197.985595703125
2016-06-13,1198.8046875
2016-06-14,1201.5018310546875
2016-06-15,1211.47216796875
2016-06-16,1206.7518310546875
2016-06-17,1216.0478515625
2016-06-20,1219.70849609375
2016-06-21,1219.130615234375
2016-06-22,1219.2750244140625
2016-06-23,1219.8046875
2016-06-24,1211.279541015625
2016-06-27,1209.4010009765625
2016-06-28,1245.9591064453125
2016-06-29,1238.10791015625
2016-06-30,1261.6611328125
2016-07-01,1254.7734375
2016-07-04,1241.4796142578125
2016-07-05,1237.81884765625
2016-07-07,1229.534423828125
2016-07-08,1229.197509765625
2016-07-11,1251.54638671875
2016-07-12,1254.677001953125
2016-07-13,1258.5302734375
2016-07-14,1263.3468017578125
2016-07-15,1262.287353515625
2016-07-18,1242.1539306640625
2016-07-19,1258.337646484375
2016-07-20,1294.60693359375
2016-07-21,1275.3885498046875
2016-07-22,1293.1619873046875
2016-07-25,1298.4117431640625
2016-07-26,1279.4344482421875
2016-07-27,1284.0101318359375
2016-07-28,1264.84033203125
2016-07-29,1270.1385498046875
2016-08-01,1289.3564453125
2016-08-02,1233.6285400390625
2016-08-03,1199.7197265625
2016-08-04,1209.6417236328125
2016-08-05,1246.2960205078125
2016-08-08,1272.884033203125
2016-08-09,1276.351806640625
2016-08-10,1246.970458984375
2016-08-11,1266.6221923828125
2016-08-12,1251.498291015625
2016-08-16,1247.7410888671875
2016-08-17,1244.1287841796875
2016-08-18,1244.08056640625
2016-08-19,1260.0235595703125
2016-08-22,1250.1495361328125
2016-08-23,1238.3970947265625
2016-08-24,1238.6378173828125
2016-08-25,1222.3575439453125
2016-08-26,1245.6697998046875
2016-08-29,1234.3511962890625
2016-08-30,1229.919677734375
2016-08-31,1219.6124267578125
2016-09-01,1208.6304931640625
2016-09-02,1214.6990966796875
2016-09-06,1225.1993408203125
2016-09-07,1248.367431640625
2016-09-08,1252.0760498046875
2016-09-09,1242.44287109375
2016-09-12,1198.3709716796875
2016-09-14,1203.52490234375
2016-09-15,1204.19921875
2016-09-16,1212.2427978515625
2016-09-19,1217.7333984375
2016-09-20,1201.646240234375
2016-09-21,1215.95166015625
2016-09-22,1216.0478515625
2016-09-23,1229.1492919921875
2016-09-26,1225.24755859375
2016-09-27,1233.917724609375
2016-09-28,1241.2869873046875
2016-09-29,1173.1319580078125
2016-09-30,1194.8067626953125
2016-10-03,1209.7381591796875
2016-10-04,1210.9903564453125
2016-10-05,1215.1329345703125
2016-10-06,1198.997314453125
2016-10-07,1197.50390625
2016-10-10,1193.795166015625
2016-10-13,1180.5496826171875
2016-10-14,1182.28369140625
2016-10-17,1165.136474609375
2016-10-18,1184.7401123046875
2016-10-19,1184.11376953125
2016-10-20,1175.44384765625
2016-10-21,1183.05419921875
2016-10-24,1167.0146484375
2016-10-25,1167.8338623046875
2016-10-26,1152.6131591796875
2016-10-27,1132.528076171875
2016-10-28,1140.28271484375
2016-11-01,1121.88330078125
2016-11-02,1115.8623046875
2016-11-03,1091.8758544921875
2016-11-04,1069.6715087890625
2016-11-07,1066.54052734375
2016-11-08,1082.579833984375
2016-11-09,1044.8173828125
2016-11-10,1051.27197265625
2016-11-11,1075.8365478515625
2016-11-15,1063.0726318359375
2016-11-16,1074.969482421875
2016-11-17,1082.6761474609375
2016-11-18,1075.4512939453125
2016-11-21,1041.301513671875
2016-11-22,1035.0399169921875
2016-11-23,1016.0625610351562
2016-11-24,1008.8858642578125
2016-11-25,1016.4479370117188
2016-11-28,1039.1822509765625
2016-11-29,1046.4554443359375
2016-11-30,1047.2740478515625
2016-12-01,1076.366455078125
2016-12-02,1051.7054443359375
2016-12-05,1052.3314208984375
2016-12-06,1084.217529296875
2016-12-07,1058.73779296875
2016-12-08,1094.8621826171875
2016-12-09,1090.33447265625
2016-12-12,1093.9468994140625
2016-12-13,1091.7794189453125
2016-12-14,1077.5704345703125
2016-12-15,1087.444580078125
2016-12-16,1086.0478515625
2016-12-19,1070.6346435546875
2016-12-20,1050.5494384765625
2016-12-21,1059.9898681640625
2016-12-22,1046.4554443359375
2016-12-23,1031.5718994140625
2016-12-26,1012.498291015625
2016-12-27,1022.85400390625
2016-12-28,1026.4664306640625
2016-12-29,1045.73291015625
2016-12-30,1071.6943359375
2017-01-02,1078.9193115234375
2017-01-03,1067.8408203125
2017-01-04,1080.7974853515625
2017-01-05,1099.775146484375
2017-01-06,1121.44970703125
2017-01-09,1106.9036865234375
2017-01-10,1129.5418701171875
2017-01-11,1134.1656494140625
2017-01-12,1136.28515625
