Date,GRF.MC
2015-08-24,16.150243759155273
2015-08-25,16.430532455444336
2015-08-26,16.188674926757812
2015-08-27,16.63622283935547
2015-08-28,16.674650192260742
2015-08-31,16.525466918945312
2015-09-01,16.324295043945312
2015-09-02,16.326553344726562
2015-09-03,16.864519119262695
2015-09-04,16.74924087524414
2015-09-07,16.769588470458984
2015-09-08,16.907468795776367
2015-09-09,17.065692901611328
2015-09-10,17.248777389526367
2015-09-11,17.043088912963867
2015-09-14,17.020483016967773
2015-09-15,17.23748016357422
2015-09-16,17.59687042236328
2015-09-17,17.825172424316406
2015-09-18,18.012779235839844
2015-09-21,18.150665283203125
2015-09-22,17.307552337646484
2015-09-23,17.088294982910156
2015-09-24,16.783143997192383
2015-09-25,17.065692901611328
2015-09-28,16.65882682800293
2015-09-29,16.48478126525879
2015-09-30,16.679174423217773
2015-10-01,16.742464065551758
2015-10-02,16.85095977783203
2015-10-05,17.282686233520508
2015-10-06,17.334678649902344
2015-10-07,17.047607421875
2015-10-08,16.91876792907715
2015-10-09,17.025005340576172
2015-10-12,17.21035385131836
2015-10-13,17.22391700744629
2015-10-14,17.065692901611328
2015-10-15,17.69632911682129
2015-10-16,17.97661590576172
2015-10-19,18.107711791992188
2015-10-20,17.915584564208984
2015-10-21,17.981136322021484
2015-10-22,18.451290130615234
2015-10-23,18.697669982910156
2015-10-26,18.955352783203125
2015-10-27,18.869455337524414
2015-10-28,19.03672218322754
2015-10-29,19.0638427734375
2015-10-30,19.0683650970459
2015-11-02,19.190427780151367
2015-11-03,19.255977630615234
2015-11-04,19.418724060058594
2015-11-05,19.71030616760254
2015-11-06,19.891138076782227
2015-11-09,19.667362213134766
2015-11-10,19.746475219726562
2015-11-11,19.958946228027344
2015-11-12,19.624414443969727
2015-11-13,19.877573013305664
2015-11-16,19.613115310668945
2015-11-17,20.067445755004883
2015-11-18,19.809764862060547
2015-11-19,19.721607208251953
2015-11-20,19.283100128173828
2015-11-23,19.692224502563477
2015-11-24,19.579208374023438
2015-11-25,19.934083938598633
2015-11-26,20.19402503967285
2015-11-27,20.252796173095703
2015-11-30,20.30704116821289
2015-12-01,20.286701202392578
2015-12-02,20.55794334411621
2015-12-03,20.026758193969727
2015-12-04,19.902437210083008
2015-12-07,19.949905395507812
2015-12-08,19.66510009765625
2015-12-09,19.310224533081055
2015-12-10,19.107391357421875
2015-12-11,18.911399841308594
2015-12-14,18.688051223754883
2015-12-15,19.03218650817871
2015-12-16,19.052692413330078
2015-12-17,19.31706428527832
2015-12-18,19.125619888305664
2015-12-21,18.790603637695312
2015-12-22,18.84758186340332
2015-12-23,19.239572525024414
2015-12-24,19.35808563232422
2015-12-28,19.37631607055664
2015-12-29,19.65207862854004
2015-12-30,19.51761817932129
2015-12-31,19.431015014648438
2016-01-04,18.688051223754883
2016-01-05,18.993440628051758
2016-01-06,18.724515914916992
2016-01-07,18.669818878173828
2016-01-08,18.505725860595703
2016-01-11,18.136524200439453
2016-01-12,18.177547454833984
2016-01-13,18.191221237182617
2016-01-14,17.93596839904785
2016-01-15,17.430028915405273
2016-01-18,17.243146896362305
2016-01-19,17.6351375579834
2016-01-20,17.334306716918945
2016-01-21,17.411792755126953
2016-01-22,17.671602249145508
2016-01-25,17.803787231445312
2016-01-26,17.502954483032227
2016-01-27,17.534862518310547
2016-01-28,16.997011184692383
2016-01-29,17.461933135986328
2016-02-01,17.594112396240234
2016-02-02,17.31607437133789
2016-02-03,17.124635696411133
2016-02-04,17.47104835510254
2016-02-05,17.28872299194336
2016-02-08,16.750873565673828
2016-02-09,16.650596618652344
2016-02-10,16.901290893554688
2016-02-11,16.436370849609375
2016-02-12,16.409021377563477
2016-02-15,17.106401443481445
2016-02-16,16.96054458618164
2016-02-17,17.452816009521484
2016-02-18,17.594112396240234
2016-02-19,17.434585571289062
2016-02-22,17.74909019470215
2016-02-23,17.63058090209961
2016-02-24,17.366214752197266
2016-02-25,17.69895362854004
2016-02-26,18.054479598999023
2016-02-29,18.414569854736328
2016-03-01,18.378101348876953
2016-03-02,18.373544692993164
2016-03-03,18.245920181274414
2016-03-04,18.432796478271484
2016-03-07,18.615121841430664
2016-03-08,18.592330932617188
2016-03-09,18.300617218017578
2016-03-10,18.018014907836914
2016-03-11,18.008895874023438
2016-03-14,18.136524200439453
2016-03-15,17.689836502075195
2016-03-16,17.694395065307617
2016-03-17,17.411792755126953
2016-03-18,17.375328063964844
2016-03-21,17.594112396240234
2016-03-22,17.803787231445312
2016-03-23,17.958759307861328
2016-03-24,17.75364875793457
2016-03-29,17.81290054321289
2016-03-30,18.018014907836914
2016-03-31,17.840251922607422
2016-04-01,17.8493709564209
2016-04-04,18.209453582763672
2016-04-05,18.095502853393555
2016-04-06,18.300617218017578
2016-04-07,18.387216567993164
2016-04-08,18.341638565063477
2016-04-11,18.286937713623047
2016-04-12,17.790111541748047
2016-04-13,17.584999084472656
2016-04-14,17.74453353881836
2016-04-15,17.594112396240234
2016-04-18,17.840251922607422
2016-04-19,17.84480857849121
2016-04-20,17.867599487304688
2016-04-21,18.045364379882812
2016-04-22,18.095502853393555
2016-04-25,18.04991912841797
2016-04-26,17.817461013793945
2016-04-27,17.91773796081543
2016-04-28,17.708065032958984
2016-04-29,17.31607437133789
2016-05-02,17.398120880126953
2016-05-03,17.297842025756836
2016-05-04,16.942310333251953
2016-05-05,16.769105911254883
2016-05-06,16.609575271606445
2016-05-09,16.84659194946289
2016-05-10,16.933197021484375
2016-05-11,16.773662567138672
2016-05-12,16.55487823486328
2016-05-13,16.56854820251465
2016-05-16,16.6141357421875
2016-05-17,16.4272518157959
2016-05-18,16.66427230834961
2016-05-19,16.541202545166016
2016-05-20,16.987892150878906
2016-05-23,17.27960968017578
2016-05-24,17.502954483032227
2016-05-25,17.940526962280273
2016-05-26,18.05903434753418
2016-05-27,18.332521438598633
2016-05-30,18.318849563598633
2016-05-31,18.564985275268555
2016-06-01,18.58321189880371
2016-06-02,18.55345916748047
2016-06-03,18.39746856689453
2016-06-06,18.489227294921875
2016-06-07,18.571809768676758
2016-06-08,18.631454467773438
2016-06-09,18.429584503173828
2016-06-10,18.099258422851562
2016-06-13,17.833158493041992
2016-06-14,17.3284912109375
2016-06-15,17.484477996826172
2016-06-16,17.057804107666016
2016-06-17,17.094505310058594
2016-06-20,17.360605239868164
2016-06-21,17.502832412719727
2016-06-22,17.773521423339844
2016-06-23,17.984560012817383
2016-06-24,17.30554962158203
2016-06-27,17.08991813659668
2016-06-28,17.388134002685547
2016-06-29,18.053377151489258
2016-06-30,18.59016227722168
2016-07-01,18.585575103759766
2016-07-04,18.480052947998047
2016-07-05,18.34700584411621
2016-07-06,18.117610931396484
2016-07-07,18.443347930908203
2016-07-08,18.489227294921875
2016-07-11,18.74615478515625
2016-07-12,18.41123390197754
2016-07-13,18.351594924926758
2016-07-14,18.19560432434082
2016-07-15,18.122196197509766
2016-07-18,18.333240509033203
2016-07-19,18.38370704650879
2016-07-20,18.365354537963867
2016-07-21,18.379119873046875
2016-07-22,18.585575103759766
2016-07-25,18.81955909729004
2016-07-26,18.888378143310547
2016-07-27,18.860849380493164
2016-07-28,17.892803192138672
2016-07-29,17.993736267089844
2016-08-01,18.02585220336914
2016-08-02,17.805633544921875
2016-08-03,17.585411071777344
2016-08-04,17.704696655273438
2016-08-05,17.819393157958984
2016-08-08,17.7689266204834
2016-08-09,17.979969024658203
2016-08-10,17.87903594970703
2016-08-11,18.030439376831055
2016-08-12,18.021263122558594
2016-08-15,18.17266273498535
2016-08-16,17.87445068359375
2016-08-17,17.663408279418945
2016-08-18,17.68634605407715
2016-08-19,17.74139976501465
2016-08-22,17.892803192138672
2016-08-23,17.84233283996582
2016-08-24,17.846921920776367
2016-08-25,17.56247329711914
2016-08-26,17.521181106567383
2016-08-29,17.507421493530273
2016-08-30,17.576236724853516
2016-08-31,17.424837112426758
2016-09-01,17.190853118896484
2016-09-02,17.791868209838867
2016-09-05,17.672582626342773
2016-09-06,17.736814498901367
2016-09-07,17.828571319580078
2016-09-08,17.892803192138672
2016-09-09,17.60835075378418
2016-09-12,17.356021881103516
2016-09-13,17.360605239868164
2016-09-14,17.415658950805664
2016-09-15,17.484477996826172
2016-09-16,17.557884216308594
2016-09-19,17.764341354370117
2016-09-20,17.892803192138672
2016-09-21,17.667991638183594
2016-09-22,17.906564712524414
2016-09-23,17.846921920776367
2016-09-26,17.631290435791016
2016-09-27,17.70011329650879
2016-09-28,17.70011329650879
2016-09-29,17.622116088867188
2016-09-30,17.599180221557617
2016-10-03,17.401899337768555
2016-10-04,17.539535522460938
2016-10-05,17.434011459350586
2016-10-06,17.55329704284668
2016-10-07,17.434011459350586
2016-10-10,17.709285736083984
2016-10-11,17.52577018737793
2016-10-12,17.232141494750977
2016-10-13,17.08991813659668
2016-10-14,17.282611846923828
2016-10-17,17.19544219970703
2016-10-18,17.356021881103516
2016-10-19,17.245908737182617
2016-10-20,17.35143280029297
2016-10-21,17.25508689880371
2016-10-24,17.15414810180664
2016-10-25,16.832996368408203
2016-10-26,16.699949264526367
2016-10-27,16.644893646240234
2016-10-28,16.608190536499023
2016-10-31,16.525609970092773
2016-11-01,16.36962127685547
2016-11-02,16.309978485107422
2016-11-03,16.19986915588379
2016-11-04,16.002588272094727
2016-11-07,16.291622161865234
2016-11-08,16.424671173095703
2016-11-09,17.07156753540039
2016-11-10,16.96146011352539
2016-11-11,16.956871032714844
2016-11-14,16.943105697631836
2016-11-15,16.910991668701172
2016-11-16,16.878873825073242
2016-11-17,16.98898696899414
2016-11-18,16.943105697631836
2016-11-21,16.819232940673828
2016-11-22,16.470556259155273
2016-11-23,16.502670288085938
2016-11-24,16.658658981323242
2016-11-25,16.869701385498047
2016-11-28,16.975221633911133
2016-11-29,16.929346084594727
2016-11-30,16.975221633911133
2016-12-01,16.608190536499023
2016-12-02,16.259510040283203
2016-12-05,15.772835731506348
2016-12-06,15.89798355102539
2016-12-07,15.531820297241211
2016-12-08,15.536455154418945
2016-12-09,16.301223754882812
2016-12-12,16.097286224365234
2016-12-13,15.930427551269531
2016-12-14,15.870172500610352
2016-12-15,16.936216354370117
2016-12-16,16.848148345947266
2016-12-19,17.103078842163086
2016-12-20,17.103078842163086
2016-12-21,17.11234474182129
2016-12-22,17.08917236328125
2016-12-23,17.3162841796875
2016-12-27,17.49704933166504
2016-12-28,17.432159423828125
2016-12-29,17.4646053314209
2016-12-30,17.50168228149414
2017-01-02,17.654638290405273
2017-01-03,17.650005340576172
2017-01-04,18.16912269592285
2017-01-05,18.16912269592285
2017-01-06,18.13667869567871
2017-01-09,18.057880401611328
2017-01-10,17.937374114990234
2017-01-11,18.011531829833984
2017-01-12,17.793689727783203
2017-01-13,18.15058135986328
2017-01-16,17.807592391967773
2017-01-17,17.779787063598633
2017-01-18,17.677812576293945
2017-01-19,18.35451889038086
2017-01-20,17.99762725830078
2017-01-23,17.891021728515625
2017-01-24,17.858577728271484
2017-01-25,18.141315460205078
2017-01-26,18.428680419921875
2017-01-27,18.50284194946289
2017-01-30,18.36379051208496
2017-01-31,18.373062133789062
2017-02-01,18.42404556274414
2017-02-02,18.5399227142334
2017-02-03,18.71141242980957
2017-02-06,18.836559295654297
2017-02-07,19.049766540527344
2017-02-08,18.887542724609375
2017-02-09,19.230533599853516
2017-02-10,19.37421989440918
2017-02-13,19.355674743652344
2017-02-14,19.466915130615234
2017-02-15,19.341772079467773
2017-02-16,19.392757415771484
2017-02-17,19.568885803222656
2017-02-20,19.434471130371094
2017-02-21,19.58279037475586
2017-02-22,19.52253532409668
2017-02-23,19.425201416015625
2017-02-24,19.30005645751953
2017-02-27,19.272249221801758
2017-02-28,19.137834548950195
2017-03-01,19.49009132385254
2017-03-02,19.726476669311523
2017-03-03,19.619871139526367
2017-03-06,19.615236282348633
2017-03-07,19.304691314697266
2017-03-08,19.36031150817871
2017-03-09,19.392757415771484
2017-03-10,19.378856658935547
2017-03-13,19.466915130615234
2017-03-14,19.24907112121582
2017-03-15,19.388120651245117
2017-03-16,19.494728088378906
2017-03-17,20.097272872924805
2017-03-20,20.013845443725586
2017-03-21,19.4715518951416
2017-03-22,19.99066925048828
2017-03-23,20.0694637298584
2017-03-24,20.532962799072266
2017-03-27,20.78325080871582
2017-03-28,20.91766929626465
2017-03-29,20.96401596069336
2017-03-30,21.399703979492188
2017-03-31,21.31163787841797
2017-04-03,21.418241500854492
