Date,MTO.L
2020-11-05,28.56311798095703
2020-11-06,28.263504028320312
2020-11-09,31.209697723388672
2020-11-10,32.65782928466797
2020-11-11,33.756412506103516
2020-11-12,32.05860137939453
2020-11-13,33.4567985534668
2020-11-16,33.956153869628906
2020-11-17,38.84983825683594
2020-11-18,41.34661102294922
2020-11-19,38.60015869140625
2020-11-20,39.099510192871094
2020-11-23,39.89848709106445
2020-11-24,40.79731369018555
2020-11-25,40.74738311767578
2020-11-26,40.19809341430664
2020-11-27,40.19809341430664
2020-11-30,38.05086135864258
2020-12-01,40.44776916503906
2020-12-02,40.24803161621094
2020-12-03,40.39783477783203
2020-12-04,40.847251892089844
2020-12-07,39.99834442138672
2020-12-08,41.746097564697266
2020-12-09,41.54635238647461
2020-12-10,40.44776916503906
2020-12-11,40.24803161621094
2020-12-14,40.44776916503906
2020-12-15,39.99834442138672
2020-12-16,40.44776916503906
2020-12-17,40.547645568847656
2020-12-18,40.94712829589844
2020-12-21,40.44776916503906
2020-12-22,42.34531784057617
2020-12-23,41.69615936279297
2020-12-24,42.944549560546875
2020-12-29,43.144290924072266
2020-12-30,42.4451904296875
2020-12-31,40.94712829589844
2021-01-04,41.44648361206055
2021-01-05,41.64622497558594
2021-01-06,41.945831298828125
2021-01-07,41.945831298828125
2021-01-08,41.945831298828125
2021-01-11,41.945831298828125
2021-01-12,42.944549560546875
2021-01-13,42.04570388793945
2021-01-14,41.945831298828125
2021-01-15,42.14558029174805
2021-01-18,41.746097564697266
2021-01-19,41.7960319519043
2021-01-20,42.595001220703125
2021-01-21,41.945831298828125
2021-01-22,42.39525604248047
2021-01-25,42.095645904541016
2021-01-26,42.04570388793945
2021-01-27,42.595001220703125
2021-01-28,47.089195251464844
2021-01-29,47.93810272216797
2021-02-01,47.438743591308594
2021-02-02,49.93551254272461
2021-02-03,51.03410339355469
2021-02-04,51.03410339355469
2021-02-05,52.8317756652832
2021-02-08,54.72933578491211
2021-02-09,53.53087615966797
2021-02-10,53.63074493408203
2021-02-11,54.629459381103516
2021-02-12,54.72933578491211
2021-02-15,55.528297424316406
2021-02-16,55.0289421081543
2021-02-17,54.429710388183594
2021-02-18,52.8317756652832
2021-02-19,52.9316520690918
2021-02-22,52.1326904296875
2021-02-23,52.23255157470703
2021-02-24,52.43229675292969
2021-02-25,53.431007385253906
2021-02-26,52.23255157470703
2021-03-01,53.13139343261719
2021-03-02,55.92778015136719
2021-03-03,56.72674560546875
2021-03-04,58.22481155395508
2021-03-05,60.721588134765625
2021-03-08,61.220943450927734
2021-03-09,59.722877502441406
2021-03-10,55.22867965698242
2021-03-11,59.1236572265625
2021-03-12,58.02507019042969
2021-03-15,58.72417068481445
2021-03-16,59.722877502441406
2021-03-17,59.42326354980469
2021-03-18,58.82404327392578
2021-03-19,56.92649459838867
2021-03-22,58.12493896484375
2021-03-23,56.42713928222656
2021-03-24,58.12493896484375
2021-03-25,59.62300491333008
2021-03-26,59.1236572265625
2021-03-29,60.82146453857422
2021-03-30,59.722877502441406
2021-03-31,62.818885803222656
2021-04-01,62.51926803588867
2021-04-06,65.2157974243164
2021-04-07,63.817596435546875
2021-04-08,64.7164306640625
2021-04-09,64.6165542602539
2021-04-12,65.11591339111328
2021-04-13,64.41681671142578
2021-04-14,64.6165542602539
2021-04-15,63.91746139526367
2021-04-16,64.41681671142578
2021-04-19,65.11591339111328
2021-04-20,63.91746139526367
2021-04-21,63.817596435546875
2021-04-22,63.118499755859375
2021-04-23,63.4181022644043
2021-04-26,63.21836471557617
2021-04-27,62.119789123535156
2021-04-28,62.31953048706055
2021-04-29,62.0199089050293
2021-04-30,62.0199089050293
2021-05-04,61.021202087402344
2021-05-05,60.322105407714844
2021-05-06,59.722877502441406
2021-05-07,59.62300491333008
2021-05-10,59.42326354980469
2021-05-11,59.62300491333008
2021-05-12,61.920047760009766
2021-05-13,62.119789123535156
2021-05-14,63.71772384643555
2021-05-17,64.21707153320312
2021-05-18,66.01476287841797
2021-05-19,64.91617584228516
2021-05-20,66.31437683105469
2021-05-21,65.71513366699219
2021-05-24,69.41036224365234
2021-05-25,66.51410675048828
2021-05-26,67.71257781982422
2021-05-27,68.41166687011719
2021-05-28,67.81243133544922
2021-06-01,70.50895690917969
2021-06-02,71.40779876708984
2021-06-03,71.40779876708984
2021-06-04,71.40779876708984
2021-06-07,71.80728149414062
2021-06-08,71.90715026855469
2021-06-09,71.60753631591797
2021-06-10,75.8021240234375
2021-06-11,75.90199279785156
2021-06-14,74.10430145263672
2021-06-15,74.10430145263672
2021-06-16,73.40521240234375
2021-06-17,71.90715026855469
2021-06-18,69.80985260009766
2021-06-21,69.90972900390625
2021-06-22,68.31179809570312
2021-06-23,69.31050109863281
2021-06-24,67.81243133544922
