Date,KLBN11.SA
2015-08-24,11.7881441116333
2015-08-25,11.529528617858887
2015-08-26,12.028722763061523
2015-08-27,12.269294738769531
2015-08-28,12.29936695098877
2015-08-31,12.18509578704834
2015-09-01,11.90843677520752
2015-09-02,12.684286117553711
2015-09-03,13.009065628051758
2015-09-04,12.894792556762695
2015-09-08,12.906816482543945
2015-09-09,12.744429588317871
2015-09-10,12.67827320098877
2015-09-11,12.714353561401367
2015-09-14,13.111303329467773
2015-09-15,13.285728454589844
2015-09-16,13.351883888244629
2015-09-17,13.201519966125488
2015-09-18,12.991018295288086
2015-09-21,12.9248628616333
2015-09-22,13.015076637268066
2015-09-23,12.888773918151855
2015-09-24,12.768488883972168
2015-09-25,12.882758140563965
2015-09-28,12.846674919128418
2015-09-29,13.00304889678955
2015-09-30,13.159423828125
2015-10-01,13.51427173614502
2015-10-02,13.700712203979492
2015-10-05,14.05556583404541
2015-10-06,13.754842758178711
2015-10-07,14.08563232421875
2015-10-08,13.604487419128418
2015-10-09,13.460140228271484
2015-10-13,13.7728853225708
2015-10-14,13.556373596191406
2015-10-15,13.490209579467773
2015-10-16,13.580430030822754
2015-10-19,13.646585464477539
2015-10-20,13.165434837341309
2015-10-21,13.051161766052246
2015-10-22,13.327823638916016
2015-10-23,13.592455863952637
2015-10-26,13.736801147460938
2015-10-27,13.610499382019043
2015-10-28,13.468215942382812
2015-10-29,13.232460021972656
2015-10-30,13.256641387939453
2015-11-03,14.024353981018066
2015-11-04,13.903454780578613
2015-11-05,13.66165542602539
2015-11-06,13.685836791992188
2015-11-09,13.468215942382812
2015-11-10,13.558893203735352
2015-11-11,14.072712898254395
2015-11-12,14.278244972229004
2015-11-13,14.332648277282715
2015-11-16,14.507952690124512
2015-11-17,14.568406105041504
2015-11-18,14.465636253356934
2015-11-19,14.7678861618042
2015-11-23,14.713483810424805
2015-11-24,14.507952690124512
2015-11-25,14.858564376831055
2015-11-26,14.94318962097168
2015-11-27,14.640947341918945
2015-11-30,14.344738960266113
2015-12-01,13.855093955993652
2015-12-02,14.49586009979248
2015-12-03,14.773931503295898
2015-12-04,14.761846542358398
2015-12-07,14.713483810424805
2015-12-08,14.37496280670166
2015-12-09,14.024353981018066
2015-12-10,14.320558547973633
2015-12-11,14.320558547973633
2015-12-14,14.090848922729492
2015-12-15,13.909496307373047
2015-12-16,13.87322998046875
2015-12-17,13.601204872131348
2015-12-18,13.244553565979004
2015-12-21,13.292909622192383
2015-12-22,13.66770076751709
2015-12-23,13.734193801879883
2015-12-28,13.836956977844238
2015-12-29,13.824865341186523
2015-12-30,14.175480842590332
2016-01-04,13.26268196105957
2016-01-05,13.22641658782959
2016-01-06,13.26268196105957
2016-01-07,12.78512954711914
2016-01-08,12.561466217041016
2016-01-11,11.93883228302002
2016-01-12,12.089961051940918
2016-01-13,11.878384590148926
2016-01-14,12.011378288269043
2016-01-15,11.93883228302002
2016-01-18,11.78166389465332
2016-01-19,12.01742172241211
2016-01-20,11.836068153381348
2016-01-21,12.132272720336914
2016-01-22,12.210856437683105
2016-01-26,11.884428024291992
2016-01-27,11.878384590148926
2016-01-28,12.150410652160645
2016-01-29,12.6944580078125
2016-02-01,12.228994369506836
2016-02-02,11.842114448547363
2016-02-03,12.150410652160645
2016-02-04,12.364026069641113
2016-02-05,12.595237731933594
2016-02-10,12.656088829040527
2016-02-11,12.376191139221191
2016-02-12,12.260584831237793
2016-02-15,12.5039701461792
2016-02-16,12.583069801330566
2016-02-17,12.643916130065918
2016-02-18,12.723021507263184
2016-02-19,12.869048118591309
2016-02-22,12.94206714630127
2016-02-23,13.015081405639648
2016-02-24,12.765610694885254
