Date,AVON.L
2022-05-04,1136.079345703125
2022-05-05,1099.1092529296875
2022-05-06,1134.0809326171875
2022-05-09,1129.0849609375
2022-05-10,1154.0645751953125
2022-05-11,1210.0194091796875
2022-05-12,1176.046875
2022-05-13,1165.0556640625
2022-05-16,1174.0484619140625
2022-05-17,1187.0380859375
2022-05-18,1207.021728515625
2022-05-19,1221.0106201171875
2022-05-20,1210.0194091796875
2022-05-23,1196.03076171875
2022-05-24,1019.1740112304688
2022-05-25,1023.1708374023438
2022-05-26,1105.1044921875
2022-05-27,1099.1092529296875
2022-05-30,1145.0721435546875
2022-05-31,1165.0556640625
2022-06-01,1099.1092529296875
2022-06-06,1135.080078125
2022-06-07,1136.079345703125
2022-06-08,1112.0987548828125
2022-06-09,1099.1092529296875
2022-06-10,1092.1148681640625
2022-06-13,1014.1781005859375
2022-06-14,1002.1878662109375
2022-06-15,1006.1845703125
2022-06-16,955.7254638671875
2022-06-17,974.7101440429688
2022-06-20,1009.1820678710938
2022-06-21,999.1901245117188
2022-06-22,1017.1756591796875
2022-06-23,1026.168212890625
2022-06-24,1051.1480712890625
2022-06-27,1049.1497802734375
2022-06-28,1036.16015625
2022-06-29,995.1934814453125
2022-06-30,982.7035522460938
2022-07-01,1004.1860961914062
2022-07-04,996.1926879882812
2022-07-05,935.7416381835938
2022-07-06,936.740966796875
2022-07-07,928.7473754882812
2022-07-08,935.7416381835938
2022-07-11,952.7279052734375
2022-07-12,938.2396850585938
2022-07-13,954.2266235351562
2022-07-14,952.7279052734375
2022-07-15,977.2080688476562
2022-07-18,999.1901245117188
2022-07-19,1029.1658935546875
2022-07-20,1049.1497802734375
2022-07-21,1044.15380859375
2022-07-22,1053.146484375
2022-07-25,1072.131103515625
2022-07-26,1049.1497802734375
2022-07-27,1032.16357421875
2022-07-28,1052.1473388671875
2022-07-29,1061.1400146484375
2022-08-01,1023.1708374023438
2022-08-02,1073.13037109375
2022-08-03,1074.129638671875
2022-08-04,1021.285400390625
2022-08-05,997.8018798828125
2022-08-08,981.3132934570312
2022-08-09,971.8199462890625
2022-08-10,974.3182373046875
2022-08-11,982.3125610351562
2022-08-12,958.8290405273438
2022-08-15,940.8416137695312
2022-08-16,939.3427124023438
2022-08-17,936.844482421875
2022-08-18,953.3328857421875
2022-08-19,944.8388671875
2022-08-22,920.3560180664062
2022-08-23,909.3636474609375
2022-08-24,899.8703002929688
2022-08-25,876.8863525390625
2022-08-26,852.9031982421875
2022-08-30,837.9136962890625
2022-08-31,804.9368286132812
2022-09-01,773.458740234375
2022-09-02,775.4573974609375
2022-09-05,759.4684448242188
2022-09-06,738.4832763671875
2022-09-07,981.81298828125
2022-09-08,886.8794555664062
2022-09-09,928.8500366210938
2022-09-12,929.8493041992188
2022-09-13,909.3636474609375
2022-09-14,873.8884887695312
2022-09-15,839.9122314453125
