Date,ENELCHILE.SN
2016-04-21,65.01850128173828
2016-04-22,65.6678695678711
2016-04-25,63.49101257324219
2016-04-26,62.406253814697266
2016-04-27,61.05585861206055
2016-04-28,60.78282928466797
2016-04-29,59.7054443359375
2016-05-02,61.02633285522461
2016-05-03,60.97465896606445
2016-05-04,60.325313568115234
2016-05-05,60.731170654296875
2016-05-06,60.435997009277344
2016-05-09,60.126068115234375
2016-05-10,60.170345306396484
2016-05-11,60.22199249267578
2016-05-12,60.487648010253906
2016-05-13,60.539302825927734
2016-05-16,59.823524475097656
2016-05-17,59.727596282958984
2016-05-18,56.98989486694336
2016-05-19,56.35527420043945
2016-05-20,55.757564544677734
2016-05-23,55.22624588012695
2016-05-24,55.59521484375
2016-05-25,57.535953521728516
2016-05-26,56.99726867675781
2016-05-27,57.3293342590332
2016-05-30,57.85326385498047
2016-05-31,58.51739501953125
2016-06-01,58.60593795776367
2016-06-02,58.28126525878906
2016-06-03,58.51001739501953
2016-06-06,58.00822448730469
2016-06-07,58.24435806274414
2016-06-08,58.15580368041992
2016-06-09,56.99726867675781
2016-06-10,56.23720932006836
2016-06-13,55.73541259765625
2016-06-14,55.381221771240234
2016-06-15,55.4476203918457
2016-06-16,55.95680236816406
2016-06-17,56.55451583862305
2016-06-20,57.166996002197266
2016-06-21,57.093204498291016
2016-06-22,56.81278991699219
2016-06-23,56.99726867675781
2016-06-24,57.535953521728516
2016-06-28,56.94561767578125
2016-06-29,57.130088806152344
2016-06-30,57.24078369140625
2016-07-01,56.70947265625
2016-07-04,56.77589797973633
2016-07-05,56.768516540527344
2016-07-06,56.77589797973633
2016-07-07,56.6283073425293
2016-07-08,55.71327590942383
2016-07-11,56.41431427001953
2016-07-12,57.048927307128906
2016-07-13,56.15603256225586
2016-07-14,56.052730560302734
2016-07-15,56.8054084777832
2016-07-18,57.11534118652344
2016-07-19,57.432647705078125
2016-07-20,56.458595275878906
2016-07-21,57.056304931640625
2016-07-22,57.15961456298828
2016-07-25,57.29981994628906
2016-07-26,57.15223693847656
2016-07-27,56.88658142089844
2016-07-28,56.731624603271484
2016-07-29,56.20768356323242
2016-08-01,56.06010437011719
2016-08-02,56.119144439697266
2016-08-03,57.40311813354492
2016-08-04,57.27030563354492
2016-08-05,56.952999114990234
2016-08-08,57.48429489135742
2016-08-09,58.02299118041992
2016-08-10,57.41788864135742
2016-08-11,56.32576370239258
2016-08-12,56.06010437011719
2016-08-16,54.09722900390625
2016-08-17,51.78752136230469
2016-08-18,54.200538635253906
2016-08-19,54.495704650878906
2016-08-22,54.70970916748047
2016-08-23,54.73184585571289
2016-08-24,54.89419174194336
2016-08-25,54.76136016845703
2016-08-26,54.554744720458984
2016-08-29,54.44404602050781
2016-08-30,54.70970916748047
2016-08-31,53.75040054321289
2016-09-01,54.510459899902344
2016-09-02,54.41453170776367
2016-09-05,53.8758544921875
2016-09-06,53.28551483154297
2016-09-07,52.680416107177734
2016-09-08,52.45166015625
2016-09-09,53.00510787963867
2016-09-12,52.50331497192383
2016-09-13,52.71731185913086
2016-09-14,51.7653923034668
2016-09-15,51.064353942871094
2016-09-16,50.798702239990234
2016-09-20,51.37429428100586
2016-09-21,50.62159729003906
2016-09-22,51.28573226928711
2016-09-23,51.18980407714844
2016-09-26,49.48519515991211
2016-09-27,48.62921142578125
2016-09-28,48.50376892089844
2016-09-29,46.673702239990234
2016-09-30,44.79199981689453
2016-10-03,46.36378479003906
2016-10-04,48.289764404296875
2016-10-05,48.28238296508789
2016-10-06,48.04625701904297
2016-10-07,48.865352630615234
2016-10-11,49.19740676879883
2016-10-12,49.72871780395508
2016-10-13,50.08292007446289
2016-10-14,49.80250549316406
2016-10-17,50.488773345947266
2016-10-18,51.175048828125
2016-10-19,51.48497009277344
2016-10-20,49.99436569213867
2016-10-21,50.075538635253906
2016-10-24,49.24906539916992
2016-10-25,48.23072814941406
2016-10-26,47.64777374267578
2016-10-27,47.55183410644531
2016-10-28,48.260250091552734
2016-11-02,49.256439208984375
2016-11-03,50.02389144897461
2016-11-04,50.00912094116211
2016-11-07,49.99436569213867
2016-11-08,49.80250549316406
2016-11-09,50.282161712646484
2016-11-10,47.97245788574219
2016-11-11,47.655147552490234
2016-11-14,46.592533111572266
2016-11-15,46.371158599853516
2016-11-16,46.194053649902344
2016-11-17,46.15715789794922
2016-11-18,45.965309143066406
2016-11-21,45.5446891784668
2016-11-22,45.66275405883789
2016-11-23,47.566593170166016
2016-11-24,46.4597053527832
2016-11-25,47.02791213989258
2016-11-28,46.267852783203125
2016-11-29,46.66633224487305
2016-11-30,46.91722106933594
2016-12-01,47.09432601928711
2016-12-02,47.30094528198242
2016-12-05,46.9541130065918
2016-12-06,47.04267501831055
2016-12-07,46.681087493896484
2016-12-09,46.334259033203125
2016-12-12,46.267852783203125
2016-12-13,46.61466979980469
2016-12-14,46.21619415283203
2016-12-15,46.29737091064453
2016-12-16,46.69585037231445
2016-12-19,46.7696418762207
2016-12-20,46.334259033203125
2016-12-21,46.349021911621094
2016-12-22,46.23095703125
2016-12-23,44.43042755126953
2016-12-26,44.2828369140625
2016-12-27,43.876976013183594
2016-12-28,45.45613098144531
2016-12-29,45.847232818603516
2016-12-30,45.75867462158203
2017-01-03,45.93577575683594
2017-01-04,45.965309143066406
2017-01-05,46.7401237487793
2017-01-06,46.51136779785156
2017-01-09,46.002197265625
2017-01-10,46.489227294921875
2017-01-11,47.278804779052734
2017-01-12,47.07957077026367
2017-01-13,46.51874542236328
2017-01-16,46.6884651184082
2017-01-17,46.96887969970703
2017-01-18,47.382118225097656
2017-01-19,48.98341369628906
2017-01-20,48.6882438659668
2017-01-23,47.98721694946289
2017-01-24,48.07576370239258
2017-01-25,48.732521057128906
2017-01-26,48.65135192871094
2017-01-27,47.96508026123047
2017-01-30,47.07219314575195
2017-01-31,46.07598876953125
2017-02-01,45.27903747558594
2017-02-02,45.249515533447266
2017-02-03,45.891510009765625
2017-02-06,45.75867462158203
2017-02-07,46.009578704833984
2017-02-08,46.73274230957031
2017-02-09,46.84342956542969
2017-02-10,46.58515548706055
2017-02-13,47.610870361328125
2017-02-14,48.06838607788086
2017-02-15,48.57755661010742
2017-02-16,48.393070220947266
2017-02-17,48.525901794433594
2017-02-20,49.374515533447266
2017-02-21,49.071956634521484
2017-02-22,48.3119010925293
2017-02-23,47.721561431884766
2017-02-24,47.98721694946289
2017-02-27,48.51851272583008
2017-02-28,49.13837432861328
2017-03-01,48.821075439453125
2017-03-02,48.90223693847656
2017-03-03,48.81368637084961
2017-03-06,49.04243469238281
2017-03-07,50.06078338623047
2017-03-08,49.95746994018555
2017-03-09,49.51471710205078
2017-03-10,49.69920349121094
2017-03-13,51.60304641723633
2017-03-14,50.584716796875
2017-03-15,50.3264274597168
2017-03-16,51.448081970214844
2017-03-17,51.57352066040039
2017-03-20,51.78752136230469
2017-03-21,51.88345718383789
2017-03-22,50.82821273803711
2017-03-23,51.2562141418457
2017-03-24,51.39642333984375
2017-03-27,51.964630126953125
2017-03-28,53.381439208984375
2017-03-29,53.33716583251953
2017-03-30,53.83156967163086
2017-03-31,53.897987365722656
2017-04-03,54.22267532348633
2017-04-04,54.34074401855469
2017-04-05,54.90156555175781
2017-04-06,54.517845153808594
2017-04-07,54.510459899902344
2017-04-10,53.9422607421875
2017-04-11,53.89059829711914
2017-04-12,53.85371398925781
2017-04-13,54.40715026855469
2017-04-17,53.979164123535156
2017-04-18,53.0272331237793
2017-04-19,53.0272331237793
2017-04-20,52.149112701416016
2017-04-21,51.77276611328125
2017-04-24,53.16744613647461
2017-04-25,53.868465423583984
2017-04-26,54.84991455078125
2017-04-27,54.665428161621094
2017-04-28,54.34074401855469
2017-05-02,55.469764709472656
2017-05-03,54.30385208129883
2017-05-04,54.503082275390625
2017-05-05,54.22267532348633
2017-05-08,53.76516342163086
2017-05-09,54.702327728271484
2017-05-10,54.510459899902344
2017-05-11,54.76136016845703
2017-05-12,55.76494216918945
2017-05-15,55.964176177978516
2017-05-16,56.09699630737305
2017-05-17,56.14127731323242
2017-05-18,56.00107192993164
2017-05-19,55.942047119140625
2017-05-22,55.486083984375
2017-05-23,56.36314010620117
2017-05-24,57.09773254394531
2017-05-25,56.895355224609375
2017-05-29,56.86537170410156
2017-05-30,56.91783905029297
2017-05-31,55.703468322753906
2017-06-01,56.895355224609375
2017-06-02,56.87285232543945
2017-06-05,56.58802032470703
2017-06-06,56.46057891845703
2017-06-07,56.3706169128418
2017-06-08,56.10076141357422
2017-06-09,55.71096420288086
2017-06-12,55.20872116088867
2017-06-13,55.17124557495117
2017-06-14,55.448612213134766
2017-06-15,55.30616760253906
2017-06-16,55.03632354736328
2017-06-19,55.358646392822266
2017-06-20,55.24620056152344
2017-06-21,55.23122024536133
2017-06-22,55.471092224121094
2017-06-23,55.02882385253906
2017-06-27,54.878902435302734
2017-06-28,54.57905578613281
2017-06-29,53.739501953125
2017-06-30,54.57155990600586
2017-07-03,55.22372817993164
2017-07-04,55.755943298339844
2017-07-05,54.938873291015625
2017-07-06,54.639034271240234
