Date,NTGY.MC
2015-08-24,9.85391902923584
2015-08-25,9.941583633422852
2015-08-26,9.832003593444824
2015-08-27,9.922403335571289
2015-08-28,10.108688354492188
2015-08-31,9.9169282913208
2015-09-01,9.760775566101074
2015-09-02,9.714203834533691
2015-09-03,9.848437309265137
2015-09-04,9.522439002990723
2015-09-07,9.560794830322266
2015-09-08,9.626541137695312
2015-09-09,9.85391902923584
2015-09-10,9.607361793518066
2015-09-11,9.421079635620117
2015-09-14,9.369029998779297
2015-09-15,9.522439002990723
2015-09-16,10.094987869262695
2015-09-17,10.174437522888184
2015-09-18,10.116907119750977
2015-09-21,9.936103820800781
2015-09-22,9.55805492401123
2015-09-23,9.629283905029297
2015-09-24,9.432037353515625
2015-09-25,9.719684600830078
2015-09-28,9.506003379821777
2015-09-29,9.382726669311523
2015-09-30,9.549835205078125
2015-10-01,9.703246116638184
2015-10-02,9.895010948181152
2015-10-05,10.163479804992676
2015-10-06,10.245665550231934
2015-10-07,10.357980728149414
2015-10-08,10.448383331298828
2015-10-09,10.683981895446777
2015-10-12,10.563445091247559
2015-10-13,10.42373275756836
2015-10-14,10.516870498657227
2015-10-15,10.585359573364258
2015-10-16,10.596315383911133
2015-10-19,10.590836524963379
2015-10-20,10.579878807067871
2015-10-21,10.703154563903809
2015-10-22,10.862051010131836
2015-10-23,10.894922256469727
2015-10-26,10.949707984924316
2015-10-27,10.785341262817383
2015-10-28,10.867525100708008
2015-10-29,10.752470016479492
2015-10-30,10.799038887023926
2015-11-02,10.93601131439209
2015-11-03,11.004501342773438
2015-11-04,11.03463363647461
2015-11-05,11.03463363647461
2015-11-06,10.911357879638672
2015-11-09,10.859307289123535
2015-11-10,10.851086616516113
2015-11-11,10.659324645996094
2015-11-12,10.46481990814209
2015-11-13,10.486737251281738
2015-11-16,10.53604793548584
2015-11-17,10.730552673339844
2015-11-18,10.744251251220703
2015-11-19,10.886703491210938
2015-11-20,10.873006820678711
2015-11-23,10.883962631225586
2015-11-24,10.804515838623047
2015-11-25,11.031895637512207
2015-11-26,11.220919609069824
2015-11-27,11.204484939575195
2015-11-30,11.218179702758789
2015-12-01,11.168869018554688
2015-12-02,11.1633882522583
2015-12-03,10.92779541015625
2015-12-04,10.853828430175781
2015-12-07,10.949707984924316
2015-12-08,10.579878807067871
2015-12-09,10.815475463867188
2015-12-10,10.837389945983887
2015-12-11,10.610011100769043
2015-12-14,10.44564437866211
2015-12-15,10.568922996520996
2015-12-16,10.514132499694824
2015-12-17,10.620973587036133
2015-12-18,10.341545104980469
2015-12-21,10.059378623962402
2015-12-22,10.004587173461914
2015-12-23,10.305929183959961
2015-12-24,10.437426567077637
2015-12-28,10.251141548156738
2015-12-29,10.41825008392334
2015-12-30,10.401814460754395
2015-12-31,10.308672904968262
2016-01-04,10.094987869262695
2016-01-05,10.218268394470215
2016-01-06,10.141561508178711
2016-01-07,10.051158905029297
2016-01-08,9.93785572052002
2016-01-11,10.072341918945312
2016-01-12,10.108763694763184
2016-01-13,10.04432201385498
2016-01-14,9.825787544250488
2016-01-15,9.570826530456543
2016-01-18,9.486773490905762
2016-01-19,9.733328819274902
2016-01-20,9.509187698364258
2016-01-21,9.607248306274414
2016-01-22,9.929452896118164
2016-01-25,9.86220645904541
2016-01-26,9.94626522064209
2016-01-27,9.940659523010254
2016-01-28,9.991089820861816
2016-01-29,10.094754219055176
2016-02-01,10.161998748779297
2016-02-02,9.974279403686523
2016-02-03,9.42513370513916
2016-02-04,9.245820999145508
2016-02-05,9.243021965026855
2016-02-08,8.943227767944336
2016-02-09,8.716287612915039
2016-02-10,8.738700866699219
2016-02-11,8.483741760253906
2016-02-12,8.553788185119629
2016-02-15,8.84797191619873
2016-02-16,8.777926445007324
2016-02-17,8.85637378692627
2016-02-18,9.142154693603516
2016-02-19,9.021679878234863
2016-02-22,9.158964157104492
2016-02-23,9.004870414733887
2016-02-24,8.752708435058594
2016-02-25,8.800339698791504
2016-02-26,9.002066612243652
2016-02-29,9.035687446594238
2016-03-01,9.108534812927246
2016-03-02,9.17857837677002
2016-03-03,9.30746078491211
2016-03-04,9.366296768188477
2016-03-07,9.2626314163208
2016-03-08,9.237415313720703
2016-03-09,9.332676887512207
2016-03-10,9.321470260620117
2016-03-11,9.638067245483398
2016-03-14,9.67448902130127
2016-03-15,9.559619903564453
2016-03-16,9.52319622039795
2016-03-17,9.610050201416016
2016-03-18,9.691303253173828
2016-03-21,9.853803634643555
2016-03-22,9.907037734985352
2016-03-23,9.960272789001465
2016-03-24,9.965874671936035
2016-03-29,10.04432201385498
2016-03-30,10.047125816345215
2016-03-31,9.957470893859863
2016-04-01,9.722121238708496
2016-04-04,9.722121238708496
2016-04-05,9.607248306274414
2016-04-06,9.635268211364746
2016-04-07,9.483970642089844
2016-04-08,9.654877662658691
