Date,ORK.OL
2015-08-24,40.610862731933594
2015-08-25,41.7631950378418
2015-08-26,41.79811477661133
2015-08-27,41.90286636352539
2015-08-28,42.25205612182617
2015-08-31,42.60124588012695
2015-09-01,42.04254150390625
2015-09-02,42.007625579833984
2015-09-03,42.60124588012695
2015-09-04,42.25205612182617
2015-09-07,42.21713638305664
2015-09-08,42.60124588012695
2015-09-09,43.19486999511719
2015-09-10,42.740928649902344
2015-09-11,42.39173126220703
2015-09-14,42.25205612182617
2015-09-15,42.49649429321289
2015-09-16,43.50914001464844
2015-09-17,43.85832977294922
2015-09-18,43.68373489379883
2015-09-21,44.032928466796875
2015-09-22,43.578983306884766
2015-09-23,43.33454895019531
2015-09-24,43.33454895019531
2015-09-25,43.893253326416016
2015-09-28,43.299625396728516
2015-09-29,43.19486999511719
2015-09-30,44.067848205566406
2015-10-01,44.20752716064453
2015-10-02,43.96308898925781
2015-10-05,45.22018051147461
2015-10-06,45.429691314697266
2015-10-07,45.08050537109375
2015-10-08,44.975746154785156
2015-10-09,44.8011474609375
2015-10-12,45.04557800292969
2015-10-13,45.848724365234375
2015-10-14,45.9883918762207
2015-10-15,46.37250900268555
2015-10-16,46.16299057006836
2015-10-19,46.51218032836914
2015-10-20,46.89629364013672
2015-10-21,47.385154724121094
2015-10-22,47.87403106689453
2015-10-23,48.57240676879883
2015-10-26,48.74700164794922
2015-10-27,48.4676513671875
2015-10-28,48.88667678833008
2015-10-29,49.44538497924805
2015-10-30,50.45803451538086
2015-11-02,47.97877883911133
2015-11-03,48.048622131347656
2015-11-04,48.677154541015625
2015-11-05,49.02634811401367
2015-11-06,48.57240676879883
2015-11-09,48.677154541015625
2015-11-10,48.74700164794922
2015-11-11,49.061279296875
2015-11-12,48.99143600463867
2015-11-13,48.607322692871094
2015-11-16,48.88667678833008
2015-11-17,49.235870361328125
2015-11-18,49.02634811401367
2015-11-19,49.68981170654297
2015-11-20,50.004085540771484
2015-11-23,49.515228271484375
2015-11-24,49.34062957763672
2015-11-25,49.61997604370117
2015-11-26,49.48030090332031
2015-11-27,49.13111114501953
2015-11-30,49.305702209472656
2015-12-01,49.48030090332031
2015-12-02,49.65489196777344
2015-12-03,48.921600341796875
2015-12-04,48.99143600463867
2015-12-07,49.89933776855469
2015-12-08,49.44538497924805
2015-12-09,49.34062957763672
2015-12-10,48.816837310791016
2015-12-11,48.4676513671875
2015-12-14,48.43273162841797
2015-12-15,49.235870361328125
2015-12-16,48.5374870300293
2015-12-17,48.677154541015625
2015-12-18,47.80418395996094
2015-12-21,47.97877883911133
2015-12-22,47.48992156982422
2015-12-23,48.39781188964844
2015-12-28,48.36289978027344
2015-12-29,48.74700164794922
2015-12-30,48.95650863647461
2016-01-04,47.908939361572266
2016-01-05,48.08353805541992
2016-01-06,47.66450881958008
2016-01-07,46.651859283447266
2016-01-08,46.47726821899414
2016-01-11,45.813804626464844
2016-01-12,46.37250900268555
2016-01-13,47.66450881958008
2016-01-14,46.26774215698242
2016-01-15,46.23283386230469
2016-01-18,45.918556213378906
2016-01-19,47.42007827758789
2016-01-20,45.67412567138672
2016-01-21,45.95348358154297
2016-01-22,47.210567474365234
2016-01-25,47.35023880004883
2016-01-26,47.9438591003418
2016-01-27,48.08353805541992
2016-01-28,48.11846160888672
2016-01-29,48.95650863647461
2016-02-01,49.09619140625
2016-02-02,48.74700164794922
2016-02-03,48.781925201416016
2016-02-04,47.73434829711914
2016-02-05,48.18830108642578
2016-02-08,46.756614685058594
2016-02-09,47.03596496582031
2016-02-10,47.3153190612793
2016-02-11,46.791534423828125
2016-02-12,47.280399322509766
2016-02-15,48.95650863647461
2016-02-16,48.816837310791016
2016-02-17,49.96916961669922
2016-02-18,49.93424987792969
2016-02-19,49.13111114501953
2016-02-22,50.10884094238281
2016-02-23,49.829490661621094
2016-02-24,49.61997604370117
2016-02-25,50.14376449584961
2016-02-26,50.2834358215332
2016-02-29,50.178680419921875
2016-03-01,51.19133758544922
2016-03-02,50.24851989746094
2016-03-03,50.14376449584961
2016-03-04,50.2834358215332
2016-03-07,50.10884094238281
2016-03-08,50.21360778808594
2016-03-09,50.4231071472168
2016-03-10,50.4231071472168
2016-03-11,50.45803451538086
2016-03-14,51.33101272583008
2016-03-15,51.40085220336914
2016-03-16,51.715118408203125
2016-03-17,51.95955276489258
2016-03-18,52.1341438293457
2016-03-21,52.1341438293457
2016-03-22,52.37858200073242
2016-03-23,52.97220993041992
2016-03-29,52.44842529296875
2016-03-30,52.8674430847168
2016-03-31,52.34366226196289
2016-04-01,51.75004196166992
2016-04-04,52.0643196105957
2016-04-05,51.854793548583984
2016-04-06,52.029388427734375
2016-04-07,51.19133758544922
2016-04-08,50.03900146484375
2016-04-11,50.10884094238281
2016-04-12,50.38819885253906
2016-04-13,50.52787780761719
2016-04-14,50.632633209228516
2016-04-15,50.524139404296875
2016-04-18,50.77729415893555
2016-04-19,51.17511749267578
2016-04-20,50.88579177856445
2016-04-21,49.80081558227539
2016-04-22,49.58381652832031
2016-04-25,49.836978912353516
2016-04-26,50.343299865722656
2016-04-27,50.48796844482422
2016-04-28,50.741127014160156
2016-04-29,50.84962844848633
2016-05-02,51.392120361328125
2016-05-03,51.681453704833984
2016-05-04,53.4897575378418
2016-05-06,53.77908706665039
2016-05-09,54.24925231933594
2016-05-10,54.502410888671875
2016-05-11,54.466251373291016
2016-05-12,54.43008041381836
2016-05-13,54.176918029785156
2016-05-18,54.032249450683594
2016-05-19,53.41741943359375
2016-05-20,54.14073944091797
2016-05-23,54.032249450683594
2016-05-24,54.9364013671875
2016-05-25,54.79174041748047
2016-05-26,55.334232330322266
2016-05-27,55.1895637512207
2016-05-30,55.69589614868164
2016-05-31,54.75556945800781
2016-06-01,54.64707946777344
2016-06-02,54.53858184814453
2016-06-03,54.28541564941406
2016-06-06,54.466251373291016
2016-06-07,54.502410888671875
2016-06-08,54.032249450683594
2016-06-09,53.92375946044922
2016-06-10,52.8026008605957
2016-06-13,52.223934173583984
2016-06-14,51.46445083618164
2016-06-15,52.18777847290039
2016-06-16,50.9581298828125
2016-06-17,50.99429702758789
2016-06-20,52.36860275268555
2016-06-21,52.513267517089844
2016-06-22,52.76643371582031
2016-06-23,52.76643371582031
2016-06-24,52.115440368652344
2016-06-27,50.8134651184082
2016-06-28,51.898441314697266
2016-06-29,53.30892562866211
2016-06-30,53.41741943359375
2016-07-01,53.95991897583008
2016-07-04,53.45359420776367
2016-07-05,52.911102294921875
2016-07-06,52.621768951416016
2016-07-07,53.63442611694336
2016-07-08,53.56208801269531
2016-07-11,54.32158279418945
2016-07-12,54.213077545166016
2016-07-13,54.32158279418945
2016-07-14,54.24925231933594
2016-07-15,56.52771759033203
2016-07-18,56.1298828125
2016-07-19,56.166053771972656
2016-07-20,56.31072235107422
2016-07-21,55.334232330322266
2016-07-22,55.551231384277344
2016-07-25,55.15339660644531
2016-07-26,55.40656280517578
2016-07-27,56.09372329711914
2016-07-28,55.87672805786133
2016-07-29,56.63622283935547
2016-08-01,56.63622283935547
2016-08-02,56.20222091674805
2016-08-03,55.5873908996582
2016-08-04,55.80438995361328
2016-08-05,56.23838806152344
2016-08-08,55.334232330322266
2016-08-09,55.91290283203125
2016-08-10,55.261898040771484
2016-08-11,55.69589614868164
2016-08-12,55.5873908996582
2016-08-15,55.22572708129883
2016-08-16,55.11723327636719
2016-08-17,54.176918029785156
2016-08-18,53.99607467651367
2016-08-19,54.90024185180664
2016-08-22,55.08106994628906
2016-08-23,55.40656280517578
2016-08-24,54.86407470703125
2016-08-25,55.261898040771484
2016-08-26,55.08106994628906
2016-08-29,55.11723327636719
2016-08-30,55.5873908996582
2016-08-31,55.1895637512207
2016-09-01,55.1895637512207
2016-09-02,56.383052825927734
2016-09-05,56.34689712524414
2016-09-06,56.166053771972656
2016-09-07,56.383052825927734
2016-09-08,56.23838806152344
2016-09-09,55.623565673828125
2016-09-12,54.61091613769531
2016-09-13,54.14073944091797
2016-09-14,53.99607467651367
2016-09-15,53.56208801269531
2016-09-16,55.69589614868164
2016-09-19,56.23838806152344
2016-09-20,57.75735855102539
2016-09-21,57.0702018737793
2016-09-22,58.589195251464844
2016-09-23,59.74650573730469
2016-09-26,59.20400619506836
2016-09-27,59.891178131103516
2016-09-28,59.45717239379883
2016-09-29,59.63800811767578
2016-09-30,59.74650573730469
2016-10-03,59.601844787597656
2016-10-04,60.325172424316406
2016-10-05,58.98701858520508
2016-10-06,59.131675720214844
2016-10-07,58.19135284423828
2016-10-10,58.55302429199219
2016-10-11,58.87851333618164
2016-10-12,58.29985809326172
2016-10-13,58.408363342285156
2016-10-14,58.33602523803711
2016-10-17,58.010536193847656
2016-10-18,57.54037094116211
2016-10-19,57.974369049072266
2016-10-20,57.64887237548828
2016-10-21,57.974369049072266
2016-10-24,57.5765266418457
2016-10-25,57.61269760131836
2016-10-26,56.889373779296875
2016-10-27,56.85321044921875
2016-10-28,56.85321044921875
2016-10-31,56.45538330078125
2016-11-01,57.86585998535156
2016-11-02,57.35954666137695
2016-11-03,57.17870330810547
2016-11-04,56.60005187988281
2016-11-07,57.0702018737793
2016-11-08,57.0702018737793
2016-11-09,56.34689712524414
2016-11-10,54.86407470703125
2016-11-11,54.9364013671875
2016-11-14,53.742923736572266
2016-11-15,54.28541564941406
2016-11-16,54.10458755493164
2016-11-17,54.75556945800781
2016-11-18,54.82790756225586
2016-11-21,55.11723327636719
2016-11-22,54.90024185180664
2016-11-23,55.334232330322266
2016-11-24,54.90024185180664
2016-11-25,55.44272232055664
2016-11-28,55.29806137084961
2016-11-29,55.37039566040039
2016-11-30,54.90024185180664
2016-12-01,54.43008041381836
2016-12-02,54.502410888671875
2016-12-05,54.75556945800781
2016-12-06,54.97257614135742
2016-12-07,54.79174041748047
2016-12-08,55.29806137084961
2016-12-09,56.27455520629883
2016-12-12,56.63622283935547
2016-12-13,56.383052825927734
2016-12-14,56.20222091674805
2016-12-15,55.22572708129883
2016-12-16,55.334232330322266
