Date,BKNG
2015-08-03,1224.94970703125
2015-08-04,1267.9150390625
2015-08-05,1334.29345703125
2015-08-06,1334.876220703125
2015-08-07,1300.8572998046875
2015-08-10,1307.1771240234375
2015-08-11,1291.49609375
2015-08-12,1278.500732421875
2015-08-13,1269.37646484375
2015-08-14,1267.7274169921875
2015-08-17,1290.2025146484375
2015-08-18,1275.65673828125
2015-08-19,1275.182861328125
2015-08-20,1241.796142578125
2015-08-21,1201.684814453125
2015-08-24,1159.42041015625
2015-08-25,1164.0518798828125
2015-08-26,1208.142822265625
2015-08-27,1236.33544921875
2015-08-28,1243.622802734375
2015-08-31,1233.007568359375
2015-09-01,1200.1441650390625
2015-09-02,1227.3096923828125
2015-09-03,1224.8409423828125
2015-09-04,1229.6600341796875
2015-09-08,1264.3699951171875
2015-09-09,1260.7359619140625
2015-09-10,1271.617919921875
2015-09-11,1274.25439453125
2015-09-14,1270.7193603515625
2015-09-15,1302.289306640625
2015-09-16,1303.947998046875
2015-09-17,1301.499267578125
2015-09-18,1278.2637939453125
2015-09-21,1291.1107177734375
2015-09-22,1272.8128662109375
2015-09-23,1260.014892578125
2015-09-24,1265.0906982421875
2015-09-25,1237.075927734375
2015-09-28,1184.127197265625
2015-09-29,1185.292236328125
2015-09-30,1221.3748779296875
2015-10-01,1231.467041015625
2015-10-02,1249.834228515625
2015-10-05,1258.8992919921875
2015-10-06,1259.48193359375
2015-10-07,1275.4100341796875
2015-10-08,1287.9903564453125
2015-10-09,1296.84814453125
2015-10-12,1330.32373046875
2015-10-13,1328.1611328125
2015-10-14,1294.6658935546875
2015-10-15,1310.6728515625
2015-10-16,1319.836669921875
2015-10-19,1358.9013671875
2015-10-20,1355.3267822265625
2015-10-21,1347.2095947265625
2015-10-22,1337.5125732421875
2015-10-23,1349.3822021484375
2015-10-26,1398.5882568359375
2015-10-27,1385.7115478515625
2015-10-28,1386.9359130859375
2015-10-29,1407.8013916015625
2015-10-30,1436.033447265625
2015-11-02,1448.8214111328125
2015-11-03,1446.5601806640625
2015-11-04,1451.161865234375
2015-11-05,1444.3282470703125
2015-11-06,1431.748046875
2015-11-09,1294.7349853515625
2015-11-10,1306.9697265625
2015-11-11,1312.93408203125
2015-11-12,1297.55908203125
2015-11-13,1281.5025634765625
2015-11-16,1251.00927734375
2015-11-17,1243.0303955078125
2015-11-18,1262.493896484375
2015-11-19,1268.5667724609375
2015-11-20,1265.4857177734375
2015-11-23,1248.4912109375
2015-11-24,1224.6536865234375
2015-11-25,1230.1536865234375
2015-11-27,1229.4033203125
2015-11-30,1233.2149658203125
2015-12-01,1266.443603515625
2015-12-02,1259.471923828125
2015-12-03,1264.0537109375
2015-12-04,1284.198486328125
2015-12-07,1286.1142578125
2015-12-08,1287.6448974609375
2015-12-09,1278.77734375
2015-12-10,1290.1431884765625
2015-12-11,1269.238037109375
2015-12-14,1281.631103515625
2015-12-15,1307.157470703125
2015-12-16,1315.630126953125
2015-12-17,1297.29248046875
2015-12-18,1269.573974609375
2015-12-21,1259.738525390625
2015-12-22,1261.496337890625
2015-12-23,1263.036865234375
2015-12-24,1257.131591796875
2015-12-28,1257.02294921875
2015-12-29,1286.094482421875
2015-12-30,1273.020263671875
2015-12-31,1258.988037109375
2016-01-04,1229.7784423828125
2016-01-05,1195.5325927734375
2016-01-06,1181.7276611328125
2016-01-07,1152.5772705078125
2016-01-08,1122.725830078125
2016-01-11,1122.05419921875
2016-01-12,1134.5360107421875
2016-01-13,1085.142333984375
2016-01-14,1107.340576171875
2016-01-15,1073.134521484375
2016-01-19,1080.7972412109375
2016-01-20,1067.7921142578125
2016-01-21,1075.5045166015625
2016-01-22,1104.1114501953125
2016-01-25,1084.1844482421875
2016-01-26,1097.6240234375
2016-01-27,1030.6331787109375
2016-01-28,1030.0703125
2016-01-29,1051.636962890625
2016-02-01,1071.287841796875
2016-02-02,1053.4342041015625
2016-02-03,1036.02490234375
2016-02-04,1055.71533203125
2016-02-05,1002.8357543945312
2016-02-08,961.6084594726562
2016-02-09,978.87939453125
2016-02-10,1019.8402099609375
2016-02-11,1042.0286865234375
2016-02-12,1044.7640380859375
2016-02-16,1096.77490234375
2016-02-17,1220.09130859375
2016-02-18,1236.2760009765625
2016-02-19,1267.6680908203125
2016-02-22,1272.2896728515625
2016-02-23,1246.0916748046875
2016-02-24,1248.3824462890625
2016-02-25,1247.5926513671875
2016-02-26,1238.567138671875
2016-02-29,1249.3701171875
2016-03-01,1279.6956787109375
2016-03-02,1285.0775146484375
2016-03-03,1286.7264404296875
2016-03-04,1281.4630126953125
2016-03-07,1275.2618408203125
2016-03-08,1266.710205078125
2016-03-09,1275.716064453125
2016-03-10,1277.5726318359375
2016-03-11,1310.258056640625
2016-03-14,1309.1324462890625
2016-03-15,1315.4521484375
2016-03-16,1334.076171875
2016-03-17,1329.997802734375
2016-03-18,1327.3909912109375
2016-03-21,1333.6021728515625
2016-03-22,1302.8916015625
2016-03-23,1289.7579345703125
2016-03-24,1284.8995361328125
2016-03-28,1270.9169921875
2016-03-29,1291.5157470703125
2016-03-30,1300.54150390625
2016-03-31,1272.8226318359375
2016-04-01,1283.4281005859375
2016-04-04,1265.7130126953125
2016-04-05,1263.06640625
2016-04-06,1276.822021484375
2016-04-07,1260.518798828125
2016-04-08,1258.1982421875
2016-04-11,1248.797119140625
2016-04-12,1284.0009765625
2016-04-13,1301.26220703125
2016-04-14,1319.658935546875
2016-04-15,1315.2252197265625
2016-04-18,1336.4263916015625
2016-04-19,1328.9315185546875
2016-04-20,1333.0986328125
2016-04-21,1323.2235107421875
2016-04-22,1321.742431640625
2016-04-25,1318.5528564453125
2016-04-26,1317.2493896484375
2016-04-27,1336.7916259765625
2016-04-28,1301.09423828125
2016-04-29,1326.8380126953125
2016-05-02,1339.704833984375
2016-05-03,1337.6805419921875
2016-05-04,1237.3525390625
2016-05-05,1225.3150634765625
2016-05-06,1234.44921875
2016-05-09,1229.334228515625
2016-05-10,1252.3917236328125
2016-05-11,1251.4437255859375
2016-05-12,1266.19677734375
2016-05-13,1262.6319580078125
2016-05-16,1267.4014892578125
2016-05-17,1262.019775390625
2016-05-18,1251.404296875
2016-05-19,1234.65673828125
2016-05-20,1233.6495361328125
2016-05-23,1221.9971923828125
2016-05-24,1240.8974609375
2016-05-25,1254.27783203125
2016-05-26,1253.1324462890625
2016-05-27,1257.0626220703125
2016-05-31,1248.5009765625
2016-06-01,1262.0
2016-06-02,1273.8497314453125
2016-06-03,1285.4130859375
2016-06-06,1332.2098388671875
2016-06-07,1342.973388671875
2016-06-08,1337.8680419921875
2016-06-09,1323.2928466796875
2016-06-10,1302.387939453125
2016-06-13,1299.0008544921875
2016-06-14,1287.7730712890625
2016-06-15,1289.0767822265625
2016-06-16,1307.3154296875
2016-06-17,1292.848876953125
2016-06-20,1325.1593017578125
2016-06-21,1326.2354736328125
2016-06-22,1343.0721435546875
2016-06-23,1372.7952880859375
2016-06-24,1216.7142333984375
2016-06-27,1171.201416015625
2016-06-28,1189.17333984375
2016-06-29,1223.8929443359375
2016-06-30,1232.7803955078125
2016-07-01,1251.5030517578125
2016-07-05,1259.0670166015625
2016-07-06,1275.864013671875
2016-07-07,1281.0189208984375
2016-07-08,1312.8155517578125
2016-07-11,1334.11572265625
2016-07-12,1328.5858154296875
2016-07-13,1321.890625
2016-07-14,1329.326416015625
2016-07-15,1313.91162109375
2016-07-18,1324.566650390625
2016-07-19,1310.3865966796875
2016-07-20,1335.89306640625
2016-07-21,1315.817626953125
2016-07-22,1310.7813720703125
2016-07-25,1305.1231689453125
2016-07-26,1307.9476318359375
2016-07-27,1307.8980712890625
2016-07-28,1309.4979248046875
2016-07-29,1333.8983154296875
2016-08-01,1339.1024169921875
2016-08-02,1328.5362548828125
2016-08-03,1353.973876953125
2016-08-04,1342.96337890625
2016-08-05,1396.5146484375
2016-08-08,1387.409912109375
2016-08-09,1389.394775390625
2016-08-10,1388.6739501953125
2016-08-11,1389.3060302734375
2016-08-12,1390.352783203125
2016-08-15,1381.64306640625
2016-08-16,1391.024169921875
2016-08-17,1409.331787109375
2016-08-18,1425.0032958984375
2016-08-19,1414.0718994140625
2016-08-22,1406.1622314453125
2016-08-23,1404.6612548828125
2016-08-24,1392.5252685546875
2016-08-25,1397.827880859375
2016-08-26,1402.0147705078125
2016-08-29,1407.34716796875
2016-08-30,1398.8155517578125
2016-08-31,1398.992919921875
2016-09-01,1400.829833984375
2016-09-02,1405.0364990234375
2016-09-06,1418.9697265625
2016-09-07,1425.9315185546875
2016-09-08,1427.7286376953125
2016-09-09,1396.198486328125
2016-09-12,1418.229248046875
2016-09-13,1398.222900390625
2016-09-14,1411.484619140625
2016-09-15,1438.97607421875
2016-09-16,1441.7706298828125
2016-09-19,1429.930908203125
2016-09-20,1430.8590087890625
2016-09-21,1445.67138671875
2016-09-22,1447.5179443359375
2016-09-23,1438.5220947265625
2016-09-26,1429.032470703125
2016-09-27,1435.29296875
2016-09-28,1439.776123046875
2016-09-29,1454.5389404296875
2016-09-30,1453.067626953125
2016-10-03,1468.10693359375
2016-10-04,1470.3780517578125
2016-10-05,1478.8309326171875
2016-10-06,1471.7801513671875
2016-10-07,1461.2930908203125
2016-10-10,1456.7113037109375
2016-10-11,1440.753662109375
2016-10-12,1436.6258544921875
2016-10-13,1424.460205078125
2016-10-14,1421.547119140625
2016-10-17,1419.6512451171875
2016-10-18,1436.7542724609375
2016-10-19,1450.8060302734375
2016-10-20,1449.90771484375
2016-10-21,1449.018798828125
2016-10-24,1453.373779296875
2016-10-25,1460.51318359375
2016-10-26,1450.7667236328125
2016-10-27,1444.70361328125
2016-10-28,1456.3558349609375
2016-10-31,1455.773193359375
2016-11-01,1448.6336669921875
2016-11-02,1427.2349853515625
2016-11-03,1420.095458984375
2016-11-04,1406.4486083984375
2016-11-07,1461.796875
2016-11-08,1558.372314453125
2016-11-09,1550.60107421875
2016-11-10,1534.8604736328125
2016-11-11,1521.3616943359375
2016-11-14,1470.5361328125
2016-11-15,1478.7022705078125
2016-11-16,1484.4100341796875
2016-11-17,1493.958984375
2016-11-18,1488.4786376953125
2016-11-21,1505.097900390625
2016-11-22,1516.1971435546875
2016-11-23,1501.9476318359375
2016-11-25,1502.629150390625
2016-11-28,1505.9766845703125
2016-11-29,1501.23681640625
2016-11-30,1484.8546142578125
2016-12-01,1461.13525390625
2016-12-02,1454.558837890625
2016-12-05,1480.9835205078125
2016-12-06,1485.9801025390625
2016-12-07,1507.922119140625
2016-12-08,1529.281494140625
2016-12-09,1538.4747314453125
2016-12-12,1517.5401611328125
2016-12-13,1520.828369140625
2016-12-14,1509.314453125
2016-12-15,1482.405517578125
2016-12-16,1465.697509765625
2016-12-19,1470.1903076171875
2016-12-20,1483.4425048828125
2016-12-21,1486.908447265625
2016-12-22,1462.794189453125
2016-12-23,1467.5933837890625
2016-12-27,1474.7230224609375
2016-12-28,1461.925048828125
2016-12-29,1461.6290283203125
2016-12-30,1447.7056884765625
2017-01-03,1459.0712890625
2017-01-04,1468.6697998046875
2017-01-05,1484.874267578125
2017-01-06,1501.532958984375
2017-01-09,1510.4896240234375
2017-01-10,1516.029296875
2017-01-11,1516.8785400390625
2017-01-12,1519.3275146484375
2017-01-13,1526.467041015625
2017-01-17,1520.8482666015625
2017-01-18,1522.5565185546875
2017-01-19,1519.7520751953125
2017-01-20,1525.6671142578125
2017-01-23,1535.5220947265625
2017-01-24,1543.757568359375
2017-01-25,1559.0538330078125
2017-01-26,1561.6409912109375
2017-01-27,1582.85205078125
2017-01-30,1582.2498779296875
2017-01-31,1555.4100341796875
2017-02-01,1555.587890625
2017-02-02,1554.3829345703125
2017-02-03,1563.556640625
2017-02-06,1567.3092041015625
2017-02-07,1578.684814453125
2017-02-08,1581.1436767578125
2017-02-09,1591.6505126953125
2017-02-10,1625.896240234375
2017-02-13,1625.570556640625
2017-02-14,1616.791748046875
2017-02-15,1628.315673828125
2017-02-16,1628.23681640625
2017-02-17,1616.9005126953125
2017-02-21,1626.380126953125
2017-02-22,1631.0609130859375
2017-02-23,1616.7623291015625
2017-02-24,1611.1927490234375
2017-02-27,1611.5780029296875
2017-02-28,1702.544677734375
2017-03-01,1711.4814453125
2017-03-02,1712.6563720703125
2017-03-03,1713.3770751953125
2017-03-06,1708.54833984375
2017-03-07,1714.7203369140625
2017-03-08,1721.662109375
2017-03-09,1727.5179443359375
2017-03-10,1732.277587890625
2017-03-13,1744.996337890625
2017-03-14,1746.852783203125
2017-03-15,1745.845458984375
2017-03-16,1751.7706298828125
2017-03-17,1750.4375
2017-03-20,1743.3372802734375
2017-03-21,1725.266357421875
2017-03-22,1730.0557861328125
2017-03-23,1726.441650390625
2017-03-24,1731.1617431640625
2017-03-27,1749.8153076171875
2017-03-28,1766.059326171875
2017-03-29,1762.7017822265625
2017-03-30,1766.800048828125
2017-03-31,1757.685546875
2017-04-03,1751.7801513671875
2017-04-04,1745.2530517578125
2017-04-05,1739.71337890625
2017-04-06,1751.3162841796875
2017-04-07,1747.40576171875
2017-04-10,1753.7354736328125
2017-04-11,1746.2603759765625
2017-04-12,1728.1005859375
2017-04-13,1717.00146484375
2017-04-17,1748.442626953125
2017-04-18,1741.234130859375
2017-04-19,1741.1256103515625
2017-04-20,1738.7554931640625
2017-04-21,1730.0755615234375
2017-04-24,1776.10205078125
2017-04-25,1776.5660400390625
2017-04-26,1781.5330810546875
2017-04-27,1812.8856201171875
2017-04-28,1823.6983642578125
2017-05-01,1846.50927734375
2017-05-02,1856.9766845703125
2017-05-03,1853.293212890625
2017-05-04,1886.4923095703125
2017-05-05,1879.8170166015625
2017-05-08,1880.0738525390625
2017-05-09,1887.2034912109375
2017-05-10,1801.9246826171875
2017-05-11,1790.8551025390625
2017-05-12,1795.4171142578125
2017-05-15,1791.101806640625
2017-05-16,1806.8916015625
2017-05-17,1773.20849609375
2017-05-18,1773.5443115234375
2017-05-19,1785.64111328125
2017-05-22,1805.529052734375
2017-05-23,1805.0550537109375
2017-05-24,1825.594482421875
2017-05-25,1837.13818359375
2017-05-26,1840.5648193359375
2017-05-30,1834.1953125
2017-05-31,1853.589599609375
2017-06-01,1867.1475830078125
2017-06-02,1872.223388671875
2017-06-05,1867.8980712890625
2017-06-06,1866.19970703125
2017-06-07,1866.703125
2017-06-08,1868.6881103515625
2017-06-09,1819.057373046875
2017-06-12,1790.2921142578125
2017-06-13,1820.43994140625
2017-06-14,1808.6788330078125
2017-06-15,1786.54931640625
2017-06-16,1780.0418701171875
2017-06-19,1828.418701171875
2017-06-20,1827.470703125
2017-06-21,1844.39599609375
2017-06-22,1839.6070556640625
2017-06-23,1850.81494140625
2017-06-26,1852.8489990234375
2017-06-27,1834.9853515625
2017-06-28,1866.5452880859375
2017-06-29,1853.4908447265625
2017-06-30,1847.101806640625
2017-07-03,1820.0545654296875
2017-07-05,1842.648193359375
2017-07-06,1848.859619140625
2017-07-07,1894.4810791015625
2017-07-10,1897.759521484375
2017-07-11,1904.9979248046875
2017-07-12,1921.8145751953125
2017-07-13,1916.403076171875
2017-07-14,1926.4459228515625
2017-07-17,1921.103515625
2017-07-18,1951.498291015625
2017-07-19,1967.15966796875
2017-07-20,1974.1905517578125
2017-07-21,1969.9149169921875
2017-07-24,1976.945556640625
2017-07-25,1991.6590576171875
2017-07-26,2007.755126953125
2017-07-27,1999.736572265625
2017-07-28,1998.7196044921875
2017-07-31,2003.10400390625
2017-08-01,1999.2427978515625
2017-08-02,1996.063232421875
2017-08-03,2002.590576171875
2017-08-04,2007.320556640625
2017-08-07,2017.0670166015625
2017-08-08,2023.3472900390625
2017-08-09,1882.9276123046875
2017-08-10,1826.46337890625
2017-08-11,1830.9564208984375
2017-08-14,1850.4886474609375
2017-08-15,1837.54296875
2017-08-16,1832.487060546875
2017-08-17,1790.272216796875
2017-08-18,1787.33935546875
2017-08-21,1778.9852294921875
2017-08-22,1795.4366455078125
2017-08-23,1790.3216552734375
2017-08-24,1792.7806396484375
2017-08-25,1771.0263671875
2017-08-28,1767.5010986328125
2017-08-29,1784.4364013671875
2017-08-30,1790.302001953125
2017-08-31,1828.8927001953125
2017-09-01,1827.6485595703125
2017-09-05,1819.81787109375
2017-09-06,1819.383056640625
2017-09-07,1822.266845703125
2017-09-08,1815.5518798828125
2017-09-11,1845.4625244140625
2017-09-12,1845.245361328125
2017-09-13,1847.74365234375
2017-09-14,1822.1876220703125
2017-09-15,1820.123779296875
2017-09-18,1830.9664306640625
2017-09-19,1836.496337890625
2017-09-20,1842.845947265625
2017-09-21,1842.9840087890625
2017-09-22,1838.81689453125
2017-09-25,1806.644775390625
2017-09-26,1803.0601806640625
2017-09-27,1796.2169189453125
2017-09-28,1789.00830078125
2017-09-29,1807.8988037109375
2017-10-02,1834.2152099609375
2017-10-03,1844.267822265625
2017-10-04,1865.05419921875
2017-10-05,1885.702392578125
2017-10-06,1893.9873046875
2017-10-09,1902.8056640625
2017-10-10,1892.654296875
2017-10-11,1896.15966796875
2017-10-12,1894.925537109375
2017-10-13,1904.908935546875
2017-10-16,1911.31787109375
2017-10-17,1910.310546875
2017-10-18,1917.55859375
2017-10-19,1903.723876953125
2017-10-20,1917.79541015625
2017-10-23,1910.3302001953125
2017-10-24,1908.0985107421875
2017-10-25,1904.6622314453125
2017-10-26,1915.0108642578125
2017-10-27,1867.24658203125
2017-10-30,1856.1964111328125
2017-10-31,1888.02294921875
2017-11-01,1889.109375
2017-11-02,1887.213134765625
2017-11-03,1870.771728515625
2017-11-06,1879.175048828125
2017-11-07,1625.1162109375
2017-11-08,1640.3134765625
2017-11-09,1681.8173828125
2017-11-10,1676.0009765625
2017-11-13,1700.58935546875
2017-11-14,1697.9725341796875
2017-11-15,1705.161376953125
2017-11-16,1709.970458984375
2017-11-17,1725.345458984375
2017-11-20,1732.060302734375
2017-11-21,1744.5521240234375
2017-11-22,1737.16552734375
2017-11-24,1736.4052734375
2017-11-27,1741.322998046875
2017-11-28,1730.08544921875
2017-11-29,1712.7354736328125
2017-11-30,1717.929443359375
2017-12-01,1713.57470703125
2017-12-04,1701.665771484375
2017-12-05,1703.285400390625
2017-12-06,1697.518310546875
2017-12-07,1698.091064453125
2017-12-08,1698.308349609375
2017-12-11,1694.04248046875
2017-12-12,1702.1396484375
2017-12-13,1720.793212890625
2017-12-14,1738.8739013671875
2017-12-15,1737.965576171875
2017-12-18,1759.048095703125
2017-12-19,1758.327392578125
2017-12-20,1751.7901611328125
2017-12-21,1756.5203857421875
2017-12-22,1753.034423828125
2017-12-26,1733.3441162109375
2017-12-27,1735.8720703125
2017-12-28,1742.0042724609375
2017-12-29,1715.984130859375
2018-01-02,1762.405517578125
2018-01-03,1801.3221435546875
2018-01-04,1784.6240234375
2018-01-05,1800.7100830078125
2018-01-08,1828.6260986328125
2018-01-09,1841.9373779296875
2018-01-10,1849.4619140625
2018-01-11,1869.399169921875
2018-01-12,1895.369873046875
2018-01-16,1895.43896484375
2018-01-17,1925.4881591796875
2018-01-18,1902.58837890625
2018-01-19,1886.2947998046875
2018-01-22,1891.785400390625
2018-01-23,1938.36474609375
2018-01-24,1930.76123046875
2018-01-25,1925.2608642578125
2018-01-26,1926.060791015625
2018-01-29,1905.0767822265625
2018-01-30,1897.4732666015625
2018-01-31,1888.11181640625
2018-02-01,1879.8563232421875
2018-02-02,1835.82470703125
2018-02-05,1803.070068359375
2018-02-06,1835.390380859375
2018-02-07,1859.1097412109375
2018-02-08,1783.448974609375
2018-02-09,1742.90283203125
2018-02-12,1767.5899658203125
2018-02-13,1775.3514404296875
2018-02-14,1795.644287109375
2018-02-15,1846.835205078125
2018-02-16,1861.4005126953125
2018-02-20,1870.900146484375
2018-02-21,1857.134765625
2018-02-22,1853.638916015625
2018-02-23,1883.144775390625
2018-02-26,1881.7821044921875
2018-02-27,1881.16015625
2018-02-28,2008.5745849609375
2018-03-01,2002.9755859375
2018-03-02,2008.327880859375
2018-03-05,2046.7110595703125
2018-03-06,2059.400146484375
2018-03-07,2096.3515625
2018-03-08,2123.16162109375
2018-03-09,2143.434814453125
2018-03-12,2178.470458984375
2018-03-13,2142.832275390625
2018-03-14,2161.495849609375
2018-03-15,2160.380126953125
2018-03-16,2144.3037109375
2018-03-19,2120.01171875
2018-03-20,2112.3291015625
2018-03-21,2118.125732421875
2018-03-22,2087.3359375
2018-03-23,2060.88134765625
