Date,SJM
2015-08-03,83.37850952148438
2015-08-04,83.52751159667969
2015-08-05,84.563232421875
2015-08-06,83.27417755126953
2015-08-07,81.99256896972656
2015-08-10,82.34281921386719
2015-08-11,81.14314270019531
2015-08-12,81.98286437988281
2015-08-13,81.44303894042969
2015-08-14,82.00534057617188
2015-08-17,81.7279281616211
2015-08-18,81.69794464111328
2015-08-19,83.87967681884766
2015-08-20,83.78968811035156
2015-08-21,82.39519500732422
2015-08-24,81.06068420410156
2015-08-25,80.10852813720703
2015-08-26,81.8329086303711
2015-08-27,87.18595123291016
2015-08-28,88.16061401367188
2015-08-31,88.2580795288086
2015-09-01,85.48407745361328
2015-09-02,86.69861602783203
2015-09-03,87.62830352783203
2015-09-04,86.67613220214844
2015-09-08,87.2309341430664
2015-09-09,85.91890716552734
2015-09-10,85.89640808105469
2015-09-11,87.0510025024414
2015-09-14,86.6911392211914
2015-09-15,87.13347625732422
2015-09-16,88.1156234741211
2015-09-17,87.55333709716797
2015-09-18,87.39588928222656
2015-09-21,87.7557601928711
2015-09-22,84.8843002319336
2015-09-23,85.13172912597656
2015-09-24,85.0417709350586
2015-09-25,85.73902893066406
2015-09-28,84.72684478759766
2015-09-29,84.37450408935547
2015-09-30,85.53656005859375
2015-10-01,85.17668914794922
2015-10-02,86.70613098144531
2015-10-05,87.51582336425781
2015-10-06,86.08386993408203
2015-10-07,86.9610366821289
2015-10-08,87.68827056884766
2015-10-09,88.53547668457031
2015-10-12,88.78289031982422
2015-10-13,89.07528686523438
2015-10-14,89.44263458251953
2015-10-15,89.68258666992188
2015-10-16,89.29271697998047
2015-10-19,89.04529571533203
2015-10-20,86.15135955810547
2015-10-21,86.68365478515625
2015-10-22,88.67041015625
2015-10-23,88.67041015625
2015-10-26,87.95819091796875
2015-10-27,87.79325866699219
2015-10-28,87.2309341430664
2015-10-29,87.4858627319336
2015-10-30,88.01067352294922
2015-11-02,88.03316497802734
2015-11-03,87.87572479248047
2015-11-04,88.18309783935547
2015-11-05,88.44552612304688
2015-11-06,86.21882629394531
2015-11-09,86.15135955810547
2015-11-10,86.51332092285156
2015-11-11,86.90546417236328
2015-11-12,85.46509552001953
2015-11-13,84.26602172851562
2015-11-16,85.46509552001953
2015-11-17,84.54505920410156
2015-11-18,85.5027847290039
2015-11-19,91.46039581298828
2015-11-20,92.29747009277344
2015-11-23,92.41057586669922
2015-11-24,92.10894775390625
2015-11-25,92.71224212646484
2015-11-27,92.95356750488281
2015-11-30,91.39251708984375
2015-12-01,91.1059341430664
2015-12-02,90.9626693725586
2015-12-03,90.72134399414062
2015-12-04,92.86308288574219
2015-12-07,93.26273345947266
2015-12-08,93.11946868896484
2015-12-09,92.44828796386719
2015-12-10,92.01091766357422
2015-12-11,90.93251037597656
2015-12-14,90.6233139038086
2015-12-15,92.03353881835938
2015-12-16,93.56439971923828
2015-12-17,93.24011993408203
2015-12-18,91.66400909423828
2015-12-21,92.75748443603516
2015-12-22,92.73486328125
2015-12-23,94.16015625
2015-12-24,94.09981536865234
2015-12-28,93.68507385253906
