Date,VTRS
2015-08-03,46.1630859375
2015-08-04,45.7198600769043
2015-08-05,45.66130828857422
2015-08-06,46.33034896850586
2015-08-07,47.12482452392578
2015-08-10,48.11164093017578
2015-08-11,47.77712631225586
2015-08-12,46.29689407348633
2015-08-13,45.34353256225586
2015-08-14,45.460609436035156
2015-08-17,46.405616760253906
2015-08-18,46.62305450439453
2015-08-19,46.07109451293945
2015-08-20,44.34834289550781
2015-08-21,43.06882095336914
2015-08-24,41.6555061340332
2015-08-25,41.07009506225586
2015-08-26,42.759403228759766
2015-08-27,43.060462951660156
2015-08-28,42.12381362915039
2015-08-31,41.47151565551758
2015-09-01,40.38433837890625
2015-09-02,40.66031265258789
2015-09-03,39.65676498413086
2015-09-04,40.18362808227539
2015-09-08,40.74394226074219
2015-09-09,39.77385711669922
2015-09-10,39.97456359863281
2015-09-11,40.68540573120117
2015-09-14,41.028289794921875
2015-09-15,41.44642639160156
2015-09-16,40.98646926879883
2015-09-17,41.28753662109375
2015-09-18,41.47151565551758
2015-09-21,40.275630950927734
2015-09-22,39.0128288269043
2015-09-23,37.97583770751953
2015-09-24,38.10128402709961
2015-09-25,36.47051239013672
2015-09-28,34.17072296142578
2015-09-29,33.284263610839844
2015-09-30,33.668941497802734
2015-10-01,34.630680084228516
2015-10-02,36.512325286865234
2015-10-05,36.713035583496094
2015-10-06,35.83492660522461
2015-10-07,35.31644058227539
2015-10-08,35.68440246582031
2015-10-09,35.58405685424805
2015-10-12,35.87675094604492
2015-10-13,34.6390380859375
2015-10-14,35.32479476928711
2015-10-15,35.734580993652344
2015-10-16,36.42033386230469
2015-10-19,36.57923126220703
2015-10-20,35.58405685424805
2015-10-21,34.195804595947266
2015-10-22,32.74903869628906
2015-10-23,34.25435256958008
2015-10-26,34.9986457824707
2015-10-27,36.87193298339844
2015-10-28,37.54096221923828
2015-10-29,38.28526306152344
2015-10-30,36.87193298339844
2015-11-02,38.31034851074219
2015-11-03,38.9459228515625
2015-11-04,38.95429229736328
2015-11-05,37.45733642578125
2015-11-06,37.59950637817383
2015-11-09,37.75003433227539
2015-11-10,38.000919342041016
2015-11-11,37.20644760131836
2015-11-12,36.12763214111328
2015-11-13,40.79412841796875
2015-11-16,41.814395904541016
2015-11-17,42.36634063720703
2015-11-18,43.503692626953125
2015-11-19,42.834659576416016
2015-11-20,43.37825012207031
2015-11-23,42.550323486328125
2015-11-24,42.140541076660156
2015-11-25,43.3197135925293
2015-11-27,43.2695426940918
2015-11-30,42.90156173706055
2015-12-01,44.39016342163086
2015-12-02,43.55386734008789
2015-12-03,42.70922088623047
2015-12-04,42.99356460571289
2015-12-07,42.725948333740234
2015-12-08,42.86812210083008
2015-12-09,42.39979553222656
2015-12-10,44.26471710205078
2015-12-11,43.955291748046875
2015-12-14,44.63268280029297
2015-12-15,45.151187896728516
2015-12-16,45.48569869995117
2015-12-17,44.29816818237305
2015-12-18,44.46542739868164
2015-12-21,44.85847854614258
2015-12-22,45.31843948364258
2015-12-23,45.82020950317383
2015-12-24,45.845298767089844
2015-12-28,45.435516357421875
2015-12-29,46.2299919128418
2015-12-30,45.67803955078125
2015-12-31,45.21809387207031
2016-01-04,44.55740737915039
2016-01-05,45.23482131958008
2016-01-06,44.62432098388672
2016-01-07,43.16081619262695
2016-01-08,41.329349517822266
2016-01-11,41.39624786376953
2016-01-12,41.8896598815918
2016-01-13,40.8861083984375
2016-01-14,42.39979553222656
2016-01-15,41.57185745239258
2016-01-19,41.99837875366211
2016-01-20,42.985198974609375
2016-01-21,43.01864242553711
2016-01-22,44.415245056152344
2016-01-25,44.00546646118164
2016-01-26,45.10100555419922
2016-01-27,42.84302520751953
2016-01-28,42.17399215698242
2016-01-29,44.06401443481445
2016-02-01,43.7796745300293
2016-02-02,42.50014877319336
2016-02-03,43.704402923583984
2016-02-04,43.746219635009766
2016-02-05,42.97683334350586
2016-02-08,42.190731048583984
2016-02-09,42.433250427246094
2016-02-10,42.26599884033203
2016-02-11,34.6390380859375
2016-02-12,34.9819221496582
2016-02-16,36.085819244384766
2016-02-17,38.69503402709961
2016-02-18,37.39042663574219
2016-02-19,37.917293548583984
2016-02-22,39.14663314819336
2016-02-23,39.063011169433594
2016-02-24,38.971012115478516
2016-02-25,39.65676498413086
2016-02-26,39.422607421875
2016-02-29,37.691490173339844
2016-03-01,38.51941680908203
2016-03-02,38.56959533691406
2016-03-03,38.243438720703125
2016-03-04,37.448970794677734
2016-03-07,38.58631896972656
2016-03-08,37.423885345458984
2016-03-09,38.92919921875
2016-03-10,39.54804992675781
2016-03-11,40.643585205078125
2016-03-14,40.03309631347656
