Date,GPPL.NS
2015-08-21,122.97553253173828
2015-08-24,121.31143188476562
2015-08-25,132.96029663085938
2015-08-26,128.81698608398438
2015-08-27,128.7490234375
2015-08-28,125.2509536743164
2015-08-31,115.87755584716797
2015-09-01,120.90385437011719
2015-09-02,120.63217163085938
2015-09-03,122.33025360107422
2015-09-04,122.05855560302734
2015-09-07,123.8585433959961
2015-09-08,123.28119659423828
2015-09-09,123.6208267211914
2015-09-10,119.10391235351562
2015-09-11,119.5453872680664
2015-09-14,117.88127899169922
2015-09-15,118.66239166259766
2015-09-16,116.8284683227539
2015-09-18,121.71896362304688
2015-09-21,120.56426239013672
2015-09-22,121.31143188476562
2015-09-23,129.05470275878906
2015-09-24,125.4886703491211
2015-09-28,123.4170150756836
2015-09-29,122.05855560302734
2015-09-30,125.89625549316406
2015-10-01,125.5226821899414
2015-10-05,133.46974182128906
2015-10-06,136.0847625732422
2015-10-07,139.27719116210938
2015-10-08,141.62057495117188
2015-10-09,135.3376007080078
2015-10-12,130.7187957763672
2015-10-13,126.23587799072266
2015-10-14,128.51132202148438
2015-10-15,131.63577270507812
2015-10-16,129.0886688232422
2015-10-19,129.1565399169922
2015-10-20,126.50756072998047
2015-10-21,126.30380249023438
2015-10-23,123.14533233642578
2015-10-26,117.74542999267578
2015-10-27,121.31143188476562
2015-10-28,122.33025360107422
2015-10-29,110.20591735839844
2015-10-30,109.5946044921875
2015-11-02,108.57574462890625
2015-11-03,110.54552459716797
2015-11-04,112.00589752197266
2015-11-05,111.42854309082031
2015-11-06,112.48135375976562
2015-11-09,111.66627502441406
2015-11-10,110.03611755371094
2015-11-13,108.74557495117188
2015-11-16,108.77952575683594
2015-11-17,111.53041076660156
2015-11-18,112.95684051513672
2015-11-19,112.7530517578125
2015-11-20,113.43228912353516
2015-11-23,113.43228912353516
2015-11-24,113.90775299072266
2015-11-26,112.92284393310547
2015-11-27,113.05867004394531
2015-11-30,109.79838562011719
2015-12-01,109.76441192626953
2015-12-02,110.681396484375
2015-12-03,106.877685546875
2015-12-04,108.33800506591797
2015-12-07,107.21728515625
2015-12-08,105.34940338134766
2015-12-09,104.87393188476562
2015-12-10,99.37211608886719
2015-12-11,101.17208862304688
2015-12-14,99.67777252197266
2015-12-15,102.6324462890625
2015-12-16,104.50032043457031
2015-12-17,105.07766723632812
2015-12-18,101.61357879638672
2015-12-21,101.37586975097656
2015-12-22,99.77964782714844
2015-12-23,97.8438720703125
2015-12-24,99.16832733154297
2015-12-28,99.5079574584961
2015-12-29,94.44767761230469
2015-12-30,96.9268569946289
2015-12-31,96.04386138916016
2016-01-01,101.24002838134766
2016-01-04,106.877685546875
2016-01-05,107.14935302734375
2016-01-06,107.31916046142578
2016-01-07,104.16073608398438
2016-01-08,107.3531265258789
2016-01-11,105.9267349243164
2016-01-12,104.19467163085938
2016-01-13,106.91162872314453
2016-01-14,103.95696258544922
2016-01-15,100.3909912109375
2016-01-18,96.31555938720703
2016-01-19,97.40234375
2016-01-20,96.82498931884766
2016-01-21,97.97967529296875
2016-01-22,101.10418701171875
2016-01-25,102.29283142089844
2016-01-27,99.47400665283203
2016-01-28,104.83995056152344
2016-01-29,109.42481231689453
2016-02-01,107.79463195800781
2016-02-02,105.655029296875
2016-02-03,100.3909912109375
2016-02-04,100.05135345458984
2016-02-05,105.2814712524414
2016-02-08,104.50032043457031
2016-02-09,107.86256408691406
2016-02-10,107.9984130859375
2016-02-11,103.20980072021484
2016-02-12,100.42493438720703
2016-02-15,104.60222625732422
2016-02-16,106.02861785888672
2016-02-17,104.63619995117188
2016-02-18,99.67777252197266
2016-02-19,100.49284362792969
2016-02-22,103.17581939697266
2016-02-23,106.60598754882812
2016-02-24,104.56826782226562
2016-02-25,103.85506439208984
2016-02-26,101.61357879638672
2016-02-29,99.64380645751953
2016-03-01,104.46639251708984
2016-03-02,105.58711242675781
2016-03-03,105.2814712524414
2016-03-04,105.72296905517578
2016-03-08,105.2814712524414
2016-03-09,106.09656524658203
2016-03-10,107.86256408691406
2016-03-11,107.79463195800781
2016-03-14,108.10026550292969
2016-03-15,108.27008819580078
2016-03-16,108.27008819580078
2016-03-17,111.49646759033203
2016-03-18,114.31527709960938
2016-03-21,119.85108947753906
2016-03-22,119.30765533447266
2016-03-23,121.61705780029297
2016-03-28,121.24346923828125
2016-03-29,116.65866088867188
2016-03-30,116.93033599853516
2016-03-31,119.88502502441406
2016-04-01,117.06616973876953
2016-04-04,125.556640625
2016-04-05,118.2548599243164
2016-04-06,121.41329193115234
2016-04-07,120.25861358642578
2016-04-08,120.49632263183594
2016-04-11,117.84732055664062
2016-04-12,119.9869384765625
2016-04-13,120.80200958251953
2016-04-18,118.45863342285156
