Date,DG.PA
2015-08-24,38.644447326660156
2015-08-25,39.65986633300781
2015-08-26,40.14931106567383
2015-08-27,41.72722625732422
2015-08-28,41.887943267822266
2015-08-31,41.9390754699707
2015-09-01,41.12820053100586
2015-09-02,41.223175048828125
2015-09-03,41.78567123413086
2015-09-04,41.595733642578125
2015-09-07,41.58112335205078
2015-09-08,42.18016052246094
2015-09-09,43.09330368041992
2015-09-10,43.07137680053711
2015-09-11,42.370079040527344
2015-09-14,41.873321533203125
2015-09-15,42.370079040527344
2015-09-16,42.86683654785156
2015-09-17,43.275917053222656
2015-09-18,42.47966766357422
2015-09-21,43.122520446777344
2015-09-22,42.01943588256836
2015-09-23,41.97561264038086
2015-09-24,40.77755355834961
2015-09-25,42.15823745727539
2015-09-28,41.65418243408203
2015-09-29,41.04054260253906
2015-09-30,41.42771911621094
2015-10-01,41.25239181518555
2015-10-02,41.23778533935547
2015-10-05,42.932579040527344
2015-10-06,42.51618576049805
2015-10-07,42.37738800048828
2015-10-08,42.311641693115234
2015-10-09,41.595733642578125
2015-10-12,41.172035217285156
2015-10-13,41.8441047668457
2015-10-14,41.873321533203125
2015-10-15,42.26050567626953
2015-10-16,42.545406341552734
2015-10-19,42.143619537353516
2015-10-20,42.333560943603516
2015-10-21,42.567325592041016
2015-10-22,42.939884185791016
2015-10-23,43.91878890991211
2015-10-26,44.10871887207031
2015-10-27,43.80190658569336
2015-10-28,44.21829605102539
2015-10-29,44.62008285522461
2015-10-30,44.8392448425293
2015-11-02,44.91228485107422
2015-11-03,44.78810501098633
2015-11-04,43.8603515625
2015-11-05,44.43745803833008
2015-11-06,45.45287322998047
2015-11-09,45.1679801940918
2015-11-10,44.6887092590332
2015-11-11,45.02788162231445
2015-11-12,44.18734359741211
2015-11-13,44.17258834838867
2015-11-16,43.892417907714844
2015-11-17,45.58824920654297
2015-11-18,45.52925109863281
2015-11-19,45.75783157348633
2015-11-20,45.33755874633789
2015-11-23,45.13848114013672
2015-11-24,44.60762023925781
2015-11-25,45.12372589111328
2015-11-26,45.6472282409668
2015-11-27,45.7946891784668
2015-11-30,45.38917541503906
2015-12-01,44.873050689697266
2015-12-02,44.96889877319336
2015-12-03,43.457393646240234
2015-12-04,43.5311279296875
2015-12-07,44.39379119873047
2015-12-08,44.02513885498047
2015-12-09,43.803924560546875
2015-12-10,43.20671463012695
2015-12-11,42.49151611328125
2015-12-14,42.14497756958008
2015-12-15,42.528377532958984
2015-12-16,42.72007369995117
2015-12-17,43.61960983276367
2015-12-18,43.059242248535156
2015-12-21,42.69059371948242
2015-12-22,42.78643798828125
2015-12-23,43.52375411987305
2015-12-24,43.70808792114258
2015-12-28,43.103485107421875
2015-12-29,43.87030029296875
2015-12-30,43.855552673339844
2016-01-04,42.56524658203125
2016-01-05,42.801177978515625
2016-01-06,42.55050277709961
2016-01-07,42.063865661621094
2016-01-08,41.92378616333008
2016-01-11,42.830684661865234
2016-01-12,43.5311279296875
2016-01-13,43.855552673339844
2016-01-14,42.830684661865234
2016-01-15,42.321929931640625
2016-01-18,42.2776985168457
2016-01-19,43.53850173950195
2016-01-20,42.18185043334961
2016-01-21,42.94865036010742
2016-01-22,44.40115737915039
2016-01-25,45.4407844543457
2016-01-26,45.24907684326172
2016-01-27,46.16334533691406
2016-01-28,45.595619201660156
2016-01-29,46.02325439453125
2016-02-01,46.92277526855469
2016-02-02,46.33293151855469
2016-02-03,45.03525161743164
2016-02-04,44.45277786254883
2016-02-05,44.79193878173828
2016-02-08,43.76707077026367
2016-02-09,43.67121505737305
2016-02-10,44.12098693847656
2016-02-11,42.919158935546875
2016-02-12,43.228824615478516
2016-02-15,44.50438690185547
2016-02-16,45.26382064819336
2016-02-17,46.5836181640625
2016-02-18,46.93752670288086
2016-02-19,46.36979293823242
2016-02-22,46.49514389038086
2016-02-23,46.49514389038086
2016-02-24,45.98638916015625
2016-02-25,46.92277526855469
2016-02-26,46.75320053100586
2016-02-29,47.055503845214844
2016-03-01,47.1882209777832
2016-03-02,46.42140579223633
2016-03-03,46.458274841308594
2016-03-04,47.158721923828125
2016-03-07,46.967018127441406
2016-03-08,46.64997100830078
2016-03-09,47.10710906982422
2016-03-10,46.89328384399414
2016-03-11,48.18359375
2016-03-14,47.6306037902832
2016-03-15,48.04350280761719
2016-03-16,48.13935470581055
2016-03-17,48.205711364746094
2016-03-18,47.75594711303711
2016-03-21,47.88129425048828
2016-03-22,47.97714614868164
2016-03-23,48.24995803833008
2016-03-24,47.925533294677734
2016-03-29,48.07299041748047
2016-03-30,48.876670837402344
2016-03-31,48.27207565307617
2016-04-01,48.131980895996094
2016-04-04,48.25732421875
2016-04-05,47.73383331298828
2016-04-06,47.999263763427734
2016-04-07,47.814937591552734
2016-04-08,47.94028091430664
2016-04-11,47.61585998535156
2016-04-12,47.741207122802734
2016-04-13,47.851802825927734
2016-04-14,48.54487228393555
2016-04-15,48.6259880065918
2016-04-18,48.6997184753418
2016-04-19,48.79556655883789
