Date,SEMI.BA
2015-08-24,0.08007139712572098
2015-08-25,0.07865819334983826
2015-08-26,0.08383870869874954
2015-08-27,0.08336827158927917
2015-08-28,0.08336827158927917
2015-08-31,0.08431009203195572
2015-09-01,0.08242645114660263
2015-09-02,0.08007139712572098
2015-09-03,0.08007139712572098
2015-09-04,0.08336827158927917
2015-09-07,0.08336827158927917
2015-09-08,0.08007139712572098
2015-09-09,0.08101323246955872
2015-09-10,0.08101323246955872
2015-09-11,0.08242645114660263
2015-09-14,0.0796000212430954
2015-09-15,0.07865819334983826
2015-09-16,0.08195506036281586
2015-09-17,0.08242645114660263
2015-09-18,0.08195506036281586
2015-09-21,0.08242645114660263
2015-09-22,0.07771635055541992
2015-09-23,0.07771635055541992
2015-09-24,0.0744185596704483
2015-09-25,0.07771635055541992
2015-09-28,0.07912861555814743
2015-09-29,0.07912861555814743
2015-09-30,0.0796000212430954
2015-10-01,0.0796000212430954
2015-10-02,0.07912861555814743
2015-10-05,0.08007139712572098
2015-10-06,0.08007139712572098
2015-10-07,0.08101323246955872
2015-10-08,0.08242645114660263
2015-10-09,0.08242645114660263
2015-10-13,0.08007139712572098
2015-10-14,0.08242645114660263
2015-10-15,0.08713652938604355
2015-10-16,0.09090383350849152
2015-10-19,0.09043338149785995
2015-10-20,0.08902017772197723
2015-10-21,0.08949156850576401
2015-10-22,0.08854879438877106
2015-10-23,0.08996199816465378
2015-10-26,0.09420163184404373
2015-10-27,0.09420163184404373
2015-10-28,0.09561391919851303
2015-10-29,0.09608530253171921
2015-10-30,0.10173720866441727
2015-11-02,0.12717223167419434
2015-11-03,0.1295272707939148
2015-11-04,0.12811405956745148
2015-11-05,0.12575900554656982
2015-11-09,0.1394178718328476
2015-11-10,0.15920093655586243
2015-11-11,0.18039633333683014
2015-11-12,0.18369320034980774
2015-11-13,0.1959388554096222
2015-11-16,0.2260839343070984
2015-11-17,0.21666377782821655
2015-11-18,0.1907583326101303
2015-11-19,0.19311335682868958
2015-11-20,0.20300397276878357
2015-11-24,0.22372891008853912
2015-11-25,0.21195369958877563
2015-11-26,0.22043204307556152
2015-11-27,0.22043204307556152
2015-11-30,0.22325752675533295
2015-12-01,0.22985221445560455
2015-12-02,0.22043204307556152
2015-12-03,0.21478013694286346
2015-12-04,0.22467072308063507
2015-12-09,0.22843897342681885
2015-12-10,0.23503272235393524
2015-12-11,0.24178671836853027
2015-12-14,0.26296889781951904
2015-12-15,0.25573599338531494
2015-12-16,0.2402367889881134
2015-12-17,0.24282003939151764
2015-12-18,0.23765361309051514
2015-12-21,0.2324872463941574
2015-12-22,0.22215446829795837
2015-12-23,0.23765361309051514
2015-12-28,0.2324872463941574
2015-12-29,0.22577093541622162
2015-12-30,0.2330038994550705
2016-01-04,0.2273208498954773
2016-01-05,0.2206045538187027
