Date,CROMPTON.NS
2016-05-13,125.94635772705078
2016-05-16,130.363037109375
2016-05-17,129.2472686767578
2016-05-18,135.7096405029297
2016-05-19,132.59469604492188
2016-05-20,128.3639373779297
2016-05-23,126.96916961669922
2016-05-24,123.435791015625
2016-05-25,124.27263641357422
2016-05-26,123.94718933105469
2016-05-27,123.1568374633789
2016-05-30,120.87874603271484
2016-05-31,123.01736450195312
2016-06-01,125.15599060058594
2016-06-02,128.87533569335938
2016-06-03,125.52792358398438
2016-06-06,123.71473693847656
2016-06-07,124.17964935302734
2016-06-08,123.52877044677734
2016-06-09,124.17964935302734
2016-06-10,124.1331558227539
2016-06-13,123.90071868896484
2016-06-14,126.96916961669922
2016-06-15,125.57441711425781
2016-06-16,123.71473693847656
2016-06-17,124.59807586669922
2016-06-20,124.22614288330078
2016-06-21,128.0849609375
2016-06-22,128.82882690429688
2016-06-23,128.4569091796875
2016-06-24,127.10863494873047
2016-06-27,125.71388244628906
2016-06-28,124.92353820800781
2016-06-29,129.10780334472656
2016-06-30,133.66397094726562
2016-07-01,132.82713317871094
2016-07-04,132.64114379882812
2016-07-05,130.17709350585938
2016-07-07,129.7586669921875
2016-07-08,132.31573486328125
2016-07-11,132.12977600097656
2016-07-12,131.19993591308594
2016-07-13,132.87364196777344
2016-07-14,131.61834716796875
2016-07-15,133.7104949951172
2016-07-18,130.4560546875
2016-07-19,131.19993591308594
2016-07-20,141.800048828125
2016-07-21,139.70794677734375
2016-07-22,138.1737060546875
2016-07-25,142.8228759765625
2016-07-26,143.24130249023438
2016-07-27,139.52197265625
2016-07-28,142.63690185546875
2016-07-29,145.98431396484375
2016-08-01,154.16688537597656
2016-08-02,150.63351440429688
2016-08-03,150.02911376953125
2016-08-04,150.58700561523438
2016-08-05,153.23704528808594
2016-08-08,159.69940185546875
2016-08-09,159.93186950683594
2016-08-10,156.6309051513672
2016-08-11,158.0721893310547
2016-08-12,160.90818786621094
2016-08-16,157.3748016357422
2016-08-17,153.09754943847656
2016-08-18,154.81777954101562
2016-08-19,155.14320373535156
2016-08-22,154.21336364746094
2016-08-23,153.887939453125
2016-08-24,153.6554718017578
2016-08-25,153.37652587890625
2016-08-26,153.00457763671875
2016-08-29,153.42303466796875
2016-08-30,153.42303466796875
2016-08-31,153.1905517578125
2016-09-01,155.2826690673828
2016-09-02,161.55908203125
2016-09-06,160.90818786621094
2016-09-07,155.840576171875
2016-09-08,152.5396728515625
2016-09-09,153.05108642578125
2016-09-12,150.4010467529297
2016-09-14,147.79750061035156
2016-09-15,149.19223022460938
2016-09-16,144.86849975585938
2016-09-19,144.77552795410156
2016-09-20,145.37994384765625
2016-09-21,148.54135131835938
2016-09-22,147.42555236816406
2016-09-23,145.70535278320312
2016-09-26,147.10011291503906
2016-09-27,145.1474609375
2016-09-28,142.5439453125
2016-09-29,141.38165283203125
2016-09-30,143.1483154296875
2016-10-03,146.63519287109375
2016-10-04,152.4001922607422
2016-10-05,158.3976287841797
2016-10-06,160.48977661132812
2016-10-07,159.5599365234375
2016-10-10,161.09417724609375
2016-10-13,167.32406616210938
2016-10-14,165.23194885253906
2016-10-17,169.04425048828125
2016-10-18,167.4635467529297
2016-10-19,165.97579956054688
2016-10-20,171.0434112548828
2016-10-21,170.9039306640625
2016-10-24,173.5074920654297
2016-10-25,175.5066375732422
2016-10-26,171.0434112548828
2016-10-27,170.9969024658203
2016-10-28,170.8109130859375
2016-11-01,168.1144256591797
2016-11-02,161.5125732421875
2016-11-03,162.72137451171875
2016-11-04,163.6977081298828
2016-11-07,161.93101501464844
2016-11-08,156.81689453125
2016-11-09,153.93441772460938
2016-11-10,151.19142150878906
2016-11-11,148.58787536621094
2016-11-15,135.6166229248047
2016-11-16,141.800048828125
2016-11-17,141.24215698242188
2016-11-18,137.6157989501953
2016-11-21,142.63690185546875
2016-11-22,140.49827575683594
2016-11-23,136.5929718017578
2016-11-24,135.33770751953125
2016-11-25,134.9657440185547
2016-11-28,136.54649353027344
2016-11-29,135.89559936523438
2016-11-30,137.8017578125
2016-12-01,137.24386596679688
2016-12-02,138.2201690673828
2016-12-05,134.77978515625
2016-12-06,135.6166229248047
2016-12-07,137.8947296142578
2016-12-08,143.89218139648438
2016-12-09,138.45263671875
2016-12-12,131.47885131835938
2016-12-13,132.26922607421875
2016-12-14,132.6876678466797
2016-12-15,131.5718536376953
2016-12-16,133.80345153808594
2016-12-19,131.8043212890625
2016-12-20,134.12889099121094
2016-12-21,135.3842010498047
2016-12-22,131.5718536376953
2016-12-23,134.87277221679688
2016-12-26,130.5489959716797
2016-12-27,133.05958557128906
2016-12-28,133.38502502441406
2016-12-29,135.80262756347656
2016-12-30,135.6631317138672
2017-01-02,138.68508911132812
2017-01-03,144.9614715576172
2017-01-04,141.5210723876953
2017-01-05,137.8017578125
2017-01-06,138.40615844726562
2017-01-09,139.4754638671875
2017-01-10,140.21932983398438
2017-01-11,145.00799560546875
2017-01-12,143.84568786621094
2017-01-13,146.26324462890625
2017-01-16,149.0527801513672
2017-01-17,150.3080596923828
2017-01-18,153.7019805908203
2017-01-19,154.12039184570312
2017-01-20,154.67828369140625
2017-01-23,155.51513671875
2017-01-24,159.28097534179688
2017-01-25,170.9969024658203
2017-01-27,174.53030395507812
2017-01-30,173.7399444580078
2017-01-31,177.92420959472656
2017-02-01,179.04000854492188
2017-02-02,179.55142211914062
2017-02-03,178.29612731933594
2017-02-06,175.18118286132812
2017-02-07,180.52772521972656
2017-02-08,179.45843505859375
2017-02-09,183.96812438964844
2017-02-10,182.34092712402344
2017-02-13,174.2513427734375
2017-02-14,172.20570373535156
2017-02-15,176.4829559326172
2017-02-16,176.62242126464844
2017-02-17,176.1575164794922
2017-02-20,174.94871520996094
2017-02-21,176.4364471435547
2017-02-22,175.7390899658203
2017-02-23,186.15325927734375
2017-02-27,179.27247619628906
2017-02-28,176.575927734375
2017-03-01,175.18118286132812
2017-03-02,175.83209228515625
2017-03-03,174.7162628173828
2017-03-06,172.99606323242188
2017-03-07,173.83291625976562
2017-03-08,174.0188751220703
2017-03-09,176.62242126464844
2017-03-10,175.9715576171875
2017-03-14,177.645263671875
2017-03-15,175.599609375
2017-03-16,183.78216552734375
2017-03-17,181.4110870361328
2017-03-20,181.6900177001953
2017-03-21,182.24794006347656
2017-03-22,182.0619659423828
2017-03-23,180.66722106933594
2017-03-24,184.47955322265625
2017-03-27,186.94363403320312
2017-03-28,183.92164611816406
2017-03-29,191.7322540283203
2017-03-30,196.75340270996094
2017-03-31,201.72801208496094
2017-04-03,209.1201934814453
2017-04-05,204.61050415039062
2017-04-06,202.79733276367188
2017-04-07,199.91482543945312
2017-04-10,196.24195861816406
2017-04-11,202.5648651123047
2017-04-12,199.91482543945312
2017-04-13,199.72885131835938
2017-04-17,196.61390686035156
2017-04-18,195.7770538330078
2017-04-19,196.56741333007812
2017-04-20,201.12362670898438
2017-04-21,203.07626342773438
2017-04-24,200.9376678466797
2017-04-25,205.49388122558594
2017-04-26,204.98243713378906
2017-04-27,208.8877410888672
2017-04-28,204.5175323486328
2017-05-02,206.00526428222656
2017-05-03,200.65870666503906
2017-05-04,207.72544860839844
2017-05-05,212.56060791015625
2017-05-08,219.11593627929688
2017-05-09,223.76512145996094
2017-05-10,220.74317932128906
2017-05-11,223.48617553710938
