Date,CHILE.SN
2015-08-24,39.315799713134766
2015-08-25,39.99747848510742
2015-08-26,40.03723907470703
2015-08-27,40.64507293701172
2015-08-28,40.741641998291016
2015-08-31,40.67348098754883
2015-09-01,40.44057083129883
2015-09-02,40.40079879760742
2015-09-03,40.93478775024414
2015-09-04,40.378082275390625
2015-09-07,40.366722106933594
2015-09-08,40.849578857421875
2015-09-09,40.50873565673828
2015-09-10,41.338111877441406
2015-09-11,41.366512298583984
2015-09-14,41.54829406738281
2015-09-15,41.758480072021484
2015-09-16,41.72439956665039
2015-09-17,41.43468475341797
2015-09-21,41.372196197509766
2015-09-22,41.19041442871094
2015-09-23,41.24154281616211
2015-09-24,41.42900085449219
2015-09-25,41.41196823120117
2015-09-28,40.79845428466797
2015-09-29,40.98023223876953
2015-09-30,41.213138580322266
2015-10-01,41.2017707824707
2015-10-02,41.451725006103516
2015-10-05,41.69599533081055
2015-10-06,41.9970703125
2015-10-07,42.076595306396484
2015-10-08,41.90049743652344
2015-10-09,41.974342346191406
2015-10-13,41.63351058959961
2015-10-14,41.423316955566406
2015-10-15,41.49148941040039
2015-10-16,41.400596618652344
2015-10-19,41.1506462097168
2015-10-20,41.15633010864258
2015-10-21,41.73008346557617
2015-10-22,42.1788444519043
2015-10-23,42.360633850097656
2015-10-26,42.076595306396484
2015-10-27,41.843692779541016
2015-10-28,41.945945739746094
2015-10-29,41.65623092651367
2015-10-30,41.571022033691406
2015-11-02,41.70735168457031
2015-11-03,41.62213897705078
2015-11-04,41.24721908569336
2015-11-05,41.23585891723633
2015-11-06,41.440364837646484
2015-11-09,41.03135299682617
2015-11-10,41.1506462097168
2015-11-11,41.03704071044922
2015-11-12,40.985904693603516
2015-11-13,40.70187759399414
2015-11-16,40.61098861694336
2015-11-17,40.43488693237305
2015-11-18,40.98023223876953
2015-11-19,41.07112503051758
2015-11-20,41.366512298583984
2015-11-23,41.1279296875
2015-11-24,40.730281829833984
2015-11-25,40.985904693603516
2015-11-26,40.6393928527832
2015-11-27,40.349674224853516
2015-11-30,40.2587890625
2015-12-01,40.179256439208984
2015-12-02,40.264469146728516
2015-12-03,39.87818145751953
2015-12-04,39.67367935180664
