Date,SIDERC1.LM
2015-08-24,0.04543871805071831
2015-08-25,0.045089032500982285
2015-08-26,0.045089032500982285
2015-08-27,0.04543871805071831
2015-08-28,0.04543871805071831
2015-08-31,0.04543871805071831
2015-09-01,0.04718627780675888
2015-09-02,0.04718627780675888
2015-09-03,0.04718627780675888
2015-09-04,0.04543871805071831
2015-09-08,0.04543871805071831
2015-09-09,0.04543871805071831
2015-09-10,0.04543871805071831
2015-09-11,0.04543871805071831
2015-09-14,0.04543871805071831
2015-09-15,0.04543871805071831
2015-09-16,0.04369114711880684
2015-09-17,0.04369114711880684
2015-09-18,0.04369114711880684
2015-09-21,0.04369114711880684
2015-09-22,0.038448162376880646
2015-09-23,0.038448162376880646
2015-09-24,0.038448162376880646
2015-09-25,0.03809848427772522
2015-09-28,0.03809848427772522
2015-09-29,0.03809848427772522
2015-09-30,0.03809848427772522
2015-10-01,0.03914725035429001
2015-10-02,0.038448162376880646
2015-10-05,0.038448162376880646
2015-10-06,0.038448162376880646
2015-10-07,0.038448162376880646
2015-10-08,0.038448162376880646
2015-10-09,0.038448162376880646
2015-10-12,0.038448162376880646
2015-10-13,0.038448162376880646
2015-10-14,0.03670031577348709
2015-10-15,0.03670031577348709
2015-10-16,0.03670031577348709
2015-10-19,0.03670031577348709
2015-10-20,0.03670031577348709
2015-10-21,0.03670031577348709
2015-10-22,0.03670031577348709
2015-10-23,0.03670031577348709
2015-10-26,0.03670031577348709
2015-10-27,0.03670031577348709
2015-10-28,0.03670031577348709
2015-10-29,0.03670031577348709
2015-10-30,0.03670031577348709
2015-11-02,0.038448162376880646
2015-11-03,0.038448162376880646
2015-11-04,0.038448162376880646
2015-11-05,0.04194330424070358
2015-11-06,0.04194330424070358
2015-11-09,0.04194330424070358
2015-11-10,0.04194330424070358
2015-11-11,0.04194330424070358
2015-11-12,0.04194330424070358
2015-11-13,0.038448162376880646
2015-11-16,0.038448162376880646
2015-11-17,0.038448162376880646
2015-11-18,0.038448162376880646
2015-11-19,0.038448162376880646
2015-11-20,0.038448162376880646
2015-11-23,0.038448162376880646
2015-11-24,0.03949664905667305
2015-11-25,0.03949664905667305
2015-11-27,0.03949664905667305
2015-11-30,0.03949664905667305
2015-12-01,0.03949664905667305
2015-12-02,0.03949664905667305
2015-12-03,0.03949664905667305
2015-12-04,0.03949664905667305
2015-12-07,0.03949664905667305
2015-12-08,0.03949664905667305
2015-12-09,0.03949664905667305
2015-12-10,0.03949664905667305
2015-12-11,0.03914725035429001
2015-12-14,0.03914725035429001
